Time (BJD_TBD - 2450000), F_f/F_star (ppm)
1.013184277777792886e+04,6.764566350235922698e+01
1.013184279854968190e+04,6.764666224406398953e+01
1.013184281932143494e+04,6.764766098634441960e+01
1.013184284009318799e+04,6.764865972920028980e+01
1.013184286086494103e+04,6.764965847263141541e+01
1.013184288163669407e+04,6.765065721663759746e+01
1.013184290240844712e+04,6.765165596121860858e+01
1.013184292318020016e+04,6.765265470637426404e+01
1.013184294395195320e+04,6.765365345210437908e+01
1.013184296472370625e+04,6.765465219840872635e+01
1.013184298549545929e+04,6.765565094528713530e+01
1.013184300626721233e+04,6.765664969273937857e+01
1.013184302703896537e+04,6.765764844076527140e+01
1.013184304781071842e+04,6.765864718936460065e+01
1.013184306858247146e+04,6.765964593853718156e+01
1.013184308935422450e+04,6.766064468828278677e+01
1.013184311012597936e+04,6.766164343868869935e+01
1.013184313089773241e+04,6.766264218957979892e+01
1.013184315166948545e+04,6.766364094104334015e+01
1.013184317244123849e+04,6.766463969307910986e+01
1.013184319321299154e+04,6.766563844568692332e+01
1.013184321398474458e+04,6.766663719886658157e+01
1.013184323475649762e+04,6.766763595261785724e+01
1.013184325552825067e+04,6.766863470694057980e+01
1.013184327630000371e+04,6.766963346183452188e+01
1.013184329707175675e+04,6.767063221729951294e+01
1.013184331784350979e+04,6.767163097333533983e+01
1.013184333861526284e+04,6.767262972994180359e+01
1.013184335938701588e+04,6.767362848711869106e+01
1.013184338015876892e+04,6.767462724486581749e+01
1.013184340093052197e+04,6.767562600318295551e+01
1.013184342170227501e+04,6.767662476206994882e+01
1.013184344247402805e+04,6.767762352152655581e+01
1.013184346324578109e+04,6.767862228155259174e+01
1.013184348401753414e+04,6.767962104214785768e+01
1.013184350478928718e+04,6.768061980331214045e+01
1.013184352556104022e+04,6.768161856504526952e+01
1.013184354633279327e+04,6.768261732734701752e+01
1.013184356710454631e+04,6.768361609021717129e+01
1.013184358787629935e+04,6.768461485365557451e+01
1.013184360864805240e+04,6.768561361766199980e+01
1.013184362941980544e+04,6.768661238223623400e+01
1.013184365019155848e+04,6.768761114737810658e+01
1.013184367096331152e+04,6.768860991308739017e+01
1.013184369173506457e+04,6.768960867936388581e+01
1.013184371250681761e+04,6.769060744620742298e+01
1.013184373327857065e+04,6.769160621361776009e+01
1.013184375405032551e+04,6.769260498168219442e+01
1.013184377482207856e+04,6.769360375022557719e+01
1.013184379559383160e+04,6.769460251933517725e+01
1.013184381636558464e+04,6.769560128901079565e+01
1.013184383713733769e+04,6.769660005925223345e+01
1.013184385790909073e+04,6.769759883005927747e+01
1.013184387868084377e+04,6.769859760143172878e+01
1.013184389945259682e+04,6.769959637336940261e+01
1.013184392022434986e+04,6.770059514587208582e+01
1.013184394099610290e+04,6.770159391893959366e+01
1.013184396176785594e+04,6.770259269257171297e+01
1.013184398253960899e+04,6.770359146676821638e+01
1.013184400331136203e+04,6.770459024152896177e+01
1.013184402408311507e+04,6.770558901685370756e+01
1.013184404485486812e+04,6.770658779274224059e+01
1.013184406562662116e+04,6.770758656919440455e+01
1.013184408639837420e+04,6.770858534620998626e+01
1.013184410717012724e+04,6.770958412378874414e+01
1.013184412794188029e+04,6.771058290193052187e+01
1.013184414871363333e+04,6.771158168063509208e+01
1.013184416948538637e+04,6.771258045990228425e+01
1.013184419025713942e+04,6.771357923973188520e+01
1.013184421102889246e+04,6.771457802012366756e+01
1.013184423180064550e+04,6.771557680107746080e+01
1.013184425257239855e+04,6.771657558259306597e+01
1.013184427334415159e+04,6.771757436467025570e+01
1.013184429411590463e+04,6.771857314730885946e+01
1.013184431488765767e+04,6.771957193050866408e+01
1.013184433565941072e+04,6.772057071426944219e+01
1.013184435643116376e+04,6.772156949859105168e+01
1.013184437720291680e+04,6.772256828347322255e+01
1.013184439797466985e+04,6.772356706891582689e+01
1.013184441874642471e+04,6.772456585500606252e+01
1.013184443951817775e+04,6.772556464156885170e+01
1.013184446028993079e+04,6.772656342869142065e+01
1.013184448106168384e+04,6.772756221637358465e+01
1.013184450183343688e+04,6.772856100461514472e+01
1.013184452260518992e+04,6.772955979341590194e+01
1.013184454337694297e+04,6.773055858277564312e+01
1.013184456414869601e+04,6.773155737269418353e+01
1.013184458492044905e+04,6.773255616317129579e+01
1.013184460569220209e+04,6.773355495420680938e+01
1.013184462646395514e+04,6.773455374580052535e+01
1.013184464723570818e+04,6.773555253795220210e+01
1.013184466800746122e+04,6.773655133066168332e+01
1.013184468877921427e+04,6.773755012392875585e+01
1.013184470955096731e+04,6.773854891775319231e+01
1.013184473032272035e+04,6.773954771213483639e+01
1.013184475109447339e+04,6.774054650707344649e+01
1.013184477186622644e+04,6.774154530256885209e+01
1.013184479263797948e+04,6.774254409862084003e+01
1.013184481340973252e+04,6.774354289522919714e+01
1.013184483418148557e+04,6.774454169239375290e+01
1.013184485495323861e+04,6.774554049011429413e+01
1.013184487572499165e+04,6.774653928839059347e+01
1.013184489649674470e+04,6.774753808722248039e+01
1.013184491726849774e+04,6.774853688660975592e+01
1.013184493804025078e+04,6.774953568655219271e+01
1.013184495881200382e+04,6.775053448704962022e+01
1.013184497958375687e+04,6.775153328810181108e+01
1.013184500035550991e+04,6.775253208970859475e+01
1.013184502112726295e+04,6.775353089186974387e+01
1.013184504189901600e+04,6.775452969458505947e+01
1.013184506267077086e+04,6.775552849794181043e+01
1.013184508344252390e+04,6.775652730176489058e+01
1.013184510421427694e+04,6.775752610614155458e+01
1.013184512498602999e+04,6.775852491107154663e+01
1.013184514575778303e+04,6.775952371655473883e+01
1.013184516652953607e+04,6.776052252259090380e+01
1.013184518730128912e+04,6.776152132917981419e+01
1.013184520807304216e+04,6.776252013632131366e+01
1.013184522884479520e+04,6.776351894401517484e+01
1.013184524961654824e+04,6.776451775226119878e+01
1.013184527038830129e+04,6.776551656105920074e+01
1.013184529116005433e+04,6.776651537040893913e+01
1.013184531193180737e+04,6.776751418031027185e+01
1.013184533270356042e+04,6.776851299076297153e+01
1.013184535347531346e+04,6.776951180176681078e+01
1.013184537424706650e+04,6.777051061332163329e+01
1.013184539501881954e+04,6.777150942542722589e+01
1.013184541579057259e+04,6.777250823808334701e+01
1.013184543656232563e+04,6.777350705128985453e+01
1.013184545733407867e+04,6.777450586504652108e+01
1.013184547810583172e+04,6.777550467935311929e+01
1.013184549887758476e+04,6.777650349420950704e+01
1.013184551964933780e+04,6.777750230961542854e+01
1.013184554042109085e+04,6.777850112557072748e+01
1.013184556119284389e+04,6.777949994207517648e+01
1.013184558196459693e+04,6.778049875912857658e+01
1.013184560273634997e+04,6.778149757673072884e+01
1.013184562350810302e+04,6.778249639488146272e+01
1.013184564427985606e+04,6.778349521358050822e+01
1.013184566505160910e+04,6.778449403282773744e+01
1.013184568582336215e+04,6.778549285262290880e+01
1.013184570659511701e+04,6.778649167305329115e+01
1.013184572736687005e+04,6.778749049394376414e+01
1.013184574813862309e+04,6.778848931538159661e+01
1.013184576891037614e+04,6.778948813736656120e+01
1.013184578968212918e+04,6.779048695989848738e+01
1.013184581045388222e+04,6.779148578297714778e+01
1.013184583122563527e+04,6.779248460660234343e+01
1.013184585199738831e+04,6.779348343077391803e+01
1.013184587276914135e+04,6.779448225549161577e+01
1.013184589354089439e+04,6.779548108075526613e+01
1.013184591431264744e+04,6.779647990656465595e+01
1.013184593508440048e+04,6.779747873291961469e+01
1.013184595585615352e+04,6.779847755981987234e+01
1.013184597662790657e+04,6.779947638726530101e+01
1.013184599739965961e+04,6.780047521525567333e+01
1.013184601817141265e+04,6.780147404379076193e+01
1.013184603894316569e+04,6.780247287287041047e+01
1.013184605971491874e+04,6.780347170249439159e+01
1.013184608048667178e+04,6.780447053266250634e+01
1.013184610125842482e+04,6.780546936337456998e+01
1.013184612203017787e+04,6.780646819463035513e+01
1.013184614280193091e+04,6.780746702642969126e+01
1.013184616357368395e+04,6.780846585877236521e+01
1.013184618434543700e+04,6.780946469165816382e+01
1.013184620511719004e+04,6.781046352508690234e+01
1.013184622588894308e+04,6.781146235905836761e+01
1.013184624666069612e+04,6.781246119357236068e+01
1.013184626743244917e+04,6.781346002862869682e+01
1.013184628820420221e+04,6.781445886422714864e+01
1.013184630897595525e+04,6.781545770036754561e+01
1.013184632974770830e+04,6.781645653704967458e+01
1.013184635051946316e+04,6.781745537436080440e+01
1.013184637129121620e+04,6.781845421212577207e+01
1.013184639206296924e+04,6.781945305043188910e+01
1.013184641283472229e+04,6.782045188927892809e+01
1.013184643360647533e+04,6.782145072866667590e+01
1.013184645437822837e+04,6.782244956859496199e+01
1.013184647514998142e+04,6.782344840906355898e+01
1.013184649592173446e+04,6.782444725007229636e+01
1.013184651669348750e+04,6.782544609162096094e+01
1.013184653746524054e+04,6.782644493370932537e+01
1.013184655823699359e+04,6.782744377633723332e+01
1.013184657900874663e+04,6.782844261950445741e+01
1.013184659978049967e+04,6.782944146321078449e+01
1.013184662055225272e+04,6.783044030745605824e+01
1.013184664132400576e+04,6.783143915224003706e+01
1.013184666209575880e+04,6.783243799756252201e+01
1.013184668286751184e+04,6.783343684342334257e+01
1.013184670363926489e+04,6.783443568982227134e+01
1.013184672441101793e+04,6.783543453675910939e+01
1.013184674518277097e+04,6.783643338423368618e+01
1.013184676595452402e+04,6.783743223224574592e+01
1.013184678672627706e+04,6.783843108079513229e+01
1.013184680749803010e+04,6.783942992988164633e+01
1.013184682826978315e+04,6.784042877950504646e+01
1.013184684904153619e+04,6.784142762966517637e+01
1.013184686981328923e+04,6.784242648036182288e+01
1.013184689058504227e+04,6.784342533159475863e+01
1.013184691135679532e+04,6.784442418336381309e+01
1.013184693212854836e+04,6.784542303566875887e+01
1.013184695290030140e+04,6.784642188850943967e+01
1.013184697367205445e+04,6.784742074188561389e+01
1.013184699444380749e+04,6.784841959579709680e+01
1.013184701521556235e+04,6.784941845033117147e+01
1.013184703598731539e+04,6.785041730531264648e+01
1.013184705675906844e+04,6.785141616082884752e+01
1.013184707753082148e+04,6.785241501687954724e+01
1.013184709830257452e+04,6.785341387346454667e+01
1.013184711907432757e+04,6.785441273058366107e+01
1.013184713984608061e+04,6.785541158823666308e+01
1.013184716061783365e+04,6.785641044642336794e+01
1.013184718138958669e+04,6.785740930514357672e+01
1.013184720216133974e+04,6.785840816439707623e+01
1.013184722293309278e+04,6.785940702418369597e+01
1.013184724370484582e+04,6.786040588450319433e+01
1.013184726447659887e+04,6.786140474535538658e+01
1.013184728524835191e+04,6.786240360674008798e+01
1.013184730602010495e+04,6.786340246865707115e+01
1.013184732679185799e+04,6.786440133110615136e+01
1.013184734756361104e+04,6.786540019408714386e+01
1.013184736833536408e+04,6.786639905759979285e+01
1.013184738910711712e+04,6.786739792164397045e+01
1.013184740987887017e+04,6.786839678621943506e+01
1.013184743065062321e+04,6.786939565132597352e+01
1.013184745142237625e+04,6.787039451696340109e+01
1.013184747219412930e+04,6.787139338313153303e+01
1.013184749296588234e+04,6.787239224983014196e+01
1.013184751373763538e+04,6.787339111705905736e+01
1.013184753450938842e+04,6.787438998481803765e+01
1.013184755528114147e+04,6.787538885310691228e+01
1.013184757605289451e+04,6.787638772192548231e+01
1.013184759682464755e+04,6.787738659127352037e+01
1.013184761759640060e+04,6.787838546115085592e+01
1.013184763836815364e+04,6.787938433155727580e+01
1.013184765913990850e+04,6.788038320258003466e+01
1.013184767991166154e+04,6.788138207404401214e+01
1.013184770068341459e+04,6.788238094603647710e+01
1.013184772145516763e+04,6.788337981855723058e+01
1.013184774222692067e+04,6.788437869160604521e+01
1.013184776299867372e+04,6.788537756518275046e+01
1.013184778377042676e+04,6.788637643928713317e+01
1.013184780454217980e+04,6.788737531391898017e+01
1.013184782531393284e+04,6.788837418907812093e+01
1.013184784608568589e+04,6.788937306476431388e+01
1.013184786685743893e+04,6.789037194097741690e+01
1.013184788762919197e+04,6.789137081771717419e+01
1.013184790840094502e+04,6.789236969498340102e+01
1.013184792917269806e+04,6.789336857277591264e+01
1.013184794994445110e+04,6.789436745109451010e+01
1.013184797071620414e+04,6.789536632993895182e+01
1.013184799148795719e+04,6.789636520930908148e+01
1.013184801225971023e+04,6.789736408920467170e+01
1.013184803303146327e+04,6.789836296962553774e+01
1.013184805380321632e+04,6.789936185057146645e+01
1.013184807457496936e+04,6.790036073204227307e+01
1.013184809534672240e+04,6.790135961403773024e+01
1.013184811611847545e+04,6.790235849655768163e+01
1.013184813689022849e+04,6.790335737960187146e+01
1.013184815766198153e+04,6.790435626317014339e+01
1.013184817843373457e+04,6.790535514726228428e+01
1.013184819920548762e+04,6.790635403187806673e+01
1.013184821997724066e+04,6.790735291701733445e+01
1.013184824074899370e+04,6.790835180267986004e+01
1.013184826152074675e+04,6.790935068886543036e+01
1.013184828229249979e+04,6.791034957557387486e+01
1.013184830306425465e+04,6.791134846289246241e+01
1.013184832383600769e+04,6.791234735064601580e+01
1.013184834460776074e+04,6.791334623892184652e+01
1.013184836537951378e+04,6.791434512771972720e+01
1.013184838615126682e+04,6.791534401703945889e+01
1.013184840692301987e+04,6.791634290688085684e+01
1.013184842769477291e+04,6.791734179724370790e+01
1.013184844846652595e+04,6.791834068812779890e+01
1.013184846923827899e+04,6.791933957953295931e+01
1.013184849001003204e+04,6.792033847145896175e+01
1.013184851078178508e+04,6.792133736390563570e+01
1.013184853155353812e+04,6.792233625687275378e+01
1.013184855232529117e+04,6.792333515036011704e+01
1.013184857309704421e+04,6.792433404436754074e+01
1.013184859386879725e+04,6.792533293889481172e+01
1.013184861464055030e+04,6.792633183394171681e+01
1.013184863541230334e+04,6.792733072950808548e+01
1.013184865618405638e+04,6.792832962559370458e+01
1.013184867695580942e+04,6.792932852219834672e+01
1.013184869772756247e+04,6.793032741932186980e+01
1.013184871849931551e+04,6.793132631696400381e+01
1.013184873927106855e+04,6.793232521512462085e+01
1.013184876004282160e+04,6.793332411380345093e+01
1.013184878081457464e+04,6.793432301300032350e+01
1.013184880158632768e+04,6.793532191271506804e+01
1.013184882235808072e+04,6.793632081294742875e+01
1.013184884312983377e+04,6.793731971369722089e+01
1.013184886390158681e+04,6.793831861496425972e+01
1.013184888467333985e+04,6.793931751674836050e+01
1.013184890544509290e+04,6.794031641904928165e+01
1.013184892621684594e+04,6.794131532186683842e+01
1.013184894698860080e+04,6.794231422528832809e+01
1.013184896776035384e+04,6.794331312913857346e+01
1.013184898853210689e+04,6.794431203350484338e+01
1.013184900930385993e+04,6.794531093838695313e+01
1.013184903007561297e+04,6.794630984378468952e+01
1.013184905084736602e+04,6.794730874969786782e+01
1.013184907161911906e+04,6.794830765612628909e+01
1.013184909239087210e+04,6.794930656306972594e+01
1.013184911316262514e+04,6.795030547052799363e+01
1.013184913393437819e+04,6.795130437850090743e+01
1.013184915470613123e+04,6.795230328698822575e+01
1.013184917547788427e+04,6.795330219598980648e+01
1.013184919624963732e+04,6.795430110550539382e+01
1.013184921702139036e+04,6.795530001553480304e+01
1.013184923779314340e+04,6.795629892607784939e+01
1.013184925856489645e+04,6.795729783713433392e+01
1.013184927933664949e+04,6.795829674870401504e+01
1.013184930010840253e+04,6.795929566078675066e+01
1.013184932088015557e+04,6.796029457338228497e+01
1.013184934165190862e+04,6.796129348649046165e+01
1.013184936242366166e+04,6.796229240011105333e+01
1.013184938319541470e+04,6.796329131424386105e+01
1.013184940396716775e+04,6.796429022888870009e+01
1.013184942473892079e+04,6.796528914404535726e+01
1.013184944551067383e+04,6.796628805971363363e+01
1.013184946628242687e+04,6.796728697589331603e+01
1.013184948705417992e+04,6.796828589258423392e+01
1.013184950782593296e+04,6.796928480978615994e+01
1.013184952859768600e+04,6.797028372749890934e+01
1.013184954936943905e+04,6.797128264572225476e+01
1.013184957014119209e+04,6.797228156445603986e+01
1.013184959091294513e+04,6.797328048370003728e+01
1.013184961168469999e+04,6.797427940354150167e+01
1.013184963245645304e+04,6.797527832380531265e+01
1.013184965322820608e+04,6.797627724457875331e+01
1.013184967399995912e+04,6.797727616586159627e+01
1.013184969477171217e+04,6.797827508765364257e+01
1.013184971554346521e+04,6.797927400995469327e+01
1.013184973631521825e+04,6.798027293276457783e+01
1.013184975708697129e+04,6.798127185608304046e+01
1.013184977785872434e+04,6.798227077990993905e+01
1.013184979863047738e+04,6.798326970424503202e+01
1.013184981940223042e+04,6.798426862908812041e+01
1.013184984017398347e+04,6.798526755443903369e+01
1.013184986094573651e+04,6.798626648029753028e+01
1.013184988171748955e+04,6.798726540666345386e+01
1.013184990248924260e+04,6.798826433353656284e+01
1.013184992326099564e+04,6.798926326091667249e+01
1.013184994403274868e+04,6.799026218880359806e+01
1.013184996480450172e+04,6.799126111719712640e+01
1.013184998557625477e+04,6.799226004609703011e+01
1.013185000634800781e+04,6.799325897550316711e+01
1.013185002711976085e+04,6.799425790541528158e+01
1.013185004789151390e+04,6.799525683583318880e+01
1.013185006866326694e+04,6.799625576675671823e+01
1.013185008943501998e+04,6.799725469818561407e+01
1.013185011020677302e+04,6.799825363011972001e+01
1.013185013097852607e+04,6.799925256255883710e+01
1.013185015175027911e+04,6.800025149550270953e+01
1.013185017252203215e+04,6.800125042895120941e+01
1.013185019329378520e+04,6.800224936290409516e+01
1.013185021406553824e+04,6.800324829736116783e+01
1.013185023483729128e+04,6.800424723232222846e+01
1.013185025560904614e+04,6.800524616787456011e+01
1.013185027638079919e+04,6.800624510384301402e+01
1.013185029715255223e+04,6.800724404031483061e+01
1.013185031792430527e+04,6.800824297728986778e+01
1.013185033869605832e+04,6.800924191476786973e+01
1.013185035946781136e+04,6.801024085274866593e+01
1.013185038023956440e+04,6.801123979123205743e+01
1.013185040101131744e+04,6.801223873021781685e+01
1.013185042178307049e+04,6.801323766970577367e+01
1.013185044255482353e+04,6.801423660969571472e+01
1.013185046332657657e+04,6.801523555018742684e+01
1.013185048409832962e+04,6.801623449118072529e+01
1.013185050487008266e+04,6.801723343267541111e+01
1.013185052564183570e+04,6.801823237467127115e+01
1.013185054641358875e+04,6.801923131716812065e+01
1.013185056718534179e+04,6.802023026016576068e+01
1.013185058795709483e+04,6.802122920366394965e+01
1.013185060872884787e+04,6.802222814766253123e+01
1.013185062950060092e+04,6.802322709216127805e+01
1.013185065027235396e+04,6.802422603716001959e+01
1.013185067104410700e+04,6.802522498265852846e+01
1.013185069181586005e+04,6.802622392865660572e+01
1.013185071258761309e+04,6.802722287515406663e+01
1.013185073335936613e+04,6.802822182215071223e+01
1.013185075413111917e+04,6.802922076964630094e+01
1.013185077490287222e+04,6.803021971764069065e+01
1.013185079567462526e+04,6.803121866613362556e+01
1.013185081644637830e+04,6.803221761512493515e+01
1.013185083721813135e+04,6.803321656461443467e+01
1.013185085798988439e+04,6.803421551460188255e+01
1.013185087876163743e+04,6.803521446508710824e+01
1.013185089953339229e+04,6.803621341615739482e+01
1.013185092030514534e+04,6.803721236763755087e+01
1.013185094107689838e+04,6.803821131961487367e+01
1.013185096184865142e+04,6.803921027208916428e+01
1.013185098262040447e+04,6.804020922506022373e+01
1.013185100339215751e+04,6.804120817852782466e+01
1.013185102416391055e+04,6.804220713249181074e+01
1.013185104493566359e+04,6.804320608695194039e+01
1.013185106570741664e+04,6.804420504190804309e+01
1.013185108647916968e+04,6.804520399735991987e+01
1.013185110725092272e+04,6.804620295330732915e+01
1.013185112802267577e+04,6.804720190975012883e+01
1.013185114879442881e+04,6.804820086668807733e+01
1.013185116956618185e+04,6.804919982412096147e+01
1.013185119033793490e+04,6.805019878204862493e+01
1.013185121110968794e+04,6.805119774047084036e+01
1.013185123188144098e+04,6.805219669938739457e+01
1.013185125265319402e+04,6.805319565879811705e+01
1.013185127342494707e+04,6.805419461870279463e+01
1.013185129419670011e+04,6.805519357910122835e+01
1.013185131496845315e+04,6.805619253999321927e+01
1.013185133574020620e+04,6.805719150137852580e+01
1.013185135651195924e+04,6.805819046325702004e+01
1.013185137728371228e+04,6.805918942562846041e+01
1.013185139805546532e+04,6.806018838849263375e+01
1.013185141882721837e+04,6.806118735184936952e+01
1.013185143959897141e+04,6.806218631569845456e+01
1.013185146037072445e+04,6.806318528003967572e+01
