Time (BJD_TBD - 2450000), F_e/F_star (ppm)
1.027127336805546656e+04,4.688749141823361555e+00
1.027127353332662278e+04,4.693523253844832155e+00
1.027127369859778082e+04,4.698299727143983695e+00
1.027127386386893704e+04,4.703078561477243014e+00
1.027127402914009326e+04,4.707859756758661973e+00
1.027127419441124948e+04,4.712643312849653654e+00
1.027127435968240752e+04,4.717429229664269030e+00
1.027127452495356374e+04,4.722217506958447331e+00
1.027127469022471996e+04,4.727008144646050347e+00
1.027127485549587800e+04,4.731801142641005598e+00
1.027127502076703422e+04,4.736596500698889045e+00
1.027127518603819044e+04,4.741394218733456789e+00
1.027127535130934666e+04,4.746194296605641405e+00
1.027127551658050470e+04,4.750996734229179452e+00
1.027127568185166092e+04,4.755801531359187706e+00
1.027127584712281714e+04,4.760608687909231307e+00
1.027127601239397518e+04,4.765418203792931351e+00
1.027127617766513140e+04,4.770230078765032466e+00
1.027127634293628762e+04,4.775044312738963903e+00
1.027127650820744384e+04,4.779860905575219476e+00
1.027127667347860188e+04,4.784679857187229324e+00
1.027127683874975810e+04,4.789501167329249576e+00
1.027127700402091432e+04,4.794324835914568261e+00
1.027127716929207236e+04,4.799150862856498279e+00
1.027127733456322858e+04,4.803979247908935157e+00
1.027127749983438480e+04,4.808809990985039029e+00
1.027127766510554284e+04,4.813643091998002888e+00
1.027127783037669906e+04,4.818478550701354557e+00
1.027127799564785528e+04,4.823316367008123606e+00
1.027127816091901150e+04,4.828156540778094197e+00
1.027127832619016954e+04,4.832999071924286127e+00
1.027127849146132576e+04,4.837843960199760041e+00
1.027127865673248198e+04,4.842691205517362540e+00
1.027127882200364002e+04,4.847540807789997963e+00
1.027127898727479624e+04,4.852392766770353028e+00
1.027127915254595246e+04,4.857247082371160651e+00
1.027127931781710868e+04,4.862103754451727156e+00
1.027127948308826672e+04,4.866962782924774800e+00
1.027127964835942294e+04,4.871824167542524009e+00
1.027127981363057916e+04,4.876687908217522960e+00
1.027127997890173719e+04,4.881554004862380225e+00
1.027128014417289342e+04,4.886422457228951188e+00
1.027128030944404964e+04,4.891293265229650800e+00
1.027128047471520586e+04,4.896166428723338626e+00
1.027128063998636389e+04,4.901041947622401196e+00
1.027128080525752011e+04,4.905919821678244475e+00
1.027128097052867633e+04,4.910800050803122652e+00
1.027128113579983437e+04,4.915682634909326332e+00
1.027128130107099059e+04,4.920567573747888446e+00
1.027128146634214681e+04,4.925454867230929068e+00
1.027128163161330303e+04,4.930344515216799728e+00
1.027128179688446107e+04,4.935236517617647145e+00
1.027128196215561729e+04,4.940130874183978449e+00
1.027128212742677351e+04,4.945027584827779599e+00
1.027128229269793155e+04,4.949926649461056094e+00
1.027128245796908777e+04,4.954828067833969563e+00
1.027128262324024399e+04,4.959731839858362079e+00
1.027128278851140021e+04,4.964637965392125096e+00
1.027128295378255825e+04,4.969546444347063385e+00
1.027128311905371447e+04,4.974457276472879386e+00
1.027128328432487069e+04,4.979370461681262405e+00
1.027128344959602873e+04,4.984285999883901752e+00
1.027128361486718495e+04,4.989203890830136601e+00
1.027128378013834117e+04,4.994124134431513262e+00
1.027128394540949739e+04,4.999046730545416040e+00
1.027128411068065543e+04,5.003971679083400126e+00
1.027128427595181165e+04,5.008898979794298434e+00
1.027128444122296787e+04,5.013828632589503620e+00
1.027128460649412591e+04,5.018760637380426992e+00
1.027128477176528213e+04,5.023694993915547968e+00
1.027128493703643835e+04,5.028631702106124202e+00
1.027128510230759457e+04,5.033570761809072813e+00
1.027128526757875261e+04,5.038512172935631916e+00
1.027128543284990883e+04,5.043455935233822629e+00
1.027128559812106505e+04,5.048402048614720528e+00
1.027128576339222309e+04,5.053350512989433163e+00
1.027128592866337931e+04,5.058301328105623718e+00
1.027128609393453553e+04,5.063254493874246975e+00
1.027128625920569357e+04,5.068210010206302130e+00
1.027128642447684979e+04,5.073167876849053570e+00
1.027128658974800601e+04,5.078128093713348612e+00
1.027128675501916223e+04,5.083090660655424031e+00
1.027128692029032027e+04,5.088055577586088063e+00
1.027128708556147649e+04,5.093022844252165449e+00
1.027128725083263271e+04,5.097992460564302775e+00
1.027128741610379075e+04,5.102964426433203471e+00
1.027128758137494697e+04,5.107938741605319244e+00
1.027128774664610319e+04,5.112915405991180329e+00
1.027128791191725941e+04,5.117894419446546550e+00
1.027128807718841745e+04,5.122875781881949031e+00
1.027128824245957367e+04,5.127859493043340322e+00
1.027128840773072989e+04,5.132845552841110326e+00
