Time (BJD_TBD - 2450000), F_star + F_c (mJy)
9.889738090277649462e+03,2.740757157615683504e+00
9.889738107156652404e+03,2.740757170099066276e+00
9.889738124035655346e+03,2.740757182581040396e+00
9.889738140914658288e+03,2.740757195061604978e+00
9.889738157793661230e+03,2.740757207540760909e+00
9.889738174672662353e+03,2.740757220018506413e+00
9.889738191551665295e+03,2.740757232494844153e+00
9.889738208430668237e+03,2.740757244969772355e+00
9.889738225309671179e+03,2.740757257443292350e+00
9.889738242188674121e+03,2.740757269915401917e+00
9.889738259067677063e+03,2.740757282386103277e+00
9.889738275946680005e+03,2.740757294855395099e+00
9.889738292825682947e+03,2.740757307323277825e+00
9.889738309704684070e+03,2.740757319789750124e+00
9.889738326583687012e+03,2.740757332254814216e+00
9.889738343462689954e+03,2.740757344718469657e+00
9.889738360341692896e+03,2.740757357180715115e+00
9.889738377220695838e+03,2.740757369641551477e+00
9.889738394099698780e+03,2.740757382100977857e+00
9.889738410978701722e+03,2.740757394558995585e+00
9.889738427857704664e+03,2.740757407015604219e+00
9.889738444736705787e+03,2.740757419470801537e+00
9.889738461615708729e+03,2.740757431924590204e+00
9.889738478494711671e+03,2.740757444376970220e+00
9.889738495373714613e+03,2.740757456827940253e+00
9.889738512252717555e+03,2.740757469277501190e+00
9.889738529131720497e+03,2.740757481725652145e+00
9.889738546010723439e+03,2.740757494172394004e+00
9.889738562889726381e+03,2.740757506617725880e+00
9.889738579768727504e+03,2.740757519061647329e+00
9.889738596647730446e+03,2.740757531504159683e+00
9.889738613526733388e+03,2.740757543945262498e+00
9.889738630405736330e+03,2.740757556384956217e+00
9.889738647284739272e+03,2.740757568823239954e+00
9.889738664163742214e+03,2.740757581260113707e+00
9.889738681042745156e+03,2.740757593695578365e+00
9.889738697921748098e+03,2.740757606129632151e+00
9.889738714800749221e+03,2.740757618562275510e+00
9.889738731679752163e+03,2.740757630993510663e+00
9.889738748558755105e+03,2.740757643423334944e+00
9.889738765437758047e+03,2.740757655851750130e+00
9.889738782316760989e+03,2.740757668278755332e+00
9.889738799195763931e+03,2.740757680704350552e+00
9.889738816074766873e+03,2.740757693128535344e+00
9.889738832953769816e+03,2.740757705551311041e+00
9.889738849832770939e+03,2.740757717972674534e+00
9.889738866711773881e+03,2.740757730392629821e+00
9.889738883590776823e+03,2.740757742811174680e+00
9.889738900469779765e+03,2.740757755228310000e+00
9.889738917348782707e+03,2.740757767644034892e+00
9.889738934227785649e+03,2.740757780058349358e+00
9.889738951106788591e+03,2.740757792471253840e+00
9.889738967985791533e+03,2.740757804882748783e+00
9.889738984864792656e+03,2.740757817292831522e+00
9.889739001743795598e+03,2.740757829701506054e+00
9.889739018622798540e+03,2.740757842108769715e+00
9.889739035501801482e+03,2.740757854514622949e+00
9.889739052380804424e+03,2.740757866919066643e+00
9.889739069259807366e+03,2.740757879322099466e+00
9.889739086138810308e+03,2.740757891723721862e+00
9.889739103017813250e+03,2.740757904123934274e+00
9.889739119896814373e+03,2.740757916522734927e+00
9.889739136775817315e+03,2.740757928920126485e+00
9.889739153654820257e+03,2.740757941316107615e+00
9.889739170533823199e+03,2.740757953710677874e+00
9.889739187412826141e+03,2.740757966103838150e+00
9.889739204291829083e+03,2.740757978495587999e+00
9.889739221170832025e+03,2.740757990885926976e+00
9.889739238049834967e+03,2.740758003274855525e+00
9.889739254928836090e+03,2.740758015662371871e+00
9.889739271807839032e+03,2.740758028048479567e+00
9.889739288686841974e+03,2.740758040433175946e+00
9.889739305565844916e+03,2.740758052816462342e+00
9.889739322444847858e+03,2.740758065198337867e+00
9.889739339323850800e+03,2.740758077578802521e+00
9.889739356202853742e+03,2.740758089957856303e+00
9.889739373081856684e+03,2.740758102335499657e+00
9.889739389960857807e+03,2.740758114711730808e+00
9.889739406839860749e+03,2.740758127086552420e+00
9.889739423718863691e+03,2.740758139459963161e+00
9.889739440597866633e+03,2.740758151831963474e+00
9.889739457476869575e+03,2.740758164202552916e+00
9.889739474355872517e+03,2.740758176571731042e+00
9.889739491234875459e+03,2.740758188939498297e+00
9.889739508113878401e+03,2.740758201305855124e+00
9.889739524992879524e+03,2.740758213670799304e+00
9.889739541871882466e+03,2.740758226034333500e+00
9.889739558750885408e+03,2.740758238396456825e+00
9.889739575629888350e+03,2.740758250757169723e+00
9.889739592508891292e+03,2.740758263116471305e+00
9.889739609387894234e+03,2.740758275474361128e+00
9.889739626266897176e+03,2.740758287830840523e+00
9.889739643145900118e+03,2.740758300185909047e+00
9.889739660024901241e+03,2.740758312539564479e+00
9.889739676903904183e+03,2.740758324891810815e+00
9.889739693782907125e+03,2.740758337242644949e+00
9.889739710661910067e+03,2.740758349592068654e+00
9.889739727540913009e+03,2.740758361940080601e+00
9.889739744419915951e+03,2.740758374286682120e+00
9.889739761298918893e+03,2.740758386631871435e+00
9.889739778177921835e+03,2.740758398975649879e+00
9.889739795056922958e+03,2.740758411318015675e+00
9.889739811935925900e+03,2.740758423658971488e+00
9.889739828814928842e+03,2.740758435998515541e+00
9.889739845693931784e+03,2.740758448336648723e+00
9.889739862572934726e+03,2.740758460673370145e+00
9.889739879451937668e+03,2.740758473008680252e+00
9.889739896330940610e+03,2.740758485342578155e+00
9.889739913209943552e+03,2.740758497675065630e+00
9.889739930088944675e+03,2.740758510006139570e+00
9.889739946967947617e+03,2.740758522335803526e+00
9.889739963846950559e+03,2.740758534664056167e+00
9.889739980725953501e+03,2.740758546990897049e+00
9.889739997604956443e+03,2.740758559316326171e+00
9.889740014483959385e+03,2.740758571640343533e+00
9.889740031362962327e+03,2.740758583962949579e+00
9.889740048241965269e+03,2.740758596284143422e+00
9.889740065120966392e+03,2.740758608603924618e+00
9.889740081999969334e+03,2.740758620922295385e+00
9.889740098878972276e+03,2.740758633239254394e+00
9.889740115757975218e+03,2.740758645554801642e+00
9.889740132636978160e+03,2.740758657868937131e+00
9.889740149515981102e+03,2.740758670181660417e+00
9.889740166394984044e+03,2.740758682492972387e+00
9.889740183273986986e+03,2.740758694802872153e+00
9.889740200152988109e+03,2.740758707111358827e+00
9.889740217031991051e+03,2.740758719418435074e+00
9.889740233910993993e+03,2.740758731724099118e+00
9.889740250789996935e+03,2.740758744028350957e+00
9.889740267668999877e+03,2.740758756331191037e+00
9.889740284548002819e+03,2.740758768632619358e+00
9.889740301427005761e+03,2.740758780932635474e+00
9.889740318306008703e+03,2.740758793231238943e+00
9.889740335185009826e+03,2.740758805528429320e+00
9.889740352064012768e+03,2.740758817824209714e+00
9.889740368943015710e+03,2.740758830118577016e+00
9.889740385822018652e+03,2.740758842411532559e+00
9.889740402701021594e+03,2.740758854703075453e+00
9.889740419580024536e+03,2.740758866993206588e+00
9.889740436459027478e+03,2.740758879281925964e+00
9.889740453338030420e+03,2.740758891569232247e+00
9.889740470217031543e+03,2.740758903855125439e+00
9.889740487096034485e+03,2.740758916139606871e+00
9.889740503975037427e+03,2.740758928422676988e+00
9.889740520854040369e+03,2.740758940704334456e+00
9.889740537733043311e+03,2.740758952984579278e+00
9.889740554612046253e+03,2.740758965263411895e+00
9.889740571491049195e+03,2.740758977540831864e+00
9.889740588370052137e+03,2.740758989816839630e+00
9.889740605249053260e+03,2.740759002091433416e+00
9.889740622128056202e+03,2.740759014364616331e+00
9.889740639007059144e+03,2.740759026636386597e+00
9.889740655886062086e+03,2.740759038906744216e+00
9.889740672765065028e+03,2.740759051175689187e+00
9.889740689644067970e+03,2.740759063443221955e+00
9.889740706523070912e+03,2.740759075709341630e+00
9.889740723402073854e+03,2.740759087974048658e+00
9.889740740281074977e+03,2.740759100237342150e+00
9.889740757160077919e+03,2.740759112499224326e+00
9.889740774039080861e+03,2.740759124759693410e+00
9.889740790918083803e+03,2.740759137018749847e+00
9.889740807797086745e+03,2.740759149276394080e+00
9.889740824676089687e+03,2.740759161532624777e+00
9.889740841555092629e+03,2.740759173787442826e+00
9.889740858434095571e+03,2.740759186040848228e+00
9.889740875313096694e+03,2.740759198292839649e+00
9.889740892192099636e+03,2.740759210543419755e+00
9.889740909071102578e+03,2.740759222792586325e+00
9.889740925950105520e+03,2.740759235040339803e+00
9.889740942829108462e+03,2.740759247286681521e+00
9.889740959708111404e+03,2.740759259531609260e+00
9.889740976587114346e+03,2.740759271775124351e+00
9.889740993466117288e+03,2.740759284017226349e+00
9.889741010345118411e+03,2.740759296257913924e+00
9.889741027224121353e+03,2.740759308497189739e+00
9.889741044103124295e+03,2.740759320735052018e+00
9.889741060982127237e+03,2.740759332971502538e+00
9.889741077861130179e+03,2.740759345206538633e+00
9.889741094740133121e+03,2.740759357440162525e+00
9.889741111619136063e+03,2.740759369672372880e+00
9.889741128498139005e+03,2.740759381903169700e+00
9.889741145377140128e+03,2.740759394132552096e+00
9.889741162256143070e+03,2.740759406360522732e+00
9.889741179135146012e+03,2.740759418587079832e+00
9.889741196014148954e+03,2.740759430812224728e+00
9.889741212893151896e+03,2.740759443035954757e+00
