Time (BJD_TBD - 2450000), F_g/F_star (ppm)
1.063802708333311602e+04,9.558210156647781730e+01
1.063802710516863226e+04,9.558162755991291704e+01
1.063802712700415032e+04,9.558115354858936996e+01
1.063802714883966655e+04,9.558067953258621685e+01
1.063802717067518279e+04,9.558020551186402258e+01
1.063802719251070084e+04,9.557973148638340888e+01
1.063802721434621708e+04,9.557925745622331704e+01
1.063802723618173331e+04,9.557878342134438299e+01
1.063802725801725137e+04,9.557830938170718582e+01
1.063802727985276761e+04,9.557783533739070947e+01
1.063802730168828566e+04,9.557736128831608369e+01
1.063802732352380190e+04,9.557688723456232083e+01
1.063802734535931813e+04,9.557641317608998577e+01
1.063802736719483619e+04,9.557593911285967181e+01
1.063802738903035242e+04,9.557546504495037709e+01
1.063802741086586866e+04,9.557499097232270913e+01
1.063802743270138672e+04,9.557451689493720437e+01
1.063802745453690295e+04,9.557404281287294623e+01
1.063802747637241919e+04,9.557356872609045695e+01
1.063802749820793724e+04,9.557309463455032983e+01
1.063802752004345348e+04,9.557262053833159143e+01
1.063802754187896971e+04,9.557214643739482085e+01
1.063802756371448777e+04,9.557167233170056875e+01
1.063802758555000401e+04,9.557119822132791853e+01
1.063802760738552206e+04,9.557072410619787206e+01
1.063802762922103830e+04,9.557024998638951274e+01
1.063802765105655453e+04,9.556977586186346230e+01
1.063802767289207259e+04,9.556930173258017192e+01
1.063802769472758882e+04,9.556882759861876764e+01
1.063802771656310506e+04,9.556835345993982855e+01
1.063802773839862311e+04,9.556787931650383427e+01
1.063802776023413935e+04,9.556740516838989663e+01
1.063802778206965559e+04,9.556693101555859471e+01
1.063802780390517364e+04,9.556645685797042233e+01
1.063802782574068988e+04,9.556598269570446291e+01
1.063802784757620611e+04,9.556550852872130974e+01
1.063802786941172417e+04,9.556503435698149929e+01
1.063802789124724040e+04,9.556456018056405810e+01
1.063802791308275846e+04,9.556408599939008752e+01
1.063802793491827470e+04,9.556361181353865675e+01
1.063802795675379093e+04,9.556313762297027381e+01
1.063802797858930899e+04,9.556266342764553201e+01
1.063802800042482522e+04,9.556218922764347212e+01
1.063802802226034146e+04,9.556171502292467324e+01
1.063802804409585951e+04,9.556124081344967180e+01
1.063802806593137575e+04,9.556076659929753703e+01
1.063802808776689199e+04,9.556029238042883378e+01
1.063802810960241004e+04,9.555981815680409852e+01
1.063802813143792628e+04,9.555934392850241466e+01
1.063802815327344251e+04,9.555886969548434706e+01
1.063802817510896057e+04,9.555839545771040378e+01
1.063802819694447680e+04,9.555792121525968241e+01
1.063802821877999486e+04,9.555744696805325589e+01
1.063802824061551109e+04,9.555697271617015076e+01
1.063802826245102733e+04,9.555649845957094612e+01
1.063802828428654539e+04,9.555602419821619264e+01
1.063802830612206162e+04,9.555554993218495952e+01
1.063802832795757786e+04,9.555507566143775477e+01
1.063802834979309591e+04,9.555460138593518593e+01
1.063802837162861215e+04,9.555412710575635060e+01
1.063802839346412838e+04,9.555365282086171419e+01
1.063802841529964644e+04,9.555317853121186999e+01
1.063802843713516268e+04,9.555270423688592984e+01
1.063802845897067891e+04,9.555222993784435914e+01
1.063802848080619697e+04,9.555175563404779382e+01
1.063802850264171320e+04,9.555128132557528886e+01
1.063802852447723126e+04,9.555080701234783191e+01
1.063802854631274749e+04,9.555033269444453481e+01
1.063802856814826373e+04,9.554985837182597663e+01
1.063802858998378179e+04,9.554938404445266542e+01
1.063802861181929802e+04,9.554890971240367037e+01
1.063802863365481426e+04,9.554843537563959899e+01
1.063802865549033231e+04,9.554796103412095931e+01
1.063802867732584855e+04,9.554748668792682054e+01
1.063802869916136478e+04,9.554701233701773333e+01
1.063802872099688284e+04,9.554653798135427678e+01
1.063802874283239908e+04,9.554606362101549166e+01
1.063802876466791531e+04,9.554558925596197128e+01
1.063802878650343337e+04,9.554511488615419523e+01
1.063802880833894960e+04,9.554464051167131800e+01
1.063802883017446766e+04,9.554416613243432721e+01
1.063802885200998389e+04,9.554369174852233471e+01
1.063802887384550013e+04,9.554321735989586273e+01
1.063802889568101818e+04,9.554274296651546194e+01
1.063802891751653442e+04,9.554226856846022997e+01
1.063802893935205066e+04,9.554179416569071748e+01
1.063802896118756871e+04,9.554131975816743250e+01
1.063802898302308495e+04,9.554084534596947265e+01
1.063802900485860118e+04,9.554037092905743123e+01
1.063802902669411924e+04,9.553989650739180206e+01
1.063802904852963547e+04,9.553942208105166856e+01
1.063802907036515171e+04,9.553894764999762401e+01
1.063802909220066977e+04,9.553847321419014804e+01
1.063802911403618600e+04,9.553799877370836668e+01
1.063802913587170406e+04,9.553752432847331022e+01
1.063802915770722029e+04,9.553704987856407627e+01
1.063802917954273653e+04,9.553657542394115865e+01
1.063802920137825458e+04,9.553610096456513645e+01
1.063802922321377082e+04,9.553562650051513572e+01
1.063802924504928706e+04,9.553515203175163606e+01
1.063802926688480511e+04,9.553467755823517393e+01
1.063802928872032135e+04,9.553420308004493222e+01
1.063802931055583758e+04,9.553372859714133369e+01
1.063802933239135564e+04,9.553325410948498586e+01
1.063802935422687187e+04,9.553277961715501476e+01
1.063802937606238811e+04,9.553230512011188580e+01
1.063802939789790616e+04,9.553183061831617806e+01
1.063802941973342240e+04,9.553135611184698917e+01
1.063802944156894046e+04,9.553088160062532097e+01
1.063802946340445669e+04,9.553040708473029952e+01
1.063802948523997293e+04,9.552993256412243284e+01
1.063802950707549098e+04,9.552945803876227160e+01
1.063802952891100722e+04,9.552898350872892763e+01
1.063802955074652346e+04,9.552850897398293739e+01
1.063802957258204151e+04,9.552803443448480891e+01
1.063802959441755775e+04,9.552755989031366823e+01
1.063802961625307398e+04,9.552708534143005181e+01
1.063802963808859204e+04,9.552661078779446768e+01
1.063802965992410827e+04,9.552613622948607031e+01
1.063802968175962451e+04,9.552566166646538193e+01
1.063802970359514256e+04,9.552518709869288216e+01
1.063802972543065880e+04,9.552471252624776810e+01
1.063802974726617686e+04,9.552423794905095633e+01
1.063802976910169309e+04,9.552376336718161554e+01
1.063802979093720933e+04,9.552328878060028217e+01
1.063802981277272738e+04,9.552281418926743584e+01
1.063802983460824362e+04,9.552233959326223101e+01
1.063802985644375985e+04,9.552186499254521834e+01
1.063802987827927791e+04,9.552139038707686325e+01
1.063802990011479415e+04,9.552091577693634861e+01
1.063802992195031038e+04,9.552044116208416824e+01
1.063802994378582844e+04,9.551996654248083019e+01
1.063802996562134467e+04,9.551949191820550311e+01
1.063802998745686091e+04,9.551901728921868084e+01
1.063803000929237896e+04,9.551854265548089984e+01
1.063803003112789520e+04,9.551806801707128614e+01
1.063803005296341325e+04,9.551759337391082738e+01
1.063803007479892949e+04,9.551711872607866383e+01
1.063803009663444573e+04,9.551664407353530351e+01
1.063803011846996378e+04,9.551616941624126866e+01
1.063803014030548002e+04,9.551569475427569955e+01
1.063803016214099625e+04,9.551522008759910420e+01
1.063803018397651431e+04,9.551474541617201908e+01
1.063803020581203054e+04,9.551427074007357021e+01
1.063803022764754678e+04,9.551379605926427985e+01
1.063803024948306484e+04,9.551332137370467024e+01
1.063803027131858107e+04,9.551284668347386742e+01
1.063803029315409731e+04,9.551237198853242205e+01
1.063803031498961536e+04,9.551189728884081376e+01
1.063803033682513160e+04,9.551142258447819700e+01
1.063803035866064965e+04,9.551094787536555941e+01
1.063803038049616589e+04,9.551047316158201284e+01
1.063803040233168213e+04,9.550999844308810793e+01
1.063803042416720018e+04,9.550952371984435274e+01
1.063803044600271642e+04,9.550904899192988751e+01
1.063803046783823265e+04,9.550857425930522027e+01
1.063803048967375071e+04,9.550809952193085905e+01
1.063803051150926694e+04,9.550762477988595833e+01
1.063803053334478318e+04,9.550715003313105456e+01
1.063803055518030123e+04,9.550667528162662734e+01
1.063803057701581747e+04,9.550620052545184535e+01
1.063803059885133371e+04,9.550572576456724505e+01
1.063803062068685176e+04,9.550525099893329184e+01
1.063803064252236800e+04,9.550477622862914018e+01
1.063803066435788605e+04,9.550430145357579192e+01
1.063803068619340229e+04,9.550382667385238733e+01
1.063803070802891853e+04,9.550335188941939180e+01
1.063803072986443658e+04,9.550287710023738441e+01
1.063803075169995282e+04,9.550240230638549122e+01
1.063803077353546905e+04,9.550192750782420603e+01
1.063803079537098711e+04,9.550145270451405111e+01
1.063803081720650334e+04,9.550097789653422353e+01
1.063803083904201958e+04,9.550050308384516029e+01
1.063803086087753763e+04,9.550002826640739784e+01
1.063803088271305387e+04,9.549955344430011905e+01
1.063803090454857011e+04,9.549907861748381777e+01
1.063803092638408816e+04,9.549860378591900201e+01
1.063803094821960440e+04,9.549812894968479782e+01
1.063803097005512245e+04,9.549765410870222127e+01
1.063803099189063869e+04,9.549717926305039839e+01
1.063803101372615492e+04,9.549670441268983723e+01
1.063803103556167298e+04,9.549622955758104581e+01
1.063803105739718922e+04,9.549575469780319281e+01
1.063803107923270545e+04,9.549527983331678627e+01
1.063803110106822351e+04,9.549480496408233421e+01
1.063803112290373974e+04,9.549433009017899110e+01
1.063803114473925598e+04,9.549385521156726497e+01
1.063803116657477403e+04,9.549338032820766387e+01
1.063803118841029027e+04,9.549290544017937066e+01
1.063803121024580651e+04,9.549243054744282233e+01
1.063803123208132456e+04,9.549195564995861218e+01
1.063803125391684080e+04,9.549148074780588047e+01
1.063803127575235885e+04,9.549100584090551536e+01
1.063803129758787509e+04,9.549053092933675657e+01
1.063803131942339132e+04,9.549005601306012636e+01
1.063803134125890938e+04,9.548958109203603328e+01
1.063803136309442561e+04,9.548910616634370285e+01
1.063803138492994185e+04,9.548863123594367153e+01
1.063803140676545991e+04,9.548815630079637629e+01
1.063803142860097614e+04,9.548768136098101422e+01
1.063803145043649238e+04,9.548720641645810758e+01
1.063803147227201043e+04,9.548673146718813598e+01
1.063803149410752667e+04,9.548625651325025387e+01
1.063803151594304290e+04,9.548578155460502614e+01
1.063803153777856096e+04,9.548530659121288977e+01
1.063803155961407720e+04,9.548483162315304185e+01
1.063803158144959525e+04,9.548435665034641318e+01
1.063803160328511149e+04,9.548388167287222927e+01
1.063803162512062772e+04,9.548340669069094133e+01
1.063803164695614578e+04,9.548293170376302896e+01
1.063803166879166201e+04,9.548245671216774610e+01
1.063803169062717825e+04,9.548198171586551553e+01
1.063803171246269631e+04,9.548150671481688789e+01
1.063803173429821254e+04,9.548103170910100346e+01
1.063803175613372878e+04,9.548055669867838446e+01
1.063803177796924683e+04,9.548008168350951053e+01
1.063803179980476307e+04,9.547960666367357874e+01
1.063803182164027930e+04,9.547913163913109713e+01
1.063803184347579736e+04,9.547865660984253111e+01
1.063803186531131360e+04,9.547818157588709198e+01
1.063803188714683165e+04,9.547770653718569633e+01
1.063803190898234789e+04,9.547723149381751284e+01
1.063803193081786412e+04,9.547675644574307796e+01
1.063803195265338218e+04,9.547628139292284288e+01
1.063803197448889841e+04,9.547580633543607576e+01
1.063803199632441465e+04,9.547533127324314250e+01
1.063803201815993270e+04,9.547485620630462222e+01
1.063803203999544894e+04,9.547438113469972620e+01
1.063803206183096518e+04,9.547390605838886302e+01
1.063803208366648323e+04,9.547343097733259754e+01
1.063803210550199947e+04,9.547295589161009843e+01
1.063803212733751570e+04,9.547248080118184532e+01
1.063803214917303376e+04,9.547200570600831782e+01
1.063803217100854999e+04,9.547153060616876985e+01
1.063803219284406623e+04,9.547105550162362420e+01
1.063803221467958429e+04,9.547058039233337468e+01
1.063803223651510052e+04,9.547010527837730365e+01
1.063803225835061858e+04,9.546963015967624244e+01
1.063803228018613481e+04,9.546915503630941657e+01
1.063803230202165105e+04,9.546867990823730565e+01
1.063803232385716910e+04,9.546820477542040351e+01
1.063803234569268534e+04,9.546772963793792144e+01
1.063803236752820158e+04,9.546725449575033906e+01
1.063803238936371963e+04,9.546677934881815020e+01
1.063803241119923587e+04,9.546630419722053773e+01
1.063803243303475210e+04,9.546582904091799548e+01
1.063803245487027016e+04,9.546535387987103149e+01
1.063803247670578639e+04,9.546487871415882864e+01
1.063803249854130263e+04,9.546440354374186654e+01
1.063803252037682068e+04,9.546392836858065323e+01
1.063803254221233692e+04,9.546345318875437158e+01
1.063803256404785498e+04,9.546297800418395241e+01
1.063803258588337121e+04,9.546250281494857859e+01
1.063803260771888745e+04,9.546202762100875816e+01
1.063803262955440550e+04,9.546155242232497073e+01
1.063803265138992174e+04,9.546107721897641341e+01
1.063803267322543797e+04,9.546060201092358000e+01
1.063803269506095603e+04,9.546012679812695012e+01
1.063803271689647227e+04,9.545965158066573508e+01
1.063803273873198850e+04,9.545917635850040028e+01
1.063803276056750656e+04,9.545870113159145376e+01
1.063803278240302279e+04,9.545822590001812102e+01
1.063803280423853903e+04,9.545775066374082485e+01
1.063803282607405708e+04,9.545727542272008748e+01
1.063803284790957332e+04,9.545680017703514864e+01
1.063803286974509138e+04,9.545632492660682544e+01
1.063803289158060761e+04,9.545584967151441447e+01
1.063803291341612385e+04,9.545537441171839532e+01
1.063803293525164190e+04,9.545489914717917657e+01
1.063803295708715814e+04,9.545442387797604056e+01
1.063803297892267437e+04,9.545394860406945270e+01
1.063803300075819243e+04,9.545347332541986418e+01
1.063803302259370867e+04,9.545299804210651473e+01
1.063803304442922490e+04,9.545252275408989817e+01
1.063803306626474296e+04,9.545204746133046569e+01
1.063803308810025919e+04,9.545157216390744281e+01
1.063803310993577543e+04,9.545109686178132335e+01
1.063803313177129348e+04,9.545062155491257272e+01
1.063803315360680972e+04,9.545014624338040221e+01
1.063803317544232777e+04,9.544967092710571421e+01
1.063803319727784401e+04,9.544919560616776266e+01
1.063803321911336025e+04,9.544872028052697033e+01
1.063803324094887830e+04,9.544824495014384524e+01
1.063803326278439454e+04,9.544776961509759872e+01
1.063803328461991077e+04,9.544729427534873878e+01
1.063803330645542883e+04,9.544681893085770241e+01
1.063803332829094506e+04,9.544634358170371513e+01
1.063803335012646130e+04,9.544586822784729918e+01
1.063803337196197936e+04,9.544539286924884891e+01
1.063803339379749559e+04,9.544491750598766089e+01
1.063803341563301183e+04,9.544444213802421473e+01
1.063803343746852988e+04,9.544396676531889057e+01
1.063803345930404612e+04,9.544349138795102760e+01
1.063803348113956417e+04,9.544301600584145717e+01
1.063803350297508041e+04,9.544254061906943321e+01
1.063803352481059665e+04,9.544206522759539268e+01
