Time (BJD_TBD - 2450000), F_h/F_star (ppm)
1.013335255787055939e+04,2.237804118648609020e+01
1.013335257878931770e+04,2.237795578131450469e+01
1.013335259970807601e+04,2.237787037575709093e+01
1.013335262062683432e+04,2.237778496981384180e+01
1.013335264154559445e+04,2.237769956347735345e+01
1.013335266246435276e+04,2.237761415676246202e+01
1.013335268338311107e+04,2.237752874966175298e+01
1.013335270430186938e+04,2.237744334217524411e+01
1.013335272522062769e+04,2.237735793430292119e+01
1.013335274613938600e+04,2.237727252604479133e+01
1.013335276705814431e+04,2.237718711740087230e+01
1.013335278797690262e+04,2.237710170837115697e+01
1.013335280889566275e+04,2.237701629894821309e+01
1.013335282981442106e+04,2.237693088914692296e+01
1.013335285073317937e+04,2.237684547895984011e+01
1.013335287165193768e+04,2.237676006838698584e+01
1.013335289257069599e+04,2.237667465742836015e+01
1.013335291348945429e+04,2.237658924608395949e+01
1.013335293440821260e+04,2.237650383435379453e+01
1.013335295532697091e+04,2.237641842223787592e+01
1.013335297624573104e+04,2.237633300972876427e+01
1.013335299716448935e+04,2.237624759684133124e+01
1.013335301808324766e+04,2.237616218356815523e+01
1.013335303900200597e+04,2.237607676990921846e+01
1.013335305992076428e+04,2.237599135586455290e+01
1.013335308083952259e+04,2.237590594143415501e+01
1.013335310175828090e+04,2.237582052661801413e+01
1.013335312267703921e+04,2.237573511141615867e+01
1.013335314359579934e+04,2.237564969582114216e+01
1.013335316451455765e+04,2.237556427984783625e+01
1.013335318543331596e+04,2.237547886348882287e+01
1.013335320635207427e+04,2.237539344674408781e+01
1.013335322727083258e+04,2.237530802961364884e+01
1.013335324818959089e+04,2.237522261209751662e+01
1.013335326910834920e+04,2.237513719419567337e+01
1.013335329002710751e+04,2.237505177590813688e+01
1.013335331094586763e+04,2.237496635722749261e+01
1.013335333186462594e+04,2.237488093816858381e+01
1.013335335278338425e+04,2.237479551872399242e+01
1.013335337370214256e+04,2.237471009889373263e+01
1.013335339462090087e+04,2.237462467867778670e+01
1.013335341553965918e+04,2.237453925807617949e+01
1.013335343645841749e+04,2.237445383708891455e+01
1.013335345737717762e+04,2.237436841570854895e+01
1.013335347829593593e+04,2.237428299394996145e+01
1.013335349921469424e+04,2.237419757180571978e+01
1.013335352013345255e+04,2.237411214927582748e+01
1.013335354105221086e+04,2.237402672636029521e+01
1.013335356197096917e+04,2.237394130305911943e+01
1.013335358288972748e+04,2.237385587937231080e+01
1.013335360380848579e+04,2.237377045529986930e+01
1.013335362472724591e+04,2.237368503083437687e+01
1.013335364564600422e+04,2.237359960599068742e+01
1.013335366656476253e+04,2.237351418076137932e+01
1.013335368748352084e+04,2.237342875514645613e+01
1.013335370840227915e+04,2.237334332914592494e+01
1.013335372932103746e+04,2.237325790275978576e+01
1.013335375023979577e+04,2.237317247598804215e+01
1.013335377115855408e+04,2.237308704883070831e+01
1.013335379207731421e+04,2.237300162128034842e+01
1.013335381299607252e+04,2.237291619335182347e+01
1.013335383391483083e+04,2.237283076503771539e+01
1.013335385483358914e+04,2.237274533633803131e+01
1.013335387575234745e+04,2.237265990725276765e+01
1.013335389667110576e+04,2.237257447778192798e+01
1.013335391758986407e+04,2.237248904792552651e+01
1.013335393850862238e+04,2.237240361768355612e+01
1.013335395942738251e+04,2.237231818704859876e+01
1.013335398034614082e+04,2.237223275603551542e+01
1.013335400126489913e+04,2.237214732463687739e+01
1.013335402218365743e+04,2.237206189285269176e+01
1.013335404310241574e+04,2.237197646068296919e+01
1.013335406402117405e+04,2.237189102812770258e+01
1.013335408493993236e+04,2.237180559518689904e+01
1.013335410585869067e+04,2.237172016186056567e+01
1.013335412677745080e+04,2.237163472814128085e+01
1.013335414769620911e+04,2.237154929404389847e+01
1.013335416861496742e+04,2.237146385956100403e+01
1.013335418953372573e+04,2.237137842469259397e+01
1.013335421045248404e+04,2.237129298943867184e+01
1.013335423137124235e+04,2.237120755379924120e+01
1.013335425229000066e+04,2.237112211777431625e+01
1.013335427320876079e+04,2.237103668135645762e+01
1.013335429412751910e+04,2.237095124456054407e+01
1.013335431504627741e+04,2.237086580737913621e+01
1.013335433596503572e+04,2.237078036981223761e+01
1.013335435688379403e+04,2.237069493185986957e+01
1.013335437780255234e+04,2.237060949352202499e+01
1.013335439872131064e+04,2.237052405479870032e+01
1.013335441964006895e+04,2.237043861568991332e+01
