Time (BJD_TBD - 2450000), F_planets/F_star (ppm)
9.905193796296138316e+03,1.126379998294742109e+03
9.905193817625817246e+03,1.126389574174410882e+03
9.905193838955496176e+03,1.126399148002478341e+03
9.905193860285176925e+03,1.126408719779610010e+03
9.905193881614855854e+03,1.126418289504023505e+03
9.905193902944534784e+03,1.126427857176383668e+03
9.905193924274213714e+03,1.126437422796540659e+03
9.905193945603892644e+03,1.126446986364343275e+03
9.905193966933571573e+03,1.126456547879640993e+03
9.905193988263252322e+03,1.126466107343098656e+03
9.905194009592931252e+03,1.126475664752935018e+03
9.905194030922610182e+03,1.126485220109815145e+03
9.905194052252289111e+03,1.126494773413588291e+03
9.905194073581968041e+03,1.126504324664103933e+03
9.905194094911648790e+03,1.126513873862026458e+03
9.905194116241327720e+03,1.126523421005575528e+03
9.905194137571006650e+03,1.126532966095416441e+03
9.905194158900685579e+03,1.126542509131397765e+03
9.905194180230364509e+03,1.126552050113369887e+03
9.905194201560043439e+03,1.126561589041181833e+03
9.905194222889724188e+03,1.126571125915497078e+03
9.905194244219403117e+03,1.126580660734538014e+03
9.905194265549082047e+03,1.126590193498968347e+03
9.905194286878760977e+03,1.126599724208637099e+03
9.905194308208439907e+03,1.126609252863394431e+03
9.905194329538120655e+03,1.126618779463902456e+03
9.905194350867799585e+03,1.126628304008385840e+03
9.905194372197478515e+03,1.126637826497507376e+03
9.905194393527157445e+03,1.126647346931116090e+03
9.905194414856836374e+03,1.126656865309062368e+03
9.905194436186517123e+03,1.126666381632007187e+03
9.905194457516196053e+03,1.126675895898177487e+03
9.905194478845874983e+03,1.126685408108234697e+03
9.905194500175553912e+03,1.126694918262029205e+03
9.905194521505232842e+03,1.126704426359410036e+03
9.905194542834911772e+03,1.126713932400227350e+03
9.905194564164592521e+03,1.126723436385142122e+03
9.905194585494271450e+03,1.126732938312382885e+03
9.905194606823950380e+03,1.126742438182609703e+03
9.905194628153629310e+03,1.126751935995673648e+03
9.905194649483308240e+03,1.126761431751423970e+03
9.905194670812988988e+03,1.126770925450520281e+03
9.905194692142667918e+03,1.126780417091194295e+03
9.905194713472346848e+03,1.126789906674104486e+03
9.905194734802025778e+03,1.126799394199101471e+03
9.905194756131704708e+03,1.126808879666035409e+03
9.905194777461383637e+03,1.126818363074757144e+03
9.905194798791064386e+03,1.126827844425924241e+03
9.905194820120743316e+03,1.126837323717769777e+03
9.905194841450422246e+03,1.126846800950953821e+03
9.905194862780101175e+03,1.126856276125325167e+03
9.905194884109780105e+03,1.126865749240734431e+03
9.905194905439460854e+03,1.126875220297840087e+03
9.905194926769139784e+03,1.126884689294876580e+03
9.905194948098818713e+03,1.126894156232501700e+03
9.905194969428497643e+03,1.126903621110566291e+03
9.905194990758176573e+03,1.126913083928920059e+03
9.905195012087855503e+03,1.126922544687413847e+03
9.905195033417536251e+03,1.126932003386704764e+03
9.905195054747215181e+03,1.126941460025029301e+03
9.905195076076894111e+03,1.126950914603044566e+03
9.905195097406573041e+03,1.126960367120601859e+03
9.905195118736251970e+03,1.126969817577550884e+03
9.905195140065932719e+03,1.126979265974547616e+03
9.905195161395611649e+03,1.126988712309831499e+03
9.905195182725290579e+03,1.126998156584058961e+03
9.905195204054969508e+03,1.127007598797079709e+03
9.905195225384648438e+03,1.127017038948745267e+03
9.905195246714329187e+03,1.127026477039710471e+03
9.905195268044008117e+03,1.127035913068216360e+03
9.905195289373687046e+03,1.127045347034917995e+03
9.905195310703365976e+03,1.127054778939666448e+03
9.905195332033044906e+03,1.127064208782312562e+03
9.905195353362723836e+03,1.127073636562706042e+03
9.905195374692404584e+03,1.127083062281501952e+03
9.905195396022083514e+03,1.127092485936943604e+03
9.905195417351762444e+03,1.127101907529685377e+03
9.905195438681441374e+03,1.127111327059577661e+03
9.905195460011120304e+03,1.127120744526471526e+03
9.905195481340801052e+03,1.127130159931020444e+03
9.905195502670479982e+03,1.127139573271469544e+03
9.905195524000158912e+03,1.127148984548471844e+03
9.905195545329837842e+03,1.127158393761879552e+03
9.905195566659516771e+03,1.127167800911542599e+03
9.905195587989195701e+03,1.127177205997311603e+03
9.905195609318876450e+03,1.127186609019839807e+03
9.905195630648555380e+03,1.127196009977374388e+03
9.905195651978234309e+03,1.127205408870567453e+03
9.905195673307913239e+03,1.127214805699270983e+03
9.905195694637592169e+03,1.127224200463335364e+03
9.905195715967272918e+03,1.127233593163412706e+03
9.905195737296951847e+03,1.127242983797751094e+03
9.905195758626630777e+03,1.127252372367004000e+03
