Time (BJD_TBD - 2450000), F_star + F_planets (mJy)
9.905193796296138316e+03,2.742319781837959880e+00
9.905193817625817246e+03,2.742319808068533149e+00
9.905193838955496176e+03,2.742319834293500236e+00
9.905193860285176925e+03,2.742319860512839824e+00
9.905193881614855854e+03,2.742319886726559020e+00
9.905193902944534784e+03,2.742319912934650716e+00
9.905193924274213714e+03,2.742319939137129126e+00
9.905193945603892644e+03,2.742319965333980036e+00
9.905193966933571573e+03,2.742319991525210554e+00
9.905193988263252322e+03,2.742320017710820679e+00
9.905194009592931252e+03,2.742320043890810410e+00
9.905194030922610182e+03,2.742320070065165538e+00
9.905194052252289111e+03,2.742320096233907378e+00
9.905194073581968041e+03,2.742320122397021720e+00
9.905194094911648790e+03,2.742320148554515669e+00
9.905194116241327720e+03,2.742320174706375013e+00
9.905194137571006650e+03,2.742320200852613965e+00
9.905194158900685579e+03,2.742320226993225418e+00
9.905194180230364509e+03,2.742320253128209373e+00
9.905194201560043439e+03,2.742320279257565829e+00
9.905194222889724188e+03,2.742320305381301893e+00
9.905194244219403117e+03,2.742320331499410457e+00
9.905194265549082047e+03,2.742320357611884418e+00
9.905194286878760977e+03,2.742320383718730881e+00
9.905194308208439907e+03,2.742320409819949845e+00
9.905194329538120655e+03,2.742320435915541310e+00
9.905194350867799585e+03,2.742320462005505277e+00
9.905194372197478515e+03,2.742320488089834640e+00
9.905194393527157445e+03,2.742320514168529400e+00
9.905194414856836374e+03,2.742320540241596660e+00
9.905194436186517123e+03,2.742320566309036423e+00
9.905194457516196053e+03,2.742320592370841581e+00
9.905194478845874983e+03,2.742320618427012135e+00
9.905194500175553912e+03,2.742320644477555192e+00
9.905194521505232842e+03,2.742320670522456538e+00
9.905194542834911772e+03,2.742320696561730387e+00
9.905194564164592521e+03,2.742320722595376736e+00
9.905194585494271450e+03,2.742320748623381377e+00
9.905194606823950380e+03,2.742320774645751413e+00
9.905194628153629310e+03,2.742320800662486846e+00
9.905194649483308240e+03,2.742320826673587675e+00
9.905194670812988988e+03,2.742320852679053900e+00
9.905194692142667918e+03,2.742320878678885521e+00
9.905194713472346848e+03,2.742320904673075432e+00
9.905194734802025778e+03,2.742320930661630740e+00
9.905194756131704708e+03,2.742320956644544339e+00
9.905194777461383637e+03,2.742320982621830439e+00
9.905194798791064386e+03,2.742321008593467724e+00
9.905194820120743316e+03,2.742321034559470405e+00
9.905194841450422246e+03,2.742321060519838483e+00
9.905194862780101175e+03,2.742321086474557745e+00
9.905194884109780105e+03,2.742321112423642404e+00
9.905194905439460854e+03,2.742321138367085354e+00
9.905194926769139784e+03,2.742321164304886594e+00
9.905194948098818713e+03,2.742321190237053230e+00
9.905194969428497643e+03,2.742321216163571052e+00
9.905194990758176573e+03,2.742321242084447164e+00
9.905195012087855503e+03,2.742321267999681567e+00
9.905195033417536251e+03,2.742321293909274260e+00
9.905195054747215181e+03,2.742321319813225244e+00
9.905195076076894111e+03,2.742321345711527414e+00
9.905195097406573041e+03,2.742321371604187874e+00
9.905195118736251970e+03,2.742321397491206625e+00
9.905195140065932719e+03,2.742321423372576561e+00
9.905195161395611649e+03,2.742321449248304788e+00
9.905195182725290579e+03,2.742321475118391305e+00
9.905195204054969508e+03,2.742321500982821902e+00
9.905195225384648438e+03,2.742321526841610790e+00
9.905195246714329187e+03,2.742321552694750864e+00
