Time (BJD_TBD - 2450000), F_b/F_star (ppm)
1.065014266203716397e+04,8.358299388139618031e+02
1.065014268332748725e+04,8.358424240437035451e+02
1.065014270461781052e+04,8.358549060905761507e+02
1.065014272590813380e+04,8.358673849544818495e+02
1.065014274719845707e+04,8.358798606353228706e+02
1.065014276848878217e+04,8.358923331340669165e+02
1.065014278977910544e+04,8.359048024484847019e+02
1.065014281106942872e+04,8.359172685795446114e+02
1.065014283235975199e+04,8.359297315271487605e+02
1.065014285365007527e+04,8.359421912911993786e+02
1.065014287494039854e+04,8.359546478715990361e+02
1.065014289623072182e+04,8.359671012682497349e+02
1.065014291752104509e+04,8.359795514810541590e+02
1.065014293881136837e+04,8.359919985099145379e+02
1.065014296010169346e+04,8.360044423557963000e+02
1.065014298139201674e+04,8.360168830164758447e+02
1.065014300268234001e+04,8.360293204929184867e+02
1.065014302397266329e+04,8.360417547850272513e+02
1.065014304526298656e+04,8.360541858927042540e+02
1.065014306655330984e+04,8.360666138158521790e+02
1.065014308784363311e+04,8.360790385543737102e+02
1.065014310913395639e+04,8.360914601081713045e+02
1.065014313042427966e+04,8.361038784771476458e+02
1.065014315171460476e+04,8.361162936622661164e+02
1.065014317300492803e+04,8.361287056613075492e+02
1.065014319429525131e+04,8.361411144752360087e+02
1.065014321558557458e+04,8.361535201039537242e+02
1.065014323687589786e+04,8.361659225473639481e+02
1.065014325816622113e+04,8.361783218053690234e+02
1.065014327945654441e+04,8.361907178778720890e+02
1.065014330074686768e+04,8.362031107647756016e+02
1.065014332203719096e+04,8.362155004659830411e+02
1.065014334332751605e+04,8.362278869824546064e+02
1.065014336461783932e+04,8.362402703119772696e+02
1.065014338590816260e+04,8.362526504555121392e+02
1.065014340719848587e+04,8.362650274129621266e+02
1.065014342848880915e+04,8.362774011842302571e+02
1.065014344977913242e+04,8.362897717692195556e+02
1.065014347106945570e+04,8.363021391678330474e+02
1.065014349235977897e+04,8.363145033799737575e+02
1.065014351365010225e+04,8.363268644055448249e+02
1.065014353494042734e+04,8.363392222455048568e+02
1.065014355623075062e+04,8.363515768976456002e+02
1.065014357752107389e+04,8.363639283629261172e+02
1.065014359881139717e+04,8.363762766412493193e+02
1.065014362010172044e+04,8.363886217325185726e+02
1.065014364139204372e+04,8.364009636366372433e+02
1.065014366268236699e+04,8.364133023535083566e+02
1.065014368397269027e+04,8.364256378830353924e+02
1.065014370526301354e+04,8.364379702251214894e+02
1.065014372655333864e+04,8.364502993807233224e+02
1.065014374784366191e+04,8.364626253476374131e+02
1.065014376913398519e+04,8.364749481268206637e+02
1.065014379042430846e+04,8.364872677181764402e+02
1.065014381171463174e+04,8.364995841216083363e+02
1.065014383300495501e+04,8.365118973370196045e+02
1.065014385429527829e+04,8.365242073643138383e+02
1.065014387558560156e+04,8.365365142033944039e+02
1.065014389687592484e+04,8.365488178541651223e+02
1.065014391816624993e+04,8.365611183175800534e+02
1.065014393945657321e+04,8.365734155914410621e+02
1.065014396074689648e+04,8.365857096767026633e+02
1.065014398203721976e+04,8.365980005732686777e+02
1.065014400332754303e+04,8.366102882810426991e+02
1.065014402461786631e+04,8.366225727999283208e+02
1.065014404590818958e+04,8.366348541298291366e+02
1.065014406719851286e+04,8.366471322706491947e+02
1.065014408848883613e+04,8.366594072222919749e+02
1.065014410977916123e+04,8.366716789857097183e+02
1.065014413106948450e+04,8.366839475587092920e+02
1.065014415235980778e+04,8.366962129422431644e+02
1.065014417365013105e+04,8.367084751362149291e+02
1.065014419494045433e+04,8.367207341405288616e+02
1.065014421623077760e+04,8.367329899550884420e+02
1.065014423752110088e+04,8.367452425797978321e+02
1.065014425881142415e+04,8.367574920145611941e+02
1.065014428010174743e+04,8.367697382592821214e+02
1.065014430139207252e+04,8.367819813149105812e+02
1.065014432268239580e+04,8.367942211792586704e+02
1.065014434397271907e+04,8.368064578532764699e+02
1.065014436526304235e+04,8.368186913368682553e+02
1.065014438655336562e+04,8.368309216299379614e+02
1.065014440784368890e+04,8.368431487323897500e+02
1.065014442913401217e+04,8.368553726441278968e+02
1.065014445042433545e+04,8.368675933650564502e+02
1.065014447171465872e+04,8.368798108950794585e+02
1.065014449300498381e+04,8.368920252351448426e+02
1.065014451429530709e+04,8.369042363830695876e+02
1.065014453558563036e+04,8.369164443398018420e+02
1.065014455687595364e+04,8.369286491052456540e+02
1.065014457816627691e+04,8.369408506793054130e+02
1.065014459945660019e+04,8.369530490618857357e+02
1.065014462074692347e+04,8.369652442528906704e+02
1.065014464203724674e+04,8.369774362522247202e+02
1.065014466332757002e+04,8.369896250597923881e+02
1.065014468461789511e+04,8.370018106765390939e+02
1.065014470590821838e+04,8.370139931002870526e+02
1.065014472719854166e+04,8.370261723319817975e+02
1.065014474848886493e+04,8.370383483715282864e+02
1.065014476977918821e+04,8.370505212188306814e+02
1.065014479106951148e+04,8.370626908737938265e+02
1.065014481235983476e+04,8.370748573363222249e+02
1.065014483365015803e+04,8.370870206063204932e+02
