Time (BJD_TBD - 2450000), F_star + F_b (mJy)
9.880038437500130385e+03,2.654118276349674677e+00
9.880038456059855889e+03,2.654118188620497421e+00
9.880038474619583212e+03,2.654118100890772602e+00
9.880038493179308716e+03,2.654118013160517098e+00
9.880038511739036039e+03,2.654117925429714919e+00
9.880038530298761543e+03,2.654117837698383386e+00
9.880038548858488866e+03,2.654117749966505624e+00
9.880038567418214370e+03,2.654117662234099839e+00
9.880038585977941693e+03,2.654117574501149601e+00
9.880038604537667197e+03,2.654117486767671785e+00
9.880038623097394520e+03,2.654117399033649960e+00
9.880038641657120024e+03,2.654117311299102333e+00
9.880038660216847347e+03,2.654117223564012029e+00
9.880038678776572851e+03,2.654117135828396368e+00
9.880038697336298355e+03,2.654117048092247799e+00
9.880038715896025678e+03,2.654116960355557886e+00
9.880038734455751182e+03,2.654116872618344392e+00
9.880038753015478505e+03,2.654116784880591329e+00
9.880038771575204009e+03,2.654116697142314685e+00
9.880038790134931332e+03,2.654116609403499805e+00
9.880038808694656836e+03,2.654116521664163120e+00
9.880038827254384159e+03,2.654116433924288643e+00
9.880038845814109663e+03,2.654116346183893693e+00
9.880038864373836986e+03,2.654116258442961840e+00
9.880038882933562491e+03,2.654116170701510402e+00
9.880038901493289814e+03,2.654116082959522505e+00
9.880038920053015318e+03,2.654115995217017243e+00
9.880038938612740822e+03,2.654115907473985292e+00
9.880038957172468145e+03,2.654115819730419101e+00
9.880038975732193649e+03,2.654115731986335547e+00
9.880038994291920972e+03,2.654115644241719529e+00
9.880039012851646476e+03,2.654115556496587036e+00
9.880039031411373799e+03,2.654115468750922524e+00
9.880039049971099303e+03,2.654115381004744201e+00
9.880039068530826626e+03,2.654115293258033415e+00
9.880039087090552130e+03,2.654115205510809705e+00
9.880039105650279453e+03,2.654115117763055309e+00
9.880039124210004957e+03,2.654115030014788879e+00
9.880039142769732280e+03,2.654114942265993093e+00
9.880039161329457784e+03,2.654114854516685718e+00
9.880039179889183288e+03,2.654114766766859201e+00
9.880039198448910611e+03,2.654114679016504663e+00
9.880039217008636115e+03,2.654114591265639866e+00
9.880039235568363438e+03,2.654114503514249268e+00
9.880039254128088942e+03,2.654114415762348855e+00
9.880039272687816265e+03,2.654114328009923529e+00
9.880039291247541769e+03,2.654114240256990165e+00
9.880039309807269092e+03,2.654114152503532331e+00
9.880039328366994596e+03,2.654114064749568236e+00
9.880039346926721919e+03,2.654113976995080115e+00
9.880039365486447423e+03,2.654113889240086177e+00
9.880039384046174746e+03,2.654113801484570434e+00
9.880039402605900250e+03,2.654113713728549762e+00
9.880039421165625754e+03,2.654113625972016610e+00
9.880039439725353077e+03,2.654113538214962098e+00
9.880039458285078581e+03,2.654113450457404433e+00
9.880039476844805904e+03,2.654113362699327183e+00
9.880039495404531408e+03,2.654113274940748113e+00
9.880039513964258731e+03,2.654113187181650346e+00
9.880039532523984235e+03,2.654113099422051203e+00
9.880039551083711558e+03,2.654113011661933808e+00
9.880039569643437062e+03,2.654112923901317256e+00
9.880039588203164385e+03,2.654112836140184228e+00
9.880039606762889889e+03,2.654112748378552045e+00
9.880039625322617212e+03,2.654112660616403829e+00
9.880039643882342716e+03,2.654112572853758234e+00
9.880039662442068220e+03,2.654112485090606377e+00
9.880039681001795543e+03,2.654112397326940709e+00
9.880039699561521047e+03,2.654112309562778549e+00
9.880039718121248370e+03,2.654112221798103466e+00
9.880039736680973874e+03,2.654112134032933668e+00
9.880039755240701197e+03,2.654112046267250946e+00
9.880039773800426701e+03,2.654111958501074398e+00
9.880039792360154024e+03,2.654111870734386702e+00
9.880039810919879528e+03,2.654111782967206512e+00
9.880039829479606851e+03,2.654111695199516063e+00
9.880039848039332355e+03,2.654111607431333564e+00
9.880039866599059678e+03,2.654111519662642138e+00
9.880039885158785182e+03,2.654111431893459550e+00
9.880039903718510686e+03,2.654111344123777805e+00
9.880039922278238009e+03,2.654111256353588910e+00
9.880039940837963513e+03,2.654111168582910629e+00
9.880039959397690836e+03,2.654111080811726087e+00
9.880039977957416340e+03,2.654110993040053046e+00
9.880039996517143663e+03,2.654110905267874632e+00
9.880040015076869167e+03,2.654110817495209496e+00
9.880040033636596490e+03,2.654110729722039430e+00
9.880040052196321994e+03,2.654110641948383531e+00
9.880040070756049317e+03,2.654110554174224479e+00
9.880040089315774821e+03,2.654110466399580037e+00
9.880040107875502144e+03,2.654110378624433331e+00
9.880040126435227648e+03,2.654110290848802567e+00
9.880040144994953152e+03,2.654110203072679308e+00
9.880040163554680475e+03,2.654110115296056005e+00
9.880040182114405980e+03,2.654110027518949533e+00
9.880040200674133303e+03,2.654109939741343904e+00
9.880040219233858807e+03,2.654109851963256439e+00
9.880040237793586130e+03,2.654109764184670261e+00
9.880040256353311634e+03,2.654109676405604468e+00
9.880040274913038957e+03,2.654109588626040850e+00
9.880040293472764461e+03,2.654109500845997172e+00
9.880040312032491784e+03,2.654109413065457890e+00
9.880040330592217288e+03,2.654109325284439880e+00
9.880040349151944611e+03,2.654109237502926710e+00
9.880040367711670115e+03,2.654109149720936145e+00
9.880040386271395619e+03,2.654109061938459302e+00
9.880040404831122942e+03,2.654108974155489964e+00
9.880040423390848446e+03,2.654108886372043674e+00
9.880040441950575769e+03,2.654108798588104889e+00
9.880040460510301273e+03,2.654108710803691817e+00
9.880040479070028596e+03,2.654108623018787139e+00
9.880040497629754100e+03,2.654108535233408173e+00
9.880040516189481423e+03,2.654108447447539376e+00
9.880040534749206927e+03,2.654108359661197181e+00
9.880040553308934250e+03,2.654108271874365155e+00
9.880040571868659754e+03,2.654108184087062394e+00
9.880040590428387077e+03,2.654108096299270692e+00
9.880040608988112581e+03,2.654108008511008698e+00
9.880040627547838085e+03,2.654107920722267533e+00
9.880040646107565408e+03,2.654107832933039202e+00
9.880040664667290912e+03,2.654107745143342356e+00
9.880040683227018235e+03,2.654107657353159233e+00
9.880040701786743739e+03,2.654107569562508040e+00
9.880040720346471062e+03,2.654107481771372345e+00
9.880040738906196566e+03,2.654107393979770357e+00
9.880040757465923889e+03,2.654107306187683868e+00
9.880040776025649393e+03,2.654107218395131529e+00
9.880040794585376716e+03,2.654107130602096021e+00
9.880040813145102220e+03,2.654107042808596439e+00
9.880040831704829543e+03,2.654106955014614133e+00
9.880040850264555047e+03,2.654106867220169086e+00
9.880040868824280551e+03,2.654106779425251528e+00
9.880040887384007874e+03,2.654106691629854353e+00
9.880040905943733378e+03,2.654106603833993994e+00
9.880040924503460701e+03,2.654106516037655350e+00
9.880040943063186205e+03,2.654106428240855298e+00
9.880040961622913528e+03,2.654106340443576961e+00
9.880040980182639032e+03,2.654106252645838993e+00
9.880040998742366355e+03,2.654106164847623184e+00
9.880041017302091859e+03,2.654106077048949519e+00
9.880041035861819182e+03,2.654105989249798903e+00
9.880041054421544686e+03,2.654105901450189986e+00
9.880041072981270190e+03,2.654105813650116108e+00
9.880041091540997513e+03,2.654105725849567055e+00
9.880041110100723017e+03,2.654105638048561033e+00
9.880041128660450340e+03,2.654105550247082501e+00
9.880041147220175844e+03,2.654105462445148333e+00
9.880041165779903167e+03,2.654105374642741655e+00
9.880041184339628671e+03,2.654105286839880673e+00
9.880041202899355994e+03,2.654105199036548957e+00
9.880041221459081498e+03,2.654105111232763381e+00
9.880041240018808821e+03,2.654105023428507515e+00
9.880041258578534325e+03,2.654104935623799566e+00
9.880041277138261648e+03,2.654104847818622659e+00
9.880041295697987152e+03,2.654104760012994113e+00
9.880041314257712656e+03,2.654104672206906379e+00
9.880041332817439979e+03,2.654104584400351019e+00
9.880041351377165483e+03,2.654104496593345797e+00
9.880041369936892806e+03,2.654104408785874281e+00
9.880041388496618310e+03,2.654104320977953790e+00
9.880041407056345633e+03,2.654104233169568339e+00
9.880041425616071137e+03,2.654104145360734801e+00
9.880041444175798460e+03,2.654104057551437190e+00
9.880041462735523965e+03,2.654103969741692381e+00
9.880041481295251288e+03,2.654103881931484832e+00
9.880041499854976792e+03,2.654103794120831861e+00
9.880041518414704115e+03,2.654103706309716593e+00
9.880041536974429619e+03,2.654103618498156347e+00
9.880041555534155123e+03,2.654103530686143575e+00
9.880041574093882446e+03,2.654103442873670282e+00
9.880041592653607950e+03,2.654103355060753788e+00
9.880041611213335273e+03,2.654103267247378106e+00
9.880041629773060777e+03,2.654103179433560111e+00
9.880041648332788100e+03,2.654103091619283372e+00
9.880041666892513604e+03,2.654103003804566097e+00
