Time (BJD_TBD - 2450000), F_star + F_planets (mJy)
9.913946643518749624e+03,2.655861094420757240e+00
9.913946661622412648e+03,2.655861189666069322e+00
9.913946679726073853e+03,2.655861284912649722e+00
9.913946697829736877e+03,2.655861380160512653e+00
9.913946715933398082e+03,2.655861475409633243e+00
9.913946734037061105e+03,2.655861570660039916e+00
9.913946752140722310e+03,2.655861665911704250e+00
9.913946770244385334e+03,2.655861761164654666e+00
9.913946788348046539e+03,2.655861856418862743e+00
9.913946806451709563e+03,2.655861951674349797e+00
9.913946824555372586e+03,2.655862046931105169e+00
9.913946842659033791e+03,2.655862142189125308e+00
9.913946860762696815e+03,2.655862237448420871e+00
9.913946878866358020e+03,2.655862332708974094e+00
9.913946896970021044e+03,2.655862427970806294e+00
9.913946915073682248e+03,2.655862523233896155e+00
9.913946933177345272e+03,2.655862618498264993e+00
9.913946951281006477e+03,2.655862713763884386e+00
9.913946969384669501e+03,2.655862809030782756e+00
9.913946987488332525e+03,2.655862904298945892e+00
9.913947005591993729e+03,2.655862999568366689e+00
9.913947023695656753e+03,2.655863094839059357e+00
9.913947041799317958e+03,2.655863190111002581e+00
9.913947059902980982e+03,2.655863285384224781e+00
9.913947078006642187e+03,2.655863380658697537e+00
9.913947096110305210e+03,2.655863475934442164e+00
9.913947114213966415e+03,2.655863571211440899e+00
9.913947132317629439e+03,2.655863666489711505e+00
9.913947150421292463e+03,2.655863761769243325e+00
9.913947168524953668e+03,2.655863857050025700e+00
9.913947186628616691e+03,2.655863952332072842e+00
9.913947204732277896e+03,2.655864047615374091e+00
9.913947222835940920e+03,2.655864142899947211e+00
9.913947240939602125e+03,2.655864238185767334e+00
9.913947259043265149e+03,2.655864333472852223e+00
9.913947277146926353e+03,2.655864428761187668e+00
9.913947295250589377e+03,2.655864524050791431e+00
9.913947313354252401e+03,2.655864619341649302e+00
9.913947331457913606e+03,2.655864714633754176e+00
9.913947349561576630e+03,2.655864809927127368e+00
9.913947367665237834e+03,2.655864905221744010e+00
9.913947385768900858e+03,2.655865000517625418e+00
9.913947403872562063e+03,2.655865095814750276e+00
9.913947421976225087e+03,2.655865191113139900e+00
9.913947440079888111e+03,2.655865286412783632e+00
9.913947458183549315e+03,2.655865381713670814e+00
