Time (BJD_TBD - 2450000), F_star + F_c (mJy)
9.889738090277649462e+03,2.654362185864627133e+00
9.889738107156652404e+03,2.654362197954505120e+00
9.889738124035655346e+03,2.654362210043018866e+00
9.889738140914658288e+03,2.654362222130167037e+00
9.889738157793661230e+03,2.654362234215951410e+00
9.889738174672662353e+03,2.654362246300369321e+00
9.889738191551665295e+03,2.654362258383424322e+00
9.889738208430668237e+03,2.654362270465114193e+00
9.889738225309671179e+03,2.654362282545439822e+00
9.889738242188674121e+03,2.654362294624400320e+00
9.889738259067677063e+03,2.654362306701996133e+00
9.889738275946680005e+03,2.654362318778227259e+00
9.889738292825682947e+03,2.654362330853093699e+00
9.889738309704684070e+03,2.654362342926594120e+00
9.889738326583687012e+03,2.654362354998730744e+00
9.889738343462689954e+03,2.654362367069502682e+00
9.889738360341692896e+03,2.654362379138909933e+00
9.889738377220695838e+03,2.654362391206952054e+00
9.889738394099698780e+03,2.654362403273628601e+00
9.889738410978701722e+03,2.654362415338940906e+00
9.889738427857704664e+03,2.654362427402888525e+00
9.889738444736705787e+03,2.654362439465469237e+00
9.889738461615708729e+03,2.654362451526685707e+00
9.889738478494711671e+03,2.654362463586538379e+00
9.889738495373714613e+03,2.654362475645025032e+00
9.889738512252717555e+03,2.654362487702147444e+00
9.889738529131720497e+03,2.654362499757903837e+00
9.889738546010723439e+03,2.654362511812295544e+00
9.889738562889726381e+03,2.654362523865322121e+00
9.889738579768727504e+03,2.654362535916982235e+00
9.889738596647730446e+03,2.654362547967278552e+00
9.889738613526733388e+03,2.654362560016209294e+00
9.889738630405736330e+03,2.654362572063774905e+00
9.889738647284739272e+03,2.654362584109975387e+00
9.889738664163742214e+03,2.654362596154810294e+00
9.889738681042745156e+03,2.654362608198280071e+00
9.889738697921748098e+03,2.654362620240384274e+00
9.889738714800749221e+03,2.654362632281122014e+00
9.889738731679752163e+03,2.654362644320495956e+00
9.889738748558755105e+03,2.654362656358503436e+00
9.889738765437758047e+03,2.654362668395146230e+00
9.889738782316760989e+03,2.654362680430423893e+00
9.889738799195763931e+03,2.654362692464335982e+00
9.889738816074766873e+03,2.654362704496881609e+00
9.889738832953769816e+03,2.654362716528062993e+00
9.889738849832770939e+03,2.654362728557876583e+00
9.889738866711773881e+03,2.654362740586326375e+00
9.889738883590776823e+03,2.654362752613409704e+00
9.889738900469779765e+03,2.654362764639128791e+00
9.889738917348782707e+03,2.654362776663481416e+00
9.889738934227785649e+03,2.654362788686468022e+00
9.889738951106788591e+03,2.654362800708089498e+00
9.889738967985791533e+03,2.654362812728344956e+00
9.889738984864792656e+03,2.654362824747233507e+00
9.889739001743795598e+03,2.654362836764757816e+00
9.889739018622798540e+03,2.654362848780916107e+00
9.889739035501801482e+03,2.654362860795708823e+00
9.889739052380804424e+03,2.654362872809135521e+00
9.889739069259807366e+03,2.654362884821196200e+00
9.889739086138810308e+03,2.654362896831890861e+00
9.889739103017813250e+03,2.654362908841220392e+00
9.889739119896814373e+03,2.654362920849182128e+00
9.889739136775817315e+03,2.654362932855779178e+00
9.889739153654820257e+03,2.654362944861010654e+00
9.889739170533823199e+03,2.654362956864875667e+00
9.889739187412826141e+03,2.654362968867375105e+00
9.889739204291829083e+03,2.654362980868508082e+00
9.889739221170832025e+03,2.654362992868275040e+00
9.889739238049834967e+03,2.654363004866676423e+00
9.889739254928836090e+03,2.654363016863709568e+00
9.889739271807839032e+03,2.654363028859378915e+00
9.889739288686841974e+03,2.654363040853681355e+00
9.889739305565844916e+03,2.654363052846617332e+00
9.889739322444847858e+03,2.654363064838187736e+00
9.889739339323850800e+03,2.654363076828391677e+00
9.889739356202853742e+03,2.654363088817229599e+00
9.889739373081856684e+03,2.654363100804701059e+00
9.889739389960857807e+03,2.654363112790805168e+00
9.889739406839860749e+03,2.654363124775543703e+00
9.889739423718863691e+03,2.654363136758915775e+00
9.889739440597866633e+03,2.654363148740922274e+00
9.889739457476869575e+03,2.654363160721562309e+00
9.889739474355872517e+03,2.654363172700835438e+00
9.889739491234875459e+03,2.654363184678742549e+00
9.889739508113878401e+03,2.654363196655283197e+00
9.889739524992879524e+03,2.654363208630455606e+00
9.889739541871882466e+03,2.654363220604262885e+00
9.889739558750885408e+03,2.654363232576703702e+00
9.889739575629888350e+03,2.654363244547778500e+00
9.889739592508891292e+03,2.654363256517486391e+00
9.889739609387894234e+03,2.654363268485827376e+00
9.889739626266897176e+03,2.654363280452801899e+00
9.889739643145900118e+03,2.654363292418410403e+00
9.889739660024901241e+03,2.654363304382650224e+00
9.889739676903904183e+03,2.654363316345524915e+00
9.889739693782907125e+03,2.654363328307032699e+00
9.889739710661910067e+03,2.654363340267174021e+00
9.889739727540913009e+03,2.654363352225948436e+00
9.889739744419915951e+03,2.654363364183356389e+00
9.889739761298918893e+03,2.654363376139396991e+00
9.889739778177921835e+03,2.654363388094071130e+00
9.889739795056922958e+03,2.654363400047377031e+00
9.889739811935925900e+03,2.654363411999317357e+00
9.889739828814928842e+03,2.654363423949891221e+00
9.889739845693931784e+03,2.654363435899097734e+00
9.889739862572934726e+03,2.654363447846937341e+00
9.889739879451937668e+03,2.654363459793410041e+00
9.889739896330940610e+03,2.654363471738515390e+00
9.889739913209943552e+03,2.654363483682253833e+00
9.889739930088944675e+03,2.654363495624624480e+00
9.889739946967947617e+03,2.654363507565628666e+00
9.889739963846950559e+03,2.654363519505266389e+00
9.889739980725953501e+03,2.654363531443537205e+00
9.889739997604956443e+03,2.654363543380440227e+00
9.889740014483959385e+03,2.654363555315976342e+00
9.889740031362962327e+03,2.654363567250145550e+00
9.889740048241965269e+03,2.654363579182946964e+00
9.889740065120966392e+03,2.654363591114380583e+00
9.889740081999969334e+03,2.654363603044447739e+00
9.889740098878972276e+03,2.654363614973147545e+00
9.889740115757975218e+03,2.654363626900480444e+00
9.889740132636978160e+03,2.654363638826446437e+00
9.889740149515981102e+03,2.654363650751044190e+00
9.889740166394984044e+03,2.654363662674275481e+00
9.889740183273986986e+03,2.654363674596138978e+00
9.889740200152988109e+03,2.654363686516633347e+00
9.889740217031991051e+03,2.654363698435762586e+00
9.889740233910993993e+03,2.654363710353523587e+00
9.889740250789996935e+03,2.654363722269917236e+00
9.889740267668999877e+03,2.654363734184943535e+00
9.889740284548002819e+03,2.654363746098602483e+00
9.889740301427005761e+03,2.654363758010893637e+00
9.889740318306008703e+03,2.654363769921816996e+00
9.889740335185009826e+03,2.654363781831371671e+00
9.889740352064012768e+03,2.654363793739560773e+00
9.889740368943015710e+03,2.654363805646381191e+00
9.889740385822018652e+03,2.654363817551834703e+00
9.889740402701021594e+03,2.654363829455919532e+00
9.889740419580024536e+03,2.654363841358637455e+00
9.889740436459027478e+03,2.654363853259988026e+00
9.889740453338030420e+03,2.654363865159970359e+00
9.889740470217031543e+03,2.654363877058583565e+00
9.889740487096034485e+03,2.654363888955830308e+00
9.889740503975037427e+03,2.654363900851709701e+00
9.889740520854040369e+03,2.654363912746220855e+00
9.889740537733043311e+03,2.654363924639364214e+00
9.889740554612046253e+03,2.654363936531139778e+00
9.889740571491049195e+03,2.654363948421547548e+00
9.889740588370052137e+03,2.654363960310587522e+00
9.889740605249053260e+03,2.654363972198257482e+00
9.889740622128056202e+03,2.654363984084561423e+00
9.889740639007059144e+03,2.654363995969497125e+00
9.889740655886062086e+03,2.654364007853064589e+00
9.889740672765065028e+03,2.654364019735264701e+00
9.889740689644067970e+03,2.654364031616096575e+00
9.889740706523070912e+03,2.654364043495560210e+00
9.889740723402073854e+03,2.654364055373655162e+00
9.889740740281074977e+03,2.654364067250381432e+00
9.889740757160077919e+03,2.654364079125740794e+00
9.889740774039080861e+03,2.654364090999731474e+00
9.889740790918083803e+03,2.654364102872354358e+00
9.889740807797086745e+03,2.654364114743609449e+00
9.889740824676089687e+03,2.654364126613495412e+00
9.889740841555092629e+03,2.654364138482013580e+00
9.889740858434095571e+03,2.654364150349163509e+00
9.889740875313096694e+03,2.654364162214943867e+00
9.889740892192099636e+03,2.654364174079357319e+00
9.889740909071102578e+03,2.654364185942402088e+00
9.889740925950105520e+03,2.654364197804078618e+00
9.889740942829108462e+03,2.654364209664386909e+00
9.889740959708111404e+03,2.654364221523326517e+00
9.889740976587114346e+03,2.654364233380897886e+00
9.889740993466117288e+03,2.654364245237100572e+00
9.889741010345118411e+03,2.654364257091933688e+00
9.889741027224121353e+03,2.654364268945399008e+00
9.889741044103124295e+03,2.654364280797496090e+00
9.889741060982127237e+03,2.654364292648225376e+00
9.889741077861130179e+03,2.654364304497585092e+00
9.889741094740133121e+03,2.654364316345577013e+00
9.889741111619136063e+03,2.654364328192199807e+00
9.889741128498139005e+03,2.654364340037453918e+00
9.889741145377140128e+03,2.654364351881338457e+00
9.889741162256143070e+03,2.654364363723854758e+00
9.889741179135146012e+03,2.654364375565002820e+00
9.889741196014148954e+03,2.654364387404782644e+00
9.889741212893151896e+03,2.654364399243192896e+00
9.889741229772154838e+03,2.654364411080234909e+00
9.889741246651157780e+03,2.654364422915908239e+00
9.889741263530160722e+03,2.654364434750212443e+00
9.889741280409161845e+03,2.654364446583146631e+00
9.889741297288164787e+03,2.654364458414713024e+00
9.889741314167167729e+03,2.654364470244910734e+00
9.889741331046170671e+03,2.654364482073739318e+00
9.889741347925173613e+03,2.654364493901199218e+00
9.889741364804176555e+03,2.654364505727289547e+00
9.889741381683179497e+03,2.654364517552011193e+00
9.889741398562182439e+03,2.654364529375364601e+00
9.889741415441183563e+03,2.654364541197346661e+00
9.889741432320186505e+03,2.654364553017961370e+00
9.889741449199189447e+03,2.654364564837206952e+00
9.889741466078192389e+03,2.654364576655083408e+00
9.889741482957195331e+03,2.654364588471591180e+00
9.889741499836198273e+03,2.654364600286729381e+00
9.889741516715201215e+03,2.654364612100498011e+00
9.889741533594204157e+03,2.654364623912897958e+00
9.889741550473205280e+03,2.654364635723927446e+00
9.889741567352208222e+03,2.654364647533588695e+00
9.889741584231211164e+03,2.654364659341880817e+00
9.889741601110214106e+03,2.654364671148804256e+00
9.889741617989217048e+03,2.654364682954357235e+00
9.889741634868219990e+03,2.654364694758541976e+00
9.889741651747222932e+03,2.654364706561356702e+00
9.889741668626225874e+03,2.654364718362802300e+00
9.889741685505226997e+03,2.654364730162876995e+00
9.889741702384229939e+03,2.654364741961583452e+00
9.889741719263232881e+03,2.654364753758921225e+00
9.889741736142235823e+03,2.654364765554888983e+00
9.889741753021238765e+03,2.654364777349487170e+00
9.889741769900241707e+03,2.654364789142716230e+00
9.889741786779244649e+03,2.654364800934575275e+00
9.889741803658247591e+03,2.654364812725065192e+00
9.889741820537248714e+03,2.654364824514183763e+00
9.889741837416251656e+03,2.654364836301934538e+00
9.889741854295254598e+03,2.654364848088315298e+00
9.889741871174257540e+03,2.654364859873326488e+00
9.889741888053260482e+03,2.654364871656968106e+00
9.889741904932263424e+03,2.654364883439239708e+00
9.889741921811266366e+03,2.654364895220142184e+00
9.889741938690269308e+03,2.654364906999674645e+00
9.889741955569270431e+03,2.654364918777835758e+00
9.889741972448273373e+03,2.654364930554628632e+00
9.889741989327276315e+03,2.654364942330051935e+00
9.889742006206279257e+03,2.654364954104105223e+00
9.889742023085282199e+03,2.654364965876788940e+00
9.889742039964285141e+03,2.654364977648102197e+00
9.889742056843288083e+03,2.654364989418046328e+00
9.889742073722291025e+03,2.654365001186619999e+00
9.889742090601292148e+03,2.654365012953822323e+00
9.889742107480295090e+03,2.654365024719656407e+00
9.889742124359298032e+03,2.654365036484120033e+00
9.889742141238300974e+03,2.654365048247213643e+00
9.889742158117303916e+03,2.654365060008938126e+00
9.889742174996306858e+03,2.654365071769292150e+00
9.889742191875309800e+03,2.654365083528275271e+00
9.889742208754312742e+03,2.654365095285888820e+00
9.889742225633313865e+03,2.654365107042131466e+00
9.889742242512316807e+03,2.654365118797004541e+00
9.889742259391319749e+03,2.654365130550508045e+00
9.889742276270322691e+03,2.654365142302641090e+00
9.889742293149325633e+03,2.654365154053403675e+00
9.889742310028328575e+03,2.654365165802796245e+00
9.889742326907331517e+03,2.654365177550818800e+00
9.889742343786334459e+03,2.654365189297470451e+00
9.889742360665335582e+03,2.654365201042751199e+00
9.889742377544338524e+03,2.654365212786662820e+00
9.889742394423341466e+03,2.654365224529203537e+00
9.889742411302344408e+03,2.654365236270374240e+00
9.889742428181347350e+03,2.654365248010174927e+00
9.889742445060350292e+03,2.654365259748604711e+00
9.889742461939353234e+03,2.654365271485664035e+00
9.889742478818356176e+03,2.654365283221352900e+00
9.889742495697357299e+03,2.654365294955669974e+00
9.889742512576360241e+03,2.654365306688617920e+00
9.889742529455363183e+03,2.654365318420195852e+00
9.889742546334366125e+03,2.654365330150402436e+00
9.889742563213369067e+03,2.654365341879239004e+00
9.889742580092372009e+03,2.654365353606705114e+00
9.889742596971374951e+03,2.654365365332799875e+00
9.889742613850377893e+03,2.654365377057524622e+00
9.889742630729379016e+03,2.654365388780877577e+00
9.889742647608381958e+03,2.654365400502860517e+00
9.889742664487384900e+03,2.654365412223472553e+00
9.889742681366387842e+03,2.654365423942714575e+00
9.889742698245390784e+03,2.654365435660585248e+00
9.889742715124393726e+03,2.654365447377085907e+00
9.889742732003396668e+03,2.654365459092215218e+00
9.889742748882399610e+03,2.654365470805974070e+00
9.889742765761400733e+03,2.654365482518360242e+00
9.889742782640403675e+03,2.654365494229377731e+00
9.889742799519406617e+03,2.654365505939023873e+00
9.889742816398409559e+03,2.654365517647299111e+00
9.889742833277412501e+03,2.654365529354203002e+00
9.889742850156415443e+03,2.654365541059735989e+00
9.889742867035418385e+03,2.654365552763898517e+00
9.889742883914421327e+03,2.654365564466689698e+00
9.889742900793422450e+03,2.654365576168108642e+00
9.889742917672425392e+03,2.654365587868158016e+00
9.889742934551428334e+03,2.654365599566836043e+00
9.889742951430431276e+03,2.654365611264143165e+00
9.889742968309434218e+03,2.654365622960079385e+00
9.889742985188437160e+03,2.654365634654644257e+00
9.889743002067440102e+03,2.654365646347837782e+00
9.889743018946443044e+03,2.654365658039660847e+00
9.889743035825444167e+03,2.654365669730110344e+00
9.889743052704447109e+03,2.654365681419190715e+00
9.889743069583450051e+03,2.654365693106899293e+00
9.889743086462452993e+03,2.654365704793236969e+00
9.889743103341455935e+03,2.654365716478203296e+00
9.889743120220458877e+03,2.654365728161798721e+00
9.889743137099461819e+03,2.654365739844021910e+00
9.889743153978464761e+03,2.654365751524874195e+00
9.889743170857465884e+03,2.654365763204353801e+00
9.889743187736468826e+03,2.654365774882463391e+00
9.889743204615471768e+03,2.654365786559201634e+00
9.889743221494474710e+03,2.654365798234568530e+00
9.889743238373477652e+03,2.654365809908563634e+00
9.889743255252480594e+03,2.654365821581186946e+00
9.889743272131483536e+03,2.654365833252439355e+00
9.889743289010486478e+03,2.654365844922320417e+00
9.889743305889487601e+03,2.654365856590828354e+00
9.889743322768490543e+03,2.654365868257965388e+00
9.889743339647493485e+03,2.654365879923731075e+00
9.889743356526496427e+03,2.654365891588125415e+00
9.889743373405499369e+03,2.654365903251147962e+00
9.889743390284502311e+03,2.654365914912799163e+00
9.889743407163505253e+03,2.654365926573078571e+00
9.889743424042508195e+03,2.654365938231985744e+00
9.889743440921509318e+03,2.654365949889520682e+00
9.889743457800512260e+03,2.654365961545684716e+00
9.889743474679515202e+03,2.654365973200476958e+00
9.889743491558518144e+03,2.654365984853897409e+00
9.889743508437521086e+03,2.654365996505946512e+00
9.889743525316524028e+03,2.654366008156623380e+00
