Time (BJD_TBD - 2450000), F_g/F_star (ppm)
9.896128576389048249e+03,1.078168261924496107e+02
9.896128599245501391e+03,1.078165108720870364e+02
9.896128622101952715e+03,1.078161955449253355e+02
9.896128644958405857e+03,1.078158802109143579e+02
9.896128667814857181e+03,1.078155648701043390e+02
9.896128690671310324e+03,1.078152495224451428e+02
9.896128713527761647e+03,1.078149341679869764e+02
9.896128736384214790e+03,1.078146188066797180e+02
9.896128759240666113e+03,1.078143034385736030e+02
9.896128782097119256e+03,1.078139880636184529e+02
9.896128804953570580e+03,1.078136726818645741e+02
9.896128827810023722e+03,1.078133572932617028e+02
9.896128850666476865e+03,1.078130418978350633e+02
9.896128873522928188e+03,1.078127264956097804e+02
9.896128896379381331e+03,1.078124110865356897e+02
9.896128919235832655e+03,1.078120956706630125e+02
9.896128942092285797e+03,1.078117802479416270e+02
9.896128964948737121e+03,1.078114648184217828e+02
9.896128987805190263e+03,1.078111493820532729e+02
9.896129010661641587e+03,1.078108339388863897e+02
9.896129033518094730e+03,1.078105184888709545e+02
9.896129056374546053e+03,1.078102030320572169e+02
9.896129079230999196e+03,1.078098875683949984e+02
9.896129102087450519e+03,1.078095720979345629e+02
9.896129124943903662e+03,1.078092566206257459e+02
9.896129147800356805e+03,1.078089411364936865e+02
9.896129170656808128e+03,1.078086256455635521e+02
9.896129193513261271e+03,1.078083101477851358e+02
9.896129216369712594e+03,1.078079946432087439e+02
9.896129239226165737e+03,1.078076791317841554e+02
9.896129262082617061e+03,1.078073636135616766e+02
9.896129284939070203e+03,1.078070480884910864e+02
9.896129307795521527e+03,1.078067325566226629e+02
9.896129330651974669e+03,1.078064170179062415e+02
9.896129353508425993e+03,1.078061014723920437e+02
9.896129376364879136e+03,1.078057859200299617e+02
9.896129399221332278e+03,1.078054703608451206e+02
9.896129422077783602e+03,1.078051547948626165e+02
9.896129444934236744e+03,1.078048392220323564e+02
9.896129467790688068e+03,1.078045236424045612e+02
9.896129490647141211e+03,1.078042080559290525e+02
9.896129513503592534e+03,1.078038924626561226e+02
9.896129536360045677e+03,1.078035768625355075e+02
9.896129559216497000e+03,1.078032612556175991e+02
9.896129582072950143e+03,1.078029456418521193e+02
9.896129604929401467e+03,1.078026300212893887e+02
9.896129627785854609e+03,1.078023143938791719e+02
9.896129650642307752e+03,1.078019987596466791e+02
9.896129673498759075e+03,1.078016831186170492e+02
9.896129696355212218e+03,1.078013674707400753e+02
9.896129719211663542e+03,1.078010518160660496e+02
9.896129742068116684e+03,1.078007361545447651e+02
9.896129764924568008e+03,1.078004204862265425e+02
9.896129787781021150e+03,1.078001048110611322e+02
9.896129810637472474e+03,1.077997891290988548e+02
9.896129833493925616e+03,1.077994734402894892e+02
9.896129856350376940e+03,1.077991577446833418e+02
9.896129879206830083e+03,1.077988420422301914e+02
9.896129902063283225e+03,1.077985263329551913e+02
9.896129924919734549e+03,1.077982106168835656e+02
9.896129947776187691e+03,1.077978948939650508e+02
9.896129970632639015e+03,1.077975791642499530e+02
9.896129993489092158e+03,1.077972634276880797e+02
9.896130016345543481e+03,1.077969476843296945e+02
9.896130039201996624e+03,1.077966319341246475e+02
9.896130062058447947e+03,1.077963161771231455e+02
9.896130084914901090e+03,1.077960004132750669e+02
9.896130107771352414e+03,1.077956846426306328e+02
9.896130130627805556e+03,1.077953688651397215e+02
9.896130153484256880e+03,1.077950530808525400e+02
9.896130176340710022e+03,1.077947372897189098e+02
9.896130199197163165e+03,1.077944214917640124e+02
9.896130222053614489e+03,1.077941056870130296e+02
9.896130244910067631e+03,1.077937898754157118e+02
9.896130267766518955e+03,1.077934740570223653e+02
9.896130290622972097e+03,1.077931582317827974e+02
9.896130313479423421e+03,1.077928423997473288e+02
9.896130336335876564e+03,1.077925265608656531e+02
9.896130359192327887e+03,1.077922107151881761e+02
9.896130382048781030e+03,1.077918948626646056e+02
9.896130404905232353e+03,1.077915790033452907e+02
9.896130427761685496e+03,1.077912631371799961e+02
9.896130450618138639e+03,1.077909472641938748e+02
9.896130473474589962e+03,1.077906313844121371e+02
9.896130496331043105e+03,1.077903154977845475e+02
9.896130519187494428e+03,1.077899996043614266e+02
9.896130542043947571e+03,1.077896837040925107e+02
9.896130564900398895e+03,1.077893677970281487e+02
9.896130587756852037e+03,1.077890518831181055e+02
9.896130610613303361e+03,1.077887359624126731e+02
9.896130633469756503e+03,1.077884200348616730e+02
9.896130656326207827e+03,1.077881041005153548e+02
9.896130679182660970e+03,1.077877881593235259e+02
9.896130702039114112e+03,1.077874722113113677e+02
