Time (BJD_TBD - 2450000), F_b/F_star (ppm)
1.062594821759266779e+04,8.222603018753510469e+02
1.062594823627046208e+04,8.222739158120654110e+02
1.062594825494825454e+04,8.222875273796580586e+02
1.062594827362604883e+04,8.223011365806980848e+02
1.062594829230384312e+04,8.223147434137778191e+02
1.062594831098163559e+04,8.223283478774900459e+02
1.062594832965942987e+04,8.223419499744027235e+02
1.062594834833722416e+04,8.223555497031088635e+02
1.062594836701501663e+04,8.223691470622019324e+02
1.062594838569281092e+04,8.223827420542486379e+02
1.062594840437060520e+04,8.223963346778425603e+02
1.062594842304839767e+04,8.224099249315784164e+02
1.062594844172619196e+04,8.224235128180209813e+02
1.062594846040398625e+04,8.224370983357649720e+02
1.062594847908178053e+04,8.224506814847278520e+02
1.062594849775957300e+04,8.224642622635059297e+02
1.062594851643736729e+04,8.224778406746619339e+02
1.062594853511516158e+04,8.224914167167914911e+02
1.062594855379295404e+04,8.225049903884906826e+02
1.062594857247074833e+04,8.225185616923216685e+02
1.062594859114854262e+04,8.225321306268804165e+02
1.062594860982633509e+04,8.225456971907640309e+02
1.062594862850412937e+04,8.225592613865330804e+02
1.062594864718192366e+04,8.225728232127842148e+02
1.062594866585971613e+04,8.225863826681154478e+02
1.062594868453751042e+04,8.225999397550858703e+02
1.062594870321530470e+04,8.226134944722931550e+02
1.062594872189309717e+04,8.226270468183356570e+02
1.062594874057089146e+04,8.226405967957715575e+02
1.062594875924868575e+04,8.226541444031988704e+02
1.062594877792647821e+04,8.226676896392169738e+02
1.062594879660427250e+04,8.226812325063822300e+02
1.062594881528206679e+04,8.226947730032940171e+02
1.062594883395985926e+04,8.227083111285521682e+02
1.062594885263765354e+04,8.227218468847117947e+02
1.062594887131544783e+04,8.227353802703727297e+02
1.062594888999324030e+04,8.227489112841358292e+02
1.062594890867103459e+04,8.227624399285546133e+02
1.062594892734882887e+04,8.227759662022299381e+02
1.062594894602662316e+04,8.227894901050801764e+02
1.062594896470441563e+04,8.228030116357066390e+02
1.062594898338220992e+04,8.228165307966619366e+02
1.062594900206000420e+04,8.228300475865472663e+02
1.062594902073779667e+04,8.228435620039649621e+02
1.062594903941559096e+04,8.228570740514659292e+02
1.062594905809338525e+04,8.228705837276523880e+02
1.062594907677117772e+04,8.228840910311274683e+02
1.062594909544897200e+04,8.228975959644408249e+02
1.062594911412676629e+04,8.229110985261949054e+02
1.062594913280455876e+04,8.229245987149939765e+02
1.062594915148235305e+04,8.229380965333858740e+02
1.062594917016014733e+04,8.229515919799745234e+02
1.062594918883793980e+04,8.229650850533644189e+02
1.062594920751573409e+04,8.229785757561023729e+02
1.062594922619352838e+04,8.229920640867925385e+02
1.062594924487132084e+04,8.230055500440407741e+02
1.062594926354911513e+04,8.230190336303919594e+02
1.062594928222690942e+04,8.230325148444516117e+02
1.062594930090470189e+04,8.230459936848255893e+02
1.062594931958249617e+04,8.230594701540580900e+02
1.062594933826029046e+04,8.230729442507549720e+02
1.062594935693808293e+04,8.230864159735231169e+02
1.062594937561587722e+04,8.230998853249050171e+02
1.062594939429367150e+04,8.231133523035075541e+02
1.062594941297146579e+04,8.231268169092494418e+02
1.062594943164925826e+04,8.231402791407382438e+02
1.062594945032705255e+04,8.231537390005152020e+02
1.062594946900484683e+04,8.231671964871877663e+02
1.062594948768263930e+04,8.231806515993645235e+02
1.062594950636043359e+04,8.231941043395850102e+02
1.062594952503822788e+04,8.232075547064574721e+02
1.062594954371602034e+04,8.232210026985915192e+02
1.062594956239381463e+04,8.232344483185249828e+02
