Time (BJD_TBD - 2450000), F_star + F_planets (mJy)
1.063802708333311602e+04,2.743626147739895771e+00
1.063802710516863226e+04,2.743626217380338517e+00
1.063802712700415032e+04,2.743626287010140885e+00
1.063802714883966655e+04,2.743626356629285112e+00
1.063802717067518279e+04,2.743626426237781857e+00
1.063802719251070084e+04,2.743626495835627566e+00
1.063802721434621708e+04,2.743626565422811581e+00
1.063802723618173331e+04,2.743626634999348113e+00
1.063802725801725137e+04,2.743626704565237162e+00
1.063802727985276761e+04,2.743626774120464518e+00
1.063802730168828566e+04,2.743626843665047943e+00
1.063802732352380190e+04,2.743626913198973227e+00
1.063802734535931813e+04,2.743626982722240371e+00
1.063802736719483619e+04,2.743627052234856478e+00
1.063802738903035242e+04,2.743627121736810892e+00
1.063802741086586866e+04,2.743627191228110718e+00
1.063802743270138672e+04,2.743627260708759508e+00
1.063802745453690295e+04,2.743627330178746604e+00
1.063802747637241919e+04,2.743627399638072006e+00
1.063802749820793724e+04,2.743627469086749926e+00
1.063802752004345348e+04,2.743627538524762599e+00
1.063802754187896971e+04,2.743627607952117131e+00
1.063802756371448777e+04,2.743627677368817075e+00
1.063802758555000401e+04,2.743627746774848220e+00
1.063802760738552206e+04,2.743627816170228328e+00
1.063802762922103830e+04,2.743627885554939638e+00
1.063802765105655453e+04,2.743627954928992807e+00
1.063802767289207259e+04,2.743628024292391387e+00
1.063802769472758882e+04,2.743628093645117616e+00
1.063802771656310506e+04,2.743628162987185704e+00
1.063802773839862311e+04,2.743628232318592097e+00
1.063802776023413935e+04,2.743628301639333245e+00
1.063802778206965559e+04,2.743628370949409145e+00
1.063802780390517364e+04,2.743628440248826905e+00
1.063802782574068988e+04,2.743628509537572313e+00
1.063802784757620611e+04,2.743628578815652475e+00
1.063802786941172417e+04,2.743628648083078048e+00
1.063802789124724040e+04,2.743628717339820611e+00
1.063802791308275846e+04,2.743628786585912138e+00
1.063802793491827470e+04,2.743628855821331314e+00
1.063802795675379093e+04,2.743628925046078137e+00
1.063802797858930899e+04,2.743628994260166820e+00
1.063802800042482522e+04,2.743629063463579598e+00
1.063802802226034146e+04,2.743629132656320024e+00
1.063802804409585951e+04,2.743629201838398757e+00
1.063802806593137575e+04,2.743629271009805137e+00
1.063802808776689199e+04,2.743629340170539166e+00
1.063802810960241004e+04,2.743629409320611501e+00
1.063802813143792628e+04,2.743629478460004378e+00
1.063802815327344251e+04,2.743629547588728457e+00
1.063802817510896057e+04,2.743629616706780183e+00
1.063802819694447680e+04,2.743629685814156005e+00
1.063802821877999486e+04,2.743629754910866581e+00
1.063802824061551109e+04,2.743629823996897699e+00
1.063802826245102733e+04,2.743629893072256465e+00
1.063802828428654539e+04,2.743629962136946432e+00
1.063802830612206162e+04,2.743630031190953389e+00
1.063802832795757786e+04,2.743630100234287994e+00
