Time (BJD_TBD - 2450000), F_f/F_star (ppm)
1.061386530092591420e+04,1.279111695376371074e+02
1.061386531688121431e+04,1.279107236100688993e+02
1.061386533283651261e+04,1.279102776757457178e+02
1.061386534879181272e+04,1.279098317345658984e+02
1.061386536474711102e+04,1.279093857866312192e+02
1.061386538070241113e+04,1.279089398318400583e+02
1.061386539665770943e+04,1.279084938702941514e+02
1.061386541261300954e+04,1.279080479018918339e+02
1.061386542856830783e+04,1.279076019267348414e+02
1.061386544452360795e+04,1.279071559447215947e+02
1.061386546047890624e+04,1.279067099559537581e+02
1.061386547643420636e+04,1.279062639603297811e+02
1.061386549238950465e+04,1.279058179579513563e+02
1.061386550834480477e+04,1.279053719487168195e+02
1.061386552430010306e+04,1.279049259327279628e+02
1.061386554025540318e+04,1.279044799098831362e+02
1.061386555621070147e+04,1.279040338802841177e+02
1.061386557216600158e+04,1.279035878438291860e+02
1.061386558812129988e+04,1.279031418006201619e+02
1.061386560407659999e+04,1.279026957505553099e+02
1.061386562003189829e+04,1.279022496937365219e+02
1.061386563598719840e+04,1.279018036300620480e+02
1.061386565194249670e+04,1.279013575596336665e+02
1.061386566789779681e+04,1.279009114823497129e+02
1.061386568385309511e+04,1.279004653983119510e+02
1.061386569980839522e+04,1.279000193074187735e+02
1.061386571576369352e+04,1.278995732097719156e+02
1.061386573171899363e+04,1.278991271052696987e+02
1.061386574767429192e+04,1.278986809940138585e+02
1.061386576362959204e+04,1.278982348759027730e+02
1.061386577958489033e+04,1.278977887510382629e+02
1.061386579554019045e+04,1.278973426193186071e+02
1.061386581149549056e+04,1.278968964807946946e+02
1.061386582745078886e+04,1.278964503355174571e+02
1.061386584340608897e+04,1.278960041833852301e+02
1.061386585936138727e+04,1.278955580244998487e+02
1.061386587531668738e+04,1.278951118587595488e+02
1.061386589127198567e+04,1.278946656862661797e+02
1.061386590722728579e+04,1.278942195069179917e+02
1.061386592318258408e+04,1.278937733208168197e+02
1.061386593913788420e+04,1.278933271278609993e+02
1.061386595509318249e+04,1.278928809281523087e+02
1.061386597104848261e+04,1.278924347215890265e+02
1.061386598700378090e+04,1.278919885082729451e+02
1.061386600295908102e+04,1.278915422881024426e+02
1.061386601891437931e+04,1.278910960611792262e+02
1.061386603486967942e+04,1.278906498274016883e+02
1.061386605082497772e+04,1.278902035868715643e+02
1.061386606678027783e+04,1.278897573394871898e+02
1.061386608273557613e+04,1.278893110853503714e+02
1.061386609869087624e+04,1.278888648243593877e+02
1.061386611464617454e+04,1.278884185566160738e+02
1.061386613060147465e+04,1.278879722820187368e+02
1.061386614655677295e+04,1.278875260006690695e+02
1.061386616251207306e+04,1.278870797124655212e+02
1.061386617846737136e+04,1.278866334175098558e+02
1.061386619442267147e+04,1.278861871157003378e+02
1.061386621037796976e+04,1.278857408071387738e+02
1.061386622633326988e+04,1.278852944917235135e+02
1.061386624228856817e+04,1.278848481695562924e+02
1.061386625824386829e+04,1.278844018405354745e+02
1.061386627419916658e+04,1.278839555047628522e+02
1.061386629015446670e+04,1.278835091621366900e+02
1.061386630610976681e+04,1.278830628127079052e+02
1.061386632206506511e+04,1.278826164565274865e+02
1.061386633802036522e+04,1.278821700934937269e+02
1.061386635397566351e+04,1.278817237237084612e+02
1.061386636993096363e+04,1.278812773470698687e+02
1.061386638588626192e+04,1.278808309636798128e+02
1.061386640184156204e+04,1.278803845734366291e+02
1.061386641779686033e+04,1.278799381764421668e+02
1.061386643375216045e+04,1.278794917725946192e+02
1.061386644970745874e+04,1.278790453619958214e+02
1.061386646566275886e+04,1.278785989445440947e+02
1.061386648161805715e+04,1.278781525203412457e+02
1.061386649757335726e+04,1.278777060892855815e+02
1.061386651352865556e+04,1.278772596514789086e+02
1.061386652948395567e+04,1.278768132068194774e+02
1.061386654543925397e+04,1.278763667554091370e+02
1.061386656139455408e+04,1.278759202971461377e+02
1.061386657734985238e+04,1.278754738321323856e+02
1.061386659330515249e+04,1.278750273602661167e+02
1.061386660926045079e+04,1.278745808816491092e+02
1.061386662521575090e+04,1.278741343961796986e+02
1.061386664117104920e+04,1.278736879039597056e+02
1.061386665712634931e+04,1.278732414048874091e+02
1.061386667308164760e+04,1.278727948990646581e+02
1.061386668903694772e+04,1.278723483863896320e+02
1.061386670499224601e+04,1.278719018669642367e+02
1.061386672094754613e+04,1.278714553406867935e+02
1.061386673690284442e+04,1.278710088076590807e+02
1.061386675285814454e+04,1.278705622677793485e+02
1.061386676881344283e+04,1.278701157211494461e+02
1.061386678476874295e+04,1.278696691676676664e+02
1.061386680072404306e+04,1.278692226073848985e+02
1.061386681667934135e+04,1.278687760403521878e+02
1.061386683263464147e+04,1.278683294664677135e+02
1.061386684858993976e+04,1.278678828858333389e+02
1.061386686454523988e+04,1.278674362983473571e+02
1.061386688050053817e+04,1.278669897041115746e+02
1.061386689645583829e+04,1.278665431030242559e+02
1.061386691241113658e+04,1.278660964951872927e+02
1.061386692836643670e+04,1.278656498804988644e+02
1.061386694432173499e+04,1.278652032590608627e+02
1.061386696027703510e+04,1.278647566307715664e+02
1.061386697623233340e+04,1.278643099957328388e+02
1.061386699218763351e+04,1.278638633538428593e+02
1.061386700814293181e+04,1.278634167052035195e+02
1.061386702409823192e+04,1.278629700497130983e+02
1.061386704005353022e+04,1.278625233874733880e+02
1.061386705600883033e+04,1.278620767183826956e+02
1.061386707196412863e+04,1.278616300425428847e+02
1.061386708791942874e+04,1.278611833598521628e+02
1.061386710387472704e+04,1.278607366704123791e+02
1.061386711983002715e+04,1.278602899741217840e+02
1.061386713578532544e+04,1.278598432710823118e+02
1.061386715174062556e+04,1.278593965611921277e+02
1.061386716769592385e+04,1.278589498445531234e+02
1.061386718365122397e+04,1.278585031210635066e+02
1.061386719960652226e+04,1.278580563908252259e+02
1.061386721556182238e+04,1.278576096537364464e+02
1.061386723151712067e+04,1.278571629098990883e+02
1.061386724747242079e+04,1.278567161592113024e+02
1.061386726342771908e+04,1.278562694017750232e+02
1.061386727938301919e+04,1.278558226374885010e+02
1.061386729533831931e+04,1.278553758664026532e+02
1.061386731129361760e+04,1.278549290885685252e+02
1.061386732724891772e+04,1.278544823038842111e+02
1.061386734320421601e+04,1.278540355124516879e+02
1.061386735915951613e+04,1.278535887141691205e+02
1.061386737511481442e+04,1.278531419091384862e+02
1.061386739107011454e+04,1.278526950972579357e+02
1.061386740702541283e+04,1.278522482786293466e+02
1.061386742298071294e+04,1.278518014531509408e+02
1.061386743893601124e+04,1.278513546209246812e+02
1.061386745489131135e+04,1.278509077818486901e+02
1.061386747084660965e+04,1.278504609360249589e+02
1.061386748680190976e+04,1.278500140833515388e+02
1.061386750275720806e+04,1.278495672239304497e+02
1.061386751871250817e+04,1.278491203576599133e+02
1.061386753466780647e+04,1.278486734846417932e+02
1.061386755062310658e+04,1.278482266047742542e+02
1.061386756657840488e+04,1.278477797181592450e+02
1.061386758253370499e+04,1.278473328246949734e+02
1.061386759848900329e+04,1.278468859244833027e+02
1.061386761444430340e+04,1.278464390174224832e+02
1.061386763039960169e+04,1.278459921036144067e+02
1.061386764635490181e+04,1.278455451829572240e+02
1.061386766231020010e+04,1.278450982555528981e+02
1.061386767826550022e+04,1.278446513212996081e+02
1.061386769422079851e+04,1.278442043802993169e+02
1.061386771017609863e+04,1.278437574324501327e+02
1.061386772613139692e+04,1.278433104778539757e+02
1.061386774208669704e+04,1.278428635164090679e+02
1.061386775804199533e+04,1.278424165482173720e+02
1.061386777399729544e+04,1.278419695731769963e+02
1.061386778995259556e+04,1.278415225913389577e+02
1.061386780590789385e+04,1.278410756027542448e+02
1.061386782186319397e+04,1.278406286073210367e+02
1.061386783781849226e+04,1.278401816051412538e+02
1.061386785377379238e+04,1.278397345961130895e+02
1.061386786972909067e+04,1.278392875803385209e+02
1.061386788568439079e+04,1.278388405577156135e+02
1.061386790163968908e+04,1.278383935283463018e+02
1.061386791759498919e+04,1.278379464921288786e+02
1.061386793355028749e+04,1.278374994491652359e+02
1.061386794950558760e+04,1.278370523993534675e+02
1.061386796546088590e+04,1.278366053427955791e+02
1.061386798141618601e+04,1.278361582793896929e+02
1.061386799737148431e+04,1.278357112092378287e+02
