Time (BJD_TBD - 2450000), F_h/F_star (ppm)
1.027292596064833924e+04,2.564171379892538294e+00
1.027292604692779969e+04,2.564409314100586812e+00
1.027292613320726196e+04,2.564647258282403364e+00
1.027292621948672240e+04,2.564885212427753469e+00
1.027292630576618467e+04,2.565123176546474149e+00
1.027292639204564512e+04,2.565361150628330478e+00
1.027292647832510738e+04,2.565599134683160365e+00
1.027292656460456783e+04,2.565837128700730219e+00
1.027292665088403010e+04,2.566075132690877059e+00
1.027292673716349054e+04,2.566313146643364629e+00
1.027292682344295281e+04,2.566551170568030837e+00
1.027292690972241326e+04,2.566789204454642981e+00
1.027292699600187370e+04,2.567027248308019427e+00
1.027292708228133597e+04,2.567265302132977212e+00
1.027292716856079642e+04,2.567503365919286296e+00
1.027292725484025868e+04,2.567741439676780590e+00
1.027292734111971913e+04,2.567979523395226060e+00
1.027292742739918140e+04,2.568217617084462390e+00
1.027292751367864184e+04,2.568455720734250214e+00
1.027292759995810411e+04,2.568693834354432770e+00
1.027292768623756456e+04,2.568931957934770249e+00
1.027292777251702682e+04,2.569170091485101004e+00
1.027292785879648727e+04,2.569408234995192775e+00
1.027292794507594954e+04,2.569646388474882581e+00
1.027292803135540998e+04,2.569884551913930615e+00
1.027292811763487043e+04,2.570122725317161905e+00
1.027292820391433270e+04,2.570360908689393487e+00
1.027292829019379315e+04,2.570599102020390436e+00
1.027292837647325541e+04,2.570837305319994659e+00
1.027292846275271586e+04,2.571075518577961461e+00
1.027292854903217813e+04,2.571313741804138076e+00
1.027292863531163857e+04,2.571551974988283362e+00
1.027292872159110084e+04,2.571790218140238782e+00
1.027292880787056129e+04,2.572028471249764081e+00
1.027292889415002355e+04,2.572266734326704274e+00
1.027292898042948400e+04,2.572505007360815110e+00
1.027292906670894445e+04,2.572743290356920731e+00
1.027292915298840671e+04,2.572981583319846166e+00
1.027292923926786716e+04,2.573219886239344945e+00
1.027292932554732943e+04,2.573458199125266965e+00
1.027292941182678987e+04,2.573696521967361761e+00
1.027292949810625214e+04,2.573934854775482783e+00
1.027292958438571259e+04,2.574173197539381786e+00
1.027292967066517485e+04,2.574411550268908222e+00
1.027292975694463530e+04,2.574649912953812958e+00
1.027292984322409757e+04,2.574888285603949889e+00
1.027292992950355801e+04,2.575126668209065439e+00
1.027293001578302028e+04,2.575365060779015725e+00
1.027293010206248073e+04,2.575603463303548502e+00
1.027293018834194118e+04,2.575841875787489244e+00
1.027293027462140344e+04,2.576080298235668309e+00
1.027293036090086389e+04,2.576318730637832122e+00
1.027293044718032615e+04,2.576557173003834134e+00
1.027293053345978660e+04,2.576795625323423433e+00
1.027293061973924887e+04,2.577034087606455248e+00
1.027293070601870932e+04,2.577272559842675559e+00
1.027293079229817158e+04,2.577511042041940481e+00
1.027293087857763203e+04,2.577749534193996439e+00
1.027293096485709430e+04,2.577988036308697328e+00
1.027293105113655474e+04,2.578226548375790905e+00
1.027293113741601519e+04,2.578465070400103532e+00
1.027293122369547746e+04,2.578703602386469118e+00
1.027293130997493790e+04,2.578942144324626984e+00
1.027293139625440017e+04,2.579180696224439018e+00
1.027293148253386062e+04,2.579419258075644983e+00
1.027293156881332288e+04,2.579657829888106768e+00
1.027293165509278333e+04,2.579896411651565025e+00
1.027293174137224560e+04,2.580135003375879865e+00
1.027293182765170604e+04,2.580373605050794605e+00
1.027293191393116831e+04,2.580612216686169358e+00
1.027293200021062876e+04,2.580850838271741221e+00
1.027293208649008920e+04,2.581089469812346771e+00
1.027293217276955147e+04,2.581328111312814588e+00
1.027293225904901192e+04,2.581566762762882217e+00
1.027293234532847418e+04,2.581805424172417318e+00
1.027293243160793463e+04,2.582044095531153438e+00
1.027293251788739690e+04,2.582282776848960015e+00
1.027293260416685735e+04,2.582521468115567931e+00
1.027293269044631961e+04,2.582760169340846179e+00
1.027293277672578006e+04,2.582998880514530082e+00
1.027293286300524233e+04,2.583237601646485970e+00
1.027293294928470277e+04,2.583476332726448277e+00
1.027293303556416504e+04,2.583715073764284220e+00
1.027293312184362549e+04,2.583953824749727346e+00
1.027293320812308593e+04,2.584192585687612898e+00
1.027293329440254820e+04,2.584431356582775230e+00
1.027293338068200865e+04,2.584670137424946557e+00
1.027293346696147091e+04,2.584908928223995872e+00
1.027293355324093136e+04,2.585147728969658054e+00
1.027293363952039363e+04,2.585386539671797657e+00
1.027293372579985407e+04,2.585625360320151334e+00
1.027293381207931634e+04,2.585864190924586303e+00
1.027293389835877679e+04,2.586103031474834779e+00
1.027293398463823905e+04,2.586341881980766200e+00
1.027293407091769950e+04,2.586580742432112778e+00
1.027293415719715995e+04,2.586819612833708426e+00
1.027293424347662221e+04,2.587058493190391051e+00
1.027293432975608266e+04,2.587297383491889313e+00
1.027293441603554493e+04,2.587536283748077093e+00
1.027293450231500537e+04,2.587775193948679497e+00
1.027293458859446764e+04,2.588014114103572627e+00
1.027293467487392809e+04,2.588253044202483366e+00
1.027293476115339035e+04,2.588491984255285150e+00
1.027293484743285080e+04,2.588730934251706195e+00
1.027293493371231307e+04,2.588969894201620381e+00
1.027293501999177352e+04,2.589208864094752816e+00
1.027293510627123396e+04,2.589447843935940963e+00
1.027293519255069623e+04,2.589686833730028503e+00
1.027293527883015668e+04,2.589925833466734328e+00
1.027293536510961894e+04,2.590164843155938090e+00
1.027293545138907939e+04,2.590403862787360456e+00
1.027293553766854166e+04,2.590642892370884631e+00
1.027293562394800210e+04,2.590881931896229950e+00
1.027293571022746437e+04,2.591120981373273846e+00
1.027293579650692482e+04,2.591360040791742758e+00
1.027293588278638708e+04,2.591599110161511899e+00
1.027293596906584753e+04,2.591838189472305043e+00
1.027293605534530980e+04,2.592077278734000512e+00
1.027293614162477024e+04,2.592316377936320304e+00
1.027293622790423069e+04,2.592555487084103660e+00
1.027293631418369296e+04,2.592794606182192485e+00
1.027293640046315340e+04,2.593033735220307001e+00
1.027293648674261567e+04,2.593272874208325973e+00
1.027293657302207612e+04,2.593512023135972733e+00
1.027293665930153838e+04,2.593751182013126044e+00
1.027293674558099883e+04,2.593990350829504354e+00
1.027293683186046110e+04,2.594229529594994421e+00
1.027293691813992154e+04,2.594468718299308474e+00
1.027293700441938381e+04,2.594707916952334159e+00
1.027293709069884426e+04,2.594947125543785038e+00
1.027293717697830471e+04,2.595186344078504792e+00
1.027293726325776697e+04,2.595425572561338878e+00
1.027293734953722742e+04,2.595664810981998194e+00
1.027293743581668969e+04,2.595904059350372162e+00
1.027293752209615013e+04,2.596143317656173455e+00
1.027293760837561240e+04,2.596382585909289720e+00
1.027293769465507285e+04,2.596621864099432297e+00
1.027293778093453511e+04,2.596861152236491943e+00
1.027293786721399556e+04,2.597100450310179998e+00
1.027293795349345783e+04,2.597339758330383663e+00
1.027293803977291827e+04,2.597579076286817834e+00
1.027293812605238054e+04,2.597818404189367936e+00
1.027293821233184099e+04,2.598057742027745753e+00
1.027293829861130143e+04,2.598297089806799409e+00
1.027293838489076370e+04,2.598536447531371252e+00
1.027293847117022415e+04,2.598775815191171290e+00
1.027293855744968641e+04,2.599015192796093832e+00
1.027293864372914686e+04,2.599254580335843112e+00
1.027293873000860913e+04,2.599493977820315216e+00
1.027293881628806957e+04,2.599733385239215266e+00
1.027293890256753184e+04,2.599972802602438016e+00
1.027293898884699229e+04,2.600212229899690364e+00
1.027293907512645455e+04,2.600451667140864398e+00
1.027293916140591500e+04,2.600691114315668795e+00
1.027293924768537545e+04,2.600930571428947680e+00
1.027293933396483772e+04,2.601170038485554059e+00
1.027293942024429816e+04,2.601409515475186396e+00
1.027293950652376043e+04,2.601649002407746547e+00
1.027293959280322088e+04,2.601888499272931199e+00
1.027293967908268314e+04,2.602128006080645761e+00
1.027293976536214359e+04,2.602367522820587364e+00
1.027293985164160586e+04,2.602607049502657421e+00
1.027293993792106630e+04,2.602846586116554839e+00
