Time (BJD_TBD - 2450000), F_h/F_star (ppm)
9.917309675925876945e+03,5.686819884600310182e+00
9.917309697571559809e+03,5.686903368751893950e+00
9.917309719217242673e+03,5.686986853366930106e+00
9.917309740862925537e+03,5.687070338445409767e+00
9.917309762508608401e+03,5.687153823987333823e+00
9.917309784154293084e+03,5.687237309999707335e+00
9.917309805799975948e+03,5.687320796468499751e+00
9.917309827445658811e+03,5.687404283400722349e+00
9.917309849091341675e+03,5.687487770796368913e+00
9.917309870737024539e+03,5.687571258655434114e+00
9.917309892382707403e+03,5.687654746977914400e+00
9.917309914028390267e+03,5.687738235763809769e+00
9.917309935674073131e+03,5.687821725013105123e+00
9.917309957319757814e+03,5.687905214732824177e+00
9.917309978965440678e+03,5.687988704908923054e+00
9.917310000611123542e+03,5.688072195548415699e+00
9.917310022256806405e+03,5.688155686651298559e+00
9.917310043902489269e+03,5.688239178217565417e+00
9.917310065548172133e+03,5.688322670247211832e+00
9.917310087193854997e+03,5.688406162740236027e+00
9.917310108839537861e+03,5.688489655696628233e+00
9.917310130485222544e+03,5.688573149123405948e+00
9.917310152130905408e+03,5.688656643006531510e+00
9.917310173776588272e+03,5.688740137353014426e+00
9.917310195422271136e+03,5.688823632162852917e+00
9.917310217067954000e+03,5.688907127436038991e+00
9.917310238713636863e+03,5.688990623172572647e+00
9.917310260359319727e+03,5.689074119372445004e+00
9.917310282005002591e+03,5.689157616035652509e+00
9.917310303650687274e+03,5.689241113169211772e+00
9.917310325296370138e+03,5.689324610759082468e+00
9.917310346942053002e+03,5.689408108812275877e+00
9.917310368587735866e+03,5.689491607328787559e+00
9.917310390233418730e+03,5.689575106308614849e+00
9.917310411879101594e+03,5.689658605751750642e+00
9.917310433524784457e+03,5.689742105658192273e+00
9.917310455170467321e+03,5.689825606027937077e+00
9.917310476816152004e+03,5.689909106867996336e+00
9.917310498461834868e+03,5.689992608164329724e+00
9.917310520107517732e+03,5.690076109923952963e+00
9.917310541753200596e+03,5.690159612146858947e+00
9.917310563398883460e+03,5.690243114833045013e+00
9.917310585044566324e+03,5.690326617982505830e+00
9.917310606690249188e+03,5.690410121595236070e+00
9.917310628335932051e+03,5.690493625671233957e+00
9.917310649981616734e+03,5.690577130217510771e+00
9.917310671627299598e+03,5.690660635220029739e+00
9.917310693272982462e+03,5.690744140685800367e+00
9.917310714918665326e+03,5.690827646614820878e+00
9.917310736564348190e+03,5.690911153007083279e+00
9.917310758210031054e+03,5.690994659862589344e+00
9.917310779855713918e+03,5.691078167181326641e+00
9.917310801501396782e+03,5.691161674963296946e+00
9.917310823147079645e+03,5.691245183208496705e+00
9.917310844792764328e+03,5.691328691923934535e+00
9.917310866438447192e+03,5.691412201095572776e+00
9.917310888084130056e+03,5.691495710730426261e+00
9.917310909729812920e+03,5.691579220828487884e+00
9.917310931375495784e+03,5.691662731389755869e+00
