Time (BJD_TBD - 2450000), F_d/F_star (ppm)
1.065014266203716397e+04,2.034462829100062820e+01
1.065014268332748725e+04,2.034269244828658074e+01
1.065014270461781052e+04,2.034075668657975555e+01
1.065014272590813380e+04,2.033882100588220609e+01
1.065014274719845707e+04,2.033688540619608887e+01
1.065014276848878217e+04,2.033494988735812825e+01
1.065014278977910544e+04,2.033301444970118155e+01
1.065014281106942872e+04,2.033107909306202288e+01
1.065014283235975199e+04,2.032914381744270571e+01
1.065014285365007527e+04,2.032720862284536523e+01
1.065014287494039854e+04,2.032527350927211884e+01
1.065014289623072182e+04,2.032333847672509819e+01
1.065014291752104509e+04,2.032140352520636384e+01
1.065014293881136837e+04,2.031946865471805808e+01
1.065014296010169346e+04,2.031753386509697989e+01
1.065014298139201674e+04,2.031559915667586225e+01
1.065014300268234001e+04,2.031366452929153610e+01
1.065014302397266329e+04,2.031172998294604071e+01
1.065014304526298656e+04,2.030979551764152546e+01
1.065014306655330984e+04,2.030786113338010068e+01
1.065014308784363311e+04,2.030592683016388023e+01
1.065014310913395639e+04,2.030399260799497441e+01
1.065014313042427966e+04,2.030205846687550419e+01
1.065014315171460476e+04,2.030012440664231121e+01
1.065014317300492803e+04,2.029819042762800052e+01
1.065014319429525131e+04,2.029625652966944926e+01
1.065014321558557458e+04,2.029432271276875355e+01
1.065014323687589786e+04,2.029238897692805565e+01
1.065014325816622113e+04,2.029045532214941616e+01
1.065014327945654441e+04,2.028852174843496670e+01
1.065014330074686768e+04,2.028658825578684954e+01
1.065014332203719096e+04,2.028465484420711107e+01
1.065014334332751605e+04,2.028272151353272079e+01
1.065014336461783932e+04,2.028078826409614877e+01
1.065014338590816260e+04,2.027885509573430767e+01
1.065014340719848587e+04,2.027692200844934334e+01
1.065014342848880915e+04,2.027498900224330924e+01
1.065014344977913242e+04,2.027305607711835123e+01
1.065014347106945570e+04,2.027112323307656183e+01
1.065014349235977897e+04,2.026919047012006558e+01
1.065014351365010225e+04,2.026725778825095858e+01
1.065014353494042734e+04,2.026532518730625654e+01
1.065014355623075062e+04,2.026339266761827673e+01
1.065014357752107389e+04,2.026146022902400290e+01
1.065014359881139717e+04,2.025952787152555956e+01
1.065014362010172044e+04,2.025759559512505703e+01
1.065014364139204372e+04,2.025566339982463759e+01
1.065014366268236699e+04,2.025373128562632630e+01
1.065014368397269027e+04,2.025179925253227609e+01
1.065014370526301354e+04,2.024986730054460082e+01
1.065014372655333864e+04,2.024793542950038372e+01
1.065014374784366191e+04,2.024600363973177508e+01
1.065014376913398519e+04,2.024407193107586167e+01
1.065014379042430846e+04,2.024214030353475380e+01
1.065014381171463174e+04,2.024020875711057244e+01
1.065014383300495501e+04,2.023827729180538881e+01
1.065014385429527829e+04,2.023634590762132035e+01
1.065014387558560156e+04,2.023441460456048802e+01
1.065014389687592484e+04,2.023248338262498436e+01
1.065014391816624993e+04,2.023055224165196719e+01
1.065014393945657321e+04,2.022862118197348380e+01
1.065014396074689648e+04,2.022669020342663870e+01
1.065014398203721976e+04,2.022475930601357419e+01
1.065014400332754303e+04,2.022282848973637215e+01
1.065014402461786631e+04,2.022089775459716066e+01
1.065014404590818958e+04,2.021896710059805358e+01
1.065014406719851286e+04,2.021703652774110793e+01
1.065014408848883613e+04,2.021510603602846601e+01
1.065014410977916123e+04,2.021317562529730338e+01
1.065014413106948450e+04,2.021124529587961050e+01
1.065014415235980778e+04,2.020931504761250963e+01
1.065014417365013105e+04,2.020738488049812531e+01
1.065014419494045433e+04,2.020545479453857851e+01
1.065014421623077760e+04,2.020352478973599730e+01
1.065014423752110088e+04,2.020159486609242094e+01
1.065014425881142415e+04,2.019966502360999527e+01
1.065014428010174743e+04,2.019773526229082350e+01
1.065014430139207252e+04,2.019580558197214515e+01
1.065014432268239580e+04,2.019387598298580144e+01
1.065014434397271907e+04,2.019194646516905323e+01
1.065014436526304235e+04,2.019001702852395042e+01
1.065014438655336562e+04,2.018808767305262819e+01
1.065014440784368890e+04,2.018615839875718621e+01
1.065014442913401217e+04,2.018422920563973832e+01
1.065014445042433545e+04,2.018230009370240907e+01
1.065014447171465872e+04,2.018037106294725547e+01
1.065014449300498381e+04,2.017844211321160586e+01
1.065014451429530709e+04,2.017651324482716646e+01
1.065014453558563036e+04,2.017458445763124075e+01
1.065014455687595364e+04,2.017265575162594260e+01
1.065014457816627691e+04,2.017072712681338587e+01
1.065014459945660019e+04,2.016879858319563468e+01
1.065014462074692347e+04,2.016687012077481000e+01
1.065014464203724674e+04,2.016494173955301861e+01
1.065014466332757002e+04,2.016301343953238501e+01
1.065014468461789511e+04,2.016108522055024821e+01
1.065014470590821838e+04,2.015915708293818653e+01
1.065014472719854166e+04,2.015722902653358517e+01
1.065014474848886493e+04,2.015530105133855443e+01
1.065014476977918821e+04,2.015337315735515844e+01
1.065014479106951148e+04,2.015144534458553238e+01
1.065014481235983476e+04,2.014951761303176525e+01
1.065014483365015803e+04,2.014758996269596736e+01
1.065014485494048131e+04,2.014566239358024191e+01
1.065014487623080640e+04,2.014373490552203450e+01
1.065014489752112968e+04,2.014180749885276001e+01
1.065014491881145295e+04,2.013988017340987469e+01
1.065014494010177623e+04,2.013795292919547464e+01
1.065014496139209950e+04,2.013602576621165241e+01
1.065014498268242278e+04,2.013409868446054674e+01
1.065014500397274605e+04,2.013217168394420042e+01
1.065014502526306933e+04,2.013024476466475576e+01
1.065014504655339260e+04,2.012831792662430885e+01
1.065014506784371770e+04,2.012639116966036568e+01
1.065014508913404097e+04,2.012446449410422389e+01
1.065014511042436425e+04,2.012253789979338947e+01
1.065014513171468752e+04,2.012061138672995497e+01
1.065014515300501080e+04,2.011868495491605202e+01
1.065014517429533407e+04,2.011675860435374119e+01
1.065014519558565735e+04,2.011483233504512569e+01
1.065014521687598062e+04,2.011290614699233359e+01
1.065014523816630390e+04,2.011098004019745034e+01
1.065014525945662899e+04,2.010905401449806362e+01
1.065014528074695227e+04,2.010712807022532189e+01
1.065014530203727554e+04,2.010520220721680218e+01
1.065014532332759882e+04,2.010327642547460769e+01
1.065014534461792209e+04,2.010135072500082032e+01
1.065014536590824537e+04,2.009942510579757524e+01
1.065014538719856864e+04,2.009749956786696501e+01
1.065014540848889192e+04,2.009557411121105730e+01
1.065014542977921519e+04,2.009364873583197664e+01
1.065014545106954029e+04,2.009172344156732137e+01
1.065014547235986356e+04,2.008979822874821863e+01
1.065014549365018684e+04,2.008787309721222769e+01
1.065014551494051011e+04,2.008594804696145530e+01
1.065014553623083339e+04,2.008402307799802600e+01
1.065014555752115666e+04,2.008209819032403587e+01
1.065014557881147994e+04,2.008017338394155615e+01
1.065014560010180321e+04,2.007824865885269716e+01
1.065014562139212649e+04,2.007632401505957986e+01
1.065014564268245158e+04,2.007439945239984525e+01
1.065014566397277486e+04,2.007247497120451030e+01
1.065014568526309813e+04,2.007055057131118048e+01
1.065014570655342141e+04,2.006862625272198031e+01
1.065014572784374468e+04,2.006670201543900234e+01
1.065014574913406796e+04,2.006477785946434977e+01
1.065014577042439123e+04,2.006285378480012938e+01
1.065014579171471451e+04,2.006092979144846211e+01
1.065014581300503778e+04,2.005900587941138724e+01
1.065014583429536287e+04,2.005708204852667009e+01
1.065014585558568615e+04,2.005515829912516423e+01
1.065014587687600942e+04,2.005323463104457105e+01
1.065014589816633270e+04,2.005131104428702216e+01
1.065014591945665597e+04,2.004938753885456748e+01
1.065014594074697925e+04,2.004746411474933865e+01
1.065014596203730252e+04,2.004554077197342465e+01
1.065014598332762580e+04,2.004361751052895357e+01
1.065014600461794907e+04,2.004169433041796822e+01
1.065014602590827417e+04,2.003977123147829431e+01
1.065014604719859744e+04,2.003784821404063976e+01
1.065014606848892072e+04,2.003592527794280187e+01
1.065014608977924399e+04,2.003400242318688740e+01
1.065014611106956727e+04,2.003207964977496047e+01
1.065014613235989054e+04,2.003015695770913851e+01
1.065014615365021382e+04,2.002823434699151406e+01
1.065014617494053709e+04,2.002631181762418322e+01
1.065014619623086037e+04,2.002438936960928118e+01
1.065014621752118546e+04,2.002246700278461589e+01
1.065014623881150874e+04,2.002054471748077447e+01
1.065014626010183201e+04,2.001862251353562883e+01
1.065014628139215529e+04,2.001670039095126441e+01
1.065014630268247856e+04,2.001477834972979508e+01
1.065014632397280184e+04,2.001285638987332050e+01
1.065014634526312511e+04,2.001093451138390478e+01
1.065014636655344839e+04,2.000901271426365469e+01
1.065014638784377166e+04,2.000709099851469475e+01
1.065014640913409676e+04,2.000516936397493595e+01
1.065014643042442003e+04,2.000324781097480908e+01
1.065014645171474331e+04,2.000132633935223936e+01
1.065014647300506658e+04,1.999940494910932642e+01
1.065014649429538986e+04,1.999748364024819480e+01
1.065014651558571313e+04,1.999556241277088731e+01
1.065014653687603641e+04,1.999364126667953911e+01
1.065014655816635968e+04,1.999172020197621791e+01
1.065014657945668296e+04,1.998979921866304466e+01
1.065014660074700805e+04,1.998787831657801917e+01
1.065014662203733133e+04,1.998595749605141236e+01
1.065014664332765460e+04,1.998403675692124182e+01
1.065014666461797788e+04,1.998211609918959297e+01
1.065014668590830115e+04,1.998019552285855838e+01
1.065014670719862443e+04,1.997827502793023413e+01
1.065014672848894770e+04,1.997635461440675897e+01
1.065014674977927098e+04,1.997443428229015083e+01
1.065014677106959425e+04,1.997251403158253780e+01
1.065014679235991935e+04,1.997059386212197651e+01
1.065014681365024262e+04,1.996867377423869172e+01
1.065014683494056590e+04,1.996675376777066546e+01
1.065014685623088917e+04,1.996483384272001871e+01
1.065014687752121245e+04,1.996291399908883690e+01
1.065014689881153572e+04,1.996099423687926944e+01
1.065014692010185900e+04,1.995907455609332359e+01
