Time (BJD_TBD - 2450000), F_star + F_b (mJy)
1.065014266203716397e+04,2.655104755986098741e+00
1.065014268332748725e+04,2.655104789108007513e+00
1.065014270461781052e+04,2.655104822221471927e+00
1.065014272590813380e+04,2.655104855326492874e+00
1.065014274719845707e+04,2.655104888423069465e+00
1.065014276848878217e+04,2.655104921511203475e+00
1.065014278977910544e+04,2.655104954590890909e+00
1.065014281106942872e+04,2.655104987662132654e+00
1.065014283235975199e+04,2.655105020724929599e+00
1.065014285365007527e+04,2.655105053779280411e+00
1.065014287494039854e+04,2.655105086825185534e+00
1.065014289623072182e+04,2.655105119862644525e+00
1.065014291752104509e+04,2.655105152891656939e+00
1.065014293881136837e+04,2.655105185912223220e+00
1.065014296010169346e+04,2.655105218924345145e+00
1.065014298139201674e+04,2.655105251928016497e+00
1.065014300268234001e+04,2.655105284923241271e+00
1.065014302397266329e+04,2.655105317910018137e+00
1.065014304526298656e+04,2.655105350888347093e+00
1.065014306655330984e+04,2.655105383858227697e+00
1.065014308784363311e+04,2.655105416819659947e+00
1.065014310913395639e+04,2.655105449772643400e+00
1.065014313042427966e+04,2.655105482717178056e+00
1.065014315171460476e+04,2.655105515653266135e+00
1.065014317300492803e+04,2.655105548580901420e+00
1.065014319429525131e+04,2.655105581500087908e+00
1.065014321558557458e+04,2.655105614410823822e+00
1.065014323687589786e+04,2.655105647313109163e+00
1.065014325816622113e+04,2.655105680206944818e+00
1.065014327945654441e+04,2.655105713092329012e+00
1.065014330074686768e+04,2.655105745969262188e+00
1.065014332203719096e+04,2.655105778837744790e+00
1.065014334332751605e+04,2.655105811697778151e+00
1.065014336461783932e+04,2.655105844549356942e+00
1.065014338590816260e+04,2.655105877392483382e+00
1.065014340719848587e+04,2.655105910227157917e+00
1.065014342848880915e+04,2.655105943053380102e+00
1.065014344977913242e+04,2.655105975871149049e+00
1.065014347106945570e+04,2.655106008680464313e+00
1.065014349235977897e+04,2.655106041481327228e+00
1.065014351365010225e+04,2.655106074273736017e+00
1.065014353494042734e+04,2.655106107057693787e+00
1.065014355623075062e+04,2.655106139833194767e+00
1.065014357752107389e+04,2.655106172600241177e+00
1.065014359881139717e+04,2.655106205358833016e+00
1.065014362010172044e+04,2.655106238108969841e+00
1.065014364139204372e+04,2.655106270850652095e+00
1.065014366268236699e+04,2.655106303583878447e+00
1.065014368397269027e+04,2.655106336308649340e+00
1.065014370526301354e+04,2.655106369024963886e+00
1.065014372655333864e+04,2.655106401732825638e+00
1.065014374784366191e+04,2.655106434432227935e+00
1.065014376913398519e+04,2.655106467123173442e+00
1.065014379042430846e+04,2.655106499805662157e+00
1.065014381171463174e+04,2.655106532479693637e+00
