Time (BJD_TBD - 2450000), F_c/F_star (ppm)
9.891595520833507180e+03,2.126182143149495403e+02
9.891595543725843527e+03,2.126347096532147134e+02
9.891595566618178054e+03,2.126512052549668397e+02
9.891595589510514401e+03,2.126677011227690173e+02
9.891595612402848928e+03,2.126841972539416759e+02
9.891595635295185275e+03,2.127006936510480557e+02
9.891595658187519803e+03,2.127171903114085580e+02
9.891595681079856149e+03,2.127336872375864516e+02
9.891595703972190677e+03,2.127501844269019671e+02
9.891595726864527023e+03,2.127666818819185721e+02
9.891595749756863370e+03,2.127831796012672783e+02
9.891595772649197897e+03,2.127996775835788981e+02
9.891595795541534244e+03,2.128161758314171266e+02
9.891595818433868772e+03,2.128326743421019103e+02
9.891595841326205118e+03,2.128491731181968021e+02
9.891595864218539646e+03,2.128656721570218622e+02
9.891595887110875992e+03,2.128821714611407572e+02
9.891595910003210520e+03,2.128986710278733199e+02
9.891595932895546866e+03,2.129151708597833590e+02
9.891595955787881394e+03,2.129316709541906221e+02
9.891595978680217740e+03,2.129481713136589747e+02
9.891596001572554087e+03,2.129646719368192009e+02
9.891596024464888615e+03,2.129811728223019713e+02
9.891596047357224961e+03,2.129976739726713788e+02
9.891596070249559489e+03,2.130141753852466877e+02
9.891596093141895835e+03,2.130306770625923320e+02
9.891596116034230363e+03,2.130471790020275193e+02
9.891596138926566709e+03,2.130636812061165983e+02
9.891596161818901237e+03,2.130801836721787481e+02
9.891596184711237584e+03,2.130966864027783743e+02
9.891596207603573930e+03,2.131131893965459483e+02
9.891596230495908458e+03,2.131296926521120270e+02
9.891596253388244804e+03,2.131461961720409022e+02
9.891596276280579332e+03,2.131626999536517815e+02
9.891596299172915678e+03,2.131792039995091272e+02
9.891596322065250206e+03,2.131957083069319481e+02
9.891596344957586552e+03,2.132122128784848485e+02
9.891596367849921080e+03,2.132287177114867802e+02
9.891596390742257427e+03,2.132452228085024046e+02
9.891596413634591954e+03,2.132617281668505029e+02
9.891596436526928301e+03,2.132782337890959354e+02
9.891596459419264647e+03,2.132947396738688610e+02
9.891596482311599175e+03,2.133112458197996659e+02
9.891596505203935521e+03,2.133277522294530399e+02
9.891596528096270049e+03,2.133442589001477927e+02
9.891596550988606396e+03,2.133607658344487845e+02
9.891596573880940923e+03,2.133772730296745408e+02
9.891596596773277270e+03,2.133937804883901777e+02
9.891596619665611797e+03,2.134102882079141352e+02
9.891596642557948144e+03,2.134267961908114728e+02
9.891596665450284490e+03,2.134433044357123492e+02
9.891596688342619018e+03,2.134598129412467244e+02
9.891596711234955364e+03,2.134763217099799704e+02
9.891596734127289892e+03,2.134928307392302145e+02
9.891596757019626239e+03,2.135093400315628003e+02
9.891596779911960766e+03,2.135258495842959121e+02
9.891596802804297113e+03,2.135423593999949503e+02
9.891596825696631640e+03,2.135588694759780140e+02
9.891596848588967987e+03,2.135753798148105034e+02
9.891596871481304333e+03,2.135918904151224069e+02
9.891596894373638861e+03,2.136084012755435424e+02
9.891596917265975208e+03,2.136249123986395091e+02
9.891596940158309735e+03,2.136414237817282071e+02
9.891596963050646082e+03,2.136579354273752926e+02
9.891596985942980609e+03,2.136744473328984668e+02
9.891597008835316956e+03,2.136909595008636416e+02
9.891597031727651483e+03,2.137074719285883759e+02
9.891597054619987830e+03,2.137239846186386956e+02
9.891597077512322358e+03,2.137404975683320458e+02
9.891597100404658704e+03,2.137570107802343671e+02
9.891597123296995051e+03,2.137735242529755055e+02
9.891597146189329578e+03,2.137900379851847958e+02
9.891597169081665925e+03,2.138065519794285478e+02
9.891597191974000452e+03,2.138230662330240079e+02
9.891597214866336799e+03,2.138395807485372586e+02
9.891597237758671326e+03,2.138560955232857737e+02
9.891597260651007673e+03,2.138726105598356355e+02
9.891597283543342201e+03,2.138891258555041759e+02
9.891597306435678547e+03,2.139056414128576762e+02
9.891597329328014894e+03,2.139221572305254710e+02
9.891597352220349421e+03,2.139386733071371225e+02
9.891597375112685768e+03,2.139551896452588835e+02
9.891597398005020295e+03,2.139717062422080005e+02
9.891597420897356642e+03,2.139882231005508402e+02
9.891597443789691170e+03,2.140047402176042795e+02
9.891597466682027516e+03,2.140212575959350261e+02
9.891597489574362044e+03,2.140377752328598717e+02
9.891597512466698390e+03,2.140542931309454104e+02
9.891597535359032918e+03,2.140708112875085192e+02
9.891597558251369264e+03,2.140873297051158204e+02
9.891597581143705611e+03,2.141038483823967056e+02
9.891597604036040138e+03,2.141203673179801967e+02
9.891597626928376485e+03,2.141368865144331721e+02
9.891597649820711013e+03,2.141534059690723382e+02
9.891597672713047359e+03,2.141699256844643457e+02
9.891597695605381887e+03,2.141864456579259866e+02
9.891597718497718233e+03,2.142029658920240252e+02
9.891597741390052761e+03,2.142194863840750259e+02
9.891597764282389107e+03,2.142360071366460659e+02
9.891597787174725454e+03,2.142525281483660820e+02
9.891597810067059982e+03,2.142690494178640961e+02
9.891597832959396328e+03,2.142855709477072992e+02
9.891597855851730856e+03,2.143020927352119713e+02
9.891597878744067202e+03,2.143186147829453887e+02
9.891597901636401730e+03,2.143351370882234619e+02
9.891597924528738076e+03,2.143516596536138081e+02
9.891597947421072604e+03,2.143681824764323665e+02
9.891597970313408950e+03,2.143847055592464983e+02
9.891597993205745297e+03,2.144012289006852825e+02
9.891598016098079825e+03,2.144177524993771726e+02
9.891598038990416171e+03,2.144342763578900417e+02
9.891598061882750699e+03,2.144508004735395446e+02
9.891598084775087045e+03,2.144673248488933837e+02
9.891598107667421573e+03,2.144838494812672423e+02
9.891598130559757919e+03,2.145003743732288797e+02
9.891598153452092447e+03,2.145168995220939507e+02
9.891598176344428794e+03,2.145334249304303285e+02
9.891598199236763321e+03,2.145499505955534119e+02
9.891598222129099668e+03,2.145664765200311592e+02
9.891598245021436014e+03,2.145830027024922515e+02
9.891598267913770542e+03,2.145995291415652275e+02
9.891598290806106888e+03,2.146160558398181308e+02
9.891598313698441416e+03,2.146325827945661047e+02
9.891598336590777762e+03,2.146491100083775052e+02
9.891598359483112290e+03,2.146656374785674188e+02
9.891598382375448637e+03,2.146821652077041449e+02
9.891598405267783164e+03,2.146986931931027414e+02
9.891598428160119511e+03,2.147152214373315360e+02
9.891598451052455857e+03,2.147317499390189823e+02
9.891598473944790385e+03,2.147482786967933635e+02
9.891598496837126731e+03,2.147648077132230924e+02
9.891598519729461259e+03,2.147813369856231418e+02
9.891598542621797606e+03,2.147978665165619248e+02
9.891598565514132133e+03,2.148143963033543855e+02
9.891598588406468480e+03,2.148309263485689939e+02
9.891598611298803007e+03,2.148474566495206659e+02
9.891598634191139354e+03,2.148639872087779850e+02
9.891598657083473881e+03,2.148805180236554975e+02
9.891598679975810228e+03,2.148970490967221849e+02
9.891598702868146574e+03,2.149135804266059893e+02
9.891598725760481102e+03,2.149301120119351936e+02
9.891598748652817449e+03,2.149466438552784950e+02
9.891598771545151976e+03,2.149631759539504969e+02
9.891598794437488323e+03,2.149797083105200102e+02
9.891598817329822850e+03,2.149962409223015527e+02
