Time (BJD_TBD - 2450000), F_b/F_star (ppm)
9.896128576389048249e+03,7.552541062234300853e+02
9.896128599245501391e+03,7.552807916443214253e+02
9.896128622101952715e+03,7.553074741225817661e+02
9.896128644958405857e+03,7.553341536622169770e+02
9.896128667814857181e+03,7.553608302587396111e+02
9.896128690671310324e+03,7.553875039161546283e+02
9.896128713527761647e+03,7.554141746299756051e+02
9.896128736384214790e+03,7.554408424042064780e+02
9.896128759240666113e+03,7.554675072343617330e+02
9.896128782097119256e+03,7.554941691244446247e+02
9.896128804953570580e+03,7.555208280699706620e+02
9.896128827810023722e+03,7.555474840749421901e+02
9.896128850666476865e+03,7.555741371369965691e+02
9.896128873522928188e+03,7.556007872537722960e+02
9.896128896379381331e+03,7.556274344292702381e+02
9.896128919235832655e+03,7.556540786590085190e+02
9.896128942092285797e+03,7.556807199469872103e+02
9.896128964948737121e+03,7.557073582887252314e+02
9.896128987805190263e+03,7.557339936882218581e+02
9.896129010661641587e+03,7.557606261409966919e+02
9.896129033518094730e+03,7.557872556510487811e+02
9.896129056374546053e+03,7.558138822138981823e+02
9.896129079230999196e+03,7.558405058335429203e+02
9.896129102087450519e+03,7.558671265055048707e+02
9.896129124943903662e+03,7.558937442337802395e+02
9.896129147800356805e+03,7.559203590160105932e+02
9.896129170656808128e+03,7.559469708498369300e+02
9.896129193513261271e+03,7.559735797392547738e+02
9.896129216369712594e+03,7.560001856797888422e+02
9.896129239226165737e+03,7.560267886754334086e+02
9.896129262082617061e+03,7.560533887217134179e+02
9.896129284939070203e+03,7.560799858226228025e+02
9.896129307795521527e+03,7.561065799736876443e+02
9.896129330651974669e+03,7.561331711789007386e+02
9.896129353508425993e+03,7.561597594337891906e+02
9.896129376364879136e+03,7.561863447423449998e+02
9.896129399221332278e+03,7.562129271022120065e+02
9.896129422077783602e+03,7.562395065110343921e+02
9.896129444934236744e+03,7.562660829728029057e+02
9.896129467790688068e+03,7.562926564830472671e+02
9.896129490647141211e+03,7.563192270457569748e+02
9.896129513503592534e+03,7.563457946564628855e+02
9.896129536360045677e+03,7.563723593191537020e+02
9.896129559216497000e+03,7.563989210293611904e+02
9.896129582072950143e+03,7.564254797910730304e+02
9.896129604929401467e+03,7.564520355998220111e+02
9.896129627785854609e+03,7.564785884595950165e+02
9.896129650642307752e+03,7.565051383680386152e+02
9.896129673498759075e+03,7.565316853228005129e+02
9.896129696355212218e+03,7.565582293278658881e+02
9.896129719211663542e+03,7.565847703787704859e+02
9.896129742068116684e+03,7.566113084794986889e+02
9.896129764924568008e+03,7.566378436255868110e+02
9.896129787781021150e+03,7.566643758210184387e+02
9.896129810637472474e+03,7.566909050613312502e+02
9.896129833493925616e+03,7.567174313505075816e+02
9.896129856350376940e+03,7.567439546840862477e+02
9.896129879206830083e+03,7.567704750660487889e+02
9.896129902063283225e+03,7.567969924940448436e+02
9.896129924919734549e+03,7.568235069657247323e+02
9.896129947776187691e+03,7.568500184850694268e+02
9.896129970632639015e+03,7.568765270476194473e+02
9.896129993489092158e+03,7.569030326573546290e+02
9.896130016345543481e+03,7.569295353098165151e+02
9.896130039201996624e+03,7.569560350089841450e+02
9.896130062058447947e+03,7.569825317504004261e+02
9.896130084914901090e+03,7.570090255380426925e+02
9.896130107771352414e+03,7.570355163674554433e+02
9.896130130627805556e+03,7.570620042426155578e+02
9.896130153484256880e+03,7.570884891590674215e+02
9.896130176340710022e+03,7.571149711207876862e+02
9.896130199197163165e+03,7.571414501254289462e+02
9.896130222053614489e+03,7.571679261706452735e+02
9.896130244910067631e+03,7.571943992604111600e+02
9.896130267766518955e+03,7.572208693902741743e+02
9.896130290622972097e+03,7.572473365642083536e+02
9.896130313479423421e+03,7.572738007777614939e+02
9.896130336335876564e+03,7.573002620349070639e+02
9.896130359192327887e+03,7.573267203311942239e+02
9.896130382048781030e+03,7.573531756705949647e+02
9.896130404905232353e+03,7.573796280486596970e+02
9.896130427761685496e+03,7.574060774693598432e+02
9.896130450618138639e+03,7.574325239303508397e+02
9.896130473474589962e+03,7.574589674292896007e+02
9.896130496331043105e+03,7.574854079701460705e+02
9.896130519187494428e+03,7.575118455484730475e+02
9.896130542043947571e+03,7.575382801682394529e+02
9.896130564900398895e+03,7.575647118249992218e+02
9.896130587756852037e+03,7.575911405227202522e+02
9.896130610613303361e+03,7.576175662569576161e+02
9.896130633469756503e+03,7.576439890316781884e+02
9.896130656326207827e+03,7.576704088424379506e+02
9.896130679182660970e+03,7.576968256932032091e+02
9.896130702039114112e+03,7.577232395816326971e+02
9.896130724895565436e+03,7.577496505053859437e+02
9.896130747752018578e+03,7.577760584684282321e+02
9.896130770608469902e+03,7.578024634663173629e+02
9.896130793464923045e+03,7.578288655030178234e+02
9.896130816321374368e+03,7.578552645740888920e+02
9.896130839177827511e+03,7.578816606834935783e+02
9.896130862034278834e+03,7.579080538267922975e+02
9.896130884890731977e+03,7.579344440079473770e+02
9.896130907747183301e+03,7.579608312225199143e+02
9.896130930603636443e+03,7.579872154744715544e+02
9.896130953460089586e+03,7.580135967614638730e+02
9.896130976316540909e+03,7.580399750811591275e+02
9.896130999172994052e+03,7.580663504375177126e+02
9.896131022029445376e+03,7.580927228261031132e+02
9.896131044885898518e+03,7.581190922508751555e+02
9.896131067742349842e+03,7.581454587073978928e+02
9.896131090598802984e+03,7.581718221996301281e+02
9.896131113455254308e+03,7.581981827231371653e+02
9.896131136311707451e+03,7.582245402818767843e+02
9.896131159168158774e+03,7.582508948714155395e+02
9.896131182024611917e+03,7.582772464957103011e+02
9.896131204881063240e+03,7.583035951503284195e+02
9.896131227737516383e+03,7.583299408392256282e+02
9.896131250593969526e+03,7.583562835600670269e+02
9.896131273450420849e+03,7.583826233105185111e+02
9.896131296306873992e+03,7.584089600945346774e+02
9.896131319163325315e+03,7.584352939076854909e+02
9.896131342019778458e+03,7.584616247539241840e+02
9.896131364876229782e+03,7.584879526288225406e+02
9.896131387732682924e+03,7.585142775363325427e+02
9.896131410589134248e+03,7.585405994720267699e+02
9.896131433445587390e+03,7.585669184398567495e+02
9.896131456302038714e+03,7.585932344353958570e+02
9.896131479158491857e+03,7.586195474625945963e+02
9.896131502014944999e+03,7.586458575191210230e+02
9.896131524871396323e+03,7.586721646026438748e+02
9.896131547727849465e+03,7.586984687171127462e+02
9.896131570584300789e+03,7.587247698581031727e+02
9.896131593440753932e+03,7.587510680295638394e+02
9.896131616297205255e+03,7.587773632270715325e+02
9.896131639153658398e+03,7.588036554545736863e+02
9.896131662010109721e+03,7.588299447076481101e+02
9.896131684866562864e+03,7.588562309902414427e+02
9.896131707723014188e+03,7.588825142979326301e+02
9.896131730579467330e+03,7.589087946346672879e+02
9.896131753435920473e+03,7.589350719981166549e+02
9.896131776292371796e+03,7.589613463859519698e+02
9.896131799148824939e+03,7.589876178021178248e+02
9.896131822005276263e+03,7.590138862421956674e+02
9.896131844861729405e+03,7.590401517101288391e+02
9.896131867718180729e+03,7.590664142014999243e+02
9.896131890574633871e+03,7.590926737202514687e+02
9.896131913431085195e+03,7.591189302619666250e+02
9.896131936287538338e+03,7.591451838305873707e+02
9.896131959143989661e+03,7.591714344216976542e+02
9.896131982000442804e+03,7.591976820392387708e+02
9.896132004856895946e+03,7.592239266808842331e+02
9.896132027713347270e+03,7.592501683443085767e+02
9.896132050569800413e+03,7.592764070334517328e+02
9.896132073426251736e+03,7.593026427439001509e+02
9.896132096282704879e+03,7.593288754795926252e+02
9.896132119139156202e+03,7.593551052361169695e+02
9.896132141995609345e+03,7.593813320174108412e+02
9.896132164852060669e+03,7.594075558190628499e+02
9.896132187708513811e+03,7.594337766450104255e+02
9.896132210564965135e+03,7.594599944908429734e+02
9.896132233421418277e+03,7.594862093604964457e+02
9.896132256277869601e+03,7.595124212495616121e+02
9.896132279134322744e+03,7.595386301619736287e+02
9.896132301990775886e+03,7.595648360954096461e+02
9.896132324847227210e+03,7.595910390475477243e+02
9.896132347703680352e+03,7.596172390223217690e+02
9.896132370560131676e+03,7.596434360153248235e+02
9.896132393416584819e+03,7.596696300304898841e+02
9.896132416273036142e+03,7.596958210634112447e+02
9.896132439129489285e+03,7.597220091180208783e+02
9.896132461985940608e+03,7.597481941899138747e+02
9.896132484842393751e+03,7.597743762830216383e+02
9.896132507698845075e+03,7.598005553929401685e+02
9.896132530555298217e+03,7.598267315235998467e+02
9.896132553411751360e+03,7.598529046726803244e+02
