Time (BJD_TBD - 2450000), F_star + F_c (mJy)
1.014846018518507481e+04,2.653752164373309963e+00
1.014846020605984813e+04,2.653752205341516568e+00
1.014846022693461964e+04,2.653752246309421192e+00
1.014846024780939297e+04,2.653752287277031385e+00
1.014846026868416629e+04,2.653752328244344039e+00
1.014846028955893780e+04,2.653752369211354267e+00
1.014846031043371113e+04,2.653752410178069177e+00
1.014846033130848264e+04,2.653752451144482549e+00
1.014846035218325596e+04,2.653752492110601047e+00
1.014846037305802929e+04,2.653752533076420228e+00
1.014846039393280080e+04,2.653752574041937873e+00
1.014846041480757413e+04,2.653752615007158866e+00
1.014846043568234745e+04,2.653752655972081431e+00
1.014846045655711896e+04,2.653752696936701128e+00
1.014846047743189229e+04,2.653752737901025505e+00
1.014846049830666561e+04,2.653752778865049677e+00
1.014846051918143712e+04,2.653752819828770537e+00
1.014846054005621045e+04,2.653752860792195634e+00
1.014846056093098196e+04,2.653752901755317417e+00
1.014846058180575528e+04,2.653752942718142549e+00
1.014846060268052861e+04,2.653752983680667477e+00
1.014846062355530012e+04,2.653753024642889091e+00
1.014846064443007344e+04,2.653753065604814054e+00
1.014846066530484677e+04,2.653753106566437925e+00
1.014846068617961828e+04,2.653753147527758038e+00
1.014846070705439161e+04,2.653753188488781056e+00
1.014846072792916493e+04,2.653753229449502982e+00
1.014846074880393644e+04,2.653753270409920706e+00
1.014846076967870977e+04,2.653753311370040890e+00
1.014846079055348127e+04,2.653753352329856430e+00
1.014846081142825460e+04,2.653753393289374429e+00
1.014846083230302793e+04,2.653753434248590448e+00
1.014846085317779944e+04,2.653753475207501378e+00
1.014846087405257276e+04,2.653753516166114323e+00
1.014846089492734609e+04,2.653753557124426177e+00
1.014846091580211760e+04,2.653753598082431608e+00
1.014846093667689092e+04,2.653753639040139500e+00
1.014846095755166243e+04,2.653753679997540971e+00
1.014846097842643576e+04,2.653753720954644457e+00
1.014846099930120909e+04,2.653753761911445075e+00
1.014846102017598059e+04,2.653753802867939271e+00
