Time (BJD_TBD - 2450000), F_planets/F_star (ppm)
1.027127336805546656e+04,8.787032613512702710e+02
1.027127353332662278e+04,8.784488808214215396e+02
1.027127369859778082e+04,8.781944699411853890e+02
1.027127386386893704e+04,8.779400288447617413e+02
1.027127402914009326e+04,8.776855576579798708e+02
1.027127419441124948e+04,8.774310565094978074e+02
1.027127435968240752e+04,8.771765255252014413e+02
1.027127452495356374e+04,8.769219648394093838e+02
1.027127469022471996e+04,8.766673745780650506e+02
1.027127485549587800e+04,8.764127548671400518e+02
1.027127502076703422e+04,8.761581058410413334e+02
1.027127518603819044e+04,8.759034276257989404e+02
1.027127535130934666e+04,8.756487203502716739e+02
1.027127551658050470e+04,8.753939841405446032e+02
1.027127568185166092e+04,8.751392191311423403e+02
1.027127584712281714e+04,8.748844254482065708e+02
1.027127601239397518e+04,8.746296032179066060e+02
1.027127617766513140e+04,8.743747525748535736e+02
1.027127634293628762e+04,8.741198736452737421e+02
1.027127650820744384e+04,8.738649665582262287e+02
1.027127667347860188e+04,8.736100314399915305e+02
1.027127683874975810e+04,8.733550684252958263e+02
1.027127700402091432e+04,8.731000776404771386e+02
1.027127716929207236e+04,8.728450592118997520e+02
1.027127733456322858e+04,8.725900132743757922e+02
1.027127749983438480e+04,8.723349399543252503e+02
1.027127766510554284e+04,8.720798393781949471e+02
1.027127783037669906e+04,8.718247116808828423e+02
1.027127799564785528e+04,8.715695569888910086e+02
1.027127816091901150e+04,8.713143754315575507e+02
1.027127832619016954e+04,8.710591671354383152e+02
1.027127849146132576e+04,8.708039322355434706e+02
1.027127865673248198e+04,8.705486708584843427e+02
1.027127882200364002e+04,8.702933831308988601e+02
1.027127898727479624e+04,8.700380691878808648e+02
1.027127915254595246e+04,8.697827291561231959e+02
1.027127931781710868e+04,8.695273631651541564e+02
1.027127948308826672e+04,8.692719713417197909e+02
1.027127964835942294e+04,8.690165538210248997e+02
1.027127981363057916e+04,8.687611107298691877e+02
1.027127997890173719e+04,8.685056421950778258e+02
1.027128014417289342e+04,8.682501483519383783e+02
1.027128030944404964e+04,8.679946293273308129e+02
1.027128047471520586e+04,8.677390852509719252e+02
1.027128063998636389e+04,8.674835162497940928e+02
1.027128080525752011e+04,8.672279224591935645e+02
1.027128097052867633e+04,8.669723040061550137e+02
1.027128113579983437e+04,8.667166610176893755e+02
1.027128130107099059e+04,8.664609936292740713e+02
1.027128146634214681e+04,8.662053019679721046e+02
1.027128163161330303e+04,8.659495861636875134e+02
1.027128179688446107e+04,8.656938463435350286e+02
1.027128196215561729e+04,8.654380826430995057e+02
1.027128212742677351e+04,8.651822951895481992e+02
1.027128229269793155e+04,8.649264841100734884e+02
1.027128245796908777e+04,8.646706495403400368e+02
1.027128262324024399e+04,8.644147916075928606e+02
1.027128278851140021e+04,8.641589104419180103e+02
1.027128295378255825e+04,8.639030061706099559e+02
1.027128311905371447e+04,8.636470789294389760e+02
1.027128328432487069e+04,8.633911288457525188e+02
1.027128344959602873e+04,8.631351560469215656e+02
1.027128361486718495e+04,8.628791606687950662e+02
1.027128378013834117e+04,8.626231428387957294e+02
1.027128394540949739e+04,8.623671026871887761e+02
1.027128411068065543e+04,8.621110403414470511e+02
1.027128427595181165e+04,8.618549559375227318e+02
1.027128444122296787e+04,8.615988496029394810e+02
1.027128460649412591e+04,8.613427214652440398e+02
1.027128477176528213e+04,8.610865716604668023e+02
1.027128493703643835e+04,8.608304003162054414e+02
1.027128510230759457e+04,8.605742075629020746e+02
1.027128526757875261e+04,8.603179935282030328e+02
1.027128543284990883e+04,8.600617583482403461e+02
1.027128559812106505e+04,8.598055021507111633e+02
1.027128576339222309e+04,8.595492250633350295e+02
1.027128592866337931e+04,8.592929272223199177e+02
1.027128609393453553e+04,8.590366087554359638e+02
1.027128625920569357e+04,8.587802697904770639e+02
1.027128642447684979e+04,8.585239104637261107e+02
1.027128658974800601e+04,8.582675309030261133e+02
1.027128675501916223e+04,8.580111312390657758e+02
1.027128692029032027e+04,8.577547115997354013e+02
1.027128708556147649e+04,8.574982721214175854e+02
1.027128725083263271e+04,8.572418129320516300e+02
1.027128741610379075e+04,8.569853341596004839e+02
1.027128758137494697e+04,8.567288359405193887e+02
1.027128774664610319e+04,8.564723184028198375e+02
1.027128791191725941e+04,8.562157816773600416e+02
1.027128807718841745e+04,8.559592258921975372e+02
1.027128824245957367e+04,8.557026511838856777e+02
1.027128840773072989e+04,8.554460576805302026e+02
1.027128857300188793e+04,8.551894455102602706e+02
1.027128873827304415e+04,8.549328148097013127e+02
1.027128890354420037e+04,8.546761657070293268e+02
1.027128906881535659e+04,8.544194983332686206e+02
1.027128923408651463e+04,8.541628128166415763e+02
1.027128939935767085e+04,8.539061092938693491e+02
1.027128956462882707e+04,8.536493878932212738e+02
1.027128972989998510e+04,8.533926487429889676e+02
1.027128989517114132e+04,8.531358919799647538e+02
1.027129006044229754e+04,8.528791177324873161e+02
1.027129022571345376e+04,8.526223261317433071e+02
1.027129039098461180e+04,8.523655173061171126e+02
1.027129055625576802e+04,8.521086913924941655e+02
1.027129072152692424e+04,8.518518485193046672e+02
1.027129088679808228e+04,8.515949888149997378e+02
1.027129105206923850e+04,8.513381124165360916e+02
1.027129121734039472e+04,8.510812194524110055e+02
1.027129138261155094e+04,8.508243100539712032e+02
1.027129154788270898e+04,8.505673843497588678e+02
1.027129171315386520e+04,8.503104424768222316e+02
1.027129187842502142e+04,8.500534845637475883e+02
1.027129204369617946e+04,8.497965107391448782e+02
1.027129220896733568e+04,8.495395211401298639e+02
1.027129237423849190e+04,8.492825158953558002e+02
1.027129253950964812e+04,8.490254951363276632e+02
1.027129270478080616e+04,8.487684589917420226e+02
1.027129287005196238e+04,8.485114075988053628e+02
1.027129303532311860e+04,8.482543410862598421e+02
1.027129320059427664e+04,8.479972595828678550e+02
1.027129336586543286e+04,8.477401632259028474e+02
1.027129353113658908e+04,8.474830521441720066e+02
1.027129369640774712e+04,8.472259264665027558e+02
1.027129386167890334e+04,8.469687863302357300e+02
1.027129402695005956e+04,8.467116318642417809e+02
1.027129419222121578e+04,8.464544632002441631e+02
1.027129435749237382e+04,8.461972804671574977e+02
1.027129452276353004e+04,8.459400838024082532e+02
1.027129468803468626e+04,8.456828733349536833e+02
1.027129485330584430e+04,8.454256491937720739e+02
1.027129501857700052e+04,8.451684115163558317e+02
1.027129518384815674e+04,8.449111604317247384e+02
1.027129534911931296e+04,8.446538960717518876e+02
1.027129551439047100e+04,8.443966185654995797e+02
1.027129567966162722e+04,8.441393280505454868e+02
1.027129584493278344e+04,8.438820246559940870e+02
1.027129601020394148e+04,8.436247085109699810e+02
1.027129617547509770e+04,8.433673797531151877e+02
1.027129634074625392e+04,8.431100385115954623e+02
1.027129650601741014e+04,8.428526849184305547e+02
1.027129667128856818e+04,8.425953191028272613e+02
1.027129683655972440e+04,8.423379412025113879e+02
1.027129700183088062e+04,8.420805513467316814e+02
1.027129716710203866e+04,8.418231496647558743e+02
1.027129733237319488e+04,8.415657362943724138e+02
1.027129749764435110e+04,8.413083113648904146e+02
1.027129766291550732e+04,8.410508750084729854e+02
1.027129782818666536e+04,8.407934273544684629e+02
1.027129799345782158e+04,8.405359685407473762e+02
1.027129815872897780e+04,8.402784986966988754e+02
1.027129832400013584e+04,8.400210179517332563e+02
1.027129848927129206e+04,8.397635264437800515e+02
1.027129865454244828e+04,8.395060243022898021e+02
1.027129881981360450e+04,8.392485116595645422e+02
1.027129898508476253e+04,8.389909886450925569e+02
1.027129915035591875e+04,8.387334553968853470e+02
1.027129931562707498e+04,8.384759120444708742e+02
1.027129948089823301e+04,8.382183587173957449e+02
1.027129964616938923e+04,8.379607955537304633e+02
1.027129981144054545e+04,8.377032226830618811e+02
1.027129997671170167e+04,8.374456402378292523e+02
1.027130014198285971e+04,8.371880483476579684e+02
1.027130030725401593e+04,8.369304471506959544e+02
1.027130047252517215e+04,8.366728367766069141e+02
1.027130063779633019e+04,8.364152173550722864e+02
1.027130080306748641e+04,8.361575890242995683e+02
1.027130096833864263e+04,8.358999519140088523e+02
1.027130113360980067e+04,8.356423061539380797e+02
1.027130129888095689e+04,8.353846518823525003e+02
1.027130146415211311e+04,8.351269892290285952e+02
1.027130162942326933e+04,8.348693183265967264e+02
1.027130179469442737e+04,8.346116393048706641e+02
1.027130195996558359e+04,8.343539523021916011e+02
1.027130212523673981e+04,8.340962574484090055e+02
1.027130229050789785e+04,8.338385548733934911e+02
1.027130245577905407e+04,8.335808447155404792e+02
1.027130262105021029e+04,8.333231271047562814e+02
1.027130278632136651e+04,8.330654021738019992e+02
1.027130295159252455e+04,8.328076700526190734e+02
