Time (BJD_TBD - 2450000), F_d/F_star (ppm)
1.014093855324061587e+04,3.772369627732376784e+01
1.014093857208740883e+04,3.772590648154184834e+01
1.014093859093419996e+04,3.772811673416333633e+01
1.014093860978099292e+04,3.773032703561298717e+01
1.014093862862778406e+04,3.773253738546226543e+01
1.014093864747457701e+04,3.773474778413593356e+01
1.014093866632136815e+04,3.773695823120544901e+01
1.014093868516816110e+04,3.773916872709557424e+01
1.014093870401495224e+04,3.774137927137774540e+01
1.014093872286174519e+04,3.774358986447676756e+01
1.014093874170853633e+04,3.774580050596403424e+01
1.014093876055532928e+04,3.774801119626439316e+01
1.014093877940212042e+04,3.775022193494923783e+01
1.014093879824891337e+04,3.775243272244336623e+01
1.014093881709570451e+04,3.775464355831817898e+01
1.014093883594249746e+04,3.775685444299853089e+01
1.014093885478928860e+04,3.775906537605575863e+01
1.014093887363608155e+04,3.776127635791476678e+01
1.014093889248287269e+04,3.776348738814687778e+01
1.014093891132966564e+04,3.776569846717696777e+01
1.014093893017645678e+04,3.776790959457635921e+01
1.014093894902324973e+04,3.777012077076999930e+01
1.014093896787004269e+04,3.777233199554255094e+01
1.014093898671683382e+04,3.777454326867871970e+01
1.014093900556362678e+04,3.777675459060345986e+01
1.014093902441041791e+04,3.777896596088805126e+01
1.014093904325721087e+04,3.778117737995739134e+01
1.014093906210400201e+04,3.778338884738280257e+01
1.014093908095079496e+04,3.778560036358923924e+01
1.014093909979758610e+04,3.778781192814790302e+01
1.014093911864437905e+04,3.779002354148381926e+01
1.014093913749117019e+04,3.779223520316819673e+01
1.014093915633796314e+04,3.779444691362605369e+01
1.014093917518475428e+04,3.779665867242858468e+01
1.014093919403154723e+04,3.779887048000081506e+01
1.014093921287833837e+04,3.780108233591391098e+01
1.014093923172513132e+04,3.780329424059293331e+01
1.014093925057192246e+04,3.780550619360904108e+01
1.014093926941871541e+04,3.780771819538730227e+01
1.014093928826550655e+04,3.780993024549886172e+01
1.014093930711229950e+04,3.781214234436881583e+01
1.014093932595909064e+04,3.781435449156824546e+01
1.014093934480588359e+04,3.781656668752230388e+01
1.014093936365267473e+04,3.781877893180205064e+01
1.014093938249946768e+04,3.782099122483265319e+01
1.014093940134626064e+04,3.782320356639868919e+01
1.014093942019305177e+04,3.782541595628472919e+01
1.014093943903984473e+04,3.782762839491596196e+01
1.014093945788663586e+04,3.782984088186339733e+01
1.014093947673342882e+04,3.783205341755226669e+01
1.014093949558021995e+04,3.783426600155353725e+01
1.014093951442701291e+04,3.783647863429244751e+01
1.014093953327380405e+04,3.783869131534000729e+01
1.014093955212059700e+04,3.784090404512141248e+01
1.014093957096738814e+04,3.784311682320766579e+01
1.014093958981418109e+04,3.784532965002398441e+01
1.014093960866097223e+04,3.784754252514136397e+01
1.014093962750776518e+04,3.784975544898505717e+01
1.014093964635455632e+04,3.785196842112600280e+01
1.014093966520134927e+04,3.785418144198948198e+01
1.014093968404814041e+04,3.785639451114641929e+01
1.014093970289493336e+04,3.785860762902211718e+01
1.014093972174172450e+04,3.786082079518747889e+01
1.014093974058851745e+04,3.786303401006782110e+01
1.014093975943530859e+04,3.786524727323405415e+01
1.014093977828210154e+04,3.786746058511147339e+01
1.014093979712889450e+04,3.786967394548461385e+01
1.014093981597568563e+04,3.787188735413792529e+01
1.014093983482247859e+04,3.787410081149679542e+01
1.014093985366926972e+04,3.787631431713204222e+01
1.014093987251606268e+04,3.787852787146906763e+01
1.014093989136285381e+04,3.788074147407867542e+01
1.014093991020964677e+04,3.788295512538628884e+01
1.014093992905643790e+04,3.788516882496270455e+01
1.014093994790323086e+04,3.788738257323332448e+01
1.014093996675002199e+04,3.788959636976894529e+01
1.014093998559681495e+04,3.789181021499501867e+01
1.014094000444360609e+04,3.789402410848228442e+01
1.014094002329039904e+04,3.789623805065622975e+01
1.014094004213719018e+04,3.789845204108759447e+01
1.014094006098398313e+04,3.790066608020183736e+01
1.014094007983077427e+04,3.790288016756969114e+01
1.014094009867756722e+04,3.790509430361667853e+01
1.014094011752435836e+04,3.790730848791346830e+01
1.014094013637115131e+04,3.790952272088559027e+01
1.014094015521794245e+04,3.791173700210376296e+01
1.014094017406473540e+04,3.791395133199347356e+01
1.014094019291152654e+04,3.791616571012541925e+01
1.014094021175831949e+04,3.791838013692513698e+01
1.014094023060511245e+04,3.792059461217704097e+01
1.014094024945190358e+04,3.792280913566546729e+01
1.014094026829869654e+04,3.792502370781600263e+01
1.014094028714548767e+04,3.792723832819930863e+01
1.014094030599228063e+04,3.792945299724092934e+01
1.014094032483907176e+04,3.793166771451149799e+01
1.014094034368586472e+04,3.793388248043661548e+01
