Time (BJD_TBD - 2450000), F_e/F_star (ppm)
1.013335255787055939e+04,1.662431316562361019e+02
1.013335257878931770e+04,1.662438165884383352e+02
1.013335259970807601e+04,1.662445014834548260e+02
1.013335262062683432e+04,1.662451863412852902e+02
1.013335264154559445e+04,1.662458711619889300e+02
1.013335266246435276e+04,1.662465559454463175e+02
1.013335268338311107e+04,1.662472406917167689e+02
1.013335270430186938e+04,1.662479254007998577e+02
1.013335272522062769e+04,1.662486100726952998e+02
1.013335274613938600e+04,1.662492947074028109e+02
1.013335276705814431e+04,1.662499793049220500e+02
1.013335278797690262e+04,1.662506638652526760e+02
1.013335280889566275e+04,1.662513483884539482e+02
1.013335282981442106e+04,1.662520328744064670e+02
1.013335285073317937e+04,1.662527173231694348e+02
1.013335287165193768e+04,1.662534017347425390e+02
1.013335289257069599e+04,1.662540861091254953e+02
1.013335291348945429e+04,1.662547704463179059e+02
1.013335293440821260e+04,1.662554547463195433e+02
1.013335295532697091e+04,1.662561390091300382e+02
1.013335297624573104e+04,1.662568232348085928e+02
1.013335299716448935e+04,1.662575074232358645e+02
1.013335301808324766e+04,1.662581915744710273e+02
1.013335303900200597e+04,1.662588756885138253e+02
1.013335305992076428e+04,1.662595597653639174e+02
1.013335308083952259e+04,1.662602438050209344e+02
1.013335310175828090e+04,1.662609278074846202e+02
1.013335312267703921e+04,1.662616117727546055e+02
1.013335314359579934e+04,1.662622957008900926e+02
1.013335316451455765e+04,1.662629795917718241e+02
1.013335318543331596e+04,1.662636634454588886e+02
1.013335320635207427e+04,1.662643472619510305e+02
1.013335322727083258e+04,1.662650310412478802e+02
1.013335324818959089e+04,1.662657147833491820e+02
1.013335326910834920e+04,1.662663984882545947e+02
1.013335329002710751e+04,1.662670821559637773e+02
1.013335331094586763e+04,1.662677657865359038e+02
1.013335333186462594e+04,1.662684493798516883e+02
1.013335335278338425e+04,1.662691329359703332e+02
1.013335337370214256e+04,1.662698164548914974e+02
1.013335339462090087e+04,1.662704999366148400e+02
1.013335341553965918e+04,1.662711833811401050e+02
1.013335343645841749e+04,1.662718667884668946e+02
1.013335345737717762e+04,1.662725501586543828e+02
1.013335347829593593e+04,1.662732334915833690e+02
1.013335349921469424e+04,1.662739167873129702e+02
1.013335352013345255e+04,1.662746000458428455e+02
1.013335354105221086e+04,1.662752832671727674e+02
1.013335356197096917e+04,1.662759664513022813e+02
1.013335358288972748e+04,1.662766495982311596e+02
1.013335360380848579e+04,1.662773327079590615e+02
1.013335362472724591e+04,1.662780157805450756e+02
1.013335364564600422e+04,1.662786988158700865e+02
1.013335366656476253e+04,1.662793818139931545e+02
1.013335368748352084e+04,1.662800647749140239e+02
1.013335370840227915e+04,1.662807476986322968e+02
1.013335372932103746e+04,1.662814305851477172e+02
1.013335375023979577e+04,1.662821134344599159e+02
1.013335377115855408e+04,1.662827962465686369e+02
1.013335379207731421e+04,1.662834790215328837e+02
1.013335381299607252e+04,1.662841617592335979e+02
1.013335383391483083e+04,1.662848444597298965e+02
1.013335385483358914e+04,1.662855271230213816e+02
1.013335387575234745e+04,1.662862097491077691e+02
1.013335389667110576e+04,1.662868923379887462e+02
1.013335391758986407e+04,1.662875748896640289e+02
1.013335393850862238e+04,1.662882574041332191e+02
1.013335395942738251e+04,1.662889398814554056e+02
1.013335398034614082e+04,1.662896223215115583e+02
1.013335400126489913e+04,1.662903047243607375e+02
1.013335402218365743e+04,1.662909870900026021e+02
1.013335404310241574e+04,1.662916694184368396e+02
1.013335406402117405e+04,1.662923517096631087e+02
1.013335408493993236e+04,1.662930339636811539e+02
1.013335410585869067e+04,1.662937161804905770e+02
1.013335412677745080e+04,1.662943983601504385e+02
1.013335414769620911e+04,1.662950805025417367e+02
1.013335416861496742e+04,1.662957626077235318e+02
1.013335418953372573e+04,1.662964446756954828e+02
1.013335421045248404e+04,1.662971267064572487e+02
1.013335423137124235e+04,1.662978087000085452e+02
1.013335425229000066e+04,1.662984906563490597e+02
1.013335427320876079e+04,1.662991725755377388e+02
1.013335429412751910e+04,1.662998544574556945e+02
1.013335431504627741e+04,1.663005363021618734e+02
1.013335433596503572e+04,1.663012181096560198e+02
1.013335435688379403e+04,1.663018998799377925e+02
1.013335437780255234e+04,1.663025816130068222e+02
1.013335439872131064e+04,1.663032633088628813e+02
1.013335441964006895e+04,1.663039449675056005e+02
1.013335444055882908e+04,1.663046265889939264e+02
1.013335446147758739e+04,1.663053081732090561e+02
1.013335448239634570e+04,1.663059897202098796e+02
1.013335450331510401e+04,1.663066712299960841e+02
1.013335452423386232e+04,1.663073527025674139e+02
1.013335454515262063e+04,1.663080341379234994e+02
1.013335456607137894e+04,1.663087155360640281e+02
1.013335458699013725e+04,1.663093968969887158e+02
1.013335460790889738e+04,1.663100782207564805e+02
1.013335462882765569e+04,1.663107595072484628e+02
1.013335464974641400e+04,1.663114407565236661e+02
1.013335467066517231e+04,1.663121219685817209e+02
1.013335469158393062e+04,1.663128031434223431e+02
1.013335471250268893e+04,1.663134842810451914e+02
1.013335473342144724e+04,1.663141653814499819e+02
1.013335475434020555e+04,1.663148464446363732e+02
1.013335477525896567e+04,1.663155274706632554e+02
1.013335479617772398e+04,1.663162084594119108e+02
1.013335481709648229e+04,1.663168894109412292e+02
1.013335483801524060e+04,1.663175703252508697e+02
1.013335485893399891e+04,1.663182512023405479e+02
1.013335487985275722e+04,1.663189320422099229e+02
1.013335490077151553e+04,1.663196128448587103e+02
1.013335492169027384e+04,1.663202936102865692e+02
1.013335494260903397e+04,1.663209743385523893e+02
1.013335496352779228e+04,1.663216550295374532e+02
1.013335498444655059e+04,1.663223356833006790e+02
1.013335500536530890e+04,1.663230162998416688e+02
1.013335502628406721e+04,1.663236968791601669e+02
1.013335504720282552e+04,1.663243774212558606e+02
1.013335506812158383e+04,1.663250579261284088e+02
1.013335508904034396e+04,1.663257383938366729e+02
1.013335510995910226e+04,1.663264188242619923e+02
1.013335513087786057e+04,1.663270992174632568e+02
1.013335515179661888e+04,1.663277795734401252e+02
1.013335517271537719e+04,1.663284598921922850e+02
1.013335519363413550e+04,1.663291401737193667e+02
1.013335521455289381e+04,1.663298204180211144e+02
1.013335523547165212e+04,1.663305006250972156e+02
1.013335525639041225e+04,1.663311807950064747e+02
1.013335527730917056e+04,1.663318609276303164e+02
1.013335529822792887e+04,1.663325410230275168e+02
1.013335531914668718e+04,1.663332210811978200e+02
1.013335534006544549e+04,1.663339011021408567e+02
1.013335536098420380e+04,1.663345810858563425e+02
1.013335538190296211e+04,1.663352610323439933e+02
1.013335540282172042e+04,1.663359409416034111e+02
1.013335542374048055e+04,1.663366208136934574e+02
1.013335544465923886e+04,1.663373006484955852e+02
1.013335546557799717e+04,1.663379804460685136e+02
1.013335548649675547e+04,1.663386602064120723e+02
1.013335550741551378e+04,1.663393399295258064e+02
1.013335552833427209e+04,1.663400196154094886e+02
1.013335554925303040e+04,1.663406992640627493e+02
1.013335557017178871e+04,1.663413788754853044e+02
1.013335559109054884e+04,1.663420584497359300e+02
1.013335561200930715e+04,1.663427379866961076e+02
1.013335563292806546e+04,1.663434174864246415e+02
1.013335565384682377e+04,1.663440969489211625e+02
1.013335567476558208e+04,1.663447763741854430e+02
1.013335569568434039e+04,1.663454557622170853e+02
1.013335571660309870e+04,1.663461351130158334e+02
1.013335573752185701e+04,1.663468144265813180e+02
1.013335575844061714e+04,1.663474937029723435e+02
1.013335577935937545e+04,1.663481729420703914e+02
1.013335580027813376e+04,1.663488521439342662e+02
1.013335582119689207e+04,1.663495313085636553e+02
1.013335584211565038e+04,1.663502104359582461e+02
1.013335586303440869e+04,1.663508895261176406e+02
1.013335588395316699e+04,1.663515685790416683e+02
1.013335590487192530e+04,1.663522475947298744e+02
1.013335592579068543e+04,1.663529265732410920e+02
1.013335594670944374e+04,1.663536055144568593e+02
1.013335596762820205e+04,1.663542844184359240e+02
1.013335598854696036e+04,1.663549632851779450e+02
1.013335600946571867e+04,1.663556421146826381e+02
1.013335603038447698e+04,1.663563209069496907e+02
1.013335605130323529e+04,1.663569996619787901e+02
1.013335607222199542e+04,1.663576783798285987e+02
1.013335609314075373e+04,1.663583570603807971e+02
1.013335611405951204e+04,1.663590357036940759e+02
1.013335613497827035e+04,1.663597143097681226e+02
1.013335615589702866e+04,1.663603928786026529e+02
1.013335617681578697e+04,1.663610714101972974e+02
1.013335619773454528e+04,1.663617499045517718e+02
1.013335621865330359e+04,1.663624283616657635e+02
1.013335623957206371e+04,1.663631067815979634e+02
1.013335626049082202e+04,1.663637851642300518e+02
1.013335628140958033e+04,1.663644635096206912e+02
1.013335630232833864e+04,1.663651418177695689e+02
1.013335632324709695e+04,1.663658200886764007e+02
1.013335634416585526e+04,1.663664983223408456e+02
1.013335636508461357e+04,1.663671765187626193e+02
1.013335638600337188e+04,1.663678546779413523e+02
1.013335640692213201e+04,1.663685327999357355e+02
1.013335642784089032e+04,1.663692108846275346e+02
1.013335644875964863e+04,1.663698889320753835e+02
1.013335646967840694e+04,1.663705669422789697e+02
1.013335649059716525e+04,1.663712449152379236e+02
1.013335651151592356e+04,1.663719228509520178e+02
1.013335653243468187e+04,1.663726007494209114e+02
1.013335655335344018e+04,1.663732786106442347e+02
1.013335657427220031e+04,1.663739564346806787e+02
1.013335659519095861e+04,1.663746342214120091e+02
1.013335661610971692e+04,1.663753119708969166e+02
1.013335663702847523e+04,1.663759896831350318e+02
1.013335665794723354e+04,1.663766673581259852e+02
1.013335667886599185e+04,1.663773449958695778e+02
1.013335669978475016e+04,1.663780225963654118e+02
1.013335672070350847e+04,1.663787001596132313e+02
1.013335674162226860e+04,1.663793776856715851e+02
1.013335676254102691e+04,1.663800551744223810e+02
1.013335678345978522e+04,1.663807326259241393e+02
1.013335680437854353e+04,1.663814100401766325e+02
1.013335682529730184e+04,1.663820874171794912e+02
1.013335684621606015e+04,1.663827647569324313e+02
1.013335686713481846e+04,1.663834420594351116e+02
1.013335688805357859e+04,1.663841193247461376e+02
1.013335690897233690e+04,1.663847965527473889e+02
1.013335692989109521e+04,1.663854737434974425e+02
1.013335695080985352e+04,1.663861508969959857e+02
1.013335697172861182e+04,1.663868280132427344e+02
1.013335699264737013e+04,1.663875050922373475e+02
1.013335701356612844e+04,1.663881821339794840e+02
1.013335703448488675e+04,1.663888591384688880e+02
