Time (BJD_TBD - 2450000), F_star + F_b (mJy)
9.891595520833507180e+03,2.654890070038852912e+00
9.891595543725843527e+03,2.654890141045611163e+00
9.891595566618178054e+03,2.654890212044547670e+00
9.891595589510514401e+03,2.654890283035670873e+00
9.891595612402848928e+03,2.654890354018970999e+00
9.891595635295185275e+03,2.654890424994458265e+00
9.891595658187519803e+03,2.654890495962119346e+00
9.891595681079856149e+03,2.654890566921966677e+00
9.891595703972190677e+03,2.654890637873987380e+00
9.891595726864527023e+03,2.654890708818192113e+00
9.891595749756863370e+03,2.654890779754575103e+00
9.891595772649197897e+03,2.654890850683129244e+00
9.891595795541534244e+03,2.654890921603866083e+00
9.891595818433868772e+03,2.654890992516772741e+00
9.891595841326205118e+03,2.654891063421860764e+00
9.891595864218539646e+03,2.654891134319117718e+00
9.891595887110875992e+03,2.654891205208554705e+00
9.891595910003210520e+03,2.654891276090159291e+00
9.891595932895546866e+03,2.654891346963942134e+00
9.891595955787881394e+03,2.654891417829891687e+00
9.891595978680217740e+03,2.654891488688017720e+00
9.891596001572554087e+03,2.654891559538315349e+00
9.891596024464888615e+03,2.654891630380777023e+00
9.891596047357224961e+03,2.654891701215414290e+00
9.891596070249559489e+03,2.654891772042214715e+00
9.891596093141895835e+03,2.654891842861188955e+00
9.891596116034230363e+03,2.654891913672325465e+00
9.891596138926566709e+03,2.654891984475634459e+00
9.891596161818901237e+03,2.654892055271103501e+00
9.891596184711237584e+03,2.654892126058744584e+00
9.891596207603573930e+03,2.654892196838550600e+00
9.891596230495908458e+03,2.654892267610515333e+00
9.891596253388244804e+03,2.654892338374649441e+00
9.891596276280579332e+03,2.654892409130941378e+00
9.891596299172915678e+03,2.654892479879401357e+00
9.891596322065250206e+03,2.654892550620017388e+00
9.891596344957586552e+03,2.654892621352800131e+00
9.891596367849921080e+03,2.654892692077738481e+00
9.891596390742257427e+03,2.654892762794841321e+00
9.891596413634591954e+03,2.654892833504098881e+00
9.891596436526928301e+03,2.654892904205520043e+00
9.891596459419264647e+03,2.654892974899099478e+00
9.891596482311599175e+03,2.654893045584830524e+00
9.891596505203935521e+03,2.654893116262724284e+00
9.891596528096270049e+03,2.654893186932768323e+00
9.891596550988606396e+03,2.654893257594972855e+00
9.891596573880940923e+03,2.654893328249327666e+00
9.891596596773277270e+03,2.654893398895841639e+00
9.891596619665611797e+03,2.654893469534503669e+00
9.891596642557948144e+03,2.654893540165323529e+00
9.891596665450284490e+03,2.654893610788296332e+00
9.891596688342619018e+03,2.654893681403414973e+00
9.891596711234955364e+03,2.654893752010690111e+00
9.891596734127289892e+03,2.654893822610110643e+00
9.891596757019626239e+03,2.654893893201685895e+00
9.891596779911960766e+03,2.654893963785404765e+00
9.891596802804297113e+03,2.654894034361277022e+00
9.891596825696631640e+03,2.654894104929292453e+00
9.891596848588967987e+03,2.654894175489459940e+00
9.891596871481304333e+03,2.654894246041773709e+00
9.891596894373638861e+03,2.654894316586228431e+00
9.891596917265975208e+03,2.654894387122833432e+00
9.891596940158309735e+03,2.654894457651577167e+00
9.891596963050646082e+03,2.654894528172471180e+00
9.891596985942980609e+03,2.654894598685502149e+00
9.891597008835316956e+03,2.654894669190682066e+00
9.891597031727651483e+03,2.654894739687998051e+00
9.891597054619987830e+03,2.654894810177461206e+00
9.891597077512322358e+03,2.654894880659059542e+00
9.891597100404658704e+03,2.654894951132803271e+00
9.891597123296995051e+03,2.654895021598686622e+00
9.891597146189329578e+03,2.654895092056703376e+00
9.891597169081665925e+03,2.654895162506863304e+00
9.891597191974000452e+03,2.654895232949155748e+00
9.891597214866336799e+03,2.654895303383590477e+00
9.891597237758671326e+03,2.654895373810155945e+00
9.891597260651007673e+03,2.654895444228862811e+00
9.891597283543342201e+03,2.654895514639698639e+00
9.891597306435678547e+03,2.654895585042674533e+00
9.891597329328014894e+03,2.654895655437784274e+00
9.891597352220349421e+03,2.654895725825021646e+00
9.891597375112685768e+03,2.654895796204397307e+00
9.891597398005020295e+03,2.654895866575898378e+00
9.891597420897356642e+03,2.654895936939536405e+00
9.891597443789691170e+03,2.654896007295299398e+00
9.891597466682027516e+03,2.654896077643198460e+00
9.891597489574362044e+03,2.654896147983220711e+00
9.891597512466698390e+03,2.654896218315376810e+00
9.891597535359032918e+03,2.654896288639655655e+00
9.891597558251369264e+03,2.654896358956067903e+00
9.891597581143705611e+03,2.654896429264606450e+00
9.891597604036040138e+03,2.654896499565265078e+00
9.891597626928376485e+03,2.654896569858055333e+00
9.891597649820711013e+03,2.654896640142964337e+00
9.891597672713047359e+03,2.654896710420003636e+00
9.891597695605381887e+03,2.654896780689159907e+00
9.891597718497718233e+03,2.654896850950445586e+00
9.891597741390052761e+03,2.654896921203847349e+00
9.891597764282389107e+03,2.654896991449376742e+00
9.891597787174725454e+03,2.654897061687026660e+00
9.891597810067059982e+03,2.654897131916791775e+00
9.891597832959396328e+03,2.654897202138682299e+00
9.891597855851730856e+03,2.654897272352685356e+00
9.891597878744067202e+03,2.654897342558813378e+00
9.891597901636401730e+03,2.654897412757053043e+00
9.891597924528738076e+03,2.654897482947415455e+00
9.891597947421072604e+03,2.654897553129889065e+00
9.891597970313408950e+03,2.654897623304484533e+00
9.891597993205745297e+03,2.654897693471194753e+00
9.891598016098079825e+03,2.654897763630013507e+00
9.891598038990416171e+03,2.654897833780952343e+00
9.891598061882750699e+03,2.654897903923998825e+00
9.891598084775087045e+03,2.654897974059164056e+00
9.891598107667421573e+03,2.654898044186435602e+00
9.891598130559757919e+03,2.654898114305823675e+00
9.891598153452092447e+03,2.654898184417317175e+00
9.891598176344428794e+03,2.654898254520925871e+00
9.891598199236763321e+03,2.654898324616639105e+00
9.891598222129099668e+03,2.654898394704467535e+00
9.891598245021436014e+03,2.654898464784403167e+00
9.891598267913770542e+03,2.654898534856441117e+00
9.891598290806106888e+03,2.654898604920592042e+00
9.891598313698441416e+03,2.654898674976843065e+00
9.891598336590777762e+03,2.654898745025205731e+00
9.891598359483112290e+03,2.654898815065667605e+00
9.891598382375448637e+03,2.654898885098239791e+00
9.891598405267783164e+03,2.654898955122909854e+00
9.891598428160119511e+03,2.654899025139689339e+00
9.891598451052455857e+03,2.654899095148571142e+00
9.891598473944790385e+03,2.654899165149548601e+00
9.891598496837126731e+03,2.654899235142633263e+00
9.891598519729461259e+03,2.654899305127813580e+00
9.891598542621797606e+03,2.654899375105098880e+00
9.891598565514132133e+03,2.654899445074478059e+00
9.891598588406468480e+03,2.654899515035961333e+00
9.891598611298803007e+03,2.654899584989537598e+00
9.891598634191139354e+03,2.654899654935216624e+00
9.891598657083473881e+03,2.654899724872986866e+00
9.891598679975810228e+03,2.654899794802858981e+00
9.891598702868146574e+03,2.654899864724826308e+00
9.891598725760481102e+03,2.654899934638883519e+00
9.891598748652817449e+03,2.654900004545040382e+00
9.891598771545151976e+03,2.654900074443285352e+00
9.891598794437488323e+03,2.654900144333628642e+00
9.891598817329822850e+03,2.654900214216059595e+00
9.891598840222159197e+03,2.654900284090587093e+00
9.891598863114493724e+03,2.654900353957200476e+00
9.891598886006830071e+03,2.654900423815909516e+00
9.891598908899166418e+03,2.654900493666709327e+00
9.891598931791500945e+03,2.654900563509592359e+00
9.891598954683837292e+03,2.654900633344568828e+00
9.891598977576171819e+03,2.654900703171628074e+00
9.891599000468508166e+03,2.654900772990780755e+00
9.891599023360842693e+03,2.654900842802013994e+00
9.891599046253179040e+03,2.654900912605339336e+00
9.891599069145513567e+03,2.654900982400744347e+00
9.891599092037849914e+03,2.654901052188239241e+00
9.891599114930186261e+03,2.654901121967819133e+00
9.891599137822520788e+03,2.654901191739476474e+00
9.891599160714857135e+03,2.654901261503222365e+00
9.891599183607191662e+03,2.654901331259044817e+00
9.891599206499528009e+03,2.654901401006954487e+00
9.891599229391862536e+03,2.654901470746940273e+00
9.891599252284198883e+03,2.654901540479011057e+00
9.891599275176533411e+03,2.654901610203156626e+00
9.891599298068869757e+03,2.654901679919386304e+00
9.891599320961204285e+03,2.654901749627689433e+00
9.891599343853540631e+03,2.654901819328075785e+00
9.891599366745876978e+03,2.654901889020539585e+00
9.891599389638211505e+03,2.654901958705074172e+00
9.891599412530547852e+03,2.654902028381690204e+00
9.891599435422882379e+03,2.654902098050376136e+00
9.891599458315218726e+03,2.654902167711142180e+00
9.891599481207553254e+03,2.654902237363976347e+00
9.891599504099889600e+03,2.654902307008890183e+00
9.891599526992224128e+03,2.654902376645871254e+00
9.891599549884560474e+03,2.654902446274929773e+00
9.891599572776896821e+03,2.654902515896059967e+00
9.891599595669231348e+03,2.654902585509255175e+00
9.891599618561567695e+03,2.654902655114526500e+00
9.891599641453902223e+03,2.654902724711861950e+00
9.891599664346238569e+03,2.654902794301271740e+00
9.891599687238573097e+03,2.654902863882744324e+00
9.891599710130909443e+03,2.654902933456290359e+00
9.891599733023243971e+03,2.654903003021898300e+00
9.891599755915580317e+03,2.654903072579577472e+00
9.891599778807914845e+03,2.654903142129317661e+00
9.891599801700251192e+03,2.654903211671128194e+00
9.891599824592587538e+03,2.654903281205003296e+00
9.891599847484922066e+03,2.654903350730937195e+00
9.891599870377258412e+03,2.654903420248939661e+00
9.891599893269592940e+03,2.654903489758999147e+00
9.891599916161929286e+03,2.654903559261126755e+00
9.891599939054263814e+03,2.654903628755310052e+00
9.891599961946600160e+03,2.654903698241559695e+00
9.891599984838934688e+03,2.654903767719864138e+00
9.891600007731271035e+03,2.654903837190233151e+00
9.891600030623607381e+03,2.654903906652661405e+00
9.891600053515941909e+03,2.654903976107142238e+00
9.891600076408278255e+03,2.654904045553686753e+00
9.891600099300612783e+03,2.654904114992282516e+00
9.891600122192949129e+03,2.654904184422940183e+00
9.891600145085283657e+03,2.654904253845647766e+00
9.891600167977620004e+03,2.654904323260416810e+00
9.891600190869954531e+03,2.654904392667233992e+00
9.891600213762290878e+03,2.654904462066111304e+00
9.891600236654627224e+03,2.654904531457041639e+00
9.891600259546961752e+03,2.654904600840018780e+00
9.891600282439298098e+03,2.654904670215053830e+00
9.891600305331632626e+03,2.654904739582134354e+00
9.891600328223968972e+03,2.654904808941271455e+00
9.891600351116303500e+03,2.654904878292453141e+00
9.891600374008639847e+03,2.654904947635689627e+00
9.891600396900974374e+03,2.654905016970969811e+00
9.891600419793310721e+03,2.654905086298303463e+00
9.891600442685645248e+03,2.654905155617679480e+00
9.891600465577981595e+03,2.654905224929107632e+00
9.891600488470317941e+03,2.654905294232582147e+00
9.891600511362652469e+03,2.654905363528097251e+00
9.891600534254988816e+03,2.654905432815662714e+00
9.891600557147323343e+03,2.654905502095267433e+00
9.891600580039659690e+03,2.654905571366920736e+00
9.891600602931994217e+03,2.654905640630612407e+00
9.891600625824330564e+03,2.654905709886351772e+00
9.891600648716665091e+03,2.654905779134127730e+00
9.891600671609001438e+03,2.654905848373950494e+00
9.891600694501337784e+03,2.654905917605814292e+00
9.891600717393672312e+03,2.654905986829712017e+00
9.891600740286008659e+03,2.654906056045655216e+00
9.891600763178343186e+03,2.654906125253631899e+00
9.891600786070679533e+03,2.654906194453651391e+00
9.891600808963014060e+03,2.654906263645703479e+00
9.891600831855350407e+03,2.654906332829798821e+00
9.891600854747684934e+03,2.654906402005923649e+00
9.891600877640021281e+03,2.654906471174089955e+00
9.891600900532355809e+03,2.654906540334286191e+00
9.891600923424692155e+03,2.654906609486522129e+00
9.891600946317028502e+03,2.654906678630791994e+00
9.891600969209363029e+03,2.654906747767089570e+00
9.891600992101699376e+03,2.654906816895424626e+00
9.891601014994033903e+03,2.654906886015786949e+00
9.891601037886370250e+03,2.654906955128185864e+00
9.891601060778704777e+03,2.654907024232609380e+00
9.891601083671041124e+03,2.654907093329069045e+00
9.891601106563375652e+03,2.654907162417551980e+00
