Time (BJD_TBD - 2450000), F_b/F_star (ppm)
9.903683680555783212e+03,7.562572090115049832e+02
9.903683703452748887e+03,7.562838306088041236e+02
9.903683726349714561e+03,7.563104492460679467e+02
9.903683749246680236e+03,7.563370649230554363e+02
9.903683772143645911e+03,7.563636776395252355e+02
9.903683795040611585e+03,7.563902873952356458e+02
9.903683817937577260e+03,7.564168941899458787e+02
9.903683840834542934e+03,7.564434980234144632e+02
9.903683863731508609e+03,7.564700988954003833e+02
9.903683886628474283e+03,7.564966968056620544e+02
9.903683909525439958e+03,7.565232917539588016e+02
9.903683932422405633e+03,7.565498837400490402e+02
9.903683955319371307e+03,7.565764727636918678e+02
9.903683978216336982e+03,7.566030588246464959e+02
9.903684001113302656e+03,7.566296419226713397e+02
9.903684024010268331e+03,7.566562220575258380e+02
9.903684046907234006e+03,7.566827992289686335e+02
9.903684069804199680e+03,7.567093734367591651e+02
9.903684092701163536e+03,7.567359446785452519e+02
9.903684115598129210e+03,7.567625129583080934e+02
9.903684138495094885e+03,7.567890782736953952e+02
9.903684161392060560e+03,7.568156406244670507e+02
9.903684184289026234e+03,7.568422000103813616e+02
9.903684207185991909e+03,7.568687564311982214e+02
9.903684230082957583e+03,7.568953098866762730e+02
9.903684252979923258e+03,7.569218603765752960e+02
9.903684275876888933e+03,7.569484079006540469e+02
9.903684298773854607e+03,7.569749524586724192e+02
9.903684321670820282e+03,7.570014940503890557e+02
9.903684344567785956e+03,7.570280326755637361e+02
9.903684367464751631e+03,7.570545683339558991e+02
9.903684390361717305e+03,7.570811010253245286e+02
9.903684413258682980e+03,7.571076307494295179e+02
9.903684436155648655e+03,7.571341575060301921e+02
9.903684459052614329e+03,7.571606812948859897e+02
9.903684481949580004e+03,7.571872021157563495e+02
9.903684504846545678e+03,7.572137199684008237e+02
9.903684527743511353e+03,7.572402348525791922e+02
9.903684550640477028e+03,7.572667467680507798e+02
9.903684573537442702e+03,7.572932557145754799e+02
9.903684596434408377e+03,7.573197616919127313e+02
9.903684619331374051e+03,7.573462646998221999e+02
9.903684642228339726e+03,7.573727647380637791e+02
9.903684665125305401e+03,7.573992618063970212e+02
9.903684688022271075e+03,7.574257559045817061e+02
9.903684710919236750e+03,7.574522470323778407e+02
9.903684733816202424e+03,7.574787351895448637e+02
9.903684756713168099e+03,7.575052203758430096e+02
9.903684779610133774e+03,7.575317025910317170e+02
9.903684802507099448e+03,7.575581818348711067e+02
9.903684825404065123e+03,7.575846581071212995e+02
9.903684848301030797e+03,7.576111314075418477e+02
9.903684871197996472e+03,7.576376017358929857e+02
9.903684894094960327e+03,7.576640690898319690e+02
9.903684916991926002e+03,7.576905334733245354e+02
9.903684939888891677e+03,7.577169948840273719e+02
9.903684962785857351e+03,7.577434533217011676e+02
9.903684985682823026e+03,7.577699087861054750e+02
9.903685008579788700e+03,7.577963612770007558e+02
9.903685031476754375e+03,7.578228107941471308e+02
9.903685054373720050e+03,7.578492573373049481e+02
9.903685077270685724e+03,7.578757009062339876e+02
9.903685100167651399e+03,7.579021415006947109e+02
