Time (BJD_TBD - 2450000), F_h/F_star (ppm)
9.908226643518544734e+03,2.213444790813430885e+01
9.908226666740774817e+03,2.213435190332554470e+01
9.908226689963004901e+03,2.213425589805602556e+01
9.908226713185233166e+03,2.213415989233326897e+01
9.908226736407463250e+03,2.213406388614225051e+01
9.908226759629693333e+03,2.213396787949048772e+01
9.908226782851923417e+03,2.213387187237799480e+01
9.908226806074151682e+03,2.213377586481229642e+01
9.908226829296381766e+03,2.213367985677835037e+01
9.908226852518611850e+03,2.213358384828368841e+01
9.908226875740841933e+03,2.213348783932831054e+01
9.908226898963070198e+03,2.213339182991975562e+01
9.908226922185300282e+03,2.213329582004297080e+01
9.908226945407530366e+03,2.213319980970549850e+01
9.908226968629760449e+03,2.213310379890733870e+01
9.908226991851988714e+03,2.213300778765601251e+01
9.908227015074218798e+03,2.213291177593649195e+01
9.908227038296448882e+03,2.213281576375629811e+01
9.908227061518678966e+03,2.213271975111544521e+01
9.908227084740907230e+03,2.213262373802144367e+01
9.908227107963137314e+03,2.213252772445927974e+01
9.908227131185367398e+03,2.213243171043646029e+01
9.908227154407597482e+03,2.213233569595300310e+01
9.908227177629825746e+03,2.213223968101643280e+01
9.908227200852055830e+03,2.213214366561170721e+01
9.908227224074285914e+03,2.213204764974636163e+01
9.908227247296515998e+03,2.213195163342038896e+01
9.908227270518744263e+03,2.213185561664133161e+01
9.908227293740974346e+03,2.213175959939415094e+01
9.908227316963204430e+03,2.213166358168635739e+01
9.908227340185434514e+03,2.213156756351797938e+01
9.908227363407662779e+03,2.213147154489652735e+01
9.908227386629892862e+03,2.213137552580697331e+01
9.908227409852122946e+03,2.213127950625683837e+01
9.908227433074353030e+03,2.213118348624613319e+01
9.908227456296581295e+03,2.213108746578237884e+01
9.908227479518811379e+03,2.213099144485055092e+01
9.908227502741041462e+03,2.213089542345815985e+01
9.908227525963271546e+03,2.213079940160522696e+01
9.908227549185499811e+03,2.213070337929926978e+01
9.908227572407729895e+03,2.213060735652524968e+01
