Time (BJD_TBD - 2450000), F_h/F_star (ppm)
1.013184277777792886e+04,2.729917230095698955e+01
1.013184279854968190e+04,2.729912458975019263e+01
1.013184281932143494e+04,2.729907687792496773e+01
1.013184284009318799e+04,2.729902916548131842e+01
1.013184286086494103e+04,2.729898145241924468e+01
1.013184288163669407e+04,2.729893373873875007e+01
1.013184290240844712e+04,2.729888602443984524e+01
1.013184292318020016e+04,2.729883830952252310e+01
1.013184294395195320e+04,2.729879059398679431e+01
1.013184296472370625e+04,2.729874287783265174e+01
1.013184298549545929e+04,2.729869516106010607e+01
1.013184300626721233e+04,2.729864744366915019e+01
1.013184302703896537e+04,2.729859972565979120e+01
1.013184304781071842e+04,2.729855200703202911e+01
1.013184306858247146e+04,2.729850428778587457e+01
1.013184308935422450e+04,2.729845656792132047e+01
1.013184311012597936e+04,2.729840884743420304e+01
1.013184313089773241e+04,2.729836112633287115e+01
1.013184315166948545e+04,2.729831340461314682e+01
1.013184317244123849e+04,2.729826568227503358e+01
1.013184319321299154e+04,2.729821795931853501e+01
1.013184321398474458e+04,2.729817023574365820e+01
1.013184323475649762e+04,2.729812251155039959e+01
1.013184325552825067e+04,2.729807478673877341e+01
1.013184327630000371e+04,2.729802706130876189e+01
1.013184329707175675e+04,2.729797933526037568e+01
1.013184331784350979e+04,2.729793160859362899e+01
1.013184333861526284e+04,2.729788388130850763e+01
1.013184335938701588e+04,2.729783615340502223e+01
1.013184338015876892e+04,2.729778842488316926e+01
1.013184340093052197e+04,2.729774069574295936e+01
1.013184342170227501e+04,2.729769296598438544e+01
1.013184344247402805e+04,2.729764523560746881e+01
1.013184346324578109e+04,2.729759750461218815e+01
1.013184348401753414e+04,2.729754977299855767e+01
1.013184350478928718e+04,2.729750204076657383e+01
1.013184352556104022e+04,2.729745430791624727e+01
1.013184354633279327e+04,2.729740657444757090e+01
1.013184356710454631e+04,2.729735884036055538e+01
1.013184358787629935e+04,2.729731110565519359e+01
1.013184360864805240e+04,2.729726337033149619e+01
1.013184362941980544e+04,2.729721563438946674e+01
1.013184365019155848e+04,2.729716789782910524e+01
1.013184367096331152e+04,2.729712016065041524e+01
1.013184369173506457e+04,2.729707242285338609e+01
1.013184371250681761e+04,2.729702468443804264e+01
1.013184373327857065e+04,2.729697694540436359e+01
1.013184375405032551e+04,2.729692920574818515e+01
1.013184377482207856e+04,2.729688146547786687e+01
1.013184379559383160e+04,2.729683372458923429e+01
1.013184381636558464e+04,2.729678598308229098e+01
1.013184383713733769e+04,2.729673824095702628e+01
1.013184385790909073e+04,2.729669049821346150e+01
1.013184387868084377e+04,2.729664275485158242e+01
1.013184389945259682e+04,2.729659501087139617e+01
1.013184392022434986e+04,2.729654726627290628e+01
1.013184394099610290e+04,2.729649952105611632e+01
1.013184396176785594e+04,2.729645177522102628e+01
1.013184398253960899e+04,2.729640402876764682e+01
1.013184400331136203e+04,2.729635628169596728e+01
1.013184402408311507e+04,2.729630853400599122e+01
1.013184404485486812e+04,2.729626078569773995e+01
1.013184406562662116e+04,2.729621303677118860e+01
1.013184408639837420e+04,2.729616528722635493e+01
1.013184410717012724e+04,2.729611753706324251e+01
1.013184412794188029e+04,2.729606978628184422e+01
1.013184414871363333e+04,2.729602203488217071e+01
1.013184416948538637e+04,2.729597428286422556e+01
1.013184419025713942e+04,2.729592653022800164e+01
1.013184421102889246e+04,2.729587877697351317e+01
1.013184423180064550e+04,2.729583102310074949e+01
1.013184425257239855e+04,2.729578326860971771e+01
1.013184427334415159e+04,2.729573551350042848e+01
1.013184429411590463e+04,2.729568775777286760e+01
1.013184431488765767e+04,2.729564000142705638e+01
1.013184433565941072e+04,2.729559224446298060e+01
1.013184435643116376e+04,2.729554448688066159e+01
1.013184437720291680e+04,2.729549672868007804e+01
1.013184439797466985e+04,2.729544896986125480e+01
1.013184441874642471e+04,2.729540121041999257e+01
1.013184443951817775e+04,2.729535345036466865e+01
1.013184446028993079e+04,2.729530568969110149e+01
1.013184448106168384e+04,2.729525792839929466e+01
1.013184450183343688e+04,2.729521016648924814e+01
1.013184452260518992e+04,2.729516240396096549e+01
1.013184454337694297e+04,2.729511464081445382e+01
1.013184456414869601e+04,2.729506687704970602e+01
1.013184458492044905e+04,2.729501911266672565e+01
1.013184460569220209e+04,2.729497134766551980e+01
1.013184462646395514e+04,2.729492358204608848e+01
1.013184464723570818e+04,2.729487581580843525e+01
1.013184466800746122e+04,2.729482804895256010e+01
1.013184468877921427e+04,2.729478028147847013e+01
1.013184470955096731e+04,2.729473251338616535e+01
1.013184473032272035e+04,2.729468474467564221e+01
1.013184475109447339e+04,2.729463697534691491e+01
1.013184477186622644e+04,2.729458920539997990e+01
1.013184479263797948e+04,2.729454143483483364e+01
1.013184481340973252e+04,2.729449366365147966e+01
1.013184483418148557e+04,2.729444589184992864e+01
1.013184485495323861e+04,2.729439811943017702e+01
1.013184487572499165e+04,2.729435034639222479e+01
1.013184489649674470e+04,2.729430257273608973e+01
1.013184491726849774e+04,2.729425479846175051e+01
1.013184493804025078e+04,2.729420702356922845e+01
