Time (BJD_TBD - 2450000), F_g/F_star (ppm)
9.908226643518544734e+03,1.109105456639156415e+02
9.908226666740774817e+03,1.109103054304885205e+02
9.908226689963004901e+03,1.109100651895854242e+02
9.908226713185233166e+03,1.109098249412251675e+02
9.908226736407463250e+03,1.109095846853702056e+02
9.908226759629693333e+03,1.109093444220393820e+02
9.908226782851923417e+03,1.109091041512326967e+02
9.908226806074151682e+03,1.109088638729690217e+02
9.908226829296381766e+03,1.109086235872107409e+02
9.908226852518611850e+03,1.109083832939767262e+02
9.908226875740841933e+03,1.109081429932669920e+02
9.908226898963070198e+03,1.109079026851004102e+02
9.908226922185300282e+03,1.109076623694393646e+02
9.908226945407530366e+03,1.109074220463026990e+02
9.908226968629760449e+03,1.109071817156904558e+02
9.908226991851988714e+03,1.109069413776214930e+02
9.908227015074218798e+03,1.109067010320582227e+02
9.908227038296448882e+03,1.109064606790194460e+02
9.908227061518678966e+03,1.109062203185052340e+02
9.908227084740907230e+03,1.109059799505344586e+02
9.908227107963137314e+03,1.109057395750694752e+02
9.908227131185367398e+03,1.109054991921291418e+02
9.908227154407597482e+03,1.109052588017135008e+02
9.908227177629825746e+03,1.109050184038413960e+02
9.908227200852055830e+03,1.109047779984752680e+02
9.908227224074285914e+03,1.109045375856339035e+02
9.908227247296515998e+03,1.109042971653173595e+02
9.908227270518744263e+03,1.109040567375445079e+02
9.908227293740974346e+03,1.109038163022777184e+02
9.908227316963204430e+03,1.109035758595358629e+02
9.908227340185434514e+03,1.109033354093189701e+02
9.908227363407662779e+03,1.109030949516458975e+02
9.908227386629892862e+03,1.109028544864790149e+02
9.908227409852122946e+03,1.109026140138371943e+02
9.908227433074353030e+03,1.109023735337204641e+02
9.908227456296581295e+03,1.109021330461477106e+02
9.908227479518811379e+03,1.109018925510812750e+02
9.908227502741041462e+03,1.109016520485400292e+02
9.908227525963271546e+03,1.109014115385240160e+02
9.908227549185499811e+03,1.109011710210521215e+02
9.908227572407729895e+03,1.109009304960866586e+02
9.908227595629959978e+03,1.109006899636465278e+02
9.908227618852190062e+03,1.109004494237317715e+02
9.908227642074418327e+03,1.109002088763612477e+02
9.908227665296648411e+03,1.108999683214973260e+02
9.908227688518878495e+03,1.108997277591588499e+02
9.908227711741108578e+03,1.108994871893458765e+02
9.908227734963336843e+03,1.108992466120772633e+02
9.908227758185566927e+03,1.108990060273153802e+02
9.908227781407797011e+03,1.108987654350791274e+02
9.908227804630027094e+03,1.108985248353684483e+02
9.908227827852255359e+03,1.108982842282023142e+02
9.908227851074485443e+03,1.108980436135430239e+02
9.908227874296715527e+03,1.108978029914094634e+02
9.908227897518945610e+03,1.108975623618016755e+02
9.908227920741173875e+03,1.108973217247385321e+02
9.908227943963403959e+03,1.108970810801823603e+02
9.908227967185634043e+03,1.108968404281520748e+02
9.908227990407864127e+03,1.108965997686476754e+02
9.908228013630092391e+03,1.108963591016880628e+02
9.908228036852322475e+03,1.108961184272355638e+02
9.908228060074552559e+03,1.108958777453090789e+02
9.908228083296782643e+03,1.108956370559086082e+02
9.908228106519010908e+03,1.108953963590530662e+02
9.908228129741240991e+03,1.108951556547047801e+02
9.908228152963471075e+03,1.108949149428826217e+02
9.908228176185701159e+03,1.108946742235866338e+02
9.908228199407929424e+03,1.108944334968357168e+02
9.908228222630159507e+03,1.108941927625921551e+02
9.908228245852389591e+03,1.108939520208748633e+02
9.908228269074619675e+03,1.108937112716838982e+02
9.908228292296847940e+03,1.108934705150381177e+02
9.908228315519078023e+03,1.108932297508998488e+02
9.908228338741308107e+03,1.108929889792879635e+02
9.908228361963538191e+03,1.108927482002025329e+02
9.908228385185766456e+03,1.108925074136624431e+02
9.908228408407996540e+03,1.108922666196299645e+02
9.908228431630226623e+03,1.108920258181240399e+02
9.908228454852456707e+03,1.108917850091446979e+02
9.908228478074684972e+03,1.108915441927108105e+02
9.908228501296915056e+03,1.108913033687847047e+02
9.908228524519145139e+03,1.108910625373852668e+02
9.908228547741375223e+03,1.108908216985125392e+02
9.908228570963603488e+03,1.108905808521854226e+02
9.908228594185833572e+03,1.108903399983662013e+02
9.908228617408063656e+03,1.108900991370737898e+02
9.908228640630293739e+03,1.108898582683082310e+02
9.908228663852522004e+03,1.108896173920883825e+02
9.908228687074752088e+03,1.108893765083765999e+02
9.908228710296982172e+03,1.108891356171917693e+02
9.908228733519212255e+03,1.108888947185338907e+02
9.908228756741440520e+03,1.108886538124218930e+02
9.908228779963670604e+03,1.108884128988180748e+02
9.908228803185900688e+03,1.108881719777413366e+02
9.908228826408130772e+03,1.108879310491916925e+02
9.908228849630359036e+03,1.108876901131880715e+02
9.908228872852589120e+03,1.108874491696927436e+02
9.908228896074819204e+03,1.108872082187246377e+02
9.908228919297049288e+03,1.108869672602837682e+02
9.908228942519277552e+03,1.108867262943890495e+02
9.908228965741507636e+03,1.108864853210027661e+02
9.908228988963737720e+03,1.108862443401438185e+02
9.908229012185967804e+03,1.108860033518122776e+02
9.908229035408196069e+03,1.108857623560270156e+02
9.908229058630426152e+03,1.108855213527503025e+02
9.908229081852656236e+03,1.108852803420010673e+02
9.908229105074886320e+03,1.108850393237793668e+02
9.908229128297114585e+03,1.108847982981040872e+02
9.908229151519344668e+03,1.108845572649374986e+02
9.908229174741574752e+03,1.108843162242985159e+02
9.908229197963804836e+03,1.108840751761872099e+02
9.908229221186033101e+03,1.108838341206224385e+02
9.908229244408263185e+03,1.108835930575665145e+02
9.908229267630493268e+03,1.108833519870383384e+02
9.908229290852723352e+03,1.108831109090379385e+02
9.908229314074951617e+03,1.108828698235842438e+02
9.908229337297181701e+03,1.108826287306395244e+02
9.908229360519411784e+03,1.108823876302226523e+02
9.908229383741641868e+03,1.108821465223336986e+02
9.908229406963870133e+03,1.108819054069916064e+02
9.908229430186100217e+03,1.108816642841585889e+02
9.908229453408330301e+03,1.108814231538536035e+02
9.908229476630560384e+03,1.108811820160766644e+02
9.908229499852788649e+03,1.108809408708467004e+02
9.908229523075018733e+03,1.108806997181259675e+02
9.908229546297248817e+03,1.108804585579333803e+02
9.908229569519478900e+03,1.108802173902689674e+02
9.908229592741707165e+03,1.108799762151516859e+02
9.908229615963937249e+03,1.108797350325437492e+02
9.908229639186167333e+03,1.108794938424641288e+02
9.908229662408397417e+03,1.108792526449127962e+02
9.908229685630625681e+03,1.108790114399086946e+02
9.908229708852855765e+03,1.108787702274141367e+02
9.908229732075085849e+03,1.108785290074479661e+02
9.908229755297315933e+03,1.108782877800102398e+02
9.908229778519544197e+03,1.108780465451199433e+02
9.908229801741774281e+03,1.108778053027392474e+02
9.908229824964004365e+03,1.108775640528870952e+02
9.908229848186234449e+03,1.108773227955635434e+02
9.908229871408462714e+03,1.108770815307874784e+02
9.908229894630692797e+03,1.108768402585212129e+02
9.908229917852922881e+03,1.108765989787836332e+02
9.908229941075152965e+03,1.108763576915747819e+02
9.908229964297381230e+03,1.108761163969135595e+02
9.908229987519611313e+03,1.108758750947622502e+02
9.908230010741841397e+03,1.108756337851397547e+02
9.908230033964071481e+03,1.108753924680461154e+02
9.908230057186299746e+03,1.108751511435002755e+02
9.908230080408529830e+03,1.108749098114644482e+02
9.908230103630759913e+03,1.108746684719575910e+02
9.908230126852989997e+03,1.108744271249797464e+02
9.908230150075218262e+03,1.108741857705498006e+02
9.908230173297448346e+03,1.108739444086300097e+02
9.908230196519678429e+03,1.108737030392393166e+02
9.908230219741908513e+03,1.108734616623777924e+02
9.908230242964136778e+03,1.108732202780642950e+02
9.908230266186366862e+03,1.108729788862610945e+02
9.908230289408596946e+03,1.108727374869871198e+02
9.908230312630827029e+03,1.108724960802424135e+02
9.908230335853055294e+03,1.108722546660458903e+02
9.908230359075285378e+03,1.108720132443598061e+02
9.908230382297515462e+03,1.108717718152031040e+02
9.908230405519745545e+03,1.108715303785757698e+02
9.908230428741973810e+03,1.108712889344967891e+02
9.908230451964203894e+03,1.108710474829283612e+02
9.908230475186433978e+03,1.108708060238894291e+02
9.908230498408664062e+03,1.108705645573800211e+02
9.908230521630892326e+03,1.108703230834191089e+02
9.908230544853122410e+03,1.108700816019688631e+02
9.908230568075352494e+03,1.108698401130482551e+02
9.908230591297582578e+03,1.108695986166573135e+02
9.908230614519810842e+03,1.108693571128149955e+02
9.908230637742040926e+03,1.108691156014834860e+02
9.908230660964271010e+03,1.108688740826817423e+02
9.908230684186501094e+03,1.108686325564098070e+02
9.908230707408729359e+03,1.108683910226866232e+02
9.908230730630959442e+03,1.108681494814744042e+02
9.908230753853189526e+03,1.108679079327920647e+02
9.908230777075419610e+03,1.108676663766396757e+02
9.908230800297647875e+03,1.108674248130361661e+02
9.908230823519877958e+03,1.108671832419437635e+02
9.908230846742108042e+03,1.108669416633813682e+02
9.908230869964338126e+03,1.108667000773490514e+02
9.908230893186566391e+03,1.108664584838657703e+02
9.908230916408796475e+03,1.108662168828936956e+02
9.908230939631026558e+03,1.108659752744517988e+02
9.908230962853256642e+03,1.108657336585400941e+02
9.908230986075484907e+03,1.108654920351775672e+02
9.908231009297714991e+03,1.108652504043263747e+02
9.908231032519945074e+03,1.108650087660055021e+02
9.908231055742175158e+03,1.108647671202149496e+02
9.908231078964403423e+03,1.108645254669737312e+02
9.908231102186633507e+03,1.108642838062439751e+02
9.908231125408863591e+03,1.108640421380446526e+02
9.908231148631093674e+03,1.108638004623758206e+02
9.908231171853321939e+03,1.108635587792564223e+02
9.908231195075552023e+03,1.108633170886486283e+02
9.908231218297782107e+03,1.108630753905714386e+02
9.908231241520012190e+03,1.108628336850248388e+02
9.908231264742240455e+03,1.108625919720278148e+02
9.908231287964470539e+03,1.108623502515425372e+02
9.908231311186700623e+03,1.108621085235879775e+02
9.908231334408930707e+03,1.108618667881641500e+02
9.908231357631158971e+03,1.108616250452900118e+02
9.908231380853389055e+03,1.108613832949277906e+02
9.908231404075619139e+03,1.108611415370964153e+02
9.908231427297849223e+03,1.108608997717959141e+02
9.908231450520077487e+03,1.108606579990452730e+02
9.908231473742307571e+03,1.108604162188066198e+02
9.908231496964537655e+03,1.108601744310989545e+02
9.908231520186767739e+03,1.108599326359222914e+02
9.908231543408996004e+03,1.108596908332956303e+02
9.908231566631226087e+03,1.108594490231810994e+02
9.908231589853456171e+03,1.108592072055976985e+02
9.908231613075686255e+03,1.108589653805454418e+02
9.908231636297914520e+03,1.108587235480433151e+02
9.908231659520144603e+03,1.108584817080534606e+02
9.908231682742374687e+03,1.108582398605948498e+02
9.908231705964604771e+03,1.108579980056675396e+02
9.908231729186833036e+03,1.108577561432904730e+02
9.908231752409063120e+03,1.108575142734258492e+02
9.908231775631293203e+03,1.108572723960925828e+02
9.908231798853523287e+03,1.108570305112907306e+02
9.908231822075751552e+03,1.108567886190393068e+02
9.908231845297981636e+03,1.108565467193004110e+02
9.908231868520211719e+03,1.108563048120930290e+02
9.908231891742441803e+03,1.108560628974172033e+02
9.908231914964670068e+03,1.108558209752919055e+02
9.908231938186900152e+03,1.108555790456792920e+02
9.908231961409130236e+03,1.108553371085983343e+02
9.908231984631360319e+03,1.108550951640490609e+02
9.908232007853588584e+03,1.108548532120504717e+02
9.908232031075818668e+03,1.108546112525646663e+02
9.908232054298048752e+03,1.108543692856106730e+02
9.908232077520278835e+03,1.108541273111885062e+02
9.908232100742507100e+03,1.108538853293171371e+02
9.908232123964737184e+03,1.108536433399586940e+02
9.908232147186967268e+03,1.108534013431321910e+02
9.908232170409197352e+03,1.108531593388376564e+02
9.908232193631425616e+03,1.108529173270940760e+02
9.908232216853655700e+03,1.108526753078635494e+02
9.908232240075885784e+03,1.108524332811651050e+02
9.908232263298115868e+03,1.108521912469987285e+02
9.908232286520344132e+03,1.108519492053834341e+02
9.908232309742574216e+03,1.108517071562813783e+02
9.908232332964804300e+03,1.108514650997115183e+02
9.908232356187034384e+03,1.108512230356738542e+02
9.908232379409262649e+03,1.108509809641874284e+02
9.908232402631492732e+03,1.108507388852143549e+02
9.908232425853722816e+03,1.108504967987736052e+02
9.908232449075952900e+03,1.108502547048652076e+02
9.908232472298181165e+03,1.108500126035081763e+02
9.908232495520411248e+03,1.108497704946646252e+02
9.908232518742641332e+03,1.108495283783535257e+02
9.908232541964871416e+03,1.108492862545749347e+02
9.908232565187099681e+03,1.108490441233478379e+02
9.908232588409329765e+03,1.108488019846343349e+02
9.908232611631559848e+03,1.108485598384534399e+02
9.908232634853789932e+03,1.108483176848051812e+02
9.908232658076018197e+03,1.108480755237085731e+02
9.908232681298248281e+03,1.108478333551256725e+02
9.908232704520478364e+03,1.108475911790755219e+02
9.908232727742708448e+03,1.108473489955581499e+02
9.908232750964936713e+03,1.108471068045925421e+02
9.908232774187166797e+03,1.108468646061407981e+02
9.908232797409396881e+03,1.108466224002219178e+02
9.908232820631626964e+03,1.108463801868359866e+02
9.908232843853855229e+03,1.108461379660019333e+02
9.908232867076085313e+03,1.108458957376818859e+02
9.908232890298315397e+03,1.108456535018948443e+02
9.908232913520545480e+03,1.108454112586408513e+02
9.908232936742773745e+03,1.108451690079388925e+02
9.908232959965003829e+03,1.108449267497510675e+02
9.908232983187233913e+03,1.108446844840964047e+02
9.908233006409463997e+03,1.108444422109748899e+02
9.908233029631692261e+03,1.108441999304055656e+02
9.908233052853922345e+03,1.108439576423505173e+02
9.908233076076152429e+03,1.108437153468287306e+02
9.908233099298382513e+03,1.108434730438402767e+02
9.908233122520610777e+03,1.108432307334041553e+02
9.908233145742840861e+03,1.108429884154824094e+02
9.908233168965070945e+03,1.108427460900940531e+02
9.908233192187301029e+03,1.108425037572391858e+02
9.908233215409529294e+03,1.108422614169367790e+02
9.908233238631759377e+03,1.108420190691488756e+02
9.908233261853989461e+03,1.108417767138945464e+02
