Time (BJD_TBD - 2450000), F_f/F_star (ppm)
1.062594821759266779e+04,1.067840433314612802e+01
1.062594823627046208e+04,1.067792877826874154e+01
1.062594825494825454e+04,1.067745323315964434e+01
1.062594827362604883e+04,1.067697769772632377e+01
1.062594829230384312e+04,1.067650217201514273e+01
1.062594831098163559e+04,1.067602665607251566e+01
1.062594832965942987e+04,1.067555114980588549e+01
1.062594834833722416e+04,1.067507565326162933e+01
1.062594836701501663e+04,1.067460016648614562e+01
1.062594838569281092e+04,1.067412468938689507e+01
1.062594840437060520e+04,1.067364922201025124e+01
1.062594842304839767e+04,1.067317376440260723e+01
1.062594844172619196e+04,1.067269831647142375e+01
1.062594846040398625e+04,1.067222287826309923e+01
1.062594847908178053e+04,1.067174744977770295e+01
1.062594849775957300e+04,1.067127203106160493e+01
1.062594851643736729e+04,1.067079662202227119e+01
1.062594853511516158e+04,1.067032122270608596e+01
1.062594855379295404e+04,1.066984583315945478e+01
1.062594857247074833e+04,1.066937045328983302e+01
1.062594859114854262e+04,1.066889508314360135e+01
1.062594860982633509e+04,1.066841972276710493e+01
1.062594862850412937e+04,1.066794437206788437e+01
1.062594864718192366e+04,1.066746903109226352e+01
1.062594866585971613e+04,1.066699369988664614e+01
1.062594868453751042e+04,1.066651837835849825e+01
1.062594870321530470e+04,1.066604306655420942e+01
1.062594872189309717e+04,1.066556776452014255e+01
1.062594874057089146e+04,1.066509247216379563e+01
1.062594875924868575e+04,1.066461718953151383e+01
1.062594877792647821e+04,1.066414191666968669e+01
1.062594879660427250e+04,1.066366665348579801e+01
1.062594881528206679e+04,1.066319140002624977e+01
1.062594883395985926e+04,1.066271615633736580e+01
1.062594885263765354e+04,1.066224092232664944e+01
1.062594887131544783e+04,1.066176569804050800e+01
1.062594888999324030e+04,1.066129048352525821e+01
1.062594890867103459e+04,1.066081527868841761e+01
1.062594892734882887e+04,1.066034008357637042e+01
1.062594894602662316e+04,1.065986489818916993e+01
1.062594896470441563e+04,1.065938972257317552e+01
1.062594898338220992e+04,1.065891455663592780e+01
1.062594900206000420e+04,1.065843940042375415e+01
1.062594902073779667e+04,1.065796425398302105e+01
1.062594903941559096e+04,1.065748911722124781e+01
1.062594905809338525e+04,1.065701399018480444e+01
1.062594907677117772e+04,1.065653887292003077e+01
1.062594909544897200e+04,1.065606376533445676e+01
1.062594911412676629e+04,1.065558866747442046e+01
1.062594913280455876e+04,1.065511357938628478e+01
1.062594915148235305e+04,1.065463850097758502e+01
1.062594917016014733e+04,1.065416343229467344e+01
1.062594918883793980e+04,1.065368837338388275e+01
1.062594920751573409e+04,1.065321332415275357e+01
1.062594922619352838e+04,1.065273828464765593e+01
1.062594924487132084e+04,1.065226325491489767e+01
1.062594926354911513e+04,1.065178823486203719e+01
1.062594928222690942e+04,1.065131322453541785e+01
1.062594930090470189e+04,1.065083822398139723e+01
1.062594931958249617e+04,1.065036323310751776e+01
