Time (BJD_TBD - 2450000), F_d/F_star (ppm)
9.882460428240709007e+03,1.341737216603895888e+02
9.882460446256400246e+03,1.341761227675074508e+02
9.882460464272089666e+03,1.341785238434531493e+02
9.882460482287780906e+03,1.341809248887096828e+02
9.882460500303470326e+03,1.341833259027903580e+02
9.882460518319161565e+03,1.341857268861780312e+02
9.882460536334850985e+03,1.341881278383860661e+02
9.882460554350542225e+03,1.341905287598973757e+02
9.882460572366233464e+03,1.341929296504677893e+02
9.882460590381922884e+03,1.341953305098528233e+02
9.882460608397614124e+03,1.341977313385355615e+02
9.882460626413303544e+03,1.342001321360293389e+02
9.882460644428994783e+03,1.342025329028169836e+02
9.882460662444684203e+03,1.342049336384118874e+02
9.882460680460375443e+03,1.342073343432969637e+02
9.882460698476066682e+03,1.342097350172278993e+02
9.882460716491756102e+03,1.342121356599604383e+02
9.882460734507447341e+03,1.342145362719775221e+02
9.882460752523136762e+03,1.342169368527924860e+02
9.882460770538828001e+03,1.342193374028881863e+02
9.882460788554517421e+03,1.342217379217780433e+02
9.882460806570208661e+03,1.342241384099448851e+02
9.882460824585899900e+03,1.342265388671444555e+02
9.882460842601589320e+03,1.342289392931325835e+02
9.882460860617280559e+03,1.342313396883921257e+02
9.882460878632969980e+03,1.342337400524363602e+02
9.882460896648661219e+03,1.342361403857482287e+02
9.882460914664350639e+03,1.342385406878411231e+02
9.882460932680041878e+03,1.342409409591978715e+02
9.882460950695733118e+03,1.342433411995742745e+02
9.882460968711422538e+03,1.342457414087260759e+02
9.882460986727113777e+03,1.342481415871361037e+02
9.882461004742803198e+03,1.342505417343178067e+02
9.882461022758494437e+03,1.342529418507539560e+02
9.882461040774183857e+03,1.342553419359580005e+02
9.882461058789875096e+03,1.342577419904127680e+02
9.882461076805566336e+03,1.342601420138740309e+02
9.882461094821255756e+03,1.342625420060976182e+02
9.882461112836946995e+03,1.342649419675663296e+02
9.882461130852636416e+03,1.342673418977935285e+02
9.882461148868327655e+03,1.342697417972620713e+02
9.882461166884017075e+03,1.342721416654854067e+02
9.882461184899708314e+03,1.342745415029463061e+02
9.882461202915399554e+03,1.342769413094005984e+02
9.882461220931088974e+03,1.342793410846041127e+02
9.882461238946780213e+03,1.342817408290395633e+02
9.882461256962469633e+03,1.342841405422203991e+02
9.882461274978160873e+03,1.342865402246295048e+02
9.882461292993850293e+03,1.342889398757802724e+02
9.882461311009541532e+03,1.342913394961554445e+02
9.882461329025232772e+03,1.342937390855108788e+02
9.882461347040922192e+03,1.342961386436024043e+02
9.882461365056613431e+03,1.342985381709127637e+02
9.882461383072302851e+03,1.343009376669554342e+02
9.882461401087994091e+03,1.343033371322131586e+02
9.882461419103683511e+03,1.343057365661994424e+02
9.882461437119374750e+03,1.343081359693970285e+02
9.882461455135065989e+03,1.343105353415617458e+02
9.882461473150755410e+03,1.343129346824495371e+02
9.882461491166446649e+03,1.343153339925428895e+02
9.882461509182136069e+03,1.343177332713554790e+02
9.882461527197827309e+03,1.343201325193700200e+02
9.882461545213516729e+03,1.343225317361000180e+02
9.882461563229207968e+03,1.343249309220281589e+02
9.882461581244899207e+03,1.343273300769103287e+02
9.882461599260588628e+03,1.343297292005023564e+02
9.882461617276279867e+03,1.343321282932869565e+02
9.882461635291969287e+03,1.343345273547776060e+02
9.882461653307660526e+03,1.343369263854571045e+02
9.882461671323349947e+03,1.343393253848389577e+02
9.882461689339041186e+03,1.343417243534058230e+02
9.882461707354732425e+03,1.343441232909135294e+02
9.882461725370421846e+03,1.343465221971181052e+02
9.882461743386113085e+03,1.343489210725020087e+02
9.882461761401802505e+03,1.343513199165789729e+02
9.882461779417493744e+03,1.343537187298315132e+02
9.882461797433183165e+03,1.343561175117734194e+02
9.882461815448874404e+03,1.343585162628871217e+02
9.882461833464563824e+03,1.343609149826864666e+02
9.882461851480255064e+03,1.343633136716538274e+02
9.882461869495946303e+03,1.343657123295452607e+02
9.882461887511635723e+03,1.343681109561165954e+02
9.882461905527326962e+03,1.343705095518504606e+02
9.882461923543016383e+03,1.343729081162605326e+02
9.882461941558707622e+03,1.343753066498292981e+02
9.882461959574397042e+03,1.343777051520705754e+02
9.882461977590088281e+03,1.343801036234667379e+02
9.882461995605779521e+03,1.343825020637738419e+02
9.882462013621468941e+03,1.343849004727478018e+02
9.882462031637160180e+03,1.343872988508711046e+02
9.882462049652849601e+03,1.343896971976575401e+02
9.882462067668540840e+03,1.343920955135895383e+02
9.882462085684230260e+03,1.343944937981808891e+02
9.882462103699921499e+03,1.343968920519140795e+02
9.882462121715612739e+03,1.343992902745450806e+02
9.882462139731302159e+03,1.344016884658297784e+02
9.882462157746993398e+03,1.344040866262507166e+02
9.882462175762682818e+03,1.344064847553216850e+02
9.882462193778374058e+03,1.344088828535250855e+02
9.882462211794063478e+03,1.344112809203747645e+02
9.882462229809754717e+03,1.344136789563531806e+02
9.882462247825445957e+03,1.344160769612161914e+02
9.882462265841135377e+03,1.344184749347199102e+02
9.882462283856826616e+03,1.344208728773466532e+02
9.882462301872516036e+03,1.344232707886104095e+02
9.882462319888207276e+03,1.344256686689933815e+02
9.882462337903896696e+03,1.344280665180095866e+02
9.882462355919587935e+03,1.344304643361413127e+02
9.882462373935279174e+03,1.344328621231446448e+02
9.882462391950968595e+03,1.344352598787754687e+02
9.882462409966659834e+03,1.344376576035162998e+02
9.882462427982349254e+03,1.344400552968809563e+02
9.882462445998040494e+03,1.344424529593517548e+02
9.882462464013729914e+03,1.344448505904426838e+02
9.882462482029421153e+03,1.344472481906359747e+02
9.882462500045112392e+03,1.344496457596877690e+02
9.882462518060801813e+03,1.344520432973540380e+02
9.882462536076493052e+03,1.344544408041170698e+02
9.882462554092182472e+03,1.344568382794909098e+02
9.882462572107873712e+03,1.344592357239577325e+02
9.882462590123563132e+03,1.344616331370315265e+02
9.882462608139254371e+03,1.344640305191946936e+02
9.882462626154945610e+03,1.344664278702031481e+02
9.882462644170635031e+03,1.344688251898130034e+02
9.882462662186326270e+03,1.344712224785064905e+02
9.882462680202015690e+03,1.344736197357977119e+02
9.882462698217706929e+03,1.344760169621687567e+02
9.882462716233396350e+03,1.344784141571337557e+02
9.882462734249087589e+03,1.344808113211748832e+02
9.882462752264778828e+03,1.344832084540482526e+02
9.882462770280468249e+03,1.344856055555099772e+02
9.882462788296159488e+03,1.344880026260421744e+02
9.882462806311848908e+03,1.344903996651589750e+02
9.882462824327540147e+03,1.344927966733424967e+02
9.882462842343229568e+03,1.344951936501068417e+02
9.882462860358920807e+03,1.344975905959342697e+02
9.882462878374612046e+03,1.344999875105807803e+02
9.882462896390301466e+03,1.345023843938025152e+02
9.882462914405992706e+03,1.345047812460816488e+02
9.882462932421682126e+03,1.345071780669322834e+02
9.882462950437373365e+03,1.345095748568365366e+02
9.882462968453062786e+03,1.345119716153085392e+02
9.882462986468754025e+03,1.345143683428304087e+02
9.882463004484445264e+03,1.345167650391582868e+02
9.882463022500134684e+03,1.345191617040483720e+02
9.882463040515825924e+03,1.345215583379826683e+02
9.882463058531515344e+03,1.345239549404753632e+02
9.882463076547206583e+03,1.345263515120086026e+02
9.882463094562896003e+03,1.345287480520964323e+02
9.882463112578587243e+03,1.345311445612211116e+02
9.882463130594278482e+03,1.345335410391386119e+02
9.882463148609967902e+03,1.345359374856052170e+02
9.882463166625659142e+03,1.345383339011029022e+02
9.882463184641348562e+03,1.345407302851459690e+02
