Time (BJD_TBD - 2450000), F_planets/F_star (ppm)
1.014846018518507481e+04,1.142517670471289421e+03
1.014846020605984813e+04,1.142555071241799396e+03
1.014846022693461964e+04,1.142592469462959571e+03
1.014846024780939297e+04,1.142629865141073651e+03
1.014846026868416629e+04,1.142667258272668732e+03
1.014846028955893780e+04,1.142704648854271909e+03
1.014846031043371113e+04,1.142742036892185524e+03
1.014846033130848264e+04,1.142779422379680227e+03
1.014846035218325596e+04,1.142816805323056997e+03
1.014846037305802929e+04,1.142854185718843382e+03
1.014846039393280080e+04,1.142891563563568297e+03
1.014846041480757413e+04,1.142928938863532494e+03
1.014846043568234745e+04,1.142966311615264203e+03
1.014846045655711896e+04,1.143003681815293930e+03
1.014846047743189229e+04,1.143041049469919699e+03
1.014846049830666561e+04,1.143078414575670649e+03
1.014846051918143712e+04,1.143115777129077969e+03
1.014846054005621045e+04,1.143153137136438545e+03
1.014846056093098196e+04,1.143190494591028028e+03
1.014846058180575528e+04,1.143227849499143076e+03
1.014846060268052861e+04,1.143265201857313514e+03
1.014846062355530012e+04,1.143302551662072119e+03
1.014846064443007344e+04,1.143339898919713505e+03
1.014846066530484677e+04,1.143377243626769314e+03
1.014846068617961828e+04,1.143414585779771642e+03
1.014846070705439161e+04,1.143451925385015102e+03
1.014846072792916493e+04,1.143489262439031791e+03
1.014846074880393644e+04,1.143526596938354487e+03
1.014846076967870977e+04,1.143563928889275530e+03
1.014846079055348127e+04,1.143601258285076483e+03
1.014846081142825460e+04,1.143638585132048092e+03
1.014846083230302793e+04,1.143675909426724047e+03
1.014846085317779944e+04,1.143713231165638945e+03
1.014846087405257276e+04,1.143750550355082623e+03
1.014846089492734609e+04,1.143787866991590818e+03
1.014846091580211760e+04,1.143825181071696761e+03
1.014846093667689092e+04,1.143862492601691201e+03
1.014846095755166243e+04,1.143899801574856838e+03
1.014846097842643576e+04,1.143937107997483281e+03
1.014846099930120909e+04,1.143974411866105356e+03
1.014846102017598059e+04,1.144011713177259480e+03
1.014846104105075392e+04,1.144049011937232535e+03
1.014846106192552725e+04,1.144086308142560938e+03
1.014846108280029875e+04,1.144123601789781787e+03
1.014846110367507208e+04,1.144160892885180829e+03
1.014846112454984541e+04,1.144198181425294479e+03
1.014846114542461692e+04,1.144235467406660973e+03
1.014846116629939024e+04,1.144272750835564921e+03
1.014846118717416175e+04,1.144310031705295387e+03
1.014846120804893508e+04,1.144347310022135844e+03
1.014846122892370840e+04,1.144384585782624754e+03
1.014846124979847991e+04,1.144421858983300808e+03
1.014846127067325324e+04,1.144459129630446569e+03
1.014846129154802657e+04,1.144496397720601180e+03
1.014846131242279807e+04,1.144533663250303562e+03
1.014846133329757140e+04,1.144570926225834683e+03
1.014846135417234473e+04,1.144608186643735962e+03
1.014846137504711623e+04,1.144645444500545636e+03
1.014846139592188956e+04,1.144682699802544221e+03
1.014846141679666107e+04,1.144719952543027148e+03
1.014846143767143440e+04,1.144757202728272432e+03
1.014846145854620772e+04,1.144794450354820356e+03
1.014846147942097923e+04,1.144831695419213474e+03
1.014846150029575256e+04,1.144868937927729348e+03
1.014846152117052588e+04,1.144906177876909169e+03
1.014846154204529739e+04,1.144943415263295492e+03
1.014846156292007072e+04,1.144980650093164286e+03
