Time (BJD_TBD - 2450000), F_f/F_star (ppm)
9.882460428240709007e+03,3.105538333841005993e+01
9.882460446256400246e+03,3.105610184901464521e+01
9.882460464272089666e+03,3.105682036551108283e+01
9.882460482287780906e+03,3.105753888804433771e+01
9.882460500303470326e+03,3.105825741646923888e+01
9.882460518319161565e+03,3.105897595093075481e+01
9.882460536334850985e+03,3.105969449128367899e+01
9.882460554350542225e+03,3.106041303767300832e+01
9.882460572366233464e+03,3.106113159002607915e+01
9.882460590381922884e+03,3.106185014827024560e+01
9.882460608397614124e+03,3.106256871255047969e+01
9.882460626413303544e+03,3.106328728272157491e+01
9.882460644428994783e+03,3.106400585892853172e+01
9.882460662444684203e+03,3.106472444102614716e+01
9.882460680460375443e+03,3.106544302915940747e+01
9.882460698476066682e+03,3.106616162325565256e+01
9.882460716491756102e+03,3.106688022324219745e+01
9.882460734507447341e+03,3.106759882926408523e+01
9.882460752523136762e+03,3.106831744117606675e+01
9.882460770538828001e+03,3.106903605912315314e+01
9.882460788554517421e+03,3.106975468296012011e+01
9.882460806570208661e+03,3.107047331283198588e+01
9.882460824585899900e+03,3.107119194866606193e+01
9.882460842601589320e+03,3.107191059038970948e+01
9.882460860617280559e+03,3.107262923814791122e+01
9.882460878632969980e+03,3.107334789179544643e+01
9.882460896648661219e+03,3.107406655147733332e+01
9.882460914664350639e+03,3.107478521704835472e+01
9.882460932680041878e+03,3.107550388865349333e+01
9.882460950695733118e+03,3.107622256622010326e+01
9.882460968711422538e+03,3.107694124967550664e+01
9.882460986727113777e+03,3.107765993916470748e+01
9.882461004742803198e+03,3.107837863454247440e+01
9.882461022758494437e+03,3.107909733595384338e+01
9.882461040774183857e+03,3.107981604325357594e+01
9.882461058789875096e+03,3.108053475658666898e+01
9.882461076805566336e+03,3.108125347588047305e+01
9.882461094821255756e+03,3.108197220106230318e+01
9.882461112836946995e+03,3.108269093227717761e+01
9.882461130852636416e+03,3.108340966937987204e+01
9.882461148868327655e+03,3.108412841251539760e+01
9.882461166884017075e+03,3.108484716153850513e+01
9.882461184899708314e+03,3.108556591659423418e+01
9.882461202915399554e+03,3.108628467760991754e+01
9.882461220931088974e+03,3.108700344451285957e+01
9.882461238946780213e+03,3.108772221744808917e+01
9.882461256962469633e+03,3.108844099627035718e+01
9.882461274978160873e+03,3.108915978112471734e+01
9.882461292993850293e+03,3.108987857186590986e+01
9.882461311009541532e+03,3.109059736863895296e+01
9.882461329025232772e+03,3.109131617137117587e+01
9.882461347040922192e+03,3.109203497998989363e+01
9.882461365056613431e+03,3.109275379464015998e+01
9.882461383072302851e+03,3.109347261517669736e+01
9.882461401087994091e+03,3.109419144174456306e+01
9.882461419103683511e+03,3.109491027419848663e+01
9.882461437119374750e+03,3.109562911268352536e+01
9.882461455135065989e+03,3.109634795712697297e+01
9.882461473150755410e+03,3.109706680745614449e+01
9.882461491166446649e+03,3.109778566381611853e+01
9.882461509182136069e+03,3.109850452606160331e+01
9.882461527197827309e+03,3.109922339433764549e+01
9.882461545213516729e+03,3.109994226849898524e+01
9.882461563229207968e+03,3.110066114869067277e+01
9.882461581244899207e+03,3.110138003484003022e+01
9.882461599260588628e+03,3.110209892687435485e+01
9.882461617276279867e+03,3.110281782493870395e+01
9.882461635291969287e+03,3.110353672888778931e+01
9.882461653307660526e+03,3.110425563886668598e+01
9.882461671323349947e+03,3.110497455473013062e+01
