Time (BJD_TBD - 2450000), F_b/F_star (ppm)
9.891595520833507180e+03,7.549045486938390468e+02
9.891595543725843527e+03,7.549313145334325554e+02
9.891595566618178054e+03,7.549580774243192991e+02
9.891595589510514401e+03,7.549848373705098084e+02
9.891595612402848928e+03,7.550115943675089056e+02
9.891595635295185275e+03,7.550383484193263257e+02
9.891595658187519803e+03,7.550650995214680279e+02
9.891595681079856149e+03,7.550918476779424964e+02
9.891595703972190677e+03,7.551185928842566000e+02
9.891595726864527023e+03,7.551453351444183681e+02
9.891595749756863370e+03,7.551720744560601588e+02
9.891595772649197897e+03,7.551988108168151257e+02
9.891595795541534244e+03,7.552255442306900477e+02
9.891595818433868772e+03,7.552522746931941811e+02
9.891595841326205118e+03,7.552790022083332815e+02
9.891595864218539646e+03,7.553057267716172873e+02
9.891595887110875992e+03,7.553324483870513859e+02
9.891595910003210520e+03,7.553591670501466524e+02
9.891595932895546866e+03,7.553858827649072509e+02
9.891595955787881394e+03,7.554125955268450525e+02
9.891595978680217740e+03,7.554393053399634255e+02
9.891596001572554087e+03,7.554660122018974562e+02
9.891596024464888615e+03,7.554927161102833679e+02
9.891596047357224961e+03,7.555194170691228237e+02
9.891596070249559489e+03,7.555461150739305367e+02
9.891596093141895835e+03,7.555728101287077152e+02
9.891596116034230363e+03,7.555995022289696408e+02
9.891596138926566709e+03,7.556261913787163849e+02
9.891596161818901237e+03,7.556528775734649344e+02
9.891596184711237584e+03,7.556795608172137690e+02
9.891596207603573930e+03,7.557062411076009312e+02
9.891596230495908458e+03,7.557329184422650314e+02
9.891596253388244804e+03,7.557595928252036401e+02
9.891596276280579332e+03,7.557862642519359042e+02
9.891596299172915678e+03,7.558129327264587118e+02
9.891596322065250206e+03,7.558395982442923469e+02
9.891596344957586552e+03,7.558662608094324469e+02
9.891596367849921080e+03,7.558929204174007737e+02
9.891596390742257427e+03,7.559195770721918279e+02
9.891596413634591954e+03,7.559462307693282810e+02
9.891596436526928301e+03,7.559728815128040651e+02
9.891596459419264647e+03,7.559995293002594963e+02
9.891596482311599175e+03,7.560261741293364821e+02
9.891596505203935521e+03,7.560528160040273633e+02
9.891596528096270049e+03,7.560794549198570849e+02
9.891596550988606396e+03,7.561060908808175327e+02
9.891596573880940923e+03,7.561327238824344477e+02
9.891596596773277270e+03,7.561593539286989198e+02
9.891596619665611797e+03,7.561859810151374859e+02
9.891596642557948144e+03,7.562126051457404401e+02
9.891596665450284490e+03,7.562392263181504859e+02
9.891596688342619018e+03,7.562658445300115773e+02
9.891596711234955364e+03,7.562924597853126443e+02
9.891596734127289892e+03,7.563190720795824973e+02
9.891596757019626239e+03,7.563456814168094979e+02
9.891596779911960766e+03,7.563722877925232524e+02
9.891596802804297113e+03,7.563988912107116676e+02
9.891596825696631640e+03,7.564254916669051454e+02
9.891596848588967987e+03,7.564520891650901149e+02
9.891596871481304333e+03,7.564786837029118942e+02
9.891596894373638861e+03,7.565052752780164838e+02
9.891596917265975208e+03,7.565318638943889482e+02
9.891596940158309735e+03,7.565584495475626454e+02
9.891596963050646082e+03,7.565850322415216169e+02
9.891596985942980609e+03,7.566116119718005848e+02
9.891597008835316956e+03,7.566381887423825674e+02
9.891597031727651483e+03,7.566647625488033100e+02
9.891597054619987830e+03,7.566913333950449214e+02
9.891597077512322358e+03,7.567179012766441701e+02
9.891597100404658704e+03,7.567444661975819145e+02
9.891597123296995051e+03,7.567710281555067695e+02
9.891597146189329578e+03,7.567975871480673504e+02
9.891597169081665925e+03,7.568241431792438334e+02
9.891597191974000452e+03,7.568506962445752606e+02
9.891597214866336799e+03,7.568772463480408987e+02
9.891597237758671326e+03,7.569037934851806995e+02
9.891597260651007673e+03,7.569303376599729063e+02
9.891597283543342201e+03,7.569568788679584941e+02
9.891597306435678547e+03,7.569834171131149105e+02
9.891597329328014894e+03,7.570099523930924761e+02
9.891597352220349421e+03,7.570364847055427617e+02
9.891597375112685768e+03,7.570630140544417372e+02
9.891597398005020295e+03,7.570895404353328786e+02
9.891597420897356642e+03,7.571160638521912460e+02
9.891597443789691170e+03,7.571425843005614524e+02
9.891597466682027516e+03,7.571691017844177622e+02
9.891597489574362044e+03,7.571956162993059252e+02
9.891597512466698390e+03,7.572221278491986141e+02
9.891597535359032918e+03,7.572486364296431702e+02
9.891597558251369264e+03,7.572751420446116981e+02
9.891597581143705611e+03,7.573016446917573603e+02
9.891597604036040138e+03,7.573281443687347974e+02
9.891597626928376485e+03,7.573546410795146357e+02
9.891597649820711013e+03,7.573811348196464905e+02
9.891597672713047359e+03,7.574076255931000787e+02
9.891597695605381887e+03,7.574341133954256975e+02
9.891597718497718233e+03,7.574605982305927228e+02
9.891597741390052761e+03,7.574870800941521338e+02
9.891597764282389107e+03,7.575135589900723971e+02
9.891597787174725454e+03,7.575400349160088354e+02
9.891597810067059982e+03,7.575665078696187038e+02
9.891597832959396328e+03,7.575929778548687636e+02
9.891597855851730856e+03,7.576194448673126089e+02
9.891597878744067202e+03,7.576459089109164324e+02
9.891597901636401730e+03,7.576723699812347377e+02
