Time (BJD_TBD - 2450000), F_c/F_star (ppm)
9.882460428240709007e+03,5.524006103897785351e+02
9.882460446256400246e+03,5.524058788635297788e+02
9.882460464272089666e+03,5.524111467584554021e+02
9.882460482287780906e+03,5.524164140756080315e+02
9.882460500303470326e+03,5.524216808139120758e+02
9.882460518319161565e+03,5.524269469744200478e+02
9.882460536334850985e+03,5.524322125560564700e+02
9.882460554350542225e+03,5.524374775598736278e+02
9.882460572366233464e+03,5.524427419853282117e+02
9.882460590381922884e+03,5.524480058318769125e+02
9.882460608397614124e+03,5.524532691005716742e+02
9.882460626413303544e+03,5.524585317903379291e+02
9.882460644428994783e+03,5.524637939022269393e+02
9.882460662444684203e+03,5.524690554351644778e+02
9.882460680460375443e+03,5.524743163902018068e+02
9.882460698476066682e+03,5.524795767667959581e+02
9.882460716491756102e+03,5.524848365644044179e+02
9.882460734507447341e+03,5.524900957840779938e+02
9.882460752523136762e+03,5.524953544247429136e+02
9.882460770538828001e+03,5.525006124874497573e+02
9.882460788554517421e+03,5.525058699711252075e+02
9.882460806570208661e+03,5.525111268768195032e+02
9.882460824585899900e+03,5.525163832039902445e+02
9.882460842601589320e+03,5.525216389520952589e+02
9.882460860617280559e+03,5.525268941221844443e+02
9.882460878632969980e+03,5.525321487131852791e+02
9.882460896648661219e+03,5.525374027261470928e+02
9.882460914664350639e+03,5.525426561599975912e+02
9.882460932680041878e+03,5.525479090157861037e+02
9.882460950695733118e+03,5.525531612929706853e+02
9.882460968711422538e+03,5.525584129910097317e+02
9.882460986727113777e+03,5.525636641109521179e+02
9.882461004742803198e+03,5.525689146517261179e+02
9.882461022758494437e+03,5.525741646143804928e+02
9.882461040774183857e+03,5.525794139978436306e+02
9.882461058789875096e+03,5.525846628031640648e+02
9.882461076805566336e+03,5.525899110298003052e+02
9.882461094821255756e+03,5.525951586772110886e+02
9.882461112836946995e+03,5.526004057464446078e+02
9.882461130852636416e+03,5.526056522364297052e+02
9.882461148868327655e+03,5.526108981482146874e+02
9.882461166884017075e+03,5.526161434807285104e+02
9.882461184899708314e+03,5.526213882350190261e+02
9.882461202915399554e+03,5.526266324105450849e+02
9.882461220931088974e+03,5.526318760067657649e+02
9.882461238946780213e+03,5.526371190247286904e+02
9.882461256962469633e+03,5.526423614633634998e+02
9.882461274978160873e+03,5.526476033237173624e+02
9.882461292993850293e+03,5.526528446047203715e+02
9.882461311009541532e+03,5.526580853074194692e+02
9.882461329025232772e+03,5.526633254312739609e+02
9.882461347040922192e+03,5.526685649757432657e+02
9.882461365056613431e+03,5.526738039418743256e+02
9.882461383072302851e+03,5.526790423285974612e+02
9.882461401087994091e+03,5.526842801369592735e+02
9.882461419103683511e+03,5.526895173658903104e+02
9.882461437119374750e+03,5.526947540164370594e+02
9.882461455135065989e+03,5.526999900880589394e+02
9.882461473150755410e+03,5.527052255802161653e+02
9.882461491166446649e+03,5.527104604939545425e+02
9.882461509182136069e+03,5.527156948282053008e+02
9.882461527197827309e+03,5.527209285840141320e+02
9.882461545213516729e+03,5.527261617603127206e+02
9.882461563229207968e+03,5.527313943581464173e+02
9.882461581244899207e+03,5.527366263769753232e+02
9.882461599260588628e+03,5.527418578162598806e+02
9.882461617276279867e+03,5.527470886770450988e+02
9.882461635291969287e+03,5.527523189582631176e+02
9.882461653307660526e+03,5.527575486609587188e+02
9.882461671323349947e+03,5.527627777840647241e+02
9.882461689339041186e+03,5.527680063286253471e+02
9.882461707354732425e+03,5.527732342941010302e+02
9.882461725370421846e+03,5.527784616799528976e+02
9.882461743386113085e+03,5.527836884872250494e+02
9.882461761401802505e+03,5.527889147148504208e+02
9.882461779417493744e+03,5.527941403638732254e+02
9.882461797433183165e+03,5.527993654332265123e+02
9.882461815448874404e+03,5.528045899239542678e+02
9.882461833464563824e+03,5.528098138349898818e+02
9.882461851480255064e+03,5.528150371673768859e+02
9.882461869495946303e+03,5.528202599205764045e+02
9.882461887511635723e+03,5.528254820940496757e+02
9.882461905527326962e+03,5.528307036888401171e+02
9.882461923543016383e+03,5.528359247038815738e+02
9.882461941558707622e+03,5.528411451402171224e+02
9.882461959574397042e+03,5.528463649967811762e+02
9.882461977590088281e+03,5.528515842746163571e+02
9.882461995605779521e+03,5.528568029731842444e+02
9.882462013621468941e+03,5.528620210919464171e+02
9.882462031637160180e+03,5.528672386319454972e+02
9.882462049652849601e+03,5.528724555921162391e+02
9.882462067668540840e+03,5.528776719735008101e+02
9.882462085684230260e+03,5.528828877750345328e+02
9.882462103699921499e+03,5.528881029977591197e+02
9.882462121715612739e+03,5.528933176411366048e+02
9.882462139731302159e+03,5.528985317046291357e+02
9.882462157746993398e+03,5.529037451892783110e+02
9.882462175762682818e+03,5.529089580940197948e+02
9.882462193778374058e+03,5.529141704198950720e+02
9.882462211794063478e+03,5.529193821658399202e+02
9.882462229809754717e+03,5.529245933328957108e+02
9.882462247825445957e+03,5.529298039205247051e+02
9.882462265841135377e+03,5.529350139281893917e+02
9.882462283856826616e+03,5.529402233569304599e+02
9.882462301872516036e+03,5.529454322056848241e+02
9.882462319888207276e+03,5.529506404754926052e+02
9.882462337903896696e+03,5.529558481652909450e+02
9.882462355919587935e+03,5.529610552761201916e+02
9.882462373935279174e+03,5.529662618074427201e+02
9.882462391950968595e+03,5.529714677587218148e+02
9.882462409966659834e+03,5.529766731309972556e+02
9.882462427982349254e+03,5.529818779232066390e+02
9.882462445998040494e+03,5.529870821363896312e+02
9.882462464013729914e+03,5.529922857694839422e+02
9.882462482029421153e+03,5.529974888235287835e+02
9.882462500045112392e+03,5.530026912979877807e+02
9.882462518060801813e+03,5.530078931923238770e+02
9.882462536076493052e+03,5.530130945075766249e+02
9.882462554092182472e+03,5.530182952426839620e+02
9.882462572107873712e+03,5.530234953986849860e+02
9.882462590123563132e+03,5.530286949745179754e+02
9.882462608139254371e+03,5.530338939712219144e+02
9.882462626154945610e+03,5.530390923882600873e+02
9.882462644170635031e+03,5.530442902250965744e+02
9.882462662186326270e+03,5.530494874827694503e+02
9.882462680202015690e+03,5.530546841602181303e+02
9.882462698217706929e+03,5.530598802584804616e+02
9.882462716233396350e+03,5.530650757764957461e+02
9.882462734249087589e+03,5.530702707153020583e+02
9.882462752264778828e+03,5.530754650743631373e+02
9.882462770280468249e+03,5.530806588531434045e+02
9.882462788296159488e+03,5.530858520526803659e+02
9.882462806311848908e+03,5.530910446719138918e+02
9.882462824327540147e+03,5.530962367118812608e+02
9.882462842343229568e+03,5.531014281715226844e+02
9.882462860358920807e+03,5.531066190518752137e+02
9.882462878374612046e+03,5.531118093524031565e+02
9.882462896390301466e+03,5.531169990725711614e+02
9.882462914405992706e+03,5.531221882134162797e+02
9.882462932421682126e+03,5.531273767738788365e+02
9.882462950437373365e+03,5.531325647549955420e+02
9.882462968453062786e+03,5.531377521557072896e+02
9.882462986468754025e+03,5.531429389770503349e+02
9.882463004484445264e+03,5.531481252184894402e+02
9.882463022500134684e+03,5.531533108794898226e+02
9.882463040515825924e+03,5.531584959610873966e+02
9.882463058531515344e+03,5.531636804622235104e+02
9.882463076547206583e+03,5.531688643839341921e+02
9.882463094562896003e+03,5.531740477251609036e+02
9.882463112578587243e+03,5.531792304869393320e+02
9.882463130594278482e+03,5.531844126687344669e+02
9.882463148609967902e+03,5.531895942700119804e+02
9.882463166625659142e+03,5.531947752918071046e+02
9.882463184641348562e+03,5.531999557330619837e+02
9.882463202657039801e+03,5.532051355948116225e+02
9.882463220672729221e+03,5.532103148759983924e+02
9.882463238688420461e+03,5.532154935776572984e+02
9.882463256704111700e+03,5.532206716992537849e+02
9.882463274719801120e+03,5.532258492402537513e+02
9.882463292735492359e+03,5.532310262016917477e+02
9.882463310751181780e+03,5.532362025825107139e+02
9.882463328766873019e+03,5.532413783837446317e+02
9.882463346782562439e+03,5.532465536043373504e+02
9.882463364798253679e+03,5.532517282453222833e+02
9.882463382813944918e+03,5.532569023061657845e+02
9.882463400829634338e+03,5.532620757863340941e+02
9.882463418845325577e+03,5.532672486868606256e+02
9.882463436861014998e+03,5.532724210066895694e+02
9.882463454876706237e+03,5.532775927468539976e+02
9.882463472892395657e+03,5.532827639062982144e+02
9.882463490908086897e+03,5.532879344860555193e+02
9.882463508923778136e+03,5.532931044855919254e+02
9.882463526939467556e+03,5.532982739043746960e+02
9.882463544955158795e+03,5.533034427434361078e+02
9.882463562970848216e+03,5.533086110017212604e+02
9.882463580986539455e+03,5.533137786802625442e+02
9.882463599002228875e+03,5.533189457780050589e+02
9.882463617017920114e+03,5.533241122959808536e+02
9.882463635033611354e+03,5.533292782336570781e+02
9.882463653049300774e+03,5.533344435905007686e+02
9.882463671064992013e+03,5.533396083675438604e+02
9.882463689080681434e+03,5.533447725637320218e+02
9.882463707096372673e+03,5.533499361800968472e+02
9.882463725112062093e+03,5.533550992155842323e+02
9.882463743127753332e+03,5.533602616712257714e+02
9.882463761143444572e+03,5.533654235464886142e+02
9.882463779159133992e+03,5.533705848408404790e+02
9.882463797174825231e+03,5.533757455553121645e+02
9.882463815190514651e+03,5.533809056888504756e+02
9.882463833206205891e+03,5.533860652424862110e+02
9.882463851221895311e+03,5.533912242151659484e+02
9.882463869237586550e+03,5.533963826079203727e+02
