Time (BJD_TBD - 2450000), F_planets/F_star (ppm)
9.896128576389048249e+03,1.309769521623720493e+03
9.896128599245501391e+03,1.309799498659480150e+03
9.896128622101952715e+03,1.309829473535740135e+03
9.896128644958405857e+03,1.309859446257006539e+03
9.896128667814857181e+03,1.309889416818242807e+03
9.896128690671310324e+03,1.309919385223954578e+03
9.896128713527761647e+03,1.309949351469106205e+03
9.896128736384214790e+03,1.309979315558201961e+03
9.896128759240666113e+03,1.310009277486207566e+03
9.896128782097119256e+03,1.310039237257626155e+03
9.896128804953570580e+03,1.310069194867424585e+03
9.896128827810023722e+03,1.310099150320105991e+03
9.896128850666476865e+03,1.310129103613020561e+03
9.896128873522928188e+03,1.310159054743519391e+03
9.896128896379381331e+03,1.310189003716105162e+03
9.896128919235832655e+03,1.310218950525745640e+03
9.896128942092285797e+03,1.310248895176942369e+03
9.896128964948737121e+03,1.310278837664664252e+03
9.896128987805190263e+03,1.310308777993411923e+03
9.896129010661641587e+03,1.310338716158154284e+03
9.896129033518094730e+03,1.310368652163392881e+03
9.896129056374546053e+03,1.310398586004096614e+03
9.896129079230999196e+03,1.310428517684765893e+03
9.896129102087450519e+03,1.310458447200371666e+03
9.896129124943903662e+03,1.310488374555412292e+03
9.896129147800356805e+03,1.310518299747241599e+03
9.896129170656808128e+03,1.310548222773212274e+03
9.896129193513261271e+03,1.310578143637823359e+03
9.896129216369712594e+03,1.310608062336047396e+03
9.896129239226165737e+03,1.310637978872382064e+03
9.896129262082617061e+03,1.310667893241800130e+03
9.896129284939070203e+03,1.310697805448798590e+03
9.896129307795521527e+03,1.310727715488351805e+03
9.896129330651974669e+03,1.310757623364955634e+03
9.896129353508425993e+03,1.310787529073585347e+03
9.896129376364879136e+03,1.310817432618736348e+03
9.896129399221332278e+03,1.310847333997763826e+03
9.896129422077783602e+03,1.310877233208022972e+03
9.896129444934236744e+03,1.310907130254009417e+03
9.896129467790688068e+03,1.310937025130699794e+03
9.896129490647141211e+03,1.310966917842587463e+03
9.896129513503592534e+03,1.310996808384650194e+03
9.896129536360045677e+03,1.311026696761381118e+03
9.896129559216497000e+03,1.311056582967758459e+03
9.896129582072950143e+03,1.311086467008275349e+03
9.896129604929401467e+03,1.311116348877909559e+03
9.896129627785854609e+03,1.311146228581154219e+03
9.896129650642307752e+03,1.311176106115366110e+03
9.896129673498759075e+03,1.311205981477903606e+03
9.896129696355212218e+03,1.311235854673257563e+03
9.896129719211663542e+03,1.311265725696408936e+03
9.896129742068116684e+03,1.311295594551847671e+03
9.896129764924568008e+03,1.311325461234556087e+03
9.896129787781021150e+03,1.311355325749023223e+03
9.896129810637472474e+03,1.311385188090231168e+03
9.896129833493925616e+03,1.311415048262670098e+03
9.896129856350376940e+03,1.311444906261321648e+03
9.896129879206830083e+03,1.311474762090674858e+03
9.896129902063283225e+03,1.311504615748089464e+03
