Time (BJD_TBD - 2450000), F_d/F_star (ppm)
9.913946643518749624e+03,1.593433690963498606e+01
9.913946661622412648e+03,1.593581266468216739e+01
9.913946679726073853e+03,1.593728848162997558e+01
9.913946697829736877e+03,1.593876436077380809e+01
9.913946715933398082e+03,1.594024030181592799e+01
9.913946734037061105e+03,1.594171630505176296e+01
9.913946752140722310e+03,1.594319237018352986e+01
9.913946770244385334e+03,1.594466849750671322e+01
9.913946788348046539e+03,1.594614468672347662e+01
9.913946806451709563e+03,1.594762093812933479e+01
9.913946824555372586e+03,1.594909725157478420e+01
9.913946842659033791e+03,1.595057362691032488e+01
9.913946860762696815e+03,1.595205006443146623e+01
9.913946878866358020e+03,1.595352656384035939e+01
9.913946896970021044e+03,1.595500312543254040e+01
9.913946915073682248e+03,1.595647974891011955e+01
9.913946933177345272e+03,1.595795643456866841e+01
9.913946951281006477e+03,1.595943318211028483e+01
9.913946969384669501e+03,1.596090999183054748e+01
9.913946987488332525e+03,1.596238686357994219e+01
9.913947005591993729e+03,1.596386379720886417e+01
9.913947023695656753e+03,1.596534079301296849e+01
9.913947041799317958e+03,1.596681785069428194e+01
9.913947059902980982e+03,1.596829497054845426e+01
9.913947078006642187e+03,1.596977215227748559e+01
9.913947096110305210e+03,1.597124939617705408e+01
9.913947114213966415e+03,1.597272670194914923e+01
9.913947132317629439e+03,1.597420406988946340e+01
9.913947150421292463e+03,1.597568149984839536e+01
9.913947168524953668e+03,1.597715899167633502e+01
9.913947186628616691e+03,1.597863654566901737e+01
9.913947204732277896e+03,1.598011416152836617e+01
9.913947222835940920e+03,1.598159183955013596e+01
9.913947240939602125e+03,1.598306957943621853e+01
9.913947259043265149e+03,1.598454738148242527e+01
9.913947277146926353e+03,1.598602524539058223e+01
9.913947295250589377e+03,1.598750317145652922e+01
9.913947313354252401e+03,1.598898115953061527e+01
9.913947331457913606e+03,1.599045920946315391e+01
9.913947349561576630e+03,1.599193732154998848e+01
9.913947367665237834e+03,1.599341549549295394e+01
9.913947385768900858e+03,1.599489373158789363e+01
9.913947403872562063e+03,1.599637202953660342e+01
9.913947421976225087e+03,1.599785038963497641e+01
9.913947440079888111e+03,1.599932881173332966e+01
9.913947458183549315e+03,1.600080729568192339e+01
9.913947476287212339e+03,1.600228584177670399e+01
9.913947494390873544e+03,1.600376444971938383e+01
9.913947512494536568e+03,1.600524311980593950e+01
9.913947530598197773e+03,1.600672185173804607e+01
9.913947548701860796e+03,1.600820064581169788e+01
9.913947566805522001e+03,1.600967950172856291e+01
9.913947584909185025e+03,1.601115841978465326e+01
9.913947603012848049e+03,1.601263739983022560e+01
9.913947621116509254e+03,1.601411644171547977e+01
9.913947639220172277e+03,1.601559554573647759e+01
9.913947657323833482e+03,1.601707471159481955e+01
9.913947675427496506e+03,1.601855393958658880e+01
9.913947693531157711e+03,1.602003322941335384e+01
9.913947711634820735e+03,1.602151258137122269e+01
9.913947729738481939e+03,1.602299199516173545e+01
9.913947747842144963e+03,1.602447147108104630e+01
9.913947765945807987e+03,1.602595100897931246e+01
9.913947784049469192e+03,1.602743060870671243e+01
9.913947802153132216e+03,1.602891027055941109e+01
9.913947820256793420e+03,1.603038999423889166e+01
9.913947838360456444e+03,1.603186978004135099e+01
9.913947856464117649e+03,1.603334962766824390e+01
9.913947874567780673e+03,1.603482953741579209e+01
9.913947892671441878e+03,1.603630950898542906e+01
9.913947910775104901e+03,1.603778954267339429e+01
9.913947928878767925e+03,1.603926963832983077e+01
9.913947946982429130e+03,1.604074979580482108e+01
9.913947965086092154e+03,1.604223001539466864e+01
9.913947983189753359e+03,1.604371029680073946e+01
9.913948001293416382e+03,1.604519064031932629e+01
9.913948019397077587e+03,1.604667104565178803e+01
9.913948037500740611e+03,1.604815151309444232e+01
9.913948055604401816e+03,1.604963204234863028e+01
9.913948073708064840e+03,1.605111263371068375e+01
9.913948091811727863e+03,1.605259328703068178e+01
9.913948109915389068e+03,1.605407400215869274e+01
9.913948128019052092e+03,1.605555477939109821e+01
9.913948146122713297e+03,1.605703561842914695e+01
9.913948164226376321e+03,1.605851651956926673e+01
9.913948182330037525e+03,1.605999748251268855e+01
9.913948200433700549e+03,1.606147850755585793e+01
9.913948218537361754e+03,1.606295959439998100e+01
9.913948236641024778e+03,1.606444074334151040e+01
9.913948254744687802e+03,1.606592195423047897e+01
9.913948272848349006e+03,1.606740322691688050e+01
9.913948290952012030e+03,1.606888456169721380e+01
9.913948309055673235e+03,1.607036595827262460e+01
9.913948327159336259e+03,1.607184741693964014e+01
9.913948345262997464e+03,1.607332893739939195e+01
9.913948363366660487e+03,1.607481051994842502e+01
9.913948381470321692e+03,1.607629216428783892e+01
9.913948399573984716e+03,1.607777387071419639e+01
9.913948417677647740e+03,1.607925563907748057e+01
9.913948435781308945e+03,1.608073746922761060e+01
9.913948453884971968e+03,1.608221936146121678e+01
9.913948471988633173e+03,1.608370131547933468e+01
9.913948490092296197e+03,1.608518333157857327e+01
9.913948508195957402e+03,1.608666540945997525e+01
9.913948526299620426e+03,1.608814754942019931e+01
9.913948544403281630e+03,1.608962975116022420e+01
9.913948562506944654e+03,1.609111201497672639e+01
9.913948580610607678e+03,1.609259434071962502e+01
9.913948598714268883e+03,1.609407672823880731e+01
9.913948616817931907e+03,1.609555917783098167e+01
9.913948634921593111e+03,1.609704168919709488e+01
9.913948653025256135e+03,1.609852426263385894e+01
9.913948671128917340e+03,1.610000689784221350e+01
9.913948689232580364e+03,1.610148959511890610e+01
9.913948707336243388e+03,1.610297235431381679e+01
