Time (BJD_TBD - 2450000), F_b/F_star (ppm)
1.014093855324061587e+04,8.049812816284547807e+02
1.014093857208740883e+04,8.049977187885208423e+02
1.014093859093419996e+04,8.050141536422883064e+02
1.014093860978099292e+04,8.050305861928284230e+02
1.014093862862778406e+04,8.050470164368684891e+02
1.014093864747457701e+04,8.050634443774790725e+02
1.014093866632136815e+04,8.050798700113881523e+02
1.014093868516816110e+04,8.050962933416653868e+02
1.014093870401495224e+04,8.051127143650397784e+02
1.014093872286174519e+04,8.051291330845803031e+02
1.014093874170853633e+04,8.051455494970165319e+02
1.014093876055532928e+04,8.051619636054167586e+02
1.014093877940212042e+04,8.051783754065116909e+02
1.014093879824891337e+04,8.051947849033683724e+02
1.014093881709570451e+04,8.052111920927184201e+02
1.014093883594249746e+04,8.052275969776283091e+02
1.014093885478928860e+04,8.052439995548303386e+02
1.014093887363608155e+04,8.052603998273904153e+02
1.014093889248287269e+04,8.052767977920417479e+02
1.014093891132966564e+04,8.052931934518488788e+02
1.014093893017645678e+04,8.053095868035462672e+02
1.014093894902324973e+04,8.053259778501977735e+02
1.014093896787004269e+04,8.053423665901201502e+02
1.014093898671683382e+04,8.053587530216315145e+02
1.014093900556362678e+04,8.053751371477939074e+02
1.014093902441041791e+04,8.053915189653446305e+02
1.014093904325721087e+04,8.054078984773448155e+02
1.014093906210400201e+04,8.054242756805322188e+02
1.014093908095079496e+04,8.054406505779676309e+02
1.014093909979758610e+04,8.054570231663893765e+02
1.014093911864437905e+04,8.054733934488574505e+02
1.014093913749117019e+04,8.054897614221115418e+02
1.014093915633796314e+04,8.055061270892101675e+02
1.014093917518475428e+04,8.055224904468939258e+02
1.014093919403154723e+04,8.055388514982211063e+02
1.014093921287833837e+04,8.055552102399327623e+02
1.014093923172513132e+04,8.055715666750861601e+02
1.014093925057192246e+04,8.055879208004237171e+02
1.014093926941871541e+04,8.056042726190016765e+02
1.014093928826550655e+04,8.056206221275633652e+02
1.014093930711229950e+04,8.056369693291640033e+02
1.014093932595909064e+04,8.056533142205478271e+02
1.014093934480588359e+04,8.056696568047694882e+02
1.014093936365267473e+04,8.056859970785741325e+02
1.014093938249946768e+04,8.057023350450153885e+02
1.014093940134626064e+04,8.057186707024154657e+02
1.014093942019305177e+04,8.057350040490982792e+02
1.014093943903984473e+04,8.057513350881156384e+02
1.014093945788663586e+04,8.057676638162156451e+02
1.014093947673342882e+04,8.057839902364493128e+02
1.014093949558021995e+04,8.058003143455648569e+02
1.014093951442701291e+04,8.058166361466134049e+02
1.014093953327380405e+04,8.058329556363439679e+02
1.014093955212059700e+04,8.058492728178063089e+02
1.014093957096738814e+04,8.058655876877506898e+02
1.014093958981418109e+04,8.058819002492259642e+02
1.014093960866097223e+04,8.058982104989830759e+02
1.014093962750776518e+04,8.059145184400704238e+02
1.014093964635455632e+04,8.059308240692398613e+02
1.014093966520134927e+04,8.059471273895385366e+02
1.014093968404814041e+04,8.059634283977195537e+02
1.014093970289493336e+04,8.059797270968290377e+02
1.014093972174172450e+04,8.059960234836207746e+02
1.014093974058851745e+04,8.060123175611405486e+02
1.014093975943530859e+04,8.060286093261429414e+02
1.014093977828210154e+04,8.060448987816726003e+02
1.014093979712889450e+04,8.060611859260570782e+02
1.014093981597568563e+04,8.060774707576246101e+02
1.014093983482247859e+04,8.060937532794184790e+02
1.014093985366926972e+04,8.061100334881959952e+02
1.014093987251606268e+04,8.061263113869994186e+02
1.014093989136285381e+04,8.061425869725868552e+02
1.014093991020964677e+04,8.061588602479998826e+02
1.014093992905643790e+04,8.061751312099972893e+02
1.014093994790323086e+04,8.061913998616199706e+02
1.014093996675002199e+04,8.062076661996276243e+02
1.014093998559681495e+04,8.062239302270601229e+02
1.014094000444360609e+04,8.062401919406784145e+02
1.014094002329039904e+04,8.062564513435212348e+02
1.014094004213719018e+04,8.062727084323502140e+02
1.014094006098398313e+04,8.062889632102038604e+02
1.014094007983077427e+04,8.063052156738443728e+02
1.014094009867756722e+04,8.063214658263093497e+02
1.014094011752435836e+04,8.063377136643621270e+02
1.014094013637115131e+04,8.063539591910391664e+02
1.014094015521794245e+04,8.063702024031047131e+02
1.014094017406473540e+04,8.063864433035946604e+02
1.014094019291152654e+04,8.064026818892741630e+02
1.014094021175831949e+04,8.064189181631777501e+02
1.014094023060511245e+04,8.064351521236387725e+02
1.014094024945190358e+04,8.064513837689905813e+02
1.014094026829869654e+04,8.064676131022669097e+02
1.014094028714548767e+04,8.064838401202352998e+02
1.014094030599228063e+04,8.065000648259282343e+02
1.014094032483907176e+04,8.065162872161142786e+02
1.014094034368586472e+04,8.065325072938253470e+02
1.014094036253265585e+04,8.065487250558306869e+02
1.014094038137944881e+04,8.065649405051611893e+02
1.014094040022623994e+04,8.065811536385870113e+02
1.014094041907303290e+04,8.065973644591385892e+02
1.014094043791982403e+04,8.066135729635866483e+02
1.014094045676661699e+04,8.066297791549608291e+02
1.014094047561340813e+04,8.066459830300328804e+02
1.014094049446020108e+04,8.066621845918315330e+02
1.014094051330699222e+04,8.066783838371296724e+02
1.014094053215378517e+04,8.066945807689544381e+02
1.014094055100057631e+04,8.067107753840804207e+02
1.014094056984736926e+04,8.067269676855337366e+02
1.014094058869416040e+04,8.067431576700894311e+02
1.014094060754095335e+04,8.067593453407733932e+02
1.014094062638774631e+04,8.067755306959231802e+02
1.014094064523453744e+04,8.067917137338778275e+02
1.014094066408133040e+04,8.068078944576615186e+02
1.014094068292812153e+04,8.068240728640518000e+02
1.014094070177491449e+04,8.068402489560717186e+02
1.014094072062170562e+04,8.068564227305000713e+02
1.014094073946849858e+04,8.068725941903589955e+02
1.014094075831528971e+04,8.068887633324277431e+02
1.014094077716208267e+04,8.069049301597283375e+02
1.014094079600887380e+04,8.069210946690404853e+02
1.014094081485566676e+04,8.069372568633850733e+02
1.014094083370245789e+04,8.069534167395435134e+02
1.014094085254925085e+04,8.069695743005353279e+02
1.014094087139604198e+04,8.069857295431427247e+02
1.014094089024283494e+04,8.070018824703847713e+02
1.014094090908962608e+04,8.070180330790441303e+02
1.014094092793641903e+04,8.070341813721394146e+02
1.014094094678321017e+04,8.070503273464541962e+02
1.014094096563000312e+04,8.070664710050057238e+02
1.014094098447679426e+04,8.070826123445790472e+02
1.014094100332358721e+04,8.070987513681905057e+02
1.014094102217037835e+04,8.071148880726256039e+02
1.014094104101717130e+04,8.071310224609002262e+02
1.014094105986396426e+04,8.071471545313576144e+02
1.014094107871075539e+04,8.071632842823421470e+02
1.014094109755754835e+04,8.071794117168681169e+02
1.014094111640433948e+04,8.071955368317235298e+02
1.014094113525113244e+04,8.072116596299217690e+02
1.014094115409792357e+04,8.072277801082518636e+02
1.014094117294471653e+04,8.072438982697261736e+02
1.014094119179150766e+04,8.072600141111347511e+02
1.014094121063830062e+04,8.072761276354892743e+02
