Time (BJD_TBD - 2450000), F_star + F_b (mJy)
9.891595520833507180e+03,2.741302223521386416e+00
9.891595543725843527e+03,2.741302296839293717e+00
9.891595566618178054e+03,2.741302370149124368e+00
9.891595589510514401e+03,2.741302443450888138e+00
9.891595612402848928e+03,2.741302516744573925e+00
9.891595635295185275e+03,2.741302590030192388e+00
9.891595658187519803e+03,2.741302663307730203e+00
9.891595681079856149e+03,2.741302736577199806e+00
9.891595703972190677e+03,2.741302809838587873e+00
9.891595726864527023e+03,2.741302883091905951e+00
9.891595749756863370e+03,2.741302956337146934e+00
9.891595772649197897e+03,2.741303029574305050e+00
9.891595795541534244e+03,2.741303102803390956e+00
9.891595818433868772e+03,2.741303176024392663e+00
9.891595841326205118e+03,2.741303249237320383e+00
9.891595864218539646e+03,2.741303322442162127e+00
9.891595887110875992e+03,2.741303395638929885e+00
9.891595910003210520e+03,2.741303468827609890e+00
9.891595932895546866e+03,2.741303542008213689e+00
9.891595955787881394e+03,2.741303615180729292e+00
9.891595978680217740e+03,2.741303688345166911e+00
9.891596001572554087e+03,2.741303761501521219e+00
9.891596024464888615e+03,2.741303834649784221e+00
9.891596047357224961e+03,2.741303907789968797e+00
9.891596070249559489e+03,2.741303980922060735e+00
9.891596093141895835e+03,2.741304054046072025e+00
9.891596116034230363e+03,2.741304127161990678e+00
9.891596138926566709e+03,2.741304200269826907e+00
9.891596161818901237e+03,2.741304273369567834e+00
9.891596184711237584e+03,2.741304346461226338e+00
9.891596207603573930e+03,2.741304419544794868e+00
9.891596230495908458e+03,2.741304492620266320e+00
9.891596253388244804e+03,2.741304565687652683e+00
9.891596276280579332e+03,2.741304638746941524e+00
9.891596299172915678e+03,2.741304711798143501e+00
9.891596322065250206e+03,2.741304784841246178e+00
9.891596344957586552e+03,2.741304857876260659e+00
9.891596367849921080e+03,2.741304930903174952e+00
9.891596390742257427e+03,2.741305003921999273e+00
9.891596413634591954e+03,2.741305076932722962e+00
9.891596436526928301e+03,2.741305149935354901e+00
9.891596459419264647e+03,2.741305222929890206e+00
9.891596482311599175e+03,2.741305295916321327e+00
9.891596505203935521e+03,2.741305368894660255e+00
9.891596528096270049e+03,2.741305441864894110e+00
9.891596550988606396e+03,2.741305514827033107e+00
9.891596573880940923e+03,2.741305587781067032e+00
9.891596596773277270e+03,2.741305660727004323e+00
9.891596619665611797e+03,2.741305733664834765e+00
9.891596642557948144e+03,2.741305806594568129e+00
9.891596665450284490e+03,2.741305879516198196e+00
9.891596688342619018e+03,2.741305952429718751e+00
9.891596711234955364e+03,2.741306025335140895e+00
9.891596734127289892e+03,2.741306098232451749e+00
9.891596757019626239e+03,2.741306171121662860e+00
9.891596779911960766e+03,2.741306244002761350e+00
9.891596802804297113e+03,2.741306316875758764e+00
9.891596825696631640e+03,2.741306389740642668e+00
9.891596848588967987e+03,2.741306462597423721e+00
9.891596871481304333e+03,2.741306535446095261e+00
9.891596894373638861e+03,2.741306608286651514e+00
9.891596917265975208e+03,2.741306681119103139e+00
9.891596940158309735e+03,2.741306753943437702e+00
9.891596963050646082e+03,2.741306826759666748e+00
9.891596985942980609e+03,2.741306899567776956e+00
9.891597008835316956e+03,2.741306972367779871e+00
9.891597031727651483e+03,2.741307045159663947e+00
9.891597054619987830e+03,2.741307117943438953e+00
9.891597077512322358e+03,2.741307190719093345e+00
9.891597100404658704e+03,2.741307263486637780e+00
9.891597123296995051e+03,2.741307336246065596e+00
9.891597146189329578e+03,2.741307408997370576e+00
9.891597169081665925e+03,2.741307481740563823e+00
9.891597191974000452e+03,2.741307554475632458e+00
9.891597214866336799e+03,2.741307627202588471e+00
9.891597237758671326e+03,2.741307699921418539e+00
9.891597260651007673e+03,2.741307772632134654e+00
9.891597283543342201e+03,2.741307845334723492e+00
9.891597306435678547e+03,2.741307918029196600e+00
9.891597329328014894e+03,2.741307990715547316e+00
9.891597352220349421e+03,2.741308063393769423e+00
9.891597375112685768e+03,2.741308136063873580e+00
9.891597398005020295e+03,2.741308208725847795e+00
9.891597420897356642e+03,2.741308281379702283e+00
9.891597443789691170e+03,2.741308354025425498e+00
9.891597466682027516e+03,2.741308426663028985e+00
9.891597489574362044e+03,2.741308499292498979e+00
9.891597512466698390e+03,2.741308571913847469e+00
9.891597535359032918e+03,2.741308644527062022e+00
9.891597558251369264e+03,2.741308717132153294e+00
9.891597581143705611e+03,2.741308789729115514e+00
9.891597604036040138e+03,2.741308862317940687e+00
9.891597626928376485e+03,2.741308934898641692e+00
9.891597649820711013e+03,2.741309007471204762e+00
9.891597672713047359e+03,2.741309080035642332e+00
9.891597695605381887e+03,2.741309152591940190e+00
9.891597718497718233e+03,2.741309225140110772e+00
9.891597741390052761e+03,2.741309297680141643e+00
9.891597764282389107e+03,2.741309370212043461e+00
9.891597787174725454e+03,2.741309442735809121e+00
9.891597810067059982e+03,2.741309515251433737e+00
9.891597832959396328e+03,2.741309587758927080e+00
9.891597855851730856e+03,2.741309660258276715e+00
9.891597878744067202e+03,2.741309732749494188e+00
9.891597901636401730e+03,2.741309805232567065e+00
9.891597924528738076e+03,2.741309877707506892e+00
9.891597947421072604e+03,2.741309950174300347e+00
9.891597970313408950e+03,2.741310022632959420e+00
9.891597993205745297e+03,2.741310095083476561e+00
9.891598016098079825e+03,2.741310167525845998e+00
9.891598038990416171e+03,2.741310239960078388e+00
9.891598061882750699e+03,2.741310312386161296e+00
9.891598084775087045e+03,2.741310384804106715e+00
9.891598107667421573e+03,2.741310457213901319e+00
9.891598130559757919e+03,2.741310529615556213e+00
9.891598153452092447e+03,2.741310602009059849e+00
9.891598176344428794e+03,2.741310674394421998e+00
9.891598199236763321e+03,2.741310746771631113e+00
9.891598222129099668e+03,2.741310819140698740e+00
9.891598245021436014e+03,2.741310891501617331e+00
9.891598267913770542e+03,2.741310963854380667e+00
9.891598290806106888e+03,2.741311036199000295e+00
9.891598313698441416e+03,2.741311108535463337e+00
9.891598336590777762e+03,2.741311180863781338e+00
9.891598359483112290e+03,2.741311253183940977e+00
9.891598382375448637e+03,2.741311325495953799e+00
9.891598405267783164e+03,2.741311397799807814e+00
9.891598428160119511e+03,2.741311470095514125e+00
9.891598451052455857e+03,2.741311542383066069e+00
9.891598473944790385e+03,2.741311614662456542e+00
9.891598496837126731e+03,2.741311686933696645e+00
9.891598519729461259e+03,2.741311759196775721e+00
9.891598542621797606e+03,2.741311831451702208e+00
9.891598565514132133e+03,2.741311903698465890e+00
9.891598588406468480e+03,2.741311975937076095e+00
9.891598611298803007e+03,2.741312048167522164e+00
9.891598634191139354e+03,2.741312120389814311e+00
9.891598657083473881e+03,2.741312192603939657e+00
9.891598679975810228e+03,2.741312264809910637e+00
9.891598702868146574e+03,2.741312337007718813e+00
9.891598725760481102e+03,2.741312409197359745e+00
9.891598748652817449e+03,2.741312481378843202e+00
9.891598771545151976e+03,2.741312553552156750e+00
9.891598794437488323e+03,2.741312625717311935e+00
9.891598817329822850e+03,2.741312697874296767e+00
9.891598840222159197e+03,2.741312770023121015e+00
9.891598863114493724e+03,2.741312842163774022e+00
9.891598886006830071e+03,2.741312914296265113e+00
9.891598908899166418e+03,2.741312986420589404e+00
9.891598931791500945e+03,2.741313058536739344e+00
9.891598954683837292e+03,2.741313130644726037e+00
9.891598977576171819e+03,2.741313202744537048e+00
9.891599000468508166e+03,2.741313274836184366e+00
9.891599023360842693e+03,2.741313346919654226e+00
9.891599046253179040e+03,2.741313418994959061e+00
9.891599069145513567e+03,2.741313491062085550e+00
9.891599092037849914e+03,2.741313563121044794e+00
9.891599114930186261e+03,2.741313635171831020e+00
9.891599137822520788e+03,2.741313707214437567e+00
9.891599160714857135e+03,2.741313779248874649e+00
9.891599183607191662e+03,2.741313851275130276e+00
9.891599206499528009e+03,2.741313923293215549e+00
9.891599229391862536e+03,2.741313995303119366e+00
9.891599252284198883e+03,2.741314067304850610e+00
9.891599275176533411e+03,2.741314139298397734e+00
9.891599298068869757e+03,2.741314211283772728e+00
9.891599320961204285e+03,2.741314283260962270e+00
