Time (BJD_TBD - 2450000), F_planets/F_star (ppm)
1.063802708333311602e+04,1.603289137418361406e+03
1.063802710516863226e+04,1.603314560743174752e+03
1.063802712700415032e+04,1.603339980182050795e+03
1.063802714883966655e+04,1.603365395730588716e+03
1.063802717067518279e+04,1.603390807390741202e+03
1.063802719251070084e+04,1.603416215164459800e+03
1.063802721434621708e+04,1.603441619047345284e+03
1.063802723618173331e+04,1.603467019041349431e+03
1.063802725801725137e+04,1.603492415148423333e+03
1.063802727985276761e+04,1.603517807364170267e+03
1.063802730168828566e+04,1.603543195692655217e+03
1.063802732352380190e+04,1.603568580129484417e+03
1.063802734535931813e+04,1.603593960676606457e+03
1.063802736719483619e+04,1.603619337335971522e+03
1.063802738903035242e+04,1.603644710103185389e+03
1.063802741086586866e+04,1.603670078980198241e+03
1.063802743270138672e+04,1.603695443968957761e+03
1.063802745453690295e+04,1.603720805065072454e+03
1.063802747637241919e+04,1.603746162270491595e+03
1.063802749820793724e+04,1.603771515587162412e+03
1.063802752004345348e+04,1.603796865010694773e+03
1.063802754187896971e+04,1.603822210543037045e+03
1.063802756371448777e+04,1.603847552186134862e+03
1.063802758555000401e+04,1.603872889935602188e+03
1.063802760738552206e+04,1.603898223795494459e+03
1.063802762922103830e+04,1.603923553761427911e+03
1.063802765105655453e+04,1.603948879835347498e+03
1.063802767289207259e+04,1.603974202019197946e+03
1.063802769472758882e+04,1.603999520308595947e+03
1.063802771656310506e+04,1.604024834705486455e+03
1.063802773839862311e+04,1.604050145211813515e+03
1.063802776023413935e+04,1.604075451823195408e+03
1.063802778206965559e+04,1.604100754541576634e+03
1.063802780390517364e+04,1.604126053368900330e+03
1.063802782574068988e+04,1.604151348300785912e+03
1.063802784757620611e+04,1.604176639339177882e+03
1.063802786941172417e+04,1.604201926486018010e+03
1.063802789124724040e+04,1.604227209736928899e+03
1.063802791308275846e+04,1.604252489095958481e+03
1.063802793491827470e+04,1.604277764558730951e+03
1.063802795675379093e+04,1.604303036127187852e+03
1.063802797858930899e+04,1.604328303803270273e+03
1.063802800042482522e+04,1.604353567582603773e+03
1.063802802226034146e+04,1.604378827467130122e+03
1.063802804409585951e+04,1.604404083458787454e+03
1.063802806593137575e+04,1.604429335553204510e+03
1.063802808776689199e+04,1.604454583752322151e+03
1.063802810960241004e+04,1.604479828058078283e+03
1.063802813143792628e+04,1.604505068466103467e+03
1.063802815327344251e+04,1.604530304978336744e+03
1.063802817510896057e+04,1.604555537596715794e+03
1.063802819694447680e+04,1.604580766316872769e+03
1.063802821877999486e+04,1.604605991142847188e+03
1.063802824061551109e+04,1.604631212070272795e+03
1.063802826245102733e+04,1.604656429101086587e+03
1.063802828428654539e+04,1.604681642237226242e+03
1.063802830612206162e+04,1.604706851474325731e+03
1.063802832795757786e+04,1.604732056814323187e+03
1.063802834979309591e+04,1.604757258259153332e+03
1.063802837162861215e+04,1.604782455804454003e+03
1.063802839346412838e+04,1.604807649452161058e+03
1.063802841529964644e+04,1.604832839204208994e+03
1.063802843713516268e+04,1.604858025056237921e+03
1.063802845897067891e+04,1.604883207010182105e+03
1.063802848080619697e+04,1.604908385067976042e+03
1.063802850264171320e+04,1.604933559225260979e+03
1.063802852447723126e+04,1.604958729486067568e+03
1.063802854631274749e+04,1.604983895846038877e+03
1.063802856814826373e+04,1.605009058307108717e+03
1.063802858998378179e+04,1.605034216871209082e+03
1.063802861181929802e+04,1.605059371533985086e+03
1.063802863365481426e+04,1.605084522297368949e+03
1.063802865549033231e+04,1.605109669163292892e+03
1.063802867732584855e+04,1.605134812127403166e+03
1.063802869916136478e+04,1.605159951191632445e+03
1.063802872099688284e+04,1.605185086357910905e+03
1.063802874283239908e+04,1.605210217621886841e+03
1.063802876466791531e+04,1.605235344985491793e+03
1.063802878650343337e+04,1.605260468450654798e+03
