Time (BJD_TBD - 2450000), F_c/F_star (ppm)
1.061386530092591420e+04,5.569051890972313004e+02
1.061386531688121431e+04,5.569093903271542558e+02
1.061386533283651261e+04,5.569135910952984432e+02
1.061386534879181272e+04,5.569177914026148528e+02
1.061386536474711102e+04,5.569219912481383972e+02
1.061386538070241113e+04,5.569261906328194982e+02
1.061386539665770943e+04,5.569303895556934094e+02
1.061386541261300954e+04,5.569345880177104391e+02
1.061386542856830783e+04,5.569387860179059544e+02
1.061386544452360795e+04,5.569429835572301499e+02
1.061386546047890624e+04,5.569471806347186202e+02
1.061386547643420636e+04,5.569513772513211052e+02
1.061386549238950465e+04,5.569555734060736540e+02
1.061386550834480477e+04,5.569597690999257793e+02
1.061386552430010306e+04,5.569639643319136439e+02
1.061386554025540318e+04,5.569681591029866468e+02
1.061386555621070147e+04,5.569723534121810644e+02
1.061386557216600158e+04,5.569765472604461820e+02
1.061386558812129988e+04,5.569807406468185036e+02
1.061386560407659999e+04,5.569849335722469732e+02
1.061386562003189829e+04,5.569891260357683223e+02
1.061386563598719840e+04,5.569933180383313811e+02
1.061386565194249670e+04,5.569975095789731085e+02
1.061386566789779681e+04,5.570017006586421076e+02
1.061386568385309511e+04,5.570058912763754506e+02
1.061386569980839522e+04,5.570100814331215133e+02
1.061386571576369352e+04,5.570142711279178229e+02
1.061386573171899363e+04,5.570184603617124139e+02
1.061386574767429192e+04,5.570226491335429273e+02
1.061386576362959204e+04,5.570268374443571702e+02
1.061386577958489033e+04,5.570310252931931245e+02
1.061386579554019045e+04,5.570352126809982565e+02
1.061386581149549056e+04,5.570393996072883738e+02
1.061386582745078886e+04,5.570435860715787157e+02
1.061386584340608897e+04,5.570477720748166348e+02
1.061386585936138727e+04,5.570519576160406814e+02
1.061386587531668738e+04,5.570561426961979805e+02
1.061386589127198567e+04,5.570603273143269689e+02
1.061386590722728579e+04,5.570645114713748853e+02
1.061386592318258408e+04,5.570686951663802802e+02
1.061386593913788420e+04,5.570728784002900511e+02
1.061386595509318249e+04,5.570770611721430896e+02
1.061386597104848261e+04,5.570812434828860660e+02
1.061386598700378090e+04,5.570854253315582127e+02
1.061386600295908102e+04,5.570896067191058592e+02
1.061386601891437931e+04,5.570937876445682377e+02
1.061386603486967942e+04,5.570979681088917914e+02
1.061386605082497772e+04,5.571021481111158664e+02
1.061386606678027783e+04,5.571063276521866783e+02
1.061386608273557613e+04,5.571105067311439143e+02
1.061386609869087624e+04,5.571146853489332216e+02
1.061386611464617454e+04,5.571188635045947422e+02
1.061386613060147465e+04,5.571230411990741231e+02
1.061386614655677295e+04,5.571272184314115066e+02
1.061386616251207306e+04,5.571313952025520848e+02
1.061386617846737136e+04,5.571355715115365683e+02
1.061386619442267147e+04,5.571397473593099221e+02
1.061386621037796976e+04,5.571439227449129703e+02
1.061386622633326988e+04,5.571480976692904505e+02
1.061386624228856817e+04,5.571522721314833007e+02
1.061386625824386829e+04,5.571564461324361446e+02
1.061386627419916658e+04,5.571606196711902612e+02
1.061386629015446670e+04,5.571647927486900471e+02
1.061386630610976681e+04,5.571689653644525606e+02
1.061386632206506511e+04,5.571731375179948600e+02
1.061386633802036522e+04,5.571773092102613418e+02
1.061386635397566351e+04,5.571814804402935124e+02
1.061386636993096363e+04,5.571856512090353135e+02
1.061386638588626192e+04,5.571898215155285925e+02
1.061386640184156204e+04,5.571939913607171775e+02
1.061386641779686033e+04,5.571981607436430295e+02
1.061386643375216045e+04,5.572023296652498630e+02
1.061386644970745874e+04,5.572064981245797526e+02
1.061386646566275886e+04,5.572106661225761854e+02
1.061386648161805715e+04,5.572148336582815773e+02
1.061386649757335726e+04,5.572190007326389605e+02
1.061386651352865556e+04,5.572231673446912055e+02
1.061386652948395567e+04,5.572273334953811172e+02
1.061386654543925397e+04,5.572314991837516800e+02
1.061386656139455408e+04,5.572356644107456987e+02
1.061386657734985238e+04,5.572398291754059301e+02
1.061386659330515249e+04,5.572439934786751792e+02
1.061386660926045079e+04,5.572481573195967712e+02
1.061386662521575090e+04,5.572523206991129427e+02
1.061386664117104920e+04,5.572564836162670190e+02
1.061386665712634931e+04,5.572606460720015775e+02
1.061386667308164760e+04,5.572648080653598299e+02
1.061386668903694772e+04,5.572689695972840127e+02
1.061386670499224601e+04,5.572731306668180196e+02
1.061386672094754613e+04,5.572772912749035186e+02
1.061386673690284442e+04,5.572814514205846308e+02
1.061386675285814454e+04,5.572856111048027969e+02
1.061386676881344283e+04,5.572897703266025928e+02
1.061386678476874295e+04,5.572939290869248907e+02
1.061386680072404306e+04,5.572980873852887953e+02
1.061386681667934135e+04,5.573022452212128428e+02
1.061386683263464147e+04,5.573064025956381329e+02
1.061386684858993976e+04,5.573105595076095824e+02
1.061386686454523988e+04,5.573147159580677226e+02
1.061386688050053817e+04,5.573188719460580387e+02
1.061386689645583829e+04,5.573230274725207209e+02
1.061386691241113658e+04,5.573271825365013683e+02
1.061386692836643670e+04,5.573313371389401709e+02
1.061386694432173499e+04,5.573354912788826141e+02
1.061386696027703510e+04,5.573396449572688880e+02
1.061386697623233340e+04,5.573437981731447053e+02
1.061386699218763351e+04,5.573479509274501424e+02
1.061386700814293181e+04,5.573521032192309121e+02
1.061386702409823192e+04,5.573562550494267498e+02
1.061386704005353022e+04,5.573604064170840502e+02
1.061386705600883033e+04,5.573645573231420940e+02
1.061386707196412863e+04,5.573687077666473897e+02
1.061386708791942874e+04,5.573728577485392179e+02
1.061386710387472704e+04,5.573770072678640872e+02
1.061386711983002715e+04,5.573811563255609371e+02
1.061386713578532544e+04,5.573853049206769583e+02
1.061386715174062556e+04,5.573894530541507493e+02
1.061386716769592385e+04,5.573936007250293869e+02
1.061386718365122397e+04,5.573977479342515835e+02
1.061386719960652226e+04,5.574018946808645296e+02
1.061386721556182238e+04,5.574060409658065964e+02
1.061386723151712067e+04,5.574101867881253156e+02
1.061386724747242079e+04,5.574143321487590583e+02
1.061386726342771908e+04,5.574184770467551289e+02
1.061386727938301919e+04,5.574226214830520121e+02
1.061386729533831931e+04,5.574267654571696085e+02
1.061386731129361760e+04,5.574309089686286143e+02
1.061386732724891772e+04,5.574350520183667186e+02
1.061386734320421601e+04,5.574391946054321352e+02
1.061386735915951613e+04,5.574433367307623257e+02
1.061386737511481442e+04,5.574474783934058451e+02
1.061386739107011454e+04,5.574516195942998138e+02
1.061386740702541283e+04,5.574557603324929005e+02
1.061386742298071294e+04,5.574599006089222257e+02
1.061386743893601124e+04,5.574640404226364581e+02
1.061386745489131135e+04,5.574681797745727181e+02
1.061386747084660965e+04,5.574723186637799017e+02
1.061386748680190976e+04,5.574764570911946748e+02
1.061386750275720806e+04,5.574805950558665018e+02
1.061386751871250817e+04,5.574847325587313662e+02
1.061386753466780647e+04,5.574888695988393010e+02
1.061386755062310658e+04,5.574930061771261762e+02
1.061386756657840488e+04,5.574971422926417972e+02
1.061386758253370499e+04,5.575012779463222614e+02
1.061386759848900329e+04,5.575054131372172606e+02
1.061386761444430340e+04,5.575095478662628921e+02
1.061386763039960169e+04,5.575136821325089613e+02
1.061386764635490181e+04,5.575178159368913384e+02
1.061386766231020010e+04,5.575219492784602835e+02
1.061386767826550022e+04,5.575260821581510982e+02
1.061386769422079851e+04,5.575302145750143836e+02
1.061386771017609863e+04,5.575343465299854415e+02
1.061386772613139692e+04,5.575384780221148731e+02
1.061386774208669704e+04,5.575426090523377525e+02
1.061386775804199533e+04,5.575467396197050221e+02
1.061386777399729544e+04,5.575508697251513013e+02
1.061386778995259556e+04,5.575549993681987644e+02
1.061386780590789385e+04,5.575591285483695856e+02
1.061386782186319397e+04,5.575632572665981570e+02
1.061386783781849226e+04,5.575673855219358757e+02
1.061386785377379238e+04,5.575715133153171337e+02
1.061386786972909067e+04,5.575756406457937828e+02
1.061386788568439079e+04,5.575797675142994194e+02
1.061386790163968908e+04,5.575838939198864637e+02
1.061386791759498919e+04,5.575880198634882845e+02
1.061386793355028749e+04,5.575921453441574158e+02
1.061386794950558760e+04,5.575962703628273403e+02
1.061386796546088590e+04,5.576003949185502506e+02
1.061386798141618601e+04,5.576045190122597432e+02
1.061386799737148431e+04,5.576086426430083520e+02
1.061386801332678442e+04,5.576127658117291048e+02
1.061386802928208272e+04,5.576168885174749903e+02
1.061386804523738283e+04,5.576210107611789226e+02
1.061386806119268113e+04,5.576251325418938904e+02
1.061386807714798124e+04,5.576292538605526943e+02
1.061386809310327953e+04,5.576333747162085501e+02
1.061386810905857965e+04,5.576374951097938037e+02
1.061386812501387794e+04,5.576416150403623533e+02
1.061386814096917806e+04,5.576457345088459761e+02
1.061386815692447635e+04,5.576498535142986839e+02
1.061386817287977647e+04,5.576539720576524815e+02
1.061386818883507476e+04,5.576580901379613806e+02
1.061386820479037488e+04,5.576622077561571587e+02
1.061386822074567317e+04,5.576663249112938274e+02
1.061386823670097328e+04,5.576704416043032779e+02
1.061386825265627158e+04,5.576745578342396357e+02
1.061386826861157169e+04,5.576786736020344506e+02
1.061386828456687181e+04,5.576827889072114885e+02
1.061386830052217010e+04,5.576869037492944017e+02
1.061386831647747022e+04,5.576910181292146262e+02
1.061386833243276851e+04,5.576951320460267425e+02
1.061386834838806863e+04,5.576992455006617320e+02
1.061386836434336692e+04,5.577033584921747433e+02
1.061386838029866703e+04,5.577074710214965307e+02
1.061386839625396533e+04,5.577115830876823566e+02
1.061386841220926544e+04,5.577156946916627476e+02
1.061386842816456374e+04,5.577198058324930798e+02
1.061386844411986385e+04,5.577239165111037664e+02
1.061386846007516215e+04,5.577280267265506382e+02
1.061386847603046226e+04,5.577321364797634260e+02
1.061386849198576056e+04,5.577362457697984155e+02
1.061386850794106067e+04,5.577403545975854513e+02
1.061386852389635897e+04,5.577444629621803642e+02
1.061386853985165908e+04,5.577485708645132263e+02
1.061386855580695737e+04,5.577526783036402094e+02
1.061386857176225749e+04,5.577567852804907034e+02
1.061386858771755578e+04,5.577608917941213349e+02
1.061386860367285590e+04,5.577649978454613802e+02
1.061386861962815419e+04,5.577691034335675795e+02
1.061386863558345431e+04,5.577732085593692091e+02
1.061386865153875260e+04,5.577773132219228955e+02
1.061386866749405272e+04,5.577814174221576877e+02
1.061386868344935101e+04,5.577855211591305533e+02
1.061386869940465112e+04,5.577896244337706548e+02
1.061386871535994942e+04,5.577937272451348463e+02
1.061386873131524953e+04,5.577978295941517217e+02
1.061386874727054783e+04,5.578019314798790447e+02
