Time (BJD_TBD - 2450000), F_star + F_c (mJy)
9.908226643518544734e+03,2.652971310714270725e+00
9.908226666740774817e+03,2.652971331677859368e+00
9.908226689963004901e+03,2.652971352643914038e+00
9.908226713185233166e+03,2.652971373612432515e+00
9.908226736407463250e+03,2.652971394583418352e+00
9.908226759629693333e+03,2.652971415556869328e+00
9.908226782851923417e+03,2.652971436532786331e+00
9.908226806074151682e+03,2.652971457511166697e+00
9.908226829296381766e+03,2.652971478492013979e+00
9.908226852518611850e+03,2.652971499475326844e+00
9.908226875740841933e+03,2.652971520461104848e+00
9.908226898963070198e+03,2.652971541449345771e+00
9.908226922185300282e+03,2.652971562440054054e+00
9.908226945407530366e+03,2.652971583433227476e+00
9.908226968629760449e+03,2.652971604428865593e+00
9.908226991851988714e+03,2.652971625426966185e+00
9.908227015074218798e+03,2.652971646427533692e+00
9.908227038296448882e+03,2.652971667430565894e+00
9.908227061518678966e+03,2.652971688436062347e+00
9.908227084740907230e+03,2.652971709444021720e+00
9.908227107963137314e+03,2.652971730454447563e+00
9.908227131185367398e+03,2.652971751467337214e+00
9.908227154407597482e+03,2.652971772482691115e+00
9.908227177629825746e+03,2.652971793500507935e+00
9.908227200852055830e+03,2.652971814520790339e+00
9.908227224074285914e+03,2.652971835543536994e+00
9.908227247296515998e+03,2.652971856568747455e+00
9.908227270518744263e+03,2.652971877596420391e+00
9.908227293740974346e+03,2.652971898626558023e+00
9.908227316963204430e+03,2.652971919659160349e+00
9.908227340185434514e+03,2.652971940694225594e+00
9.908227363407662779e+03,2.652971961731752870e+00
9.908227386629892862e+03,2.652971982771745729e+00
9.908227409852122946e+03,2.652972003814201951e+00
9.908227433074353030e+03,2.652972024859121092e+00
9.908227456296581295e+03,2.652972045906501819e+00
9.908227479518811379e+03,2.652972066956348129e+00
9.908227502741041462e+03,2.652972088008657359e+00
9.908227525963271546e+03,2.652972109063429063e+00
9.908227549185499811e+03,2.652972130120662353e+00
9.908227572407729895e+03,2.652972151180360338e+00
9.908227595629959978e+03,2.652972172242520799e+00
9.908227618852190062e+03,2.652972193307144178e+00
9.908227642074418327e+03,2.652972214374229143e+00
9.908227665296648411e+03,2.652972235443777471e+00
9.908227688518878495e+03,2.652972256515788718e+00
9.908227711741108578e+03,2.652972277590262440e+00
9.908227734963336843e+03,2.652972298667196416e+00
9.908227758185566927e+03,2.652972319746594643e+00
9.908227781407797011e+03,2.652972340828455788e+00
9.908227804630027094e+03,2.652972361912777632e+00
9.908227827852255359e+03,2.652972382999560619e+00
9.908227851074485443e+03,2.652972404088807412e+00
9.908227874296715527e+03,2.652972425180516236e+00
9.908227897518945610e+03,2.652972446274686202e+00
9.908227920741173875e+03,2.652972467371316867e+00
9.908227943963403959e+03,2.652972488470410450e+00
9.908227967185634043e+03,2.652972509571965620e+00
9.908227990407864127e+03,2.652972530675982821e+00
9.908228013630092391e+03,2.652972551782459387e+00
9.908228036852322475e+03,2.652972572891398872e+00
9.908228060074552559e+03,2.652972594002799944e+00
9.908228083296782643e+03,2.652972615116662158e+00
9.908228106519010908e+03,2.652972636232983739e+00
9.908228129741240991e+03,2.652972657351767349e+00
9.908228152963471075e+03,2.652972678473012991e+00
9.908228176185701159e+03,2.652972699596719330e+00
9.908228199407929424e+03,2.652972720722885036e+00
9.908228222630159507e+03,2.652972741851512328e+00
9.908228245852389591e+03,2.652972762982601207e+00
9.908228269074619675e+03,2.652972784116149452e+00
9.908228292296847940e+03,2.652972805252157507e+00
9.908228315519078023e+03,2.652972826390627592e+00
9.908228338741308107e+03,2.652972847531557932e+00
9.908228361963538191e+03,2.652972868674948526e+00
9.908228385185766456e+03,2.652972889820797597e+00
9.908228408407996540e+03,2.652972910969108700e+00
9.908228431630226623e+03,2.652972932119879612e+00
9.908228454852456707e+03,2.652972953273110779e+00
9.908228478074684972e+03,2.652972974428799979e+00
9.908228501296915056e+03,2.652972995586950322e+00
9.908228524519145139e+03,2.652973016747560919e+00
9.908228547741375223e+03,2.652973037910631326e+00
9.908228570963603488e+03,2.652973059076159323e+00
9.908228594185833572e+03,2.652973080244148463e+00
9.908228617408063656e+03,2.652973101414597412e+00
9.908228640630293739e+03,2.652973122587505284e+00
9.908228663852522004e+03,2.652973143762871189e+00
9.908228687074752088e+03,2.652973164940697792e+00
9.908228710296982172e+03,2.652973186120983318e+00
9.908228733519212255e+03,2.652973207303728209e+00
9.908228756741440520e+03,2.652973228488930246e+00
9.908228779963670604e+03,2.652973249676592982e+00
9.908228803185900688e+03,2.652973270866714639e+00
9.908228826408130772e+03,2.652973292059294774e+00
9.908228849630359036e+03,2.652973313254332055e+00
9.908228872852589120e+03,2.652973334451829590e+00
9.908228896074819204e+03,2.652973355651785159e+00
9.908228919297049288e+03,2.652973376854200094e+00
9.908228942519277552e+03,2.652973398059070842e+00
9.908228965741507636e+03,2.652973419266401844e+00
9.908228988963737720e+03,2.652973440476191325e+00
9.908229012185967804e+03,2.652973461688438839e+00
9.908229035408196069e+03,2.652973482903142610e+00
9.908229058630426152e+03,2.652973504120306636e+00
9.908229081852656236e+03,2.652973525339927807e+00
9.908229105074886320e+03,2.652973546562006568e+00
9.908229128297114585e+03,2.652973567786542475e+00
9.908229151519344668e+03,2.652973589013537303e+00
9.908229174741574752e+03,2.652973610242989277e+00
9.908229197963804836e+03,2.652973631474898841e+00
9.908229221186033101e+03,2.652973652709264663e+00
9.908229244408263185e+03,2.652973673946089406e+00
9.908229267630493268e+03,2.652973695185370850e+00
9.908229290852723352e+03,2.652973716427109885e+00
9.908229314074951617e+03,2.652973737671304288e+00
9.908229337297181701e+03,2.652973758917957614e+00
9.908229360519411784e+03,2.652973780167067641e+00
9.908229383741641868e+03,2.652973801418634814e+00
9.908229406963870133e+03,2.652973822672657356e+00
9.908229430186100217e+03,2.652973843929137931e+00
9.908229453408330301e+03,2.652973865188075209e+00
9.908229476630560384e+03,2.652973886449469187e+00
9.908229499852788649e+03,2.652973907713318535e+00
9.908229523075018733e+03,2.652973928979625029e+00
9.908229546297248817e+03,2.652973950248388668e+00
9.908229569519478900e+03,2.652973971519608121e+00
9.908229592741707165e+03,2.652973992793282054e+00
9.908229615963937249e+03,2.652974014069414022e+00
9.908229639186167333e+03,2.652974035348002246e+00
9.908229662408397417e+03,2.652974056629045840e+00
9.908229685630625681e+03,2.652974077912544359e+00
9.908229708852855765e+03,2.652974099198499580e+00
9.908229732075085849e+03,2.652974120486911058e+00
9.908229755297315933e+03,2.652974141777777906e+00
9.908229778519544197e+03,2.652974163071098790e+00
9.908229801741774281e+03,2.652974184366877264e+00
9.908229824964004365e+03,2.652974205665111107e+00
9.908229848186234449e+03,2.652974226965799875e+00
9.908229871408462714e+03,2.652974248268942237e+00
9.908229894630692797e+03,2.652974269574542188e+00
9.908229917852922881e+03,2.652974290882596620e+00
9.908229941075152965e+03,2.652974312193105977e+00
9.908229964297381230e+03,2.652974333506068483e+00
9.908229987519611313e+03,2.652974354821488134e+00
9.908230010741841397e+03,2.652974376139362711e+00
9.908230033964071481e+03,2.652974397459691325e+00
9.908230057186299746e+03,2.652974418782473531e+00
9.908230080408529830e+03,2.652974440107711995e+00
9.908230103630759913e+03,2.652974461435404496e+00
9.908230126852989997e+03,2.652974482765551478e+00
9.908230150075218262e+03,2.652974504098151609e+00
9.908230173297448346e+03,2.652974525433207109e+00
9.908230196519678429e+03,2.652974546770717534e+00
9.908230219741908513e+03,2.652974568110681552e+00
9.908230242964136778e+03,2.652974589453098275e+00
9.908230266186366862e+03,2.652974610797970367e+00
9.908230289408596946e+03,2.652974632145296496e+00
9.908230312630827029e+03,2.652974653495076218e+00
9.908230335853055294e+03,2.652974674847308201e+00
9.908230359075285378e+03,2.652974696201995108e+00
9.908230382297515462e+03,2.652974717559136053e+00
9.908230405519745545e+03,2.652974738918730591e+00
9.908230428741973810e+03,2.652974760280776501e+00
9.908230451964203894e+03,2.652974781645277780e+00
9.908230475186433978e+03,2.652974803012232208e+00
9.908230498408664062e+03,2.652974824381639340e+00
9.908230521630892326e+03,2.652974845753498290e+00
9.908230544853122410e+03,2.652974867127812164e+00
9.908230568075352494e+03,2.652974888504578299e+00
9.908230591297582578e+03,2.652974909883798027e+00
9.908230614519810842e+03,2.652974931265468683e+00
