Time (BJD_TBD - 2450000), F_star + F_c (mJy)
1.065014266203716397e+04,2.654323963226375760e+00
1.065014268332748725e+04,2.654323983076785520e+00
1.065014270461781052e+04,2.654324002925140924e+00
1.065014272590813380e+04,2.654324022771442415e+00
1.065014274719845707e+04,2.654324042615689105e+00
1.065014276848878217e+04,2.654324062457882327e+00
1.065014278977910544e+04,2.654324082298019860e+00
1.065014281106942872e+04,2.654324102136102592e+00
1.065014283235975199e+04,2.654324121972130079e+00
1.065014285365007527e+04,2.654324141806103210e+00
1.065014287494039854e+04,2.654324161638021540e+00
1.065014289623072182e+04,2.654324181467884625e+00
1.065014291752104509e+04,2.654324201295692465e+00
1.065014293881136837e+04,2.654324221121445504e+00
1.065014296010169346e+04,2.654324240945144631e+00
1.065014298139201674e+04,2.654324260766787624e+00
1.065014300268234001e+04,2.654324280586374485e+00
1.065014302397266329e+04,2.654324300403906545e+00
1.065014304526298656e+04,2.654324320219383360e+00
1.065014306655330984e+04,2.654324340032804486e+00
1.065014308784363311e+04,2.654324359844169923e+00
1.065014310913395639e+04,2.654324379653480115e+00
1.065014313042427966e+04,2.654324399460734618e+00
1.065014315171460476e+04,2.654324419265934765e+00
1.065014317300492803e+04,2.654324439069077446e+00
1.065014319429525131e+04,2.654324458870164438e+00
1.065014321558557458e+04,2.654324478669195742e+00
1.065014323687589786e+04,2.654324498466170912e+00
1.065014325816622113e+04,2.654324518261090393e+00
1.065014327945654441e+04,2.654324538053953297e+00
1.065014330074686768e+04,2.654324557844760513e+00
1.065014332203719096e+04,2.654324577633511595e+00
1.065014334332751605e+04,2.654324597420207876e+00
1.065014336461783932e+04,2.654324617204846248e+00
1.065014338590816260e+04,2.654324636987428487e+00
1.065014340719848587e+04,2.654324656767953705e+00
1.065014342848880915e+04,2.654324676546423234e+00
1.065014344977913242e+04,2.654324696322835742e+00
1.065014347106945570e+04,2.654324716097191672e+00
1.065014349235977897e+04,2.654324735869490581e+00
1.065014351365010225e+04,2.654324755639733358e+00
1.065014353494042734e+04,2.654324775407920889e+00
1.065014355623075062e+04,2.654324795174050067e+00
1.065014357752107389e+04,2.654324814938122223e+00
1.065014359881139717e+04,2.654324834700136915e+00
1.065014362010172044e+04,2.654324854460095029e+00
1.065014364139204372e+04,2.654324874217996122e+00
1.065014366268236699e+04,2.654324893973839750e+00
1.065014368397269027e+04,2.654324913727626356e+00
1.065014370526301354e+04,2.654324933479355497e+00
1.065014372655333864e+04,2.654324953229029393e+00
1.065014374784366191e+04,2.654324972976644048e+00
1.065014376913398519e+04,2.654324992722201237e+00
1.065014379042430846e+04,2.654325012465700517e+00
1.065014381171463174e+04,2.654325032207142776e+00
1.065014383300495501e+04,2.654325051946527125e+00
1.065014385429527829e+04,2.654325071683854453e+00
1.065014387558560156e+04,2.654325091419123428e+00
1.065014389687592484e+04,2.654325111152334493e+00
1.065014391816624993e+04,2.654325130883489425e+00
1.065014393945657321e+04,2.654325150612584672e+00
1.065014396074689648e+04,2.654325170339622009e+00
1.065014398203721976e+04,2.654325190064601436e+00
1.065014400332754303e+04,2.654325209787522954e+00
1.065014402461786631e+04,2.654325229508386119e+00
1.065014404590818958e+04,2.654325249227190930e+00
1.065014406719851286e+04,2.654325268943937388e+00
1.065014408848883613e+04,2.654325288658625936e+00
1.065014410977916123e+04,2.654325308371257020e+00
1.065014413106948450e+04,2.654325328081828861e+00
1.065014415235980778e+04,2.654325347790341461e+00
1.065014417365013105e+04,2.654325367496795263e+00
1.065014419494045433e+04,2.654325387201191155e+00
1.065014421623077760e+04,2.654325406903527806e+00
1.065014423752110088e+04,2.654325426603806104e+00
1.065014425881142415e+04,2.654325446302025604e+00
1.065014428010174743e+04,2.654325465998185418e+00
1.065014430139207252e+04,2.654325485692288655e+00
1.065014432268239580e+04,2.654325505384331318e+00
1.065014434397271907e+04,2.654325525074314740e+00
1.065014436526304235e+04,2.654325544762238476e+00
1.065014438655336562e+04,2.654325564448103858e+00
1.065014440784368890e+04,2.654325584131909554e+00
1.065014442913401217e+04,2.654325603813656009e+00
1.065014445042433545e+04,2.654325623493343222e+00
1.065014447171465872e+04,2.654325643170970306e+00
1.065014449300498381e+04,2.654325662846540368e+00
1.065014451429530709e+04,2.654325682520048968e+00
1.065014453558563036e+04,2.654325702191497882e+00
1.065014455687595364e+04,2.654325721860887111e+00
1.065014457816627691e+04,2.654325741528217097e+00
1.065014459945660019e+04,2.654325761193486066e+00
1.065014462074692347e+04,2.654325780856696237e+00
1.065014464203724674e+04,2.654325800517846279e+00
1.065014466332757002e+04,2.654325820176936190e+00
1.065014468461789511e+04,2.654325839833968192e+00
