Time (BJD_TBD - 2450000), F_star + F_planets (mJy)
9.891595520833507180e+03,2.742759411468661312e+00
9.891595543725843527e+03,2.742759524483130207e+00
9.891595566618178054e+03,2.742759637490038926e+00
9.891595589510514401e+03,2.742759750489391024e+00
9.891595612402848928e+03,2.742759863481168736e+00
9.891595635295185275e+03,2.742759976465400484e+00
9.891595658187519803e+03,2.742760089442061400e+00
9.891595681079856149e+03,2.742760202411169246e+00
9.891595703972190677e+03,2.742760315372702706e+00
9.891595726864527023e+03,2.742760428326683098e+00
9.891595749756863370e+03,2.742760541273092656e+00
9.891595772649197897e+03,2.742760654211931381e+00
9.891595795541534244e+03,2.742760767143213485e+00
9.891595818433868772e+03,2.742760880066917650e+00
9.891595841326205118e+03,2.742760992983058088e+00
9.891595864218539646e+03,2.742761105891627693e+00
9.891595887110875992e+03,2.742761218792630018e+00
9.891595910003210520e+03,2.742761331686057957e+00
9.891595932895546866e+03,2.742761444571918616e+00
9.891595955787881394e+03,2.742761557450201337e+00
9.891595978680217740e+03,2.742761670320916778e+00
9.891596001572554087e+03,2.742761783184061386e+00
9.891596024464888615e+03,2.742761896039617397e+00
9.891596047357224961e+03,2.742762008887609682e+00
9.891596070249559489e+03,2.742762121728016922e+00
9.891596093141895835e+03,2.742762234560853329e+00
9.891596116034230363e+03,2.742762347386104693e+00
9.891596138926566709e+03,2.742762460203785224e+00
9.891596161818901237e+03,2.742762573013873606e+00
9.891596184711237584e+03,2.742762685816394708e+00
9.891596207603573930e+03,2.742762798611330766e+00
9.891596230495908458e+03,2.742762911398678227e+00
9.891596253388244804e+03,2.742763024178451303e+00
9.891596276280579332e+03,2.742763136950632230e+00
9.891596299172915678e+03,2.742763249715235219e+00
9.891596322065250206e+03,2.742763362472242505e+00
9.891596344957586552e+03,2.742763475221675407e+00
9.891596367849921080e+03,2.742763587963509053e+00
9.891596390742257427e+03,2.742763700697768314e+00
9.891596413634591954e+03,2.742763813424428321e+00
9.891596436526928301e+03,2.742763926143506836e+00
9.891596459419264647e+03,2.742764038854993203e+00
9.891596482311599175e+03,2.742764151558883867e+00
9.891596505203935521e+03,2.742764264255185935e+00
9.891596528096270049e+03,2.742764376943888749e+00
9.891596550988606396e+03,2.742764489625006519e+00
9.891596573880940923e+03,2.742764602298525034e+00
9.891596596773277270e+03,2.742764714964451400e+00
9.891596619665611797e+03,2.742764827622771406e+00
9.891596642557948144e+03,2.742764940273509922e+00
9.891596665450284490e+03,2.742765052916642077e+00
9.891596688342619018e+03,2.742765165552174977e+00
9.891596711234955364e+03,2.742765278180119282e+00
9.891596734127289892e+03,2.742765390800446568e+00
9.891596757019626239e+03,2.742765503413181705e+00
9.891596779911960766e+03,2.742765616018310482e+00
9.891596802804297113e+03,2.742765728615847109e+00
9.891596825696631640e+03,2.742765841205763166e+00
9.891596848588967987e+03,2.742765953788090627e+00
9.891596871481304333e+03,2.742766066362811728e+00
9.891596894373638861e+03,2.742766178929915810e+00
9.891596917265975208e+03,2.742766291489424191e+00
9.891596940158309735e+03,2.742766404041315553e+00
9.891596963050646082e+03,2.742766516585607661e+00
9.891596985942980609e+03,2.742766629122282751e+00
9.891597008835316956e+03,2.742766741651355034e+00
9.891597031727651483e+03,2.742766854172810298e+00
9.891597054619987830e+03,2.742766966686659202e+00
9.891597077512322358e+03,2.742767079192891089e+00
9.891597100404658704e+03,2.742767191691516615e+00
9.891597123296995051e+03,2.742767304182525123e+00
9.891597146189329578e+03,2.742767416665913061e+00
9.891597169081665925e+03,2.742767529141698191e+00
9.891597191974000452e+03,2.742767641609848539e+00
9.891597214866336799e+03,2.742767754070396080e+00
9.891597237758671326e+03,2.742767866523319498e+00
9.891597260651007673e+03,2.742767978968625897e+00
9.891597283543342201e+03,2.742768091406308173e+00
9.891597306435678547e+03,2.742768203836373431e+00
9.891597329328014894e+03,2.742768316258825223e+00
9.891597352220349421e+03,2.742768428673645786e+00
9.891597375112685768e+03,2.742768541080845779e+00
9.891597398005020295e+03,2.742768653480414542e+00
9.891597420897356642e+03,2.742768765872373393e+00
9.891597443789691170e+03,2.742768878256693910e+00
9.891597466682027516e+03,2.742768990633393855e+00
9.891597489574362044e+03,2.742769103002462572e+00
9.891597512466698390e+03,2.742769215363910718e+00
9.891597535359032918e+03,2.742769327717724082e+00
9.891597558251369264e+03,2.742769440063913322e+00
9.891597581143705611e+03,2.742769552402478439e+00
9.891597604036040138e+03,2.742769664733398116e+00
9.891597626928376485e+03,2.742769777056693670e+00
9.891597649820711013e+03,2.742769889372347336e+00
9.891597672713047359e+03,2.742770001680380432e+00
9.891597695605381887e+03,2.742770113980768087e+00
9.891597718497718233e+03,2.742770226273531620e+00
9.891597741390052761e+03,2.742770338558649712e+00
9.891597764282389107e+03,2.742770450836136575e+00
9.891597787174725454e+03,2.742770563105988657e+00
9.891597810067059982e+03,2.742770675368191746e+00
9.891597832959396328e+03,2.742770787622767159e+00
9.891597855851730856e+03,2.742770899869693579e+00
9.891597878744067202e+03,2.742771012108985218e+00
9.891597901636401730e+03,2.742771124340627864e+00
9.891597924528738076e+03,2.742771236564639281e+00
9.891597947421072604e+03,2.742771348780998153e+00
9.891597970313408950e+03,2.742771460989718690e+00
9.891597993205745297e+03,2.742771573190797341e+00
9.891598016098079825e+03,2.742771685384219893e+00
9.891598038990416171e+03,2.742771797570007664e+00
9.891598061882750699e+03,2.742771909748132231e+00
9.891598084775087045e+03,2.742772021918625569e+00
9.891598107667421573e+03,2.742772134081459257e+00
9.891598130559757919e+03,2.742772246236651057e+00
9.891598153452092447e+03,2.742772358384183207e+00
9.891598176344428794e+03,2.742772470524069917e+00
9.891598199236763321e+03,2.742772582656300528e+00
9.891598222129099668e+03,2.742772694780885701e+00
9.891598245021436014e+03,2.742772806897814775e+00
9.891598267913770542e+03,2.742772919007084198e+00
9.891598290806106888e+03,2.742773031108704629e+00
9.891598313698441416e+03,2.742773143202661856e+00
9.891598336590777762e+03,2.742773255288970091e+00
9.891598359483112290e+03,2.742773367367611570e+00
9.891598382375448637e+03,2.742773479438604056e+00
9.891598405267783164e+03,2.742773591501926234e+00
9.891598428160119511e+03,2.742773703557599418e+00
9.891598451052455857e+03,2.742773815605612953e+00
9.891598473944790385e+03,2.742773927645952625e+00
9.891598496837126731e+03,2.742774039678639753e+00
9.891598519729461259e+03,2.742774151703656571e+00
9.891598542621797606e+03,2.742774263721013739e+00
9.891598565514132133e+03,2.742774375730700598e+00
