Time (BJD_TBD - 2450000), F_star + F_b (mJy)
1.014093855324061587e+04,2.741439395429029258e+00
1.014093857208740883e+04,2.741439440454263021e+00
1.014093859093419996e+04,2.741439485473179172e+00
1.014093860978099292e+04,2.741439530485786591e+00
1.014093862862778406e+04,2.741439575492075509e+00
1.014093864747457701e+04,2.741439620492054807e+00
1.014093866632136815e+04,2.741439665485716048e+00
1.014093868516816110e+04,2.741439710473066782e+00
1.014093870401495224e+04,2.741439755454098126e+00
1.014093872286174519e+04,2.741439800428818963e+00
1.014093874170853633e+04,2.741439845397219965e+00
1.014093876055532928e+04,2.741439890359309572e+00
1.014093877940212042e+04,2.741439935315079346e+00
1.014093879824891337e+04,2.741439980264536391e+00
1.014093881709570451e+04,2.741440025207673603e+00
1.014093883594249746e+04,2.741440070144498087e+00
1.014093885478928860e+04,2.741440115075000961e+00
1.014093887363608155e+04,2.741440159999191550e+00
1.014093889248287269e+04,2.741440204917059642e+00
1.014093891132966564e+04,2.741440249828614562e+00
1.014093893017645678e+04,2.741440294733846539e+00
1.014093894902324973e+04,2.741440339632764900e+00
1.014093896787004269e+04,2.741440384525364760e+00
1.014093898671683382e+04,2.741440429411640789e+00
1.014093900556362678e+04,2.741440474291601870e+00
1.014093902441041791e+04,2.741440519165240008e+00
1.014093904325721087e+04,2.741440564032561866e+00
1.014093906210400201e+04,2.741440608893559450e+00
1.014093908095079496e+04,2.741440653748241196e+00
1.014093909979758610e+04,2.741440698596598224e+00
1.014093911864437905e+04,2.741440743438638528e+00
1.014093913749117019e+04,2.741440788274353224e+00
1.014093915633796314e+04,2.741440833103751196e+00
1.014093917518475428e+04,2.741440877926822672e+00
1.014093919403154723e+04,2.741440922743576536e+00
1.014093921287833837e+04,2.741440967554003905e+00
1.014093923172513132e+04,2.741441012358113216e+00
1.014093925057192246e+04,2.741441057155895589e+00
1.014093926941871541e+04,2.741441101947358572e+00
1.014093928826550655e+04,2.741441146732494616e+00
1.014093930711229950e+04,2.741441191511310826e+00
1.014093932595909064e+04,2.741441236283798766e+00
1.014093934480588359e+04,2.741441281049967316e+00
1.014093936365267473e+04,2.741441325809806706e+00
1.014093938249946768e+04,2.741441370563325819e+00
1.014093940134626064e+04,2.741441415310519769e+00
1.014093942019305177e+04,2.741441460051384560e+00
1.014093943903984473e+04,2.741441504785927741e+00
1.014093945788663586e+04,2.741441549514140874e+00
1.014093947673342882e+04,2.741441594236031953e+00
1.014093949558021995e+04,2.741441638951592985e+00
1.014093951442701291e+04,2.741441683660831075e+00
1.014093953327380405e+04,2.741441728363738228e+00
1.014093955212059700e+04,2.741441773060321996e+00
1.014093957096738814e+04,2.741441817750574383e+00
1.014093958981418109e+04,2.741441862434503385e+00
1.014093960866097223e+04,2.741441907112100118e+00
1.014093962750776518e+04,2.741441951783372577e+00
1.014093964635455632e+04,2.741441996448312768e+00
1.014093966520134927e+04,2.741442041106927796e+00
1.014093968404814041e+04,2.741442085759209224e+00
1.014093970289493336e+04,2.741442130405165933e+00
1.014093972174172450e+04,2.741442175044789042e+00
1.014093974058851745e+04,2.741442219678085657e+00
1.014093975943530859e+04,2.741442264305048226e+00
1.014093977828210154e+04,2.741442308925684745e+00
1.014093979712889450e+04,2.741442353539989885e+00
1.014093981597568563e+04,2.741442398147960535e+00
1.014093983482247859e+04,2.741442442749603803e+00
1.014093985366926972e+04,2.741442487344911250e+00
1.014093987251606268e+04,2.741442531933890869e+00
1.014093989136285381e+04,2.741442576516534224e+00
1.014093991020964677e+04,2.741442621092849308e+00
1.014093992905643790e+04,2.741442665662827682e+00
1.014093994790323086e+04,2.741442710226476898e+00
1.014093996675002199e+04,2.741442754783789404e+00
1.014093998559681495e+04,2.741442799334772307e+00
1.014094000444360609e+04,2.741442843879416724e+00
1.014094002329039904e+04,2.741442888417731982e+00
1.014094004213719018e+04,2.741442932949708311e+00
1.014094006098398313e+04,2.741442977475354148e+00
1.014094007983077427e+04,2.741443021994661500e+00
1.014094009867756722e+04,2.741443066507637027e+00
1.014094011752435836e+04,2.741443111014273626e+00
1.014094013637115131e+04,2.741443155514577956e+00
1.014094015521794245e+04,2.741443200008542913e+00
1.014094017406473540e+04,2.741443244496176046e+00
1.014094019291152654e+04,2.741443288977467585e+00
1.014094021175831949e+04,2.741443333452426856e+00
1.014094023060511245e+04,2.741443377921048974e+00
1.014094024945190358e+04,2.741443422383329942e+00
1.014094026829869654e+04,2.741443466839277754e+00
1.014094028714548767e+04,2.741443511288882640e+00
1.014094030599228063e+04,2.741443555732153925e+00
1.014094032483907176e+04,2.741443600169082728e+00
1.014094034368586472e+04,2.741443644599677043e+00
1.014094036253265585e+04,2.741443689023927988e+00
1.014094038137944881e+04,2.741443733441844000e+00
1.014094040022623994e+04,2.741443777853416197e+00
1.014094041907303290e+04,2.741443822258652574e+00
1.014094043791982403e+04,2.741443866657545136e+00
1.014094045676661699e+04,2.741443911050101434e+00
1.014094047561340813e+04,2.741443955436313029e+00
1.014094049446020108e+04,2.741443999816187915e+00
1.014094051330699222e+04,2.741444044189717211e+00
1.014094053215378517e+04,2.741444088556909353e+00
1.014094055100057631e+04,2.741444132917755905e+00
1.014094056984736926e+04,2.741444177272263971e+00
1.014094058869416040e+04,2.741444221620426447e+00
1.014094060754095335e+04,2.741444265962249993e+00
1.014094062638774631e+04,2.741444310297731057e+00
1.014094064523453744e+04,2.741444354626864310e+00
1.014094066408133040e+04,2.741444398949659078e+00
1.014094068292812153e+04,2.741444443266106035e+00
1.014094070177491449e+04,2.741444487576213174e+00
1.014094072062170562e+04,2.741444531879972057e+00
1.014094073946849858e+04,2.741444576177390235e+00
1.014094075831528971e+04,2.741444620468459714e+00
1.014094077716208267e+04,2.741444664753188931e+00
1.014094079600887380e+04,2.741444709031568117e+00
1.014094081485566676e+04,2.741444753303606152e+00
1.014094083370245789e+04,2.741444797569294600e+00
1.014094085254925085e+04,2.741444841828640566e+00
1.014094087139604198e+04,2.741444886081636501e+00
1.014094089024283494e+04,2.741444930328289953e+00
1.014094090908962608e+04,2.741444974568592041e+00
