Time (BJD_TBD - 2450000), F_h/F_star (ppm)
1.061386530092591420e+04,1.568676982923772556e+01
1.061386531688121431e+04,1.568684709241266617e+01
1.061386533283651261e+04,1.568692435554527087e+01
1.061386534879181272e+04,1.568700161865314868e+01
1.061386536474711102e+04,1.568707888171867815e+01
1.061386538070241113e+04,1.568715614475947717e+01
1.061386539665770943e+04,1.568723340775792785e+01
1.061386541261300954e+04,1.568731067073164276e+01
1.061386542856830783e+04,1.568738793366300222e+01
1.061386544452360795e+04,1.568746519656962057e+01
1.061386546047890624e+04,1.568754245943388348e+01
1.061386547643420636e+04,1.568761972227340706e+01
1.061386549238950465e+04,1.568769698507055566e+01
1.061386550834480477e+04,1.568777424784296493e+01
1.061386552430010306e+04,1.568785151057299920e+01
1.061386554025540318e+04,1.568792877327828705e+01
1.061386555621070147e+04,1.568800603594120169e+01
1.061386557216600158e+04,1.568808329857935391e+01
1.061386558812129988e+04,1.568816056117513646e+01
1.061386560407659999e+04,1.568823782374614950e+01
1.061386562003189829e+04,1.568831508627478932e+01
1.061386563598719840e+04,1.568839234877866318e+01
1.061386565194249670e+04,1.568846961124014427e+01
1.061386566789779681e+04,1.568854687367686296e+01
1.061386568385309511e+04,1.568862413607119244e+01
1.061386569980839522e+04,1.568870139844073819e+01
1.061386571576369352e+04,1.568877866076789473e+01
1.061386573171899363e+04,1.568885592307026933e+01
1.061386574767429192e+04,1.568893318533024939e+01
1.061386576362959204e+04,1.568901044756544394e+01
1.061386577958489033e+04,1.568908770975823508e+01
1.061386579554019045e+04,1.568916497192623893e+01
1.061386581149549056e+04,1.568924223406064122e+01
1.061386582745078886e+04,1.568931949615263655e+01
1.061386584340608897e+04,1.568939675821984281e+01
1.061386585936138727e+04,1.568947402024462612e+01
1.061386587531668738e+04,1.568955128224461681e+01
1.061386589127198567e+04,1.568962854420218633e+01
1.061386590722728579e+04,1.568970580613494725e+01
1.061386592318258408e+04,1.568978306802529232e+01
1.061386593913788420e+04,1.568986032989082524e+01
1.061386595509318249e+04,1.568993759171393343e+01
1.061386597104848261e+04,1.569001485351222769e+01
1.061386598700378090e+04,1.569009211526809189e+01
1.061386600295908102e+04,1.569016937699913861e+01
1.061386601891437931e+04,1.569024663868774816e+01
1.061386603486967942e+04,1.569032390035153668e+01
1.061386605082497772e+04,1.569040116197288803e+01
1.061386606678027783e+04,1.569047842356940947e+01
1.061386608273557613e+04,1.569055568512349019e+01
1.061386609869087624e+04,1.569063294665273922e+01
1.061386611464617454e+04,1.569071020813953332e+01
1.061386613060147465e+04,1.569078746960150461e+01
1.061386614655677295e+04,1.569086473102101209e+01
1.061386616251207306e+04,1.569094199241568255e+01
1.061386617846737136e+04,1.569101925376789985e+01
1.061386619442267147e+04,1.569109651509526593e+01
1.061386621037796976e+04,1.569117377638017707e+01
1.061386622633326988e+04,1.569125103764023521e+01
1.061386624228856817e+04,1.569132829885783131e+01
1.061386625824386829e+04,1.569140556005057618e+01
1.061386627419916658e+04,1.569148282120084303e+01
1.061386629015446670e+04,1.569156008232626043e+01
1.061386630610976681e+04,1.569163734341800698e+01
1.061386632206506511e+04,1.569171460446727551e+01
1.061386633802036522e+04,1.569179186549168215e+01
1.061386635397566351e+04,1.569186912647360366e+01
1.061386636993096363e+04,1.569194638743066150e+01
1.061386638588626192e+04,1.569202364834523067e+01
1.061386640184156204e+04,1.569210090923492729e+01
1.061386641779686033e+04,1.569217817008213345e+01
1.061386643375216045e+04,1.569225543090446351e+01
1.061386644970745874e+04,1.569233269168429779e+01
1.061386646566275886e+04,1.569240995243925418e+01
1.061386648161805715e+04,1.569248721315170592e+01
1.061386649757335726e+04,1.569256447383927799e+01
1.061386651352865556e+04,1.569264173448433652e+01
1.061386652948395567e+04,1.569271899510451540e+01
1.061386654543925397e+04,1.569279625568218428e+01
1.061386656139455408e+04,1.569287351623495042e+01
1.061386657734985238e+04,1.569295077674521188e+01
1.061386659330515249e+04,1.569302803723057416e+01
1.061386660926045079e+04,1.569310529767341755e+01
1.061386662521575090e+04,1.569318255809135643e+01
1.061386664117104920e+04,1.569325981846677287e+01
1.061386665712634931e+04,1.569333707881728301e+01
1.061386667308164760e+04,1.569341433912527073e+01
1.061386668903694772e+04,1.569349159940833793e+01
1.061386670499224601e+04,1.569356885964888271e+01
1.061386672094754613e+04,1.569364611986450697e+01
1.061386673690284442e+04,1.569372338003760170e+01
1.061386675285814454e+04,1.569380064018577414e+01
1.061386676881344283e+04,1.569387790029140106e+01
1.061386678476874295e+04,1.569395516037210569e+01
1.061386680072404306e+04,1.569403242041908086e+01
1.061386681667934135e+04,1.569410968042349985e+01
1.061386683263464147e+04,1.569418694040299478e+01
1.061386684858993976e+04,1.569426420033993352e+01
1.061386686454523988e+04,1.569434146025194288e+01
