Time (BJD_TBD - 2450000), F_e/F_star (ppm)
9.880038437500130385e+03,1.307987527368954161e+01
9.880038456059855889e+03,1.307900275417847524e+01
9.880038474619583212e+03,1.307813026129425538e+01
9.880038493179308716e+03,1.307725779520821696e+01
9.880038511739036039e+03,1.307638535574967698e+01
9.880038530298761543e+03,1.307551294308993839e+01
9.880038548858488866e+03,1.307464055705833950e+01
9.880038567418214370e+03,1.307376819782620281e+01
9.880038585977941693e+03,1.307289586522280977e+01
9.880038604537667197e+03,1.307202355941952732e+01
9.880038623097394520e+03,1.307115128024564754e+01
9.880038641657120024e+03,1.307027902787247342e+01
9.880038660216847347e+03,1.306940680212936989e+01
9.880038678776572851e+03,1.306853460318760440e+01
9.880038697336298355e+03,1.306766243096202196e+01
9.880038715896025678e+03,1.306679028536746578e+01
9.880038734455751182e+03,1.306591816657520511e+01
9.880038753015478505e+03,1.306504607441462262e+01
9.880038771575204009e+03,1.306417400905695558e+01
9.880038790134931332e+03,1.306330197033157958e+01
9.880038808694656836e+03,1.306242995840979759e+01
9.880038827254384159e+03,1.306155797312094791e+01
9.880038845814109663e+03,1.306068601463628553e+01
9.880038864373836986e+03,1.305981408278522515e+01
9.880038882933562491e+03,1.305894217773898269e+01
9.880038901493289814e+03,1.305807029932698349e+01
9.880038920053015318e+03,1.305719844772043281e+01
9.880038938612740822e+03,1.305632662283422718e+01
9.880038957172468145e+03,1.305545482458321160e+01
9.880038975732193649e+03,1.305458305313859135e+01
9.880038994291920972e+03,1.305371130832982196e+01
9.880039012851646476e+03,1.305283959032808028e+01
9.880039031411373799e+03,1.305196789896282894e+01
9.880039049971099303e+03,1.305109623440523947e+01
9.880039068530826626e+03,1.305022459648478872e+01
9.880039087090552130e+03,1.304935298537265886e+01
9.880039105650279453e+03,1.304848140089825215e+01
9.880039124210004957e+03,1.304760984323281647e+01
9.880039142769732280e+03,1.304673831220578428e+01
9.880039161329457784e+03,1.304586680798830578e+01
9.880039179889183288e+03,1.304499533049529347e+01
9.880039198448910611e+03,1.304412387964166165e+01
9.880039217008636115e+03,1.304325245559855873e+01
9.880039235568363438e+03,1.304238105819543847e+01
9.880039254128088942e+03,1.304150968760347773e+01
9.880039272687816265e+03,1.304063834365220664e+01
9.880039291247541769e+03,1.303976702651268127e+01
9.880039309807269092e+03,1.303889573601446550e+01
9.880039328366994596e+03,1.303802447232865624e+01
9.880039346926721919e+03,1.303715323528478898e+01
9.880039365486447423e+03,1.303628202505396594e+01
9.880039384046174746e+03,1.303541084146572793e+01
9.880039402605900250e+03,1.303453968469117719e+01
9.880039421165625754e+03,1.303366855464521379e+01
9.880039439725353077e+03,1.303279745124278222e+01
9.880039458285078581e+03,1.303192637465500248e+01
9.880039476844805904e+03,1.303105532471140471e+01
9.880039495404531408e+03,1.303018430158305208e+01
9.880039513964258731e+03,1.302931330509954044e+01
9.880039532523984235e+03,1.302844233543189567e+01
9.880039551083711558e+03,1.302757139240974205e+01
9.880039569643437062e+03,1.302670047620408944e+01
9.880039588203164385e+03,1.302582958664456747e+01
9.880039606762889889e+03,1.302495872390220377e+01
9.880039625322617212e+03,1.302408788780657645e+01
9.880039643882342716e+03,1.302321707852872912e+01
9.880039662442068220e+03,1.302234629598362403e+01
9.880039681001795543e+03,1.302147554008623764e+01
9.880039699561521047e+03,1.302060481100757983e+01
9.880039718121248370e+03,1.301973410857728197e+01
9.880039736680973874e+03,1.301886343296636284e+01
9.880039755240701197e+03,1.301799278400440762e+01
9.880039773800426701e+03,1.301712216186248128e+01
9.880039792360154024e+03,1.301625156637017966e+01
9.880039810919879528e+03,1.301538099769848777e+01
9.880039829479606851e+03,1.301451045567710096e+01
9.880039848039332355e+03,1.301363994047694739e+01
9.880039866599059678e+03,1.301276945192773660e+01
9.880039885158785182e+03,1.301189899020039142e+01
9.880039903718510686e+03,1.301102855520993984e+01
9.880039922278238009e+03,1.301015814687139738e+01
9.880039940837963513e+03,1.300928776535565845e+01
9.880039959397690836e+03,1.300841741049243261e+01
9.880039977957416340e+03,1.300754708245270663e+01
9.880039996517143663e+03,1.300667678106614389e+01
9.880040015076869167e+03,1.300580650650365477e+01
9.880040033636596490e+03,1.300493625859499147e+01
9.880040052196321994e+03,1.300406603751104129e+01
9.880040070756049317e+03,1.300319584308155818e+01
9.880040089315774821e+03,1.300232567547742057e+01
9.880040107875502144e+03,1.300145553452840730e+01
9.880040126435227648e+03,1.300058542040534348e+01
9.880040144994953152e+03,1.299971533302330329e+01
9.880040163554680475e+03,1.299884527229732711e+01
9.880040182114405980e+03,1.299797523839827562e+01
9.880040200674133303e+03,1.299710523115592586e+01
9.880040219233858807e+03,1.299623525074113317e+01
9.880040237793586130e+03,1.299536529698369414e+01
9.880040256353311634e+03,1.299449537005445166e+01
9.880040274913038957e+03,1.299362546978316679e+01
9.880040293472764461e+03,1.299275559634073751e+01
9.880040312032491784e+03,1.299188574955691600e+01
9.880040330592217288e+03,1.299101592960253448e+01
9.880040349151944611e+03,1.299014613630742865e+01
9.880040367711670115e+03,1.298927636984239697e+01
9.880040386271395619e+03,1.298840663012254026e+01
9.880040404831122942e+03,1.298753691706287761e+01
9.880040423390848446e+03,1.298666723083425367e+01
9.880040441950575769e+03,1.298579757126652190e+01
9.880040460510301273e+03,1.298492793853043281e+01
9.880040479070028596e+03,1.298405833245585583e+01
9.880040497629754100e+03,1.298318875321355215e+01
9.880040516189481423e+03,1.298231920063341427e+01
9.880040534749206927e+03,1.298144967488618917e+01
9.880040553308934250e+03,1.298058017580176937e+01
9.880040571868659754e+03,1.297971070355087519e+01
9.880040590428387077e+03,1.297884125796343824e+01
9.880040608988112581e+03,1.297797183921015751e+01
9.880040627547838085e+03,1.297710244720619421e+01
9.880040646107565408e+03,1.297623308186660651e+01
9.880040664667290912e+03,1.297536374336213072e+01
9.880040683227018235e+03,1.297449443152270021e+01
9.880040701786743739e+03,1.297362514651902465e+01
9.880040720346471062e+03,1.297275588818102321e+01
9.880040738906196566e+03,1.297188665667940910e+01
9.880040757465923889e+03,1.297101745184411037e+01
9.880040776025649393e+03,1.297014827384584734e+01
9.880040794585376716e+03,1.296927912251452319e+01
9.880040813145102220e+03,1.296840999802083694e+01
9.880040831704829543e+03,1.296754090019475925e+01
9.880040850264555047e+03,1.296667182920695183e+01
9.880040868824280551e+03,1.296580278497255634e+01
9.880040887384007874e+03,1.296493376740672510e+01
9.880040905943733378e+03,1.296406477668013046e+01
9.880040924503460701e+03,1.296319581262270226e+01
9.880040943063186205e+03,1.296232687540515194e+01
9.880040961622913528e+03,1.296145796485742707e+01
9.880040980182639032e+03,1.296058908115018404e+01
9.880040998742366355e+03,1.295972022411342728e+01
9.880041017302091859e+03,1.295885139391777230e+01
9.880041035861819182e+03,1.295798259039324485e+01
9.880041054421544686e+03,1.295711381371044979e+01
9.880041072981270190e+03,1.295624506378455898e+01
9.880041091540997513e+03,1.295537634053078158e+01
9.880041110100723017e+03,1.295450764411965494e+01
9.880041128660450340e+03,1.295363897438124567e+01
9.880041147220175844e+03,1.295277033148617463e+01
9.880041165779903167e+03,1.295190171526446044e+01
9.880041184339628671e+03,1.295103312588669020e+01
9.880041202899355994e+03,1.295016456318291631e+01
9.880041221459081498e+03,1.294929602732371698e+01
9.880041240018808821e+03,1.294842751813916593e+01
9.880041258578534325e+03,1.294755903579981116e+01
9.880041277138261648e+03,1.294669058013574414e+01
9.880041295697987152e+03,1.294582215131752356e+01
9.880041314257712656e+03,1.294495374926031950e+01
9.880041332817439979e+03,1.294408537387936242e+01
9.880041351377165483e+03,1.294321702534517904e+01
9.880041369936892806e+03,1.294234870348789102e+01
9.880041388496618310e+03,1.294148040847798953e+01
9.880041407056345633e+03,1.294061214014562644e+01
9.880041425616071137e+03,1.293974389866131780e+01
9.880041444175798460e+03,1.293887568385512843e+01
9.880041462735523965e+03,1.293800749589764720e+01
9.880041481295251288e+03,1.293713933461894605e+01
9.880041499854976792e+03,1.293627120018954457e+01
9.880041518414704115e+03,1.293540309243958397e+01
9.880041536974429619e+03,1.293453501153955365e+01
9.880041555534155123e+03,1.293366695740469119e+01
9.880041574093882446e+03,1.293279892995019864e+01
9.880041592653607950e+03,1.293193092934659205e+01
9.880041611213335273e+03,1.293106295542405171e+01
9.880041629773060777e+03,1.293019500835298352e+01
9.880041648332788100e+03,1.292932708796360330e+01
9.880041666892513604e+03,1.292845919442634539e+01
9.880041685452240927e+03,1.292759132757141671e+01
9.880041704011966431e+03,1.292672348756923917e+01
9.880041722571693754e+03,1.292585567425003390e+01
9.880041741131419258e+03,1.292498788778420149e+01
9.880041759691146581e+03,1.292412012800198085e+01
9.880041778250872085e+03,1.292325239507375656e+01
9.880041796810597589e+03,1.292238468891484260e+01
9.880041815370324912e+03,1.292151700944048542e+01
9.880041833930050416e+03,1.292064935682106430e+01
9.880041852489777739e+03,1.291978173088686077e+01
9.880041871049503243e+03,1.291891413180823989e+01
9.880041889609230566e+03,1.291804655941546010e+01
9.880041908168956070e+03,1.291717901387888645e+01
9.880041926728683393e+03,1.291631149502880405e+01
9.880041945288408897e+03,1.291544400303557616e+01
9.880041963848136220e+03,1.291457653772946124e+01
9.880041982407861724e+03,1.291370909928080657e+01
9.880042000967589047e+03,1.291284168751992212e+01
9.880042019527314551e+03,1.291197430261713919e+01
9.880042038087040055e+03,1.291110694448775043e+01
9.880042056646767378e+03,1.291023961304708045e+01
9.880042075206492882e+03,1.290937230846548722e+01
9.880042093766220205e+03,1.290850503057320608e+01
9.880042112325945709e+03,1.290763777954061275e+01
9.880042130885673032e+03,1.290677055519804917e+01
9.880042149445398536e+03,1.290590335771575781e+01
9.880042168005125859e+03,1.290503618692410726e+01
9.880042186564851363e+03,1.290416904299337908e+01
9.880042205124578686e+03,1.290330192575394186e+01
9.880042223684304190e+03,1.290243483537605051e+01
9.880042242244031513e+03,1.290156777169008073e+01
9.880042260803757017e+03,1.290070073486631586e+01
9.880042279363482521e+03,1.289983372482005919e+01
9.880042297923209844e+03,1.289896674146665490e+01
9.880042316482935348e+03,1.289809978497642007e+01
9.880042335042662671e+03,1.289723285517968598e+01
9.880042353602388175e+03,1.289636595224669691e+01
9.880042372162115498e+03,1.289549907600786938e+01
9.880042390721841002e+03,1.289463222663342812e+01
9.880042409281568325e+03,1.289376540395377901e+01
9.880042427841293829e+03,1.289289860813914501e+01
9.880042446401021152e+03,1.289203183901993732e+01
9.880042464960746656e+03,1.289116509676639488e+01
9.880042483520473979e+03,1.289029838120890936e+01
9.880042502080199483e+03,1.288943169251768417e+01
9.880042520639924987e+03,1.288856503060810788e+01
9.880042539199652310e+03,1.288769839539556372e+01
9.880042557759377814e+03,1.288683178705022669e+01
9.880042576319105137e+03,1.288596520540256130e+01
9.880042594878830641e+03,1.288509865062276383e+01
9.880042613438557964e+03,1.288423212254122241e+01
9.880042631998283468e+03,1.288336562132818663e+01
9.880042650558010791e+03,1.288249914681408903e+01
9.880042669117736295e+03,1.288163269916908149e+01
9.880042687677463618e+03,1.288076627822365872e+01
9.880042706237189122e+03,1.287989988414796905e+01
9.880042724796916445e+03,1.287903351677249475e+01
9.880042743356641950e+03,1.287816717626737706e+01
9.880042761916367454e+03,1.287730086254801165e+01
9.880042780476094777e+03,1.287643457552985815e+01
9.880042799035820281e+03,1.287556831538297608e+01
9.880042817595547604e+03,1.287470208193790988e+01
9.880042836155273108e+03,1.287383587536477592e+01
9.880042854715000431e+03,1.287296969549408843e+01
9.880042873274725935e+03,1.287210354249596200e+01
9.880042891834453258e+03,1.287123741620093398e+01
9.880042910394178762e+03,1.287037131677907098e+01
9.880042928953906085e+03,1.286950524406095653e+01
9.880042947513631589e+03,1.286863919821664837e+01
9.880042966073358912e+03,1.286777317907672646e+01
9.880042984633084416e+03,1.286690718681122547e+01
9.880043003192809920e+03,1.286604122133559081e+01
9.880043021752537243e+03,1.286517528256530163e+01
9.880043040312262747e+03,1.286430937067037661e+01
9.880043058871990070e+03,1.286344348548142946e+01
9.880043077431715574e+03,1.286257762716848951e+01
