Time (BJD_TBD - 2450000), F_planets/F_star (ppm)
1.062594821759266779e+04,1.543683450923947021e+03
1.062594823627046208e+04,1.543702107894283472e+03
1.062594825494825454e+04,1.543720761967706039e+03
1.062594827362604883e+04,1.543739413147751975e+03
1.062594829230384312e+04,1.543758061432511340e+03
1.062594831098163559e+04,1.543776706820072377e+03
1.062594832965942987e+04,1.543795349313971428e+03
1.062594834833722416e+04,1.543813988912298328e+03
1.062594836701501663e+04,1.543832625613142682e+03
1.062594838569281092e+04,1.543851259420038787e+03
1.062594840437060520e+04,1.543869890331077841e+03
1.062594842304839767e+04,1.543888518344350814e+03
1.062594844172619196e+04,1.543907143463390412e+03
1.062594846040398625e+04,1.543925765686287832e+03
1.062594847908178053e+04,1.543944385012948032e+03
1.062594849775957300e+04,1.543963001441463348e+03
1.062594851643736729e+04,1.543981614975364664e+03
1.062594853511516158e+04,1.544000225612744771e+03
1.062594855379295404e+04,1.544018833351696003e+03
1.062594857247074833e+04,1.544037438195748109e+03
1.062594859114854262e+04,1.544056040142994561e+03
1.062594860982633509e+04,1.544074639191528377e+03
1.062594862850412937e+04,1.544093235344878394e+03
1.062594864718192366e+04,1.544111828601137404e+03
1.062594866585971613e+04,1.544130418958401151e+03
1.062594868453751042e+04,1.544149006420195747e+03
1.062594870321530470e+04,1.544167590984615799e+03
1.062594872189309717e+04,1.544186172649757054e+03
1.062594874057089146e+04,1.544204751419144031e+03
1.062594875924868575e+04,1.544223327290872476e+03
1.062594877792647821e+04,1.544241900263038815e+03
1.062594879660427250e+04,1.544260470339166204e+03
1.062594881528206679e+04,1.544279037517351753e+03
1.062594883395985926e+04,1.544297601795691889e+03
1.062594885263765354e+04,1.544316163177708631e+03
1.062594887131544783e+04,1.544334721661499316e+03
1.062594888999324030e+04,1.544353277245162417e+03
1.062594890867103459e+04,1.544371829932217224e+03
1.062594892734882887e+04,1.544390379720761985e+03
1.062594894602662316e+04,1.544408926610702792e+03
1.062594896470441563e+04,1.544427470600139259e+03
1.062594898338220992e+04,1.544446011692588172e+03
1.062594900206000420e+04,1.544464549886150053e+03
1.062594902073779667e+04,1.544483085178924284e+03
1.062594903941559096e+04,1.544501617574427883e+03
1.062594905809338525e+04,1.544520147070759776e+03
1.062594907677117772e+04,1.544538673666022987e+03
1.062594909544897200e+04,1.544557197363730893e+03
1.062594911412676629e+04,1.544575718161984241e+03
1.062594913280455876e+04,1.544594236058886509e+03
