Time (BJD_TBD - 2450000), F_e/F_star (ppm)
9.913946643518749624e+03,1.708470106276804756e+02
9.913946661622412648e+03,1.708473065351435878e+02
9.913946679726073853e+03,1.708476024131252018e+02
9.913946697829736877e+03,1.708478982616846906e+02
9.913946715933398082e+03,1.708481940807625108e+02
9.913946734037061105e+03,1.708484898704180068e+02
9.913946752140722310e+03,1.708487856305916068e+02
9.913946770244385334e+03,1.708490813613426837e+02
9.913946788348046539e+03,1.708493770626116941e+02
9.913946806451709563e+03,1.708496727344579256e+02
9.913946824555372586e+03,1.708499683768516206e+02
9.913946842659033791e+03,1.708502639897628796e+02
9.913946860762696815e+03,1.708505595732511040e+02
9.913946878866358020e+03,1.708508551272567502e+02
9.913946896970021044e+03,1.708511506518391059e+02
9.913946915073682248e+03,1.708514461469387129e+02
9.913946933177345272e+03,1.708517416126148021e+02
9.913946951281006477e+03,1.708520370488079152e+02
9.913946969384669501e+03,1.708523324555773399e+02
9.913946987488332525e+03,1.708526278328932619e+02
9.913947005591993729e+03,1.708529231807258952e+02
9.913947023695656753e+03,1.708532184991345559e+02
9.913947041799317958e+03,1.708535137880596722e+02
9.913947059902980982e+03,1.708538090475606168e+02
9.913947078006642187e+03,1.708541042775778465e+02
9.913947096110305210e+03,1.708543994781706203e+02
9.913947114213966415e+03,1.708546946492795655e+02
9.913947132317629439e+03,1.708549897909638275e+02
9.913947150421292463e+03,1.708552849031937058e+02
9.913947168524953668e+03,1.708555799859393858e+02
9.913947186628616691e+03,1.708558750392600700e+02
9.913947204732277896e+03,1.708561700630964140e+02
9.913947222835940920e+03,1.708564650575075632e+02
9.913947240939602125e+03,1.708567600224341447e+02
9.913947259043265149e+03,1.708570549579353326e+02
9.913947277146926353e+03,1.708573498639517538e+02
9.913947295250589377e+03,1.708576447405425540e+02
9.913947313354252401e+03,1.708579395876780040e+02
9.913947331457913606e+03,1.708582344053284316e+02
9.913947349561576630e+03,1.708585291935528687e+02
9.913947367665237834e+03,1.708588239522920844e+02
9.913947385768900858e+03,1.708591186816051675e+02
9.913947403872562063e+03,1.708594133814328018e+02
9.913947421976225087e+03,1.708597080518340476e+02
9.913947440079888111e+03,1.708600026927792612e+02
9.913947458183549315e+03,1.708602973042387134e+02
9.913947476287212339e+03,1.708605918862714645e+02
9.913947494390873544e+03,1.708608864388182838e+02
9.913947512494536568e+03,1.708611809619382029e+02
9.913947530598197773e+03,1.708614754555720197e+02
9.913947548701860796e+03,1.708617699197787090e+02
9.913947566805522001e+03,1.708620643544990401e+02
9.913947584909185025e+03,1.708623587597921016e+02
9.913947603012848049e+03,1.708626531356281362e+02
9.913947621116509254e+03,1.708629474819775282e+02
9.913947639220172277e+03,1.708632417988993382e+02
9.913947657323833482e+03,1.708635360863342783e+02
9.913947675427496506e+03,1.708638303443413804e+02
9.913947693531157711e+03,1.708641245728614138e+02
9.913947711634820735e+03,1.708644187719534671e+02
9.913947729738481939e+03,1.708647129415582242e+02
9.913947747842144963e+03,1.708650070817347739e+02
9.913947765945807987e+03,1.708653011924533871e+02
9.913947784049469192e+03,1.708655952736844483e+02
9.913947802153132216e+03,1.708658893254869611e+02
9.913947820256793420e+03,1.708661833478017229e+02
9.913947838360456444e+03,1.708664773406877373e+02
9.913947856464117649e+03,1.708667713040857450e+02
9.913947874567780673e+03,1.708670652380548063e+02
9.913947892671441878e+03,1.708673591425357188e+02
9.913947910775104901e+03,1.708676530175874859e+02
9.913947928878767925e+03,1.708679468631803786e+02
9.913947946982429130e+03,1.708682406792848099e+02
9.913947965086092154e+03,1.708685344659597831e+02
9.913947983189753359e+03,1.708688282231460676e+02
9.913948001293416382e+03,1.708691219509026666e+02
9.913948019397077587e+03,1.708694156491704064e+02
9.913948037500740611e+03,1.708697093180082334e+02
9.913948055604401816e+03,1.708700029573570305e+02
9.913948073708064840e+03,1.708702965672756591e+02
9.913948091811727863e+03,1.708705901477345606e+02
9.913948109915389068e+03,1.708708836987041479e+02
9.913948128019052092e+03,1.708711772202432542e+02
9.913948146122713297e+03,1.708714707122928189e+02
9.913948164226376321e+03,1.708717641749117320e+02
9.913948182330037525e+03,1.708720576080409330e+02
9.913948200433700549e+03,1.708723510117392266e+02
9.913948218537361754e+03,1.708726443859476092e+02
9.913948236641024778e+03,1.708729377307248853e+02
9.913948254744687802e+03,1.708732310460415533e+02
9.913948272848349006e+03,1.708735243318679409e+02
9.913948290952012030e+03,1.708738175882629378e+02
9.913948309055673235e+03,1.708741108151675121e+02
9.913948327159336259e+03,1.708744040126404968e+02
9.913948345262997464e+03,1.708746971806228316e+02
9.913948363366660487e+03,1.708749903191733779e+02
9.913948381470321692e+03,1.708752834282330753e+02
9.913948399573984716e+03,1.708755765078607567e+02
9.913948417677647740e+03,1.708758695580268636e+02
9.913948435781308945e+03,1.708761625787018659e+02
9.913948453884971968e+03,1.708764555699444827e+02
9.913948471988633173e+03,1.708767485316958243e+02
