Time (BJD_TBD - 2450000), F_b/F_star (ppm)
9.913946643518749624e+03,2.467350703549869309e+02
9.913946661622412648e+03,2.467643476004910781e+02
9.913946679726073853e+03,2.467936258805770535e+02
9.913946697829736877e+03,2.468229052009625093e+02
9.913946715933398082e+03,2.468521855555975151e+02
9.913946734037061105e+03,2.468814669502002914e+02
9.913946752140722310e+03,2.469107493787205669e+02
9.913946770244385334e+03,2.469400328468767327e+02
9.913946788348046539e+03,2.469693173486184037e+02
9.913946806451709563e+03,2.469986028896642551e+02
9.913946824555372586e+03,2.470278894669058900e+02
9.913946842659033791e+03,2.470571770772345985e+02
9.913946860762696815e+03,2.470864657263699087e+02
9.913946878866358020e+03,2.471157554082600427e+02
9.913946896970021044e+03,2.471450461286248412e+02
9.913946915073682248e+03,2.471743378814124412e+02
9.913946933177345272e+03,2.472036306723428254e+02
9.913946951281006477e+03,2.472329244953634486e+02
9.913946969384669501e+03,2.472622193561952031e+02
9.913946987488332525e+03,2.472915152517286685e+02
9.913947005591993729e+03,2.473208121788539700e+02
9.913947023695656753e+03,2.473501101432924258e+02
9.913947041799317958e+03,2.473794091389906384e+02
9.913947059902980982e+03,2.474087091716698978e+02
9.913947078006642187e+03,2.474380102352764936e+02
9.913947096110305210e+03,2.474673123355324833e+02
9.913947114213966415e+03,2.474966154663832754e+02
9.913947132317629439e+03,2.475259196335514389e+02
9.913947150421292463e+03,2.475552248339265304e+02
9.913947168524953668e+03,2.475845310643980213e+02
9.913947186628616691e+03,2.476138383306888215e+02
9.913947204732277896e+03,2.476431466267435724e+02
9.913947222835940920e+03,2.476724559582854965e+02
9.913947240939602125e+03,2.477017663192588657e+02
9.913947259043265149e+03,2.477310777153875279e+02
9.913947277146926353e+03,2.477603901406150158e+02
9.913947295250589377e+03,2.477897036006658027e+02
9.913947313354252401e+03,2.478190180924284789e+02
9.913947331457913606e+03,2.478483336127913219e+02
9.913947349561576630e+03,2.478776501674791461e+02
9.913947367665237834e+03,2.479069677504346885e+02
9.913947385768900858e+03,2.479362863673831896e+02
9.913947403872562063e+03,2.479656060122666759e+02
9.913947421976225087e+03,2.479949266908109280e+02
9.913947440079888111e+03,2.480242483999038825e+02
9.913947458183549315e+03,2.480535711364329927e+02
9.913947476287212339e+03,2.480828949061246078e+02
9.913947494390873544e+03,2.481122197029199015e+02
9.913947512494536568e+03,2.481415455325452797e+02
9.913947530598197773e+03,2.481708723889418309e+02
9.913947548701860796e+03,2.482002002778362453e+02
9.913947566805522001e+03,2.482295291931689292e+02
9.913947584909185025e+03,2.482588591406675107e+02
9.913947603012848049e+03,2.482881901172187611e+02
9.913947621116509254e+03,2.483175221197091389e+02
9.913947639220172277e+03,2.483468551538669828e+02
9.913947657323833482e+03,2.483761892136314202e+02
9.913947675427496506e+03,2.484055243047306760e+02
9.913947693531157711e+03,2.484348604211037923e+02
9.913947711634820735e+03,2.484641975684796478e+02
9.913947729738481939e+03,2.484935357407964887e+02
9.913947747842144963e+03,2.485228749437835916e+02
9.913947765945807987e+03,2.485522151743270456e+02
9.913947784049469192e+03,2.485815564293123430e+02
9.913947802153132216e+03,2.486108987144692435e+02
9.913947820256793420e+03,2.486402420237351691e+02
9.913947838360456444e+03,2.486695863628404481e+02
9.913947856464117649e+03,2.486989317257218488e+02
9.913947874567780673e+03,2.487282781181100404e+02
9.913947892671441878e+03,2.487576255339415638e+02
9.913947910775104901e+03,2.487869739789474295e+02
9.913947928878767925e+03,2.488163234500127317e+02
9.913947946982429130e+03,2.488456739440218541e+02
9.913947965086092154e+03,2.488750254667067736e+02
9.913947983189753359e+03,2.489043780120025247e+02
9.913948001293416382e+03,2.489337315856414250e+02
9.913948019397077587e+03,2.489630861815583387e+02
9.913948037500740611e+03,2.489924418054858393e+02
9.913948055604401816e+03,2.490217984513584213e+02
9.913948073708064840e+03,2.490511561249089141e+02
9.913948091811727863e+03,2.490805148230214172e+02
9.913948109915389068e+03,2.491098745425794903e+02
9.913948128019052092e+03,2.491392352893166731e+02
9.913948146122713297e+03,2.491685970571662381e+02
9.913948164226376321e+03,2.491979598518624073e+02
9.913948182330037525e+03,2.492273236673378847e+02
9.913948200433700549e+03,2.492566885093272901e+02
9.913948218537361754e+03,2.492860543717630151e+02
9.913948236641024778e+03,2.493154212603798499e+02
9.913948254744687802e+03,2.493447891720607288e+02
9.913948272848349006e+03,2.493741581036884440e+02
9.913948290952012030e+03,2.494035280609980703e+02
9.913948309055673235e+03,2.494328990379213451e+02
9.913948327159336259e+03,2.494622710401939969e+02
9.913948345262997464e+03,2.494916440617469107e+02
9.913948363366660487e+03,2.495210181083164116e+02
9.913948381470321692e+03,2.495503931738332426e+02
9.913948399573984716e+03,2.495797692640337857e+02
9.913948417677647740e+03,2.496091463758000941e+02
9.913948435781308945e+03,2.496385245060137947e+02
9.913948453884971968e+03,2.496679036604120654e+02
9.913948471988633173e+03,2.496972838329245405e+02
9.913948490092296197e+03,2.497266650292885686e+02
9.913948508195957402e+03,2.497560472434336702e+02
9.913948526299620426e+03,2.497854304810975350e+02
9.913948544403281630e+03,2.498148147362089446e+02
9.913948562506944654e+03,2.498442000145063844e+02
9.913948580610607678e+03,2.498735863128708559e+02
9.913948598714268883e+03,2.499029736281828491e+02
