Time (BJD_TBD - 2450000), F_d/F_star (ppm)
9.917309675925876945e+03,1.051969996703056687e+01
9.917309697571559809e+03,1.051824412718661250e+01
9.917309719217242673e+03,1.051678838215682532e+01
9.917309740862925537e+03,1.051533273194282536e+01
9.917309762508608401e+03,1.051387717654629128e+01
9.917309784154293084e+03,1.051242171584654450e+01
9.917309805799975948e+03,1.051096635008984848e+01
9.917309827445658811e+03,1.050951107915552285e+01
9.917309849091341675e+03,1.050805590304519477e+01
9.917309870737024539e+03,1.050660082176055710e+01
9.917309892382707403e+03,1.050514583530320323e+01
9.917309914028390267e+03,1.050369094367477452e+01
9.917309935674073131e+03,1.050223614687693718e+01
9.917309957319757814e+03,1.050078144478908726e+01
9.917309978965440678e+03,1.049932683765734076e+01
9.917310000611123542e+03,1.049787232536109194e+01
9.917310022256806405e+03,1.049641790790198925e+01
9.917310043902489269e+03,1.049496358528168116e+01
9.917310065548172133e+03,1.049350935750179481e+01
9.917310087193854997e+03,1.049205522456396977e+01
9.917310108839537861e+03,1.049060118646982076e+01
9.917310130485222544e+03,1.048914724309886992e+01
9.917310152130905408e+03,1.048769339469707695e+01
9.917310173776588272e+03,1.048623964114391605e+01
9.917310195422271136e+03,1.048478598244098769e+01
9.917310217067954000e+03,1.048333241858999010e+01
9.917310238713636863e+03,1.048187894959253086e+01
9.917310260359319727e+03,1.048042557545024778e+01
9.917310282005002591e+03,1.047897229616476977e+01
9.917310303650687274e+03,1.047751911161564564e+01
9.917310325296370138e+03,1.047606602204875337e+01
9.917310346942053002e+03,1.047461302734359201e+01
9.917310368587735866e+03,1.047316012750178515e+01
9.917310390233418730e+03,1.047170732252500613e+01
9.917310411879101594e+03,1.047025461241489275e+01
9.917310433524784457e+03,1.046880199717305970e+01
9.917310455170467321e+03,1.046734947680113770e+01
9.917310476816152004e+03,1.046589705117875013e+01
9.917310498461834868e+03,1.046444472055163466e+01
9.917310520107517732e+03,1.046299248479935606e+01
9.917310541753200596e+03,1.046154034392353793e+01
9.917310563398883460e+03,1.046008829792585360e+01
9.917310585044566324e+03,1.045863634680793908e+01
9.917310606690249188e+03,1.045718449057140198e+01
9.917310628335932051e+03,1.045573272921791208e+01
9.917310649981616734e+03,1.045428106262707146e+01
9.917310671627299598e+03,1.045282949104455739e+01
9.917310693272982462e+03,1.045137801434998437e+01
9.917310714918665326e+03,1.044992663254499021e+01
9.917310736564348190e+03,1.044847534563119318e+01
9.917310758210031054e+03,1.044702415361027015e+01
9.917310779855713918e+03,1.044557305648384116e+01
9.917310801501396782e+03,1.044412205425353335e+01
9.917310823147079645e+03,1.044267114692098275e+01
9.917310844792764328e+03,1.044122033436591224e+01
9.917310866438447192e+03,1.043976961683380722e+01
9.917310888084130056e+03,1.043831899420438525e+01
9.917310909729812920e+03,1.043686846647926458e+01
9.917310931375495784e+03,1.043541803366006349e+01
9.917310953021178648e+03,1.043396769574847127e+01
9.917310974666861512e+03,1.043251745274609554e+01
9.917310996312544376e+03,1.043106730465456167e+01
9.917311017958229058e+03,1.042961725135364404e+01
9.917311039603911922e+03,1.042816729308873569e+01
9.917311061249594786e+03,1.042671742973958438e+01
9.917311082895277650e+03,1.042526766130781901e+01
9.917311104540960514e+03,1.042381798779506674e+01
9.917311126186643378e+03,1.042236840920298846e+01
9.917311147832326242e+03,1.042091892553322019e+01
9.917311169478009106e+03,1.041946953678736953e+01
9.917311191123693789e+03,1.041802024284531392e+01
9.917311212769376652e+03,1.041657104395222433e+01
9.917311234415059516e+03,1.041512193998798885e+01
9.917311256060742380e+03,1.041367293095423285e+01
9.917311277706425244e+03,1.041222401685255505e+01
9.917311299352108108e+03,1.041077519768463411e+01
9.917311320997790972e+03,1.040932647345208828e+01
9.917311342643473836e+03,1.040787784415655537e+01
9.917311364289158519e+03,1.040642930967793234e+01
9.917311385934841383e+03,1.040498087026128715e+01
9.917311407580524246e+03,1.040353252578657894e+01
9.917311429226207110e+03,1.040208427625541709e+01
9.917311450871889974e+03,1.040063612166941454e+01
9.917311472517572838e+03,1.039918806203021440e+01
9.917311494163255702e+03,1.039774009733946158e+01
9.917311515808938566e+03,1.039629222759879568e+01
9.917311537454623249e+03,1.039484445268816692e+01
9.917311559100306113e+03,1.039339677285252606e+01
9.917311580745988977e+03,1.039194918797187661e+01
9.917311602391671840e+03,1.039050169804783508e+01
9.917311624037354704e+03,1.038905430308203037e+01
9.917311645683037568e+03,1.038760700307607721e+01
9.917311667328720432e+03,1.038615979803164713e+01
9.917311688974403296e+03,1.038471268795034597e+01
9.917311710620087979e+03,1.038326567271220924e+01
9.917311732265770843e+03,1.038181875256208286e+01
9.917311753911453707e+03,1.038037192737996861e+01
9.917311775557136571e+03,1.037892519716753625e+01
9.917311797202819434e+03,1.037747856192639162e+01
9.917311818848502298e+03,1.037603202165816541e+01
9.917311840494185162e+03,1.037458557636450429e+01
9.917311862139868026e+03,1.037313922604702476e+01
9.917311883785550890e+03,1.037169297070737706e+01
9.917311905431235573e+03,1.037024681022564643e+01
9.917311927076918437e+03,1.036880074484651182e+01
9.917311948722601301e+03,1.036735477445011355e+01
9.917311970368284165e+03,1.036590889903805568e+01
9.917311992013967028e+03,1.036446311861196889e+01
9.917312013659649892e+03,1.036301743317346791e+01
9.917312035305332756e+03,1.036157184272422427e+01
9.917312056951015620e+03,1.036012634726584380e+01
9.917312078596700303e+03,1.035868094667848638e+01
9.917312100242383167e+03,1.035723564120671547e+01
