Time (BJD_TBD - 2450000), F_e/F_star (ppm)
1.063802708333311602e+04,4.786151009648410337e+01
1.063802710516863226e+04,4.786324611306005750e+01
1.063802712700415032e+04,4.786498214915624061e+01
1.063802714883966655e+04,4.786671820448255943e+01
1.063802717067518279e+04,4.786845427918276386e+01
1.063802719251070084e+04,4.787019037340059668e+01
1.063802721434621708e+04,4.787192648684588647e+01
1.063802723618173331e+04,4.787366261966244707e+01
1.063802725801725137e+04,4.787539877199396443e+01
1.063802727985276761e+04,4.787713494355034527e+01
1.063802730168828566e+04,4.787887113461997046e+01
1.063802732352380190e+04,4.788060734491268278e+01
1.063802734535931813e+04,4.788234357457224633e+01
1.063802736719483619e+04,4.788407982374238259e+01
1.063802738903035242e+04,4.788581609213300538e+01
1.063802741086586866e+04,4.788755237988783620e+01
1.063802743270138672e+04,4.788928868715061071e+01
1.063802745453690295e+04,4.789102501363124276e+01
1.063802747637241919e+04,4.789276135947343249e+01
1.063802749820793724e+04,4.789449772482094403e+01
1.063802752004345348e+04,4.789623410938364856e+01
1.063802754187896971e+04,4.789797051330528888e+01
1.063802756371448777e+04,4.789970693672964330e+01
1.063802758555000401e+04,4.790144337936651198e+01
1.063802760738552206e+04,4.790317984150433972e+01
1.063802762922103830e+04,4.790491632285296930e+01
1.063802765105655453e+04,4.790665282355611510e+01
1.063802767289207259e+04,4.790838934375761227e+01
1.063802769472758882e+04,4.791012588316722542e+01
1.063802771656310506e+04,4.791186244192875421e+01
1.063802773839862311e+04,4.791359902018596983e+01
1.063802776023413935e+04,4.791533561764868665e+01
1.063802778206965559e+04,4.791707223446067587e+01
1.063802780390517364e+04,4.791880887076572293e+01
1.063802782574068988e+04,4.792054552627362796e+01
1.063802784757620611e+04,4.792228220112817638e+01
1.063802786941172417e+04,4.792401889547316074e+01
1.063802789124724040e+04,4.792575560901833853e+01
1.063802791308275846e+04,4.792749234205221853e+01
1.063802793491827470e+04,4.792922909428453693e+01
1.063802795675379093e+04,4.793096586585907914e+01
1.063802797858930899e+04,4.793270265691970877e+01
1.063802800042482522e+04,4.793443946717613358e+01
1.063802802226034146e+04,4.793617629677216030e+01
1.063802804409585951e+04,4.793791314585160990e+01
1.063802806593137575e+04,4.793965001412421856e+01
1.063802808776689199e+04,4.794138690173382145e+01
1.063802810960241004e+04,4.794312380882419689e+01
1.063802813143792628e+04,4.794486073510508106e+01
1.063802815327344251e+04,4.794659768072033756e+01
1.063802817510896057e+04,4.794833464581373050e+01
1.063802819694447680e+04,4.795007163009501738e+01
1.063802821877999486e+04,4.795180863385267855e+01
1.063802824061551109e+04,4.795354565679649284e+01
1.063802826245102733e+04,4.795528269907023855e+01
1.063802828428654539e+04,4.795701976081774376e+01
1.063802830612206162e+04,4.795875684174875886e+01
1.063802832795757786e+04,4.796049394200706928e+01
1.063802834979309591e+04,4.796223106173651729e+01
1.063802837162861215e+04,4.796396820064679645e+01
1.063802839346412838e+04,4.796570535888176323e+01
1.063802841529964644e+04,4.796744253658521018e+01
1.063802843713516268e+04,4.796917973346687347e+01
1.063802845897067891e+04,4.797091694967058118e+01
1.063802848080619697e+04,4.797265418534015424e+01
1.063802850264171320e+04,4.797439144018526491e+01
1.063802852447723126e+04,4.797612871449452143e+01
1.063802854631274749e+04,4.797786600797757472e+01
1.063802856814826373e+04,4.797960332077823864e+01
1.063802858998378179e+04,4.798134065304041229e+01
1.063802861181929802e+04,4.798307800447373950e+01
1.063802863365481426e+04,4.798481537522207674e+01
1.063802865549033231e+04,4.798655276542925208e+01
1.063802867732584855e+04,4.798829017480495196e+01
1.063802869916136478e+04,4.799002760349301866e+01
1.063802872099688284e+04,4.799176505163731576e+01
1.063802874283239908e+04,4.799350251894745156e+01
1.063802876466791531e+04,4.799524000556734649e+01
1.063802878650343337e+04,4.799697751164082860e+01
1.063802880833894960e+04,4.799871503687752750e+01
1.063802883017446766e+04,4.800045258156608696e+01
1.063802885200998389e+04,4.800219014541609397e+01
