Time (BJD_TBD - 2450000), F_g/F_star (ppm)
9.882460428240709007e+03,1.137387463062888173e+02
9.882460446256400246e+03,1.137388390986472331e+02
9.882460464272089666e+03,1.137389318862593228e+02
9.882460482287780906e+03,1.137390246691438307e+02
9.882460500303470326e+03,1.137391174472819699e+02
9.882460518319161565e+03,1.137392102206924989e+02
9.882460536334850985e+03,1.137393029893566592e+02
9.882460554350542225e+03,1.137393957532931807e+02
9.882460572366233464e+03,1.137394885124926986e+02
9.882460590381922884e+03,1.137395812669458337e+02
9.882460608397614124e+03,1.137396740166713158e+02
9.882460626413303544e+03,1.137397667616503725e+02
9.882460644428994783e+03,1.137398595019017762e+02
9.882460662444684203e+03,1.137399522374067544e+02
9.882460680460375443e+03,1.137400449681840513e+02
9.882460698476066682e+03,1.137401376942242734e+02
9.882460716491756102e+03,1.137402304155180701e+02
9.882460734507447341e+03,1.137403231320841428e+02
9.882460752523136762e+03,1.137404158439037616e+02
9.882460770538828001e+03,1.137405085509956422e+02
9.882460788554517421e+03,1.137406012533410831e+02
9.882460806570208661e+03,1.137406939509587431e+02
9.882460824585899900e+03,1.137407866438393000e+02
9.882460842601589320e+03,1.137408793319733746e+02
9.882460860617280559e+03,1.137409720153796542e+02
9.882460878632969980e+03,1.137410646940394372e+02
9.882460896648661219e+03,1.137411573679714394e+02
9.882460914664350639e+03,1.137412500371569308e+02
9.882460932680041878e+03,1.137413427016145988e+02
9.882460950695733118e+03,1.137414353613351068e+02
9.882460968711422538e+03,1.137415280163090614e+02
9.882460986727113777e+03,1.137416206665551783e+02
9.882461004742803198e+03,1.137417133120547561e+02
9.882461022758494437e+03,1.137418059528264820e+02
9.882461040774183857e+03,1.137418985888516261e+02
9.882461058789875096e+03,1.137419912201489183e+02
9.882461076805566336e+03,1.137420838467089794e+02
9.882461094821255756e+03,1.137421764685224588e+02
9.882461112836946995e+03,1.137422690856080436e+02
9.882461130852636416e+03,1.137423616979470324e+02
9.882461148868327655e+03,1.137424543055580983e+02
9.882461166884017075e+03,1.137425469084225540e+02
9.882461184899708314e+03,1.137426395065590725e+02
9.882461202915399554e+03,1.137427320999583316e+02
9.882461220931088974e+03,1.137428246886109378e+02
9.882461238946780213e+03,1.137429172725355926e+02
9.882461256962469633e+03,1.137430098517135946e+02
9.882461274978160873e+03,1.137431024261636310e+02
9.882461292993850293e+03,1.137431949958669861e+02
9.882461311009541532e+03,1.137432875608423899e+02
9.882461329025232772e+03,1.137433801210804347e+02
9.882461347040922192e+03,1.137434726765717841e+02
9.882461365056613431e+03,1.137435652273351252e+02
9.882461383072302851e+03,1.137436577733517851e+02
9.882461401087994091e+03,1.137437503146404083e+02
9.882461419103683511e+03,1.137438428511823076e+02
9.882461437119374750e+03,1.137439353829961703e+02
9.882461455135065989e+03,1.137440279100726315e+02
9.882461473150755410e+03,1.137441204324023545e+02
9.882461491166446649e+03,1.137442129500040267e+02
9.882461509182136069e+03,1.137443054628589323e+02
9.882461527197827309e+03,1.137443979709857587e+02
9.882461545213516729e+03,1.137444904743658043e+02
9.882461563229207968e+03,1.137445829730177707e+02
9.882461581244899207e+03,1.137446754669322786e+02
9.882461599260588628e+03,1.137447679560999916e+02
9.882461617276279867e+03,1.137448604405395969e+02
9.882461635291969287e+03,1.137449529202323930e+02
9.882461653307660526e+03,1.137450453951970388e+02
9.882461671323349947e+03,1.137451378654148471e+02
9.882461689339041186e+03,1.137452303309045334e+02
9.882461707354732425e+03,1.137453227916567045e+02
9.882461725370421846e+03,1.137454152476620095e+02
9.882461743386113085e+03,1.137455076989391785e+02
9.882461761401802505e+03,1.137456001454694530e+02
9.882461779417493744e+03,1.137456925872715487e+02
9.882461797433183165e+03,1.137457850243267643e+02
9.882461815448874404e+03,1.137458774566537727e+02
9.882461833464563824e+03,1.137459698842339009e+02
9.882461851480255064e+03,1.137460623070857935e+02
9.882461869495946303e+03,1.137461547252000997e+02
9.882461887511635723e+03,1.137462471385675116e+02
9.882461905527326962e+03,1.137463395472066594e+02
9.882461923543016383e+03,1.137464319510988986e+02
9.882461941558707622e+03,1.137465243502628596e+02
9.882461959574397042e+03,1.137466167446798835e+02
9.882461977590088281e+03,1.137467091343686150e+02
9.882461995605779521e+03,1.137468015193197175e+02
9.882462013621468941e+03,1.137468938995238688e+02
9.882462031637160180e+03,1.137469862749996992e+02
9.882462049652849601e+03,1.137470786457285641e+02
9.882462067668540840e+03,1.137471710117290939e+02
9.882462085684230260e+03,1.137472633729826441e+02
9.882462103699921499e+03,1.137473557295078592e+02
9.882462121715612739e+03,1.137474480812953601e+02
9.882462139731302159e+03,1.137475404283358813e+02
9.882462157746993398e+03,1.137476327706480248e+02
9.882462175762682818e+03,1.137477251082131176e+02
9.882462193778374058e+03,1.137478174410498468e+02
9.882462211794063478e+03,1.137479097691395538e+02
9.882462229809754717e+03,1.137480020925008262e+02
9.882462247825445957e+03,1.137480944111243701e+02
9.882462265841135377e+03,1.137481867250008776e+02
9.882462283856826616e+03,1.137482790341489363e+02
9.882462301872516036e+03,1.137483713385499158e+02
9.882462319888207276e+03,1.137484636382224608e+02
9.882462337903896696e+03,1.137485559331478981e+02
9.882462355919587935e+03,1.137486482233449010e+02
9.882462373935279174e+03,1.137487405088041044e+02
9.882462391950968595e+03,1.137488327895162001e+02
9.882462409966659834e+03,1.137489250654997903e+02
9.882462427982349254e+03,1.137490173367362871e+02
9.882462445998040494e+03,1.137491096032442499e+02
9.882462464013729914e+03,1.137492018650050767e+02
9.882462482029421153e+03,1.137492941220373979e+02
9.882462500045112392e+03,1.137493863743318627e+02
9.882462518060801813e+03,1.137494786218791774e+02
9.882462536076493052e+03,1.137495708646979580e+02
9.882462554092182472e+03,1.137496631027695457e+02
9.882462572107873712e+03,1.137497553361125711e+02
9.882462590123563132e+03,1.137498475647084035e+02
9.882462608139254371e+03,1.137499397885756736e+02
9.882462626154945610e+03,1.137500320077050446e+02
9.882462644170635031e+03,1.137501242220871944e+02
9.882462662186326270e+03,1.137502164317407392e+02
9.882462680202015690e+03,1.137503086366470626e+02
9.882462698217706929e+03,1.137504008368247668e+02
9.882462716233396350e+03,1.137504930322552354e+02
9.882462734249087589e+03,1.137505852229570564e+02
9.882462752264778828e+03,1.137506774089209358e+02
9.882462770280468249e+03,1.137507695901375513e+02
9.882462788296159488e+03,1.137508617666254906e+02
9.882462806311848908e+03,1.137509539383661803e+02
9.882462824327540147e+03,1.137510461053781796e+02
9.882462842343229568e+03,1.137511382676428866e+02
9.882462860358920807e+03,1.137512304251789033e+02
9.882462878374612046e+03,1.137513225779769073e+02
9.882462896390301466e+03,1.137514147260276189e+02
9.882462914405992706e+03,1.137515068693495977e+02
9.882462932421682126e+03,1.137515990079242414e+02
9.882462950437373365e+03,1.137516911417701664e+02
9.882462968453062786e+03,1.137517832708687422e+02
9.882462986468754025e+03,1.137518753952385708e+02
9.882463004484445264e+03,1.137519675148703300e+02
9.882463022500134684e+03,1.137520596297547257e+02
9.882463040515825924e+03,1.137521517399103601e+02
9.882463058531515344e+03,1.137522438453186027e+02
9.882463076547206583e+03,1.137523359459980554e+02
9.882463094562896003e+03,1.137524280419301164e+02
9.882463112578587243e+03,1.137525201331333733e+02
9.882463130594278482e+03,1.137526122195985181e+02
9.882463148609967902e+03,1.137527043013162285e+02
9.882463166625659142e+03,1.137527963783051348e+02
9.882463184641348562e+03,1.137528884505465925e+02
9.882463202657039801e+03,1.137529805180592035e+02
9.882463220672729221e+03,1.137530725808243659e+02
9.882463238688420461e+03,1.137531646388606816e+02
9.882463256704111700e+03,1.137532566921588284e+02
9.882463274719801120e+03,1.137533487407094839e+02
9.882463292735492359e+03,1.137534407845312785e+02
9.882463310751181780e+03,1.137535328236055676e+02
9.882463328766873019e+03,1.137536248579509675e+02
9.882463346782562439e+03,1.137537168875488760e+02
9.882463364798253679e+03,1.137538089124178242e+02
9.882463382813944918e+03,1.137539009325485893e+02
9.882463400829634338e+03,1.137539929479318346e+02
9.882463418845325577e+03,1.137540849585861196e+02
9.882463436861014998e+03,1.137541769644928848e+02
9.882463454876706237e+03,1.137542689656706898e+02
9.882463472892395657e+03,1.137543609621009182e+02
9.882463490908086897e+03,1.137544529538022005e+02
9.882463508923778136e+03,1.137545449407652001e+02
9.882463526939467556e+03,1.137546369229806089e+02
9.882463544955158795e+03,1.137547289004670432e+02
9.882463562970848216e+03,1.137548208732058868e+02
9.882463580986539455e+03,1.137549128412156989e+02
9.882463599002228875e+03,1.137550048044779203e+02
9.882463617017920114e+03,1.137550967630111103e+02
9.882463635033611354e+03,1.137551887168059750e+02
9.882463653049300774e+03,1.137552806658531921e+02
9.882463671064992013e+03,1.137553726101713778e+02
9.882463689080681434e+03,1.137554645497419159e+02
9.882463707096372673e+03,1.137555564845833800e+02
9.882463725112062093e+03,1.137556484146771965e+02
9.882463743127753332e+03,1.137557403400418963e+02
9.882463761143444572e+03,1.137558322606682424e+02
9.882463779159133992e+03,1.137559241765469125e+02
9.882463797174825231e+03,1.137560160876964659e+02
9.882463815190514651e+03,1.137561079940983291e+02
9.882463833206205891e+03,1.137561998957710614e+02
9.882463851221895311e+03,1.137562917926960893e+02
9.882463869237586550e+03,1.137563836848919721e+02
9.882463887253277790e+03,1.137564755723494159e+02
9.882463905268967210e+03,1.137565674550591268e+02
9.882463923284658449e+03,1.137566593330396785e+02
9.882463941300347869e+03,1.137567512062724830e+02
9.882463959316039109e+03,1.137568430747760999e+02
9.882463977331728529e+03,1.137569349385319839e+02
9.882463995347419768e+03,1.137570267975586233e+02
9.882464013363111007e+03,1.137571186518467954e+02
9.882464031378800428e+03,1.137572105013872061e+02
9.882464049394491667e+03,1.137573023461983581e+02
9.882464067410181087e+03,1.137573941862617346e+02
9.882464085425872327e+03,1.137574860215958665e+02
9.882464103441561747e+03,1.137575778521821803e+02
9.882464121457252986e+03,1.137576696780392496e+02
9.882464139472944225e+03,1.137577614991577661e+02
9.882464157488633646e+03,1.137578533155284646e+02
9.882464175504324885e+03,1.137579451271698616e+02
9.882464193520014305e+03,1.137580369340634263e+02
9.882464211535705545e+03,1.137581287362277038e+02
9.882464229551394965e+03,1.137582205336441064e+02
9.882464247567086204e+03,1.137583123263311933e+02
9.882464265582777443e+03,1.137584041142796707e+02
9.882464283598466864e+03,1.137584958974802873e+02
9.882464301614158103e+03,1.137585876759515600e+02
9.882464319629847523e+03,1.137586794496749434e+02
9.882464337645538762e+03,1.137587712186689402e+02
9.882464355661228183e+03,1.137588629829150761e+02
9.882464373676919422e+03,1.137589547424317971e+02
9.882464391692610661e+03,1.137590464972098800e+02
9.882464409708300082e+03,1.137591382472400170e+02
9.882464427723991321e+03,1.137592299925407957e+02
9.882464445739680741e+03,1.137593217330935857e+02
9.882464463755371980e+03,1.137594134689170033e+02
9.882464481771061401e+03,1.137595051999924181e+02
9.882464499786752640e+03,1.137595969263384319e+02
9.882464517802442060e+03,1.137596886479364713e+02
9.882464535818133299e+03,1.137597803648050387e+02
9.882464553833824539e+03,1.137598720769349114e+02
9.882464571849513959e+03,1.137599637843167812e+02
9.882464589865205198e+03,1.137600554869691649e+02
9.882464607880894619e+03,1.137601471848735599e+02
9.882464625896585858e+03,1.137602388780484546e+02
9.882464643912275278e+03,1.137603305664753321e+02
9.882464661927966517e+03,1.137604222501726952e+02
9.882464679943657757e+03,1.137605139291312781e+02
9.882464697959347177e+03,1.137606056033418440e+02
9.882464715975038416e+03,1.137606972728228669e+02
9.882464733990727836e+03,1.137607889375558159e+02
9.882464752006419076e+03,1.137608805975592219e+02
9.882464770022108496e+03,1.137609722528145682e+02
9.882464788037799735e+03,1.137610639033403430e+02
9.882464806053490975e+03,1.137611555491272668e+02
9.882464824069180395e+03,1.137612471901661308e+02
9.882464842084871634e+03,1.137613388264753809e+02
9.882464860100561054e+03,1.137614304580365570e+02
9.882464878116252294e+03,1.137615220848680906e+02
9.882464896131941714e+03,1.137616137069515219e+02
9.882464914147632953e+03,1.137617053243053249e+02
9.882464932163324193e+03,1.137617969369202484e+02
9.882464950179013613e+03,1.137618885447870127e+02
9.882464968194704852e+03,1.137619801479241488e+02
9.882464986210394272e+03,1.137620717463131115e+02
9.882465004226085512e+03,1.137621633399724317e+02
9.882465022241774932e+03,1.137622549288835643e+02
9.882465040257466171e+03,1.137623465130650260e+02
9.882465058273157410e+03,1.137624380925075513e+02
9.882465076288846831e+03,1.137625296672018749e+02
9.882465094304538070e+03,1.137626212371664849e+02
9.882465112320227490e+03,1.137627128023829073e+02
9.882465130335918730e+03,1.137628043628695877e+02
9.882465148351608150e+03,1.137628959186080664e+02
9.882465166367299389e+03,1.137629874696168031e+02
9.882465184382990628e+03,1.137630790158865466e+02
9.882465202398680049e+03,1.137631705574080314e+02
9.882465220414371288e+03,1.137632620941997743e+02
9.882465238430060708e+03,1.137633536262432585e+02
9.882465256445751947e+03,1.137634451535569440e+02
9.882465274461441368e+03,1.137635366761223707e+02
9.882465292477132607e+03,1.137636281939580130e+02
9.882465310492823846e+03,1.137637197070546051e+02
9.882465328508513267e+03,1.137638112154028818e+02
9.882465346524204506e+03,1.137639027190213739e+02
9.882465364539893926e+03,1.137639942178915362e+02
9.882465382555585165e+03,1.137640857120318572e+02
9.882465400571274586e+03,1.137641772014238768e+02
9.882465418586965825e+03,1.137642686860860266e+02
9.882465436602657064e+03,1.137643601660090837e+02
9.882465454618346484e+03,1.137644516411837969e+02
9.882465472634037724e+03,1.137645431116286261e+02
9.882465490649727144e+03,1.137646345773250971e+02
9.882465508665418383e+03,1.137647260382916841e+02
9.882465526681107804e+03,1.137648174945098845e+02
9.882465544696799043e+03,1.137649089459982008e+02
9.882465562712490282e+03,1.137650003927473392e+02
9.882465580728179702e+03,1.137650918347481053e+02
9.882465598743870942e+03,1.137651832720189162e+02
9.882465616759560362e+03,1.137652747045413406e+02
9.882465634775251601e+03,1.137653661323337957e+02
9.882465652790941022e+03,1.137654575553778500e+02
9.882465670806632261e+03,1.137655489736919066e+02
9.882465688822323500e+03,1.137656403872667710e+02
9.882465706838012920e+03,1.137657317960931920e+02
9.882465724853704160e+03,1.137658232001896295e+02
9.882465742869393580e+03,1.137659145995375951e+02
9.882465760885084819e+03,1.137660059941555630e+02
9.882465778900774239e+03,1.137660973840250591e+02
9.882465796916465479e+03,1.137661887691645148e+02
9.882465814932156718e+03,1.137662801495647358e+02
9.882465832947846138e+03,1.137663715252164280e+02
9.882465850963537378e+03,1.137664628961381084e+02
9.882465868979226798e+03,1.137665542623112600e+02
9.882465886994918037e+03,1.137666456237543429e+02
9.882465905010607457e+03,1.137667369804489113e+02
9.882465923026298697e+03,1.137668283324133967e+02
9.882465941041989936e+03,1.137669196796385620e+02
9.882465959057679356e+03,1.137670110221151845e+02
9.882465977073370595e+03,1.137671023598617239e+02
9.882465995089060016e+03,1.137671936928596637e+02
9.882466013104751255e+03,1.137672850211275062e+02
9.882466031120440675e+03,1.137673763446467774e+02
9.882466049136131915e+03,1.137674676634358946e+02
9.882466067151823154e+03,1.137675589774856633e+02
