Time (BJD_TBD - 2450000), F_b/F_star (ppm)
9.889738090277649462e+03,1.928834394690328509e+02
9.889738107156652404e+03,1.929086123203979071e+02
9.889738124035655346e+03,1.929337863390157395e+02
9.889738140914658288e+03,1.929589615247625431e+02
9.889738157793661230e+03,1.929841378775139447e+02
9.889738174672662353e+03,1.930093153944328321e+02
9.889738191551665295e+03,1.930344940808215881e+02
9.889738208430668237e+03,1.930596739338429586e+02
9.889738225309671179e+03,1.930848549533729113e+02
9.889738242188674121e+03,1.931100371392873001e+02
9.889738259067677063e+03,1.931352204914621211e+02
9.889738275946680005e+03,1.931604050097733136e+02
9.889738292825682947e+03,1.931855906940967031e+02
9.889738309704684070e+03,1.932107775415939273e+02
9.889738326583687012e+03,1.932359655575693580e+02
9.889738343462689954e+03,1.932611547391847751e+02
9.889738360341692896e+03,1.932863450863160892e+02
9.889738377220695838e+03,1.933115365988390977e+02
9.889738394099698780e+03,1.933367292766296259e+02
9.889738410978701722e+03,1.933619231195637269e+02
9.889738427857704664e+03,1.933871181275171409e+02
9.889738444736705787e+03,1.934123142976504255e+02
9.889738461615708729e+03,1.934375116352699990e+02
9.889738478494711671e+03,1.934627101375363907e+02
9.889738495373714613e+03,1.934879098043256818e+02
9.889738512252717555e+03,1.935131106355134420e+02
9.889738529131720497e+03,1.935383126309757245e+02
9.889738546010723439e+03,1.935635157905882693e+02
9.889738562889726381e+03,1.935887201142268168e+02
9.889738579768727504e+03,1.936139255990509866e+02
9.889738596647730446e+03,1.936391322503689878e+02
9.889738613526733388e+03,1.936643400653405536e+02
9.889738630405736330e+03,1.936895490438414811e+02
9.889738647284739272e+03,1.937147591857474538e+02
9.889738664163742214e+03,1.937399704909342404e+02
9.889738681042745156e+03,1.937651829592778370e+02
9.889738697921748098e+03,1.937903965906537849e+02
9.889738714800749221e+03,1.938156113822206521e+02
9.889738731679752163e+03,1.938408273392886940e+02
9.889738748558755105e+03,1.938660444590164218e+02
9.889738765437758047e+03,1.938912627412797747e+02
9.889738782316760989e+03,1.939164821859542087e+02
9.889738799195763931e+03,1.939417027929157200e+02
9.889738816074766873e+03,1.939669245620399636e+02
9.889738832953769816e+03,1.939921474932025376e+02
9.889738849832770939e+03,1.940173715835610722e+02
9.889738866711773881e+03,1.940425968384276416e+02
9.889738883590776823e+03,1.940678232549598192e+02
9.889738900469779765e+03,1.940930508330333453e+02
9.889738917348782707e+03,1.941182795725238179e+02
9.889738934227785649e+03,1.941435094733070059e+02
9.889738951106788591e+03,1.941687405352585927e+02
9.889738967985791533e+03,1.941939727582542901e+02
9.889738984864792656e+03,1.942192061394503924e+02
9.889739001743795598e+03,1.942444406841611340e+02
9.889739018622798540e+03,1.942696763895429228e+02
9.889739035501801482e+03,1.942949132554715561e+02
9.889739052380804424e+03,1.943201512818225183e+02
