Time (BJD_TBD - 2450000), F_star + F_planets (mJy)
1.014093855324061587e+04,2.742717921005290549e+00
1.014093857208740883e+04,2.742718004607517912e+00
1.014093859093419996e+04,2.742718088204473048e+00
1.014093860978099292e+04,2.742718171796166615e+00
1.014093862862778406e+04,2.742718255382584402e+00
1.014093864747457701e+04,2.742718338963737068e+00
1.014093866632136815e+04,2.742718422539621059e+00
1.014093868516816110e+04,2.742718506110239929e+00
1.014093870401495224e+04,2.742718589675579466e+00
1.014093872286174519e+04,2.742718673235657434e+00
1.014093874170853633e+04,2.742718756790459622e+00
1.014093876055532928e+04,2.742718840339993136e+00
1.014093877940212042e+04,2.742718923884254423e+00
1.014093879824891337e+04,2.742719007423250588e+00
1.014093881709570451e+04,2.742719090956967420e+00
1.014093883594249746e+04,2.742719174485419131e+00
1.014093885478928860e+04,2.742719258008587957e+00
1.014093887363608155e+04,2.742719341526495214e+00
1.014093889248287269e+04,2.742719425039116032e+00
1.014093891132966564e+04,2.742719508546478835e+00
1.014093893017645678e+04,2.742719592048555199e+00
1.014093894902324973e+04,2.742719675545369995e+00
1.014093896787004269e+04,2.742719759036905458e+00
1.014093898671683382e+04,2.742719842523158036e+00
1.014093900556362678e+04,2.742719926004141939e+00
1.014093902441041791e+04,2.742720009479853616e+00
1.014093904325721087e+04,2.742720092950285959e+00
1.014093906210400201e+04,2.742720176415435418e+00
1.014093908095079496e+04,2.742720259875312649e+00
1.014093909979758610e+04,2.742720343329906996e+00
1.014093911864437905e+04,2.742720426779236220e+00
1.014093913749117019e+04,2.742720510223279007e+00
1.014093915633796314e+04,2.742720593662049566e+00
1.014093917518475428e+04,2.742720677095533688e+00
1.014093919403154723e+04,2.742720760523745582e+00
1.014093921287833837e+04,2.742720843946674592e+00
1.014093923172513132e+04,2.742720927364324268e+00
1.014093925057192246e+04,2.742721010776691060e+00
1.014093926941871541e+04,2.742721094183785624e+00
1.014093928826550655e+04,2.742721177585590198e+00
1.014093930711229950e+04,2.742721260982126097e+00
1.014093932595909064e+04,2.742721344373368453e+00
1.014093934480588359e+04,2.742721427759331476e+00
1.014093936365267473e+04,2.742721511140011614e+00
1.014093938249946768e+04,2.742721594515415973e+00
1.014093940134626064e+04,2.742721677885537446e+00
1.014093942019305177e+04,2.742721761250368928e+00
1.014093943903984473e+04,2.742721844609917525e+00
1.014093945788663586e+04,2.742721927964183237e+00
1.014093947673342882e+04,2.742722011313169617e+00
1.014093949558021995e+04,2.742722094656862453e+00
1.014093951442701291e+04,2.742722177995279509e+00
1.014093953327380405e+04,2.742722261328403022e+00
1.014093955212059700e+04,2.742722344656243649e+00
1.014093957096738814e+04,2.742722427978797839e+00
1.014093958981418109e+04,2.742722511296069143e+00
1.014093960866097223e+04,2.742722594608046904e+00
1.014093962750776518e+04,2.742722677914745333e+00
1.014093964635455632e+04,2.742722761216150218e+00
1.014093966520134927e+04,2.742722844512268665e+00
1.014093968404814041e+04,2.742722927803100674e+00
1.014093970289493336e+04,2.742723011088646246e+00
1.014093972174172450e+04,2.742723094368894721e+00
1.014093974058851745e+04,2.742723177643863863e+00
1.014093975943530859e+04,2.742723260913532357e+00
1.014093977828210154e+04,2.742723344177925071e+00
1.014093979712889450e+04,2.742723427437017136e+00
1.014093981597568563e+04,2.742723510690815658e+00
1.014093983482247859e+04,2.742723593939334847e+00
1.014093985366926972e+04,2.742723677182549835e+00
1.014093987251606268e+04,2.742723760420485490e+00
1.014093989136285381e+04,2.742723843653113391e+00
1.014093991020964677e+04,2.742723926880461960e+00
1.014093992905643790e+04,2.742724010102506327e+00
1.014093994790323086e+04,2.742724093319267809e+00
1.014093996675002199e+04,2.742724176530728641e+00
1.014093998559681495e+04,2.742724259736903036e+00
1.014094000444360609e+04,2.742724342937773230e+00
1.014094002329039904e+04,2.742724426133356985e+00
1.014094004213719018e+04,2.742724509323640092e+00
1.014094006098398313e+04,2.742724592508629655e+00
1.014094007983077427e+04,2.742724675688322122e+00
1.014094009867756722e+04,2.742724758862728152e+00
1.014094011752435836e+04,2.742724842031826427e+00
1.014094013637115131e+04,2.742724925195631158e+00
1.014094015521794245e+04,2.742725008354138794e+00
1.014094017406473540e+04,2.742725091507352886e+00
1.014094019291152654e+04,2.742725174655259224e+00
1.014094021175831949e+04,2.742725257797879124e+00
1.014094023060511245e+04,2.742725340935198375e+00
1.014094024945190358e+04,2.742725424067209872e+00
1.014094026829869654e+04,2.742725507193934931e+00
1.014094028714548767e+04,2.742725590315345130e+00
1.014094030599228063e+04,2.742725673431468891e+00
1.014094032483907176e+04,2.742725756542281346e+00
1.014094034368586472e+04,2.742725839647800257e+00
1.014094036253265585e+04,2.742725922748011413e+00
1.014094038137944881e+04,2.742726005842929027e+00
1.014094040022623994e+04,2.742726088932538886e+00
1.014094041907303290e+04,2.742726172016851649e+00
1.014094043791982403e+04,2.742726255095853105e+00
1.014094045676661699e+04,2.742726338169564571e+00
1.014094047561340813e+04,2.742726421237957624e+00
1.014094049446020108e+04,2.742726504301057133e+00
1.014094051330699222e+04,2.742726587358848889e+00
1.014094053215378517e+04,2.742726670411343548e+00
1.014094055100057631e+04,2.742726753458523348e+00
1.014094056984736926e+04,2.742726836500402499e+00
1.014094058869416040e+04,2.742726919536973895e+00
1.014094060754095335e+04,2.742727002568248196e+00
1.014094062638774631e+04,2.742727085594211189e+00
1.014094064523453744e+04,2.742727168614862876e+00
1.014094066408133040e+04,2.742727251630217467e+00
1.014094068292812153e+04,2.742727334640257197e+00
1.014094070177491449e+04,2.742727417644996279e+00
1.014094072062170562e+04,2.742727500644416949e+00
1.014094073946849858e+04,2.742727583638533417e+00
1.014094075831528971e+04,2.742727666627338579e+00
1.014094077716208267e+04,2.742727749610846644e+00
1.014094079600887380e+04,2.742727832589032744e+00
1.014094081485566676e+04,2.742727915561914642e+00
1.014094083370245789e+04,2.742727998529485234e+00
1.014094085254925085e+04,2.742728081491751624e+00
1.014094087139604198e+04,2.742728164448696049e+00
1.014094089024283494e+04,2.742728247400336272e+00
1.014094090908962608e+04,2.742728330346658083e+00
1.014094092793641903e+04,2.742728413287682798e+00
1.014094094678321017e+04,2.742728496223378443e+00
1.014094096563000312e+04,2.742728579153780544e+00
1.014094098447679426e+04,2.742728662078846469e+00
1.014094100332358721e+04,2.742728744998618851e+00
1.014094102217037835e+04,2.742728827913062162e+00
1.014094104101717130e+04,2.742728910822204824e+00
1.014094105986396426e+04,2.742728993726036180e+00
1.014094107871075539e+04,2.742729076624538465e+00
1.014094109755754835e+04,2.742729159517732995e+00
1.014094111640433948e+04,2.742729242405609114e+00
1.014094113525113244e+04,2.742729325288177478e+00
1.014094115409792357e+04,2.742729408165420324e+00
1.014094117294471653e+04,2.742729491037355416e+00
1.014094119179150766e+04,2.742729573903957885e+00
1.014094121063830062e+04,2.742729656765259705e+00
1.014094122948509175e+04,2.742729739621236007e+00
1.014094124833188471e+04,2.742729822471897450e+00
1.014094126717867584e+04,2.742729905317236927e+00
1.014094128602546880e+04,2.742729988157265097e+00
1.014094130487225993e+04,2.742730070991967750e+00
1.014094132371905289e+04,2.742730153821355543e+00
1.014094134256584402e+04,2.742730236645417818e+00
1.014094136141263698e+04,2.742730319464168787e+00
1.014094138025942812e+04,2.742730402277590684e+00
1.014094139910622107e+04,2.742730485085697723e+00
