Time (BJD_TBD - 2450000), F_f/F_star (ppm)
1.013335255787055939e+04,1.294496283751592784e+02
1.013335257878931770e+04,1.294501809361728135e+02
1.013335259970807601e+04,1.294507334851738278e+02
1.013335262062683432e+04,1.294512860221621224e+02
1.013335264154559445e+04,1.294518385471856163e+02
1.013335266246435276e+04,1.294523910601482157e+02
1.013335268338311107e+04,1.294529435610977259e+02
1.013335270430186938e+04,1.294534960500340901e+02
1.013335272522062769e+04,1.294540485269572230e+02
1.013335274613938600e+04,1.294546009918669824e+02
1.013335276705814431e+04,1.294551534447632832e+02
1.013335278797690262e+04,1.294557058856459264e+02
1.013335280889566275e+04,1.294562583145629446e+02
1.013335282981442106e+04,1.294568107314181020e+02
1.013335285073317937e+04,1.294573631362592891e+02
1.013335287165193768e+04,1.294579155290864492e+02
1.013335289257069599e+04,1.294584679098994684e+02
1.013335291348945429e+04,1.294590202786982331e+02
1.013335293440821260e+04,1.294595726354825729e+02
1.013335295532697091e+04,1.294601249802524308e+02
1.013335297624573104e+04,1.294606773130557258e+02
1.013335299716448935e+04,1.294612296337962221e+02
1.013335301808324766e+04,1.294617819425219238e+02
1.013335303900200597e+04,1.294623342392326890e+02
1.013335305992076428e+04,1.294628865239283755e+02
1.013335308083952259e+04,1.294634387966088696e+02
1.013335310175828090e+04,1.294639910572741144e+02
1.013335312267703921e+04,1.294645433059239679e+02
1.013335314359579934e+04,1.294650955426062922e+02
1.013335316451455765e+04,1.294656477672249935e+02
1.013335318543331596e+04,1.294661999798279908e+02
1.013335320635207427e+04,1.294667521804151136e+02
1.013335322727083258e+04,1.294673043689862766e+02
1.013335324818959089e+04,1.294678565455413377e+02
1.013335326910834920e+04,1.294684087100802685e+02
1.013335329002710751e+04,1.294689608626028701e+02
1.013335331094586763e+04,1.294695130031570898e+02
1.013335333186462594e+04,1.294700651316467770e+02
1.013335335278338425e+04,1.294706172481198223e+02
1.013335337370214256e+04,1.294711693525761120e+02
1.013335339462090087e+04,1.294717214450155609e+02
1.013335341553965918e+04,1.294722735254380268e+02
1.013335343645841749e+04,1.294728255938433961e+02
1.013335345737717762e+04,1.294733776502795592e+02
1.013335347829593593e+04,1.294739296946504794e+02
1.013335349921469424e+04,1.294744817270039334e+02
1.013335352013345255e+04,1.294750337473398361e+02
1.013335354105221086e+04,1.294755857556581020e+02
1.013335356197096917e+04,1.294761377519586176e+02
1.013335358288972748e+04,1.294766897362412408e+02
1.013335360380848579e+04,1.294772417085058862e+02
1.013335362472724591e+04,1.294777936688004729e+02
1.013335364564600422e+04,1.294783456170288218e+02
1.013335366656476253e+04,1.294788975532388235e+02
1.013335368748352084e+04,1.294794494774304212e+02
1.013335370840227915e+04,1.294800013896034727e+02
1.013335372932103746e+04,1.294805532897578360e+02
1.013335375023979577e+04,1.294811051778934257e+02
