Time (BJD_TBD - 2450000), F_star + F_b (mJy)
9.908226643518544734e+03,2.654924315951253888e+00
9.908226666740774817e+03,2.654924383969588408e+00
9.908226689963004901e+03,2.654924451979560729e+00
9.908226713185233166e+03,2.654924519981163300e+00
9.908226736407463250e+03,2.654924587974406336e+00
9.908226759629693333e+03,2.654924655959284507e+00
9.908226782851923417e+03,2.654924723935797370e+00
9.908226806074151682e+03,2.654924791903937820e+00
9.908226829296381766e+03,2.654924859863716957e+00
9.908226852518611850e+03,2.654924927815128122e+00
9.908226875740841933e+03,2.654924995758171757e+00
9.908226898963070198e+03,2.654925063692840315e+00
9.908226922185300282e+03,2.654925131619145340e+00
9.908226945407530366e+03,2.654925199537079727e+00
9.908226968629760449e+03,2.654925267446643478e+00
9.908226991851988714e+03,2.654925335347830373e+00
9.908227015074218798e+03,2.654925403240650184e+00
9.908227038296448882e+03,2.654925471125097580e+00
9.908227061518678966e+03,2.654925539001171675e+00
9.908227084740907230e+03,2.654925606868866250e+00
9.908227107963137314e+03,2.654925674728191964e+00
9.908227131185367398e+03,2.654925742579141712e+00
9.908227154407597482e+03,2.654925810421715937e+00
9.908227177629825746e+03,2.654925878255908422e+00
9.908227200852055830e+03,2.654925946081729382e+00
9.908227224074285914e+03,2.654926013899172155e+00
9.908227247296515998e+03,2.654926081708236296e+00
9.908227270518744263e+03,2.654926149508916478e+00
9.908227293740974346e+03,2.654926217301222025e+00
9.908227316963204430e+03,2.654926285085147164e+00
9.908227340185434514e+03,2.654926352860691896e+00
9.908227363407662779e+03,2.654926420627849115e+00
9.908227386629892862e+03,2.654926488386629924e+00
9.908227409852122946e+03,2.654926556137027660e+00
9.908227433074353030e+03,2.654926623879041880e+00
9.908227456296581295e+03,2.654926691612666367e+00
9.908227479518811379e+03,2.654926759337911779e+00
9.908227502741041462e+03,2.654926827054771898e+00
9.908227525963271546e+03,2.654926894763245837e+00
9.908227549185499811e+03,2.654926962463327822e+00
9.908227572407729895e+03,2.654927030155028067e+00
9.908227595629959978e+03,2.654927097838339911e+00
9.908227618852190062e+03,2.654927165513263798e+00
9.908227642074418327e+03,2.654927233179793067e+00
9.908227665296648411e+03,2.654927300837937487e+00
9.908227688518878495e+03,2.654927368487692174e+00
9.908227711741108578e+03,2.654927436129055351e+00
9.908227734963336843e+03,2.654927503762021690e+00
9.908227758185566927e+03,2.654927571386600960e+00
9.908227781407797011e+03,2.654927639002786943e+00
9.908227804630027094e+03,2.654927706610579641e+00
9.908227827852255359e+03,2.654927774209973279e+00
9.908227851074485443e+03,2.654927841800976740e+00
9.908227874296715527e+03,2.654927909383585138e+00
9.908227897518945610e+03,2.654927976957796698e+00
9.908227920741173875e+03,2.654928044523606534e+00
9.908227943963403959e+03,2.654928112081024860e+00
9.908227967185634043e+03,2.654928179630045015e+00
9.908227990407864127e+03,2.654928247170666555e+00
9.908228013630092391e+03,2.654928314702883707e+00
9.908228036852322475e+03,2.654928382226705352e+00
9.908228060074552559e+03,2.654928449742127494e+00
9.908228083296782643e+03,2.654928517249147912e+00
9.908228106519010908e+03,2.654928584747761722e+00
9.908228129741240991e+03,2.654928652237977804e+00
9.908228152963471075e+03,2.654928719719791275e+00
9.908228176185701159e+03,2.654928787193200801e+00
9.908228199407929424e+03,2.654928854658201054e+00
9.908228222630159507e+03,2.654928922114801804e+00
9.908228245852389591e+03,2.654928989562996833e+00
9.908228269074619675e+03,2.654929057002785697e+00
9.908228292296847940e+03,2.654929124434162624e+00
9.908228315519078023e+03,2.654929191857136939e+00
9.908228338741308107e+03,2.654929259271703756e+00
9.908228361963538191e+03,2.654929326677861301e+00
9.908228385185766456e+03,2.654929394075604687e+00
9.908228408407996540e+03,2.654929461464943685e+00
9.908228431630226623e+03,2.654929528845871634e+00
9.908228454852456707e+03,2.654929596218388088e+00
9.908228478074684972e+03,2.654929663582487720e+00
9.908228501296915056e+03,2.654929730938180299e+00
9.908228524519145139e+03,2.654929798285460052e+00
9.908228547741375223e+03,2.654929865624325647e+00
9.908228570963603488e+03,2.654929932954771754e+00
9.908228594185833572e+03,2.654930000276808144e+00
9.908228617408063656e+03,2.654930067590429044e+00
9.908228640630293739e+03,2.654930134895634009e+00
9.908228663852522004e+03,2.654930202192416377e+00
9.908228687074752088e+03,2.654930269480786365e+00
9.908228710296982172e+03,2.654930336760738641e+00
9.908228733519212255e+03,2.654930404032272317e+00
9.908228756741440520e+03,2.654930471295381178e+00
9.908228779963670604e+03,2.654930538550074548e+00
9.908228803185900688e+03,2.654930605796348431e+00
9.908228826408130772e+03,2.654930673034200606e+00
9.908228849630359036e+03,2.654930740263625299e+00
9.908228872852589120e+03,2.654930807484633171e+00
9.908228896074819204e+03,2.654930874697218002e+00
9.908228919297049288e+03,2.654930941901378905e+00
9.908228942519277552e+03,2.654931009097110106e+00
9.908228965741507636e+03,2.654931076284421820e+00
9.908228988963737720e+03,2.654931143463307830e+00
9.908229012185967804e+03,2.654931210633767247e+00
9.908229035408196069e+03,2.654931277795794742e+00
9.908229058630426152e+03,2.654931344949400085e+00
9.908229081852656236e+03,2.654931412094577059e+00
9.908229105074886320e+03,2.654931479231325220e+00
9.908229128297114585e+03,2.654931546359639238e+00
9.908229151519344668e+03,2.654931613479528441e+00
9.908229174741574752e+03,2.654931680590986165e+00
9.908229197963804836e+03,2.654931747694013744e+00
9.908229221186033101e+03,2.654931814788603184e+00
9.908229244408263185e+03,2.654931881874766031e+00
9.908229267630493268e+03,2.654931948952495624e+00
9.908229290852723352e+03,2.654932016021791075e+00
9.908229314074951617e+03,2.654932083082647054e+00
9.908229337297181701e+03,2.654932150135073332e+00
9.908229360519411784e+03,2.654932217179064136e+00
9.908229383741641868e+03,2.654932284214618132e+00
