Time (BJD_TBD - 2450000), F_f/F_star (ppm)
1.063802708333311602e+04,5.871436013038083246e+01
1.063802710516863226e+04,5.871539607862207077e+01
1.063802712700415032e+04,5.871643202956908425e+01
1.063802714883966655e+04,5.871746798304906179e+01
1.063802717067518279e+04,5.871850393914807142e+01
1.063802719251070084e+04,5.871953989795216700e+01
1.063802721434621708e+04,5.872057585928850187e+01
1.063802723618173331e+04,5.872161182324320094e+01
1.063802725801725137e+04,5.872264778990226830e+01
1.063802727985276761e+04,5.872368375909292837e+01
1.063802730168828566e+04,5.872471973098752329e+01
1.063802732352380190e+04,5.872575570541322065e+01
1.063802734535931813e+04,5.872679168245610981e+01
1.063802736719483619e+04,5.872782766220223749e+01
1.063802738903035242e+04,5.872886364447879970e+01
1.063802741086586866e+04,5.872989962937185027e+01
1.063802743270138672e+04,5.873093561696746434e+01
1.063802745453690295e+04,5.873197160709279530e+01
1.063802747637241919e+04,5.873300759983394670e+01
1.063802749820793724e+04,5.873404359527697238e+01
1.063802752004345348e+04,5.873507959324901151e+01
1.063802754187896971e+04,5.873611559383618186e+01
1.063802756371448777e+04,5.873715159712452305e+01
1.063802758555000401e+04,5.873818760294120978e+01
1.063802760738552206e+04,5.873922361145862681e+01
1.063802762922103830e+04,5.874025962250392041e+01
1.063802765105655453e+04,5.874129563616319416e+01
1.063802767289207259e+04,5.874233165252248767e+01
1.063802769472758882e+04,5.874336767140898985e+01
1.063802771656310506e+04,5.874440369290874031e+01
1.063802773839862311e+04,5.874543971710786394e+01
1.063802776023413935e+04,5.874647574383347859e+01
1.063802778206965559e+04,5.874751177317165940e+01
1.063802780390517364e+04,5.874854780520850284e+01
1.063802782574068988e+04,5.874958383977117649e+01
1.063802784757620611e+04,5.875061987694573418e+01
1.063802786941172417e+04,5.875165591681824395e+01
1.063802789124724040e+04,5.875269195921587340e+01
1.063802791308275846e+04,5.875372800431103570e+01
1.063802793491827470e+04,5.875476405193082741e+01
1.063802795675379093e+04,5.875580010216138760e+01
1.063802797858930899e+04,5.875683615508875590e+01
1.063802800042482522e+04,5.875787221054008569e+01
1.063802802226034146e+04,5.875890826860147342e+01
1.063802804409585951e+04,5.875994432935898004e+01
1.063802806593137575e+04,5.876098039263978023e+01
1.063802808776689199e+04,5.876201645852992073e+01
1.063802810960241004e+04,5.876305252711549798e+01
1.063802813143792628e+04,5.876408859822368669e+01
1.063802815327344251e+04,5.876512467194054068e+01
1.063802817510896057e+04,5.876616074835212800e+01
1.063802819694447680e+04,5.876719682728560912e+01
1.063802821877999486e+04,5.876823290891340434e+01
1.063802824061551109e+04,5.876926899306262442e+01
1.063802826245102733e+04,5.877030507981935159e+01
1.063802828428654539e+04,5.877134116926970364e+01
1.063802830612206162e+04,5.877237726124077710e+01
1.063802832795757786e+04,5.877341335581869686e+01
1.063802834979309591e+04,5.877444945308950963e+01
1.063802837162861215e+04,5.877548555288039012e+01
1.063802839346412838e+04,5.877652165527739214e+01
1.063802841529964644e+04,5.877755776036661928e+01
1.063802843713516268e+04,5.877859386797523200e+01
