Time (BJD_TBD - 2450000), F_h/F_star (ppm)
1.063802708333311602e+04,2.830062898881632094e+01
1.063802710516863226e+04,2.830059592671862845e+01
1.063802712700415032e+04,2.830056286388127518e+01
1.063802714883966655e+04,2.830052980030977139e+01
1.063802717067518279e+04,2.830049673600135307e+01
1.063802719251070084e+04,2.830046367095327753e+01
1.063802721434621708e+04,2.830043060517105502e+01
1.063802723618173331e+04,2.830039753865192864e+01
1.063802725801725137e+04,2.830036447139315570e+01
1.063802727985276761e+04,2.830033140340023223e+01
1.063802730168828566e+04,2.830029833466765865e+01
1.063802732352380190e+04,2.830026526520094521e+01
1.063802734535931813e+04,2.830023219499733500e+01
1.063802736719483619e+04,2.830019912405408888e+01
1.063802738903035242e+04,2.830016605237670646e+01
1.063802741086586866e+04,2.830013297996243438e+01
1.063802743270138672e+04,2.830009990680852283e+01
1.063802745453690295e+04,2.830006683292048209e+01
1.063802747637241919e+04,2.830003375829555878e+01
1.063802749820793724e+04,2.830000068293100313e+01
1.063802752004345348e+04,2.829996760683231827e+01
1.063802754187896971e+04,2.829993452999676506e+01
1.063802756371448777e+04,2.829990145242157240e+01
1.063802758555000401e+04,2.829986837411226830e+01
1.063802760738552206e+04,2.829983529506333895e+01
1.063802762922103830e+04,2.829980221528029105e+01
1.063802765105655453e+04,2.829976913476037836e+01
1.063802767289207259e+04,2.829973605350083687e+01
1.063802769472758882e+04,2.829970297150719816e+01
1.063802771656310506e+04,2.829966988877669465e+01
1.063802773839862311e+04,2.829963680530656944e+01
1.063802776023413935e+04,2.829960372110234346e+01
1.063802778206965559e+04,2.829957063616125623e+01
1.063802780390517364e+04,2.829953755048055797e+01
1.063802782574068988e+04,2.829950446406576603e+01
1.063802784757620611e+04,2.829947137691411996e+01
1.063802786941172417e+04,2.829943828902287706e+01
1.063802789124724040e+04,2.829940520039753338e+01
1.063802791308275846e+04,2.829937211103258576e+01
1.063802793491827470e+04,2.829933902093354803e+01
1.063802795675379093e+04,2.829930593009767392e+01
1.063802797858930899e+04,2.829927283852219944e+01
1.063802800042482522e+04,2.829923974621264904e+01
1.063802802226034146e+04,2.829920665316624806e+01
1.063802804409585951e+04,2.829917355938026091e+01
1.063802806593137575e+04,2.829914046486019430e+01
1.063802808776689199e+04,2.829910736960329842e+01
1.063802810960241004e+04,2.829907427360681638e+01
1.063802813143792628e+04,2.829904117687625842e+01
1.063802815327344251e+04,2.829900807940887475e+01
1.063802817510896057e+04,2.829897498120190491e+01
1.063802819694447680e+04,2.829894188226086982e+01
1.063802821877999486e+04,2.829890878258026632e+01
1.063802824061551109e+04,2.829887568216559046e+01
1.063802826245102733e+04,2.829884258101409600e+01
1.063802828428654539e+04,2.829880947912302602e+01
1.063802830612206162e+04,2.829877637649790145e+01
1.063802832795757786e+04,2.829874327313596538e+01
1.063802834979309591e+04,2.829871016903446446e+01
1.063802837162861215e+04,2.829867706419890183e+01
1.063802839346412838e+04,2.829864395862653836e+01
1.063802841529964644e+04,2.829861085231460649e+01
1.063802843713516268e+04,2.829857774526863423e+01
1.063802845897067891e+04,2.829854463748586113e+01
1.063802848080619697e+04,2.829851152896352318e+01
1.063802850264171320e+04,2.829847841970714839e+01
1.063802852447723126e+04,2.829844530971121230e+01
1.063802854631274749e+04,2.829841219898124294e+01
1.063802856814826373e+04,2.829837908751448339e+01
1.063802858998378179e+04,2.829834597530816964e+01
1.063802861181929802e+04,2.829831286236782972e+01
1.063802863365481426e+04,2.829827974869069607e+01
1.063802865549033231e+04,2.829824663427401532e+01
1.063802867732584855e+04,2.829821351912331551e+01
1.063802869916136478e+04,2.829818040323582906e+01
1.063802872099688284e+04,2.829814728660880618e+01
1.063802874283239908e+04,2.829811416924775713e+01
1.063802876466791531e+04,2.829808105114993211e+01
1.063802878650343337e+04,2.829804793231257420e+01
1.063802880833894960e+04,2.829801481274119723e+01
1.063802883017446766e+04,2.829798169243030159e+01
1.063802885200998389e+04,2.829794857138537978e+01
1.063802887384550013e+04,2.829791544960369620e+01
1.063802889568101818e+04,2.829788232708248330e+01
1.063802891751653442e+04,2.829784920382726554e+01
1.063802893935205066e+04,2.829781607983528957e+01
1.063802896118756871e+04,2.829778295510379138e+01
1.063802898302308495e+04,2.829774982963828833e+01
1.063802900485860118e+04,2.829771670343602707e+01
1.063802902669411924e+04,2.829768357649424715e+01
1.063802904852963547e+04,2.829765044881848013e+01
1.063802907036515171e+04,2.829761732040595490e+01
1.063802909220066977e+04,2.829758419125392166e+01
1.063802911403618600e+04,2.829755106136790133e+01
1.063802913587170406e+04,2.829751793074236588e+01
1.063802915770722029e+04,2.829748479938285044e+01
1.063802917954273653e+04,2.829745166728659456e+01
1.063802920137825458e+04,2.829741853445083066e+01
1.063802922321377082e+04,2.829738540088109033e+01
1.063802924504928706e+04,2.829735226657460601e+01
1.063802926688480511e+04,2.829731913152862433e+01
1.063802928872032135e+04,2.829728599574867332e+01
1.063802931055583758e+04,2.829725285923198541e+01
1.063802933239135564e+04,2.829721972197580726e+01
1.063802935422687187e+04,2.829718658398566333e+01
1.063802937606238811e+04,2.829715344525878606e+01
1.063802939789790616e+04,2.829712030579242210e+01
1.063802941973342240e+04,2.829708716559208881e+01
1.063802944156894046e+04,2.829705402465228659e+01
1.063802946340445669e+04,2.829702088297851503e+01
1.063802948523997293e+04,2.829698774056802790e+01
1.063802950707549098e+04,2.829695459741805763e+01
1.063802952891100722e+04,2.829692145353413579e+01
1.063802955074652346e+04,2.829688830891350193e+01
1.063802957258204151e+04,2.829685516355339914e+01
1.063802959441755775e+04,2.829682201745933767e+01
1.063802961625307398e+04,2.829678887062856774e+01
1.063802963808859204e+04,2.829675572305833242e+01
1.063802965992410827e+04,2.829672257475415975e+01
1.063802968175962451e+04,2.829668942571327506e+01
1.063802970359514256e+04,2.829665627593293564e+01
1.063802972543065880e+04,2.829662312541865177e+01
1.063802974726617686e+04,2.829658997416490962e+01
1.063802976910169309e+04,2.829655682217723012e+01
1.063802979093720933e+04,2.829652366945286346e+01
1.063802981277272738e+04,2.829649051598903853e+01
1.063802983460824362e+04,2.829645736179128335e+01
1.063802985644375985e+04,2.829642420685684101e+01
1.063802987827927791e+04,2.829639105118294751e+01
1.063802990011479415e+04,2.829635789477513441e+01
1.063802992195031038e+04,2.829632473763063416e+01
1.063802994378582844e+04,2.829629157974669340e+01
1.063802996562134467e+04,2.829625842112882950e+01
1.063802998745686091e+04,2.829622526177428909e+01
1.063803000929237896e+04,2.829619210168031529e+01
1.063803003112789520e+04,2.829615894085242189e+01
1.063803005296341325e+04,2.829612577928510220e+01
1.063803007479892949e+04,2.829609261698386291e+01
1.063803009663444573e+04,2.829605945394595778e+01
1.063803011846996378e+04,2.829602629016862281e+01
1.063803014030548002e+04,2.829599312565738600e+01
1.063803016214099625e+04,2.829595996040948691e+01
1.063803018397651431e+04,2.829592679442215442e+01
1.063803020581203054e+04,2.829589362770093075e+01
1.063803022764754678e+04,2.829586046024304480e+01
1.063803024948306484e+04,2.829582729204573610e+01
1.063803027131858107e+04,2.829579412311454334e+01
1.063803029315409731e+04,2.829576095344669184e+01
1.063803031498961536e+04,2.829572778303942826e+01
1.063803033682513160e+04,2.829569461189827706e+01
1.063803035866064965e+04,2.829566144001771022e+01
1.063803038049616589e+04,2.829562826740326287e+01
1.063803040233168213e+04,2.829559509405217455e+01
1.063803042416720018e+04,2.829556191996168124e+01
1.063803044600271642e+04,2.829552874513730387e+01
1.063803046783823265e+04,2.829549556957628553e+01
1.063803048967375071e+04,2.829546239327586932e+01
1.063803051150926694e+04,2.829542921624158325e+01
1.063803053334478318e+04,2.829539603847065976e+01
1.063803055518030123e+04,2.829536285996034550e+01
1.063803057701581747e+04,2.829532968071615784e+01
1.063803059885133371e+04,2.829529650073534341e+01
1.063803062068685176e+04,2.829526332001514177e+01
1.063803064252236800e+04,2.829523013856107383e+01
1.063803066435788605e+04,2.829519695636762222e+01
1.063803068619340229e+04,2.829516377344031142e+01
1.063803070802891853e+04,2.829513058977637741e+01
1.063803072986443658e+04,2.829509740537306683e+01
1.063803075169995282e+04,2.829506422023590062e+01
1.063803077353546905e+04,2.829503103436212541e+01
1.063803079537098711e+04,2.829499784774896654e+01
1.063803081720650334e+04,2.829496466040196267e+01
1.063803083904201958e+04,2.829493147231834982e+01
1.063803086087753763e+04,2.829489828349536751e+01
1.063803088271305387e+04,2.829486509393854021e+01
1.063803090454857011e+04,2.829483190364511458e+01
1.063803092638408816e+04,2.829479871261231594e+01
1.063803094821960440e+04,2.829476552084568297e+01
1.063803097005512245e+04,2.829473232833968765e+01
1.063803099189063869e+04,2.829469913509985446e+01
1.063803101372615492e+04,2.829466594112343714e+01
1.063803103556167298e+04,2.829463274640765746e+01
1.063803105739718922e+04,2.829459955095805057e+01
1.063803107923270545e+04,2.829456635477185245e+01
1.063803110106822351e+04,2.829453315784629908e+01
1.063803112290373974e+04,2.829449996018693270e+01
1.063803114473925598e+04,2.829446676179097864e+01
1.063803116657477403e+04,2.829443356265567289e+01
1.063803118841029027e+04,2.829440036278655413e+01
1.063803121024580651e+04,2.829436716218085479e+01
1.063803123208132456e+04,2.829433396083581798e+01
1.063803125391684080e+04,2.829430075875696815e+01
