Time (BJD_TBD - 2450000), F_c/F_star (ppm)
1.065014266203716397e+04,5.415118453655044277e+02
1.065014268332748725e+04,5.415193279334081353e+02
1.065014270461781052e+04,5.415268097268998417e+02
1.065014272590813380e+04,5.415342907459568096e+02
1.065014274719845707e+04,5.415417709905561878e+02
1.065014276848878217e+04,5.415492504613141591e+02
1.065014278977910544e+04,5.415567291569299186e+02
1.065014281106942872e+04,5.415642070780194217e+02
1.065014283235975199e+04,5.415716842245602720e+02
1.065014285365007527e+04,5.415791605965292774e+02
1.065014287494039854e+04,5.415866361939039280e+02
1.065014289623072182e+04,5.415941110166612589e+02
1.065014291752104509e+04,5.416015850647784191e+02
1.065014293881136837e+04,5.416090583382326713e+02
1.065014296010169346e+04,5.416165308376395160e+02
1.065014298139201674e+04,5.416240025616995126e+02
1.065014300268234001e+04,5.416314735110282754e+02
1.065014302397266329e+04,5.416389436856028397e+02
1.065014304526298656e+04,5.416464130854004679e+02
1.065014306655330984e+04,5.416538817103984229e+02
1.065014308784363311e+04,5.416613495605739672e+02
1.065014310913395639e+04,5.416688166359042498e+02
1.065014313042427966e+04,5.416762829363665332e+02
1.065014315171460476e+04,5.416837484625757497e+02
1.065014317300492803e+04,5.416912132132334818e+02
1.065014319429525131e+04,5.416986771889547754e+02
1.065014321558557458e+04,5.417061403897170067e+02
1.065014323687589786e+04,5.417136028154974383e+02
1.065014325816622113e+04,5.417210644662729919e+02
1.065014327945654441e+04,5.417285253420211575e+02
1.065014330074686768e+04,5.417359854427191976e+02
1.065014332203719096e+04,5.417434447683441476e+02
1.065014334332751605e+04,5.417509033195105985e+02
1.065014336461783932e+04,5.417583610949212698e+02
1.065014338590816260e+04,5.417658180951908662e+02
1.065014340719848587e+04,5.417732743202963093e+02
1.065014342848880915e+04,5.417807297702149754e+02
1.065014344977913242e+04,5.417881844449242408e+02
1.065014347106945570e+04,5.417956383444012545e+02
1.065014349235977897e+04,5.418030914686232791e+02
1.065014351365010225e+04,5.418105438175675772e+02
1.065014353494042734e+04,5.418179953918480578e+02
1.065014355623075062e+04,5.418254461901686909e+02
1.065014357752107389e+04,5.418328962131432718e+02
1.065014359881139717e+04,5.418403454607494041e+02
1.065014362010172044e+04,5.418477939329640094e+02
1.065014364139204372e+04,5.418552416297645777e+02
1.065014366268236699e+04,5.418626885511282580e+02
1.065014368397269027e+04,5.418701346970324266e+02
1.065014370526301354e+04,5.418775800674542324e+02
1.065014372655333864e+04,5.418850246630072434e+02
1.065014374784366191e+04,5.418924684823962252e+02
1.065014376913398519e+04,5.418999115262349733e+02
1.065014379042430846e+04,5.419073537945006365e+02
1.065014381171463174e+04,5.419147952871703637e+02
1.065014383300495501e+04,5.419222360042216451e+02
1.065014385429527829e+04,5.419296759456316295e+02
1.065014387558560156e+04,5.419371151113775795e+02
1.065014389687592484e+04,5.419445535014370989e+02
1.065014391816624993e+04,5.419519911164226187e+02
1.065014393945657321e+04,5.419594279550406100e+02
1.065014396074689648e+04,5.419668640179039585e+02
1.065014398203721976e+04,5.419742993049898132e+02
1.065014400332754303e+04,5.419817338162756641e+02
1.065014402461786631e+04,5.419891675517387739e+02
1.065014404590818958e+04,5.419966005113564051e+02
1.065014406719851286e+04,5.420040326951059342e+02
1.065014408848883613e+04,5.420114641029646236e+02
1.065014410977916123e+04,5.420188947355446771e+02
1.065014413106948450e+04,5.420263245915537027e+02
1.065014415235980778e+04,5.420337536716039040e+02
1.065014417365013105e+04,5.420411819756725436e+02
1.065014419494045433e+04,5.420486095037371115e+02
1.065014421623077760e+04,5.420560362557748704e+02
1.065014423752110088e+04,5.420634622317631965e+02
1.065014425881142415e+04,5.420708874316793526e+02
1.065014428010174743e+04,5.420783118555008286e+02
1.065014430139207252e+04,5.420857355038389187e+02
1.065014432268239580e+04,5.420931583754028225e+02
1.065014434397271907e+04,5.421005804708038340e+02
1.065014436526304235e+04,5.421080017900195571e+02
1.065014438655336562e+04,5.421154223330273680e+02
1.065014440784368890e+04,5.421228420998044157e+02
1.065014442913401217e+04,5.421302610903280765e+02
1.065014445042433545e+04,5.421376793045758404e+02
1.065014447171465872e+04,5.421450967425251974e+02
1.065014449300498381e+04,5.421525134047867596e+02
1.065014451429530709e+04,5.421599292900709770e+02
1.065014453558563036e+04,5.421673443989886891e+02
1.065014455687595364e+04,5.421747587315174997e+02
1.065014457816627691e+04,5.421821722876343301e+02
1.065014459945660019e+04,5.421895850673170116e+02
1.065014462074692347e+04,5.421969970705426931e+02
1.065014464203724674e+04,5.422044082972888646e+02
1.065014466332757002e+04,5.422118187475329023e+02
1.065014468461789511e+04,5.422192284218851910e+02
1.065014470590821838e+04,5.422266373190569766e+02
