Time (BJD_TBD - 2450000), F_e/F_star (ppm)
9.903683680555783212e+03,6.581225256829661419e+01
9.903683703452748887e+03,6.581027785779251360e+01
9.903683726349714561e+03,6.580830315860940516e+01
9.903683749246680236e+03,6.580632847074848257e+01
9.903683772143645911e+03,6.580435379421071218e+01
9.903683795040611585e+03,6.580237912899731612e+01
9.903683817937577260e+03,6.580040447510927493e+01
9.903683840834542934e+03,6.579842983254778233e+01
9.903683863731508609e+03,6.579645520131388992e+01
9.903683886628474283e+03,6.579448058140872035e+01
9.903683909525439958e+03,6.579250597283335367e+01
9.903683932422405633e+03,6.579053137558885567e+01
9.903683955319371307e+03,6.578855678967643428e+01
9.903683978216336982e+03,6.578658221509704163e+01
9.903684001113302656e+03,6.578460765185194248e+01
9.903684024010268331e+03,6.578263309994204633e+01
9.903684046907234006e+03,6.578065855936863215e+01
9.903684069804199680e+03,6.577868403013265208e+01
9.903684092701163536e+03,6.577670951239213082e+01
9.903684115598129210e+03,6.577473500583450061e+01
9.903684138495094885e+03,6.577276051061760143e+01
9.903684161392060560e+03,6.577078602674265539e+01
9.903684184289026234e+03,6.576881155421062886e+01
9.903684207185991909e+03,6.576683709302271552e+01
9.903684230082957583e+03,6.576486264318000963e+01
9.903684252979923258e+03,6.576288820468357699e+01
9.903684275876888933e+03,6.576091377753452605e+01
9.903684298773854607e+03,6.575893936173396526e+01
9.903684321670820282e+03,6.575696495728297464e+01
9.903684344567785956e+03,6.575499056418262001e+01
9.903684367464751631e+03,6.575301618243413770e+01
9.903684390361717305e+03,6.575104181203843723e+01
9.903684413258682980e+03,6.574906745299675492e+01
9.903684436155648655e+03,6.574709310531015660e+01
9.903684459052614329e+03,6.574511876897970808e+01
9.903684481949580004e+03,6.574314444400653201e+01
9.903684504846545678e+03,6.574117013039173685e+01
9.903684527743511353e+03,6.573919582813638840e+01
9.903684550640477028e+03,6.573722153724158090e+01
9.903684573537442702e+03,6.573524725770849386e+01
