Time (BJD_TBD - 2450000), F_g/F_star (ppm)
9.880038437500130385e+03,6.652769908813360189e+01
9.880038456059855889e+03,6.652823314858774495e+01
9.880038474619583212e+03,6.652876720827373447e+01
9.880038493179308716e+03,6.652930126708680802e+01
9.880038511739036039e+03,6.652983532513158593e+01
9.880038530298761543e+03,6.653036938230340525e+01
9.880038548858488866e+03,6.653090343870685786e+01
9.880038567418214370e+03,6.653143749423720976e+01
9.880038585977941693e+03,6.653197154899910970e+01
9.880038604537667197e+03,6.653250560288780946e+01
9.880038623097394520e+03,6.653303965600798620e+01
9.880038641657120024e+03,6.653357370825486328e+01
9.880038660216847347e+03,6.653410775973308944e+01
9.880038678776572851e+03,6.653464181033795910e+01
9.880038697336298355e+03,6.653517586012172558e+01
9.880038715896025678e+03,6.653570990913672745e+01
9.880038734455751182e+03,6.653624395727820229e+01
9.880038753015478505e+03,6.653677800465077041e+01
9.880038771575204009e+03,6.653731205114974046e+01
9.880038790134931332e+03,6.653784609687974694e+01
9.880038808694656836e+03,6.653838014173601323e+01
9.880038827254384159e+03,6.653891418582321649e+01
9.880038845814109663e+03,6.653944822903662271e+01
9.880038864373836986e+03,6.653998227148082378e+01
9.880038882933562491e+03,6.654051631305117098e+01
9.880038901493289814e+03,6.654105035385224198e+01
9.880038920053015318e+03,6.654158439377931700e+01
9.880038938612740822e+03,6.654211843288469197e+01
9.880038957172468145e+03,6.654265247122063442e+01
9.880038975732193649e+03,6.654318650868246721e+01
9.880038994291920972e+03,6.654372054537478220e+01
9.880039012851646476e+03,6.654425458119287384e+01
9.880039031411373799e+03,6.654478861624136243e+01
9.880039049971099303e+03,6.654532265041551398e+01
9.880039068530826626e+03,6.654585668382000563e+01
9.880039087090552130e+03,6.654639071635004655e+01
9.880039105650279453e+03,6.654692474811028546e+01
9.880039124210004957e+03,6.654745877899603101e+01
9.880039142769732280e+03,6.654799280911190351e+01
9.880039161329457784e+03,6.654852683835314053e+01
9.880039179889183288e+03,6.654906086677206645e+01
9.880039198448910611e+03,6.654959489442094878e+01
9.880039217008636115e+03,6.655012892119508194e+01
9.880039235568363438e+03,6.655066294719910047e+01
9.880039254128088942e+03,6.655119697232828457e+01
9.880039272687816265e+03,6.655173099668721193e+01
9.880039291247541769e+03,6.655226502017120538e+01
9.880039309807269092e+03,6.655279904288488524e+01
9.880039328366994596e+03,6.655333306472354593e+01
9.880039346926721919e+03,6.655386708579177935e+01
9.880039365486447423e+03,6.655440110598489412e+01
9.880039384046174746e+03,6.655493512540748213e+01
9.880039402605900250e+03,6.655546914395485203e+01
9.880039421165625754e+03,6.655600316167928554e+01
9.880039439725353077e+03,6.655653717863307861e+01
9.880039458285078581e+03,6.655707119471148303e+01
9.880039476844805904e+03,6.655760521001914753e+01
9.880039495404531408e+03,6.655813922445135233e+01
9.880039513964258731e+03,6.655867323811270353e+01
9.880039532523984235e+03,6.655920725089852397e+01
9.880039551083711558e+03,6.655974126291337711e+01
9.880039569643437062e+03,6.656027527405258581e+01
9.880039588203164385e+03,6.656080928442077038e+01
9.880039606762889889e+03,6.656134329391321103e+01
9.880039625322617212e+03,6.656187730263449964e+01
9.880039643882342716e+03,6.656241131047995907e+01
9.880039662442068220e+03,6.656294531750187105e+01
9.880039681001795543e+03,6.656347932375248888e+01
9.880039699561521047e+03,6.656401332912713542e+01
9.880039718121248370e+03,6.656454733373040256e+01
9.880039736680973874e+03,6.656508133745759892e+01
9.880039755240701197e+03,6.656561534041331640e+01
9.880039773800426701e+03,6.656614934249287785e+01
9.880039792360154024e+03,6.656668334380090357e+01
9.880039810919879528e+03,6.656721734423261694e+01
9.880039829479606851e+03,6.656775134389269510e+01
9.880039848039332355e+03,6.656828534267641828e+01
9.880039866599059678e+03,6.656881934068837836e+01
9.880039885158785182e+03,6.656935333782388398e+01
9.880039903718510686e+03,6.656988733413521686e+01
9.880039922278238009e+03,6.657042132967463033e+01
9.880039940837963513e+03,6.657095532433746143e+01
9.880039959397690836e+03,6.657148931822833049e+01
9.880039977957416340e+03,6.657202331124247507e+01
9.880039996517143663e+03,6.657255730348452971e+01
9.880040015076869167e+03,6.657309129484980303e+01
9.880040033636596490e+03,6.657362528544290114e+01
9.880040052196321994e+03,6.657415927515911847e+01
9.880040070756049317e+03,6.657469326410304689e+01
9.880040089315774821e+03,6.657522725216998083e+01
9.880040107875502144e+03,6.657576123946458324e+01
9.880040126435227648e+03,6.657629522588209170e+01
9.880040144994953152e+03,6.657682921147477373e+01
9.880040163554680475e+03,6.657736319629499633e+01
9.880040182114405980e+03,6.657789718023796866e+01
9.880040200674133303e+03,6.657843116340833944e+01
9.880040219233858807e+03,6.657896514570138891e+01
9.880040237793586130e+03,6.657949912722176578e+01
9.880040256353311634e+03,6.658003310786469342e+01
9.880040274913038957e+03,6.658056708773483479e+01
9.880040293472764461e+03,6.658110106672749851e+01
9.880040312032491784e+03,6.658163504494724805e+01
