Time (BJD_TBD - 2450000), F_f/F_star (ppm)
9.917309675925876945e+03,4.916625829180683915e+00
9.917309697571559809e+03,4.916243695065902308e+00
9.917309719217242673e+03,4.915861575265575212e+00
9.917309740862925537e+03,4.915479469779771904e+00
9.917309762508608401e+03,4.915097378608587420e+00
9.917309784154293084e+03,4.914715301719995821e+00
9.917309805799975948e+03,4.914333239178290569e+00
9.917309827445658811e+03,4.913951190951454606e+00
9.917309849091341675e+03,4.913569157039566093e+00
9.917309870737024539e+03,4.913187137442702301e+00
9.917309892382707403e+03,4.912805132160966259e+00
9.917309914028390267e+03,4.912423141194420140e+00
9.917309935674073131e+03,4.912041164543165195e+00
9.917309957319757814e+03,4.911659202175177263e+00
9.917309978965440678e+03,4.911277254154724936e+00
9.917310000611123542e+03,4.910895320449815138e+00
9.917310022256806405e+03,4.910513401060518035e+00
9.917310043902489269e+03,4.910131495986926886e+00
9.917310065548172133e+03,4.909749605229113634e+00
9.917310087193854997e+03,4.909367728787162655e+00
9.917310108839537861e+03,4.908985866661161879e+00
9.917310130485222544e+03,4.908604018819107573e+00
9.917310152130905408e+03,4.908222185325255005e+00
9.917310173776588272e+03,4.907840366147602218e+00
9.917310195422271136e+03,4.907458561286243359e+00
9.917310217067954000e+03,4.907076770741233496e+00
9.917310238713636863e+03,4.906694994512680985e+00
9.917310260359319727e+03,4.906313232600656882e+00
9.917310282005002591e+03,4.905931485005256221e+00
9.917310303650687274e+03,4.905549751694467275e+00
9.917310325296370138e+03,4.905168032732545313e+00
9.917310346942053002e+03,4.904786328087489267e+00
9.917310368587735866e+03,4.904404637759376406e+00
9.917310390233418730e+03,4.904022961748300879e+00
9.917310411879101594e+03,4.903641300054340846e+00
9.917310433524784457e+03,4.903259652677575353e+00
9.917310455170467321e+03,4.902878019618096772e+00
9.917310476816152004e+03,4.902496400843912028e+00
9.917310498461834868e+03,4.902114796419245302e+00
9.917310520107517732e+03,4.901733206312107960e+00
9.917310541753200596e+03,4.901351630522595926e+00
9.917310563398883460e+03,4.900970069050770483e+00
9.917310585044566324e+03,4.900588521896733774e+00
9.917310606690249188e+03,4.900206989060556850e+00
9.917310628335932051e+03,4.899825470542332972e+00
9.917310649981616734e+03,4.899443966310084164e+00
9.917310671627299598e+03,4.899062476428001744e+00
9.917310693272982462e+03,4.898681000864123725e+00
9.917310714918665326e+03,4.898299539618519383e+00
9.917310736564348190e+03,4.897918092691290859e+00
9.917310758210031054e+03,4.897536660082501214e+00
9.917310779855713918e+03,4.897155241792244595e+00
9.917310801501396782e+03,4.896773837820606268e+00
9.917310823147079645e+03,4.896392448167656397e+00
9.917310844792764328e+03,4.896011072801449870e+00
9.917310866438447192e+03,4.895629711786145144e+00
9.917310888084130056e+03,4.895248365089795328e+00
9.917310909729812920e+03,4.894867032712479471e+00
9.917310931375495784e+03,4.894485714654267738e+00
9.917310953021178648e+03,4.894104410915254277e+00
9.917310974666861512e+03,4.893723121495516359e+00
9.917310996312544376e+03,4.893341846395157013e+00
9.917311017958229058e+03,4.892960585582189381e+00
9.917311039603911922e+03,4.892579339120796789e+00
9.917311061249594786e+03,4.892198106979026129e+00
9.917311082895277650e+03,4.891816889156937798e+00
9.917311104540960514e+03,4.891435685654634824e+00
9.917311126186643378e+03,4.891054496472195368e+00
9.917311147832326242e+03,4.890673321609705582e+00
9.917311169478009106e+03,4.890292161067235632e+00
9.917311191123693789e+03,4.889911014812846624e+00
9.917311212769376652e+03,4.889529882910689906e+00
9.917311234415059516e+03,4.889148765328812374e+00
9.917311256060742380e+03,4.888767662067291297e+00
9.917311277706425244e+03,4.888386573126212831e+00
9.917311299352108108e+03,4.888005498505671120e+00
9.917311320997790972e+03,4.887624438205728339e+00
9.917311342643473836e+03,4.887243392226486627e+00
9.917311364289158519e+03,4.886862360535999095e+00
9.917311385934841383e+03,4.886481343198401994e+00
9.917311407580524246e+03,4.886100340181741331e+00
9.917311429226207110e+03,4.885719351486102369e+00
9.917311450871889974e+03,4.885338377111579256e+00
9.917311472517572838e+03,4.884957417058242157e+00
9.917311494163255702e+03,4.884576471326194103e+00
9.917311515808938566e+03,4.884195539915496376e+00
9.917311537454623249e+03,4.883814622794233173e+00
9.917311559100306113e+03,4.883433720026510549e+00
9.917311580745988977e+03,4.883052831580389608e+00
9.917311602391671840e+03,4.882671957455956502e+00
9.917311624037354704e+03,4.882291097653304490e+00
9.917311645683037568e+03,4.881910252172511733e+00
9.917311667328720432e+03,4.881529421013657277e+00
9.917311688974403296e+03,4.881148604176826389e+00
9.917311710620087979e+03,4.880767801630104152e+00
9.917311732265770843e+03,4.880387013437579746e+00
9.917311753911453707e+03,4.880006239567321380e+00
9.917311775557136571e+03,4.879625480019416983e+00
9.917311797202819434e+03,4.879244734793958926e+00
9.917311818848502298e+03,4.878864003891018264e+00
9.917311840494185162e+03,4.878483287310688254e+00
9.917311862139868026e+03,4.878102585053039952e+00
9.917311883785550890e+03,4.877721897118167504e+00
9.917311905431235573e+03,4.877341223474162213e+00
9.917311927076918437e+03,4.876960564185083058e+00
9.917311948722601301e+03,4.876579919219030224e+00
9.917311970368284165e+03,4.876199288576073876e+00
9.917311992013967028e+03,4.875818672256316155e+00
9.917312013659649892e+03,4.875438070259818346e+00
9.917312035305332756e+03,4.875057482586676372e+00
9.917312056951015620e+03,4.874676909236966615e+00
9.917312078596700303e+03,4.874296350178806136e+00
9.917312100242383167e+03,4.873915805476221053e+00
9.917312121888066031e+03,4.873535275097320429e+00
9.917312143533748895e+03,4.873154759042196638e+00
9.917312165179431759e+03,4.872774257310920731e+00
9.917312186825114622e+03,4.872393769903579752e+00
9.917312208470797486e+03,4.872013296820258077e+00
9.917312230116480350e+03,4.871632838061027648e+00
9.917312251762165033e+03,4.871252393594026842e+00
9.917312273407847897e+03,4.870871963483251577e+00
9.917312295053530761e+03,4.870491547696833123e+00
9.917312316699213625e+03,4.870111146234842536e+00
9.917312338344896489e+03,4.869730759097372186e+00
9.917312359990579353e+03,4.869350386284494014e+00
9.917312381636262216e+03,4.868970027796302169e+00
9.917312403281945080e+03,4.868589683632873033e+00
9.917312424927629763e+03,4.868209353762339653e+00
9.917312446573312627e+03,4.867829038248689066e+00
9.917312468218995491e+03,4.867448737060053432e+00
